id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2445994809,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-14T09:11:23.462Z,2022-08-14T10:56:04Z,3705763325,59,"22, 28, 16, 71, 4, 5, 7, 20, 9, 14, 10, 1, 6, 8, 21, 24, 30, 31, 32",3705763333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705763329,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3705889013,197,16521,3705763323,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3705763331,194,9p6nlczeycd0ai4dahjxnf8ph,3705763327,130,8,3705763321,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, a76yp8gkkg6frtuhh3d6l46i, 570htztcvfsu947xw6fvtzmc5, 61a5bh5xw947nv4mxx62gqaqx, cudl1cjc8kxshfbhatms7aooa, 9p6nlczeycd0ai4dahjxnf8ph, 55njsqpc4izy2wogf188whtrd, 6rfm7p5go1lgv6ccdjqgpallh, 5qvy65ckiigykkowpyco05zv9, 16mtjri8tz6vmxtxwr34y2tp1, brij3tiox17hyfm63ulhg5sr9, 6lxkawhg9z2jyh7u8d6hp3g15, 4fiks6jvfxzbs9k0s050vmfbo, 6dd248q0adq6su677bw2kk2c5, bpgw0ge8xj4a252ivrwp31kpg, 6h0fuh0aamz86pf25qebm0fvu, cp866ucakmwqiwxrstkaxwgt0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445994829,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-08-14T09:11:27.724Z,2022-08-14T10:19:08Z,3705763477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705763471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3705763469,30,"7dg8woqlx67ch0ji3ujhgb52i, 8ozlo6qrdavr86guhclwvh84q, a02jtmvlc1tlstvt96pa1hisq, a21sngx9u0boxf3n6u5qbkdlh, e3akocgpppdty3ayxty1gf6xh, nw48ayorxrpxwcxbdhxy44k4, 1sb4655mgzrdohlltyk9fqlzp, dbkr1w2xlwnyssid1tv0jlujt, 6jqn5grsuhuo5at81pzahr6xh, c5jk0pvcvqddy0xiqv6qkesph, emuhqfrh7daavple8wlrljhm1, 3kbhgmnf6bhfgut0jxf4m2sfe, 3dc82sro077by40u3qdmhw0r9, ecqjg6wtntf1guejvm10redck, awkcni8hs06o4bfpopikjvspg, 7qzban9gm72aznhn11qyxwtg4, bdurpi6c2ipwtcuyndq0e6ve2, 792zq4joba1qgt0lusvrjantg, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",3705763481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705763473,59,"1, 3, 5, 8, 4, 23, 7, 6, 21, 9, 19, 10, 11, 27, 16, 20, 22, 25, 33, 34",3705763479,194,e3akocgpppdty3ayxty1gf6xh,3705763475,130,2,3705889791,197,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020195,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2022-08-14T10:18:18.649Z,2022-08-14T10:18:18Z,3705900501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020199,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-08-14T10:18:18.649Z,2022-08-16T10:17:06Z,3705900507,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020219,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,50,50,2022-08-14T10:18:18.737Z,2022-08-17T03:05:34Z,3705900621,140,37.2,3712287261,178,,3705900627,213,3.1,3705900623,141,50.1,3705900629,279,S,3705900625,212,13.4,3705900619,56,Back,,,,55njsqpc4izy2wogf188whtrd,Pedro Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020271,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,0,39.3,49.9,2022-08-14T10:18:21.539Z,2022-08-17T08:58:14Z,3705900893,56,Left,3705900899,212,45.5,3705900891,155,,3712287329,178,,3705900897,141,83.7,3705900901,213,0.5,3705900903,1,,3705900895,140,76.7,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020255,3,44,1,0,5,6g9qrm72224jrk6tkxxxi8a9n,1,22.5,17.4,2022-08-14T10:18:24.256Z,2022-08-17T05:03:59Z,3705900819,56,Back,3705900931,233,5,3705900821,285,,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020273,5,44,1,0,5,8iawijq7s9s6d85mjz8wdslki,0,77.5,82.6,2022-08-14T10:18:24.257Z,2022-08-17T03:05:44Z,3705900911,56,Left,3705900913,286,,3705900985,233,3,,,,,,,,,,,,,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020259,4,12,1,0,5,6g9qrm72224jrk6tkxxxi8a9n,1,21.6,18.5,2022-08-14T10:18:24.278Z,2022-08-17T05:03:59Z,3705900855,213,4.7,3705900847,56,Back,3712287447,388,,3705900887,167,,3705900849,140,21.6,3705900853,212,13.5,3705900919,15,,3705900851,141,0.0,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446020265,5,5,1,0,7,6g9qrm72224jrk6tkxxxi8a9n,0,19.5,-1.2,2022-08-14T10:18:26.056Z,2022-08-17T03:05:54Z,3705900873,56,Back,3705901151,233,6,3705900875,347,,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
