id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2472330847,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-15T17:02:16.485Z,2022-10-15T18:07:18Z,3846151451,197,9137,3845849761,194,9hvw1v4douz0kst032a9l853p,3845849753,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3845849759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845849755,59,"44, 27, 7, 5, 6, 4, 33, 10, 19, 17, 9, 1, 8, 13, 15, 22, 23, 26, 29, 34",3845849763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845849751,30,"awih1xkabe5o6afn6d85ilxw5, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 1tj9gmnm02s8f12zwzvuwnoph, 34258m1cvslz8r6d17nv4b90q, 9hvw1v4douz0kst032a9l853p, 7jtag81mvpom3bfgezx8txbdh, aie09n600h7ozeg6zl6anithx, 60fbyywnjiz6l8n7gmi2mjld5, dc4n5ylytswddlvd82snkb90q, amvonu36at4dg7ksi1ioczi3u, bpvq84v7wwz759mgykvsy3pat, aqjwz3wm0it916o2vb5tz9vxl, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 7m3uhmmzizwmpk64dw750pn11, 3hpv677ua2y88yx55iujzqpgq, 3o6woe2uh6754hw803v86l1t6",3845849757,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472330899,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-15T17:02:18.795Z,2022-10-15T18:02:22Z,3845850077,130,8,3845850065,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, 5n65xhwbd6dm3uynl4h7k920a, 90vny1388bdhx8103lp9njac4, 7nfr8xuo637qma7ovxx4r9fmy, 7lpwkpwfw656re3pymntslv55, dtglxu78mwbkvog0jnusmdc5x, hxqybxg5578sgx0gx5qb834l, 5dbx86ca2t7dae8b3t69atii1, 7dkhv2l8y6jq20l1dc2ye17je, 2ekx0fvuf0dsat062oj430d05, 32pfghvfogjnpbgsj5mk2jhpm, 7sa0cx70w7dc0ahu5sm0ziz11, 8jldtmgqls9vc5ks6zxw30iui, 4mroygq2ruxkml5c5j4awwted, 8qrsqp9qqvb0jdynpgsnifai1, 8j8encc4aqkh07ydce6hiaokp, 4cyftx5l62gw3ijl29y7t51pl, 4qoddvxuknli8073d54hii2cq, bx2xcfe18epftsy5lrdf1fevo, aq8emkcjejbav0fys17iqv2ll, 94b7i139jyk6hs6ioqlztg1jp",3845850069,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3846160795,197,472,3845850079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845850083,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845850081,194,6ydojoa3581jgszpjqj7i8zpx,3845850073,59,"1, 2, 5, 21, 25, 6, 11, 10, 9, 18, 23, 3, 4, 7, 14, 15, 16, 17, 19, 20, 24, 26, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387555,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-10-15T18:00:47.829Z,2022-10-17T05:19:24Z,3846164389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387551,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-15T18:00:47.829Z,2022-10-15T18:00:47Z,3846164369,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387601,3,1,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,50.1,50,2022-10-15T18:00:47.930Z,2022-10-17T07:03:47Z,3846164625,141,55.7,3846164631,213,2.9,3846164627,212,19.0,3846164621,56,Back,3846164623,140,32.4,3851753935,178,,3846164633,279,S,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387673,4,1,1,0,3,4vd2t5schmvvufrfib7f2vjdf,1,32.5,55.4,2022-10-15T18:00:51.011Z,2022-10-17T07:03:47Z,3846165033,212,53.0,3846165037,1,,3851753943,178,,3846165029,140,70.8,3846165031,141,4.7,3846165025,155,,3846165035,213,5.6,3846165027,56,Right,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387677,5,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,1,71.9,6.3,2022-10-15T18:00:53.940Z,2022-10-18T03:17:36Z,3846165069,233,3,3846165061,286,,3846165059,56,Right,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387637,3,44,1,0,6,b79uipsy57y1jqpy07h4i5ovk,0,28.1,93.7,2022-10-15T18:00:53.941Z,2022-10-17T07:03:48Z,3846164815,56,Back,3846165095,233,5,3846164817,285,,,,,,,,,,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387691,6,1,1,0,6,4vd2t5schmvvufrfib7f2vjdf,0,72,4,2022-10-15T18:00:54.083Z,2022-10-18T03:17:37Z,3846165131,168,,3846165137,141,0.0,3846165141,213,5.9,3846165129,3,,3846165139,212,8.3,3851753997,388,,3846165135,140,79.2,3846165133,56,Right,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472387845,4,5,1,0,8,b79uipsy57y1jqpy07h4i5ovk,1,23.2,101.6,2022-10-15T18:00:56.074Z,2022-10-17T07:03:49Z,3846165913,56,Back,3846165915,347,,3846165929,233,7,,,,,,,,,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
