id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2531138373,7,3,1,0,12,d0zdg647gvgc95xdtk1vpbkys,1,47.8,8,2023-04-09T14:46:55.564Z,2023-04-09T14:46:57Z,4176959723,56,Back,4176959725,286,,4176959743,233,4,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138409,8,1,1,0,14,d0zdg647gvgc95xdtk1vpbkys,1,41.5,15.7,2023-04-09T14:46:57.294Z,2023-04-09T14:47:00Z,4176959907,56,Back,4176959913,212,13.6,4176959915,213,2.9,4176959909,140,28.9,4176959911,141,20.6,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138497,9,1,1,0,18,d0zdg647gvgc95xdtk1vpbkys,1,29.3,30.8,2023-04-09T14:47:01.401Z,2023-04-09T14:47:08Z,4176960429,212,27.6,4176960427,141,70.8,4176960431,213,1.4,4176960425,140,33.5,4176960423,56,Back,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138525,10,1,1,0,25,d0zdg647gvgc95xdtk1vpbkys,1,56.1,80.9,2023-04-09T14:47:08.094Z,2023-04-09T14:47:10Z,4176960579,212,7.7,4176960581,213,1.7,4176960577,141,92.0,4176960575,140,54.8,4176960573,56,Left,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138601,11,1,1,0,27,d0zdg647gvgc95xdtk1vpbkys,1,54.8,92,2023-04-09T14:47:10.131Z,2023-04-09T14:47:14Z,4176960961,213,3.6,4176960951,56,Back,4176960953,140,41.9,4176960955,141,81.5,4176960959,212,15.3,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138639,12,1,1,0,31,d0zdg647gvgc95xdtk1vpbkys,1,43.4,68.7,2023-04-09T14:47:13.898Z,2023-04-09T14:47:17Z,4176961179,212,46.5,4176961171,196,,4176961173,56,Right,4176961175,140,61.9,4176961169,155,,4176961181,213,5.1,4176961183,1,,4176961177,141,6.5,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138645,13,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,0,61.9,6.7,2023-04-09T14:47:17.626Z,2023-04-09T14:47:18Z,4176961211,56,Center,4176961217,212,12.9,4176961213,140,68.6,4176961215,141,22.6,4176961219,213,1.0,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138667,5,49,1,0,36,3ebril33e08ddzob4bhq8awsr,1,34.3,77.8,2023-04-09T14:47:19.346Z,2023-04-09T14:47:19Z,,,,,,,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138707,6,1,1,0,36,3ebril33e08ddzob4bhq8awsr,1,33.8,78.4,2023-04-09T14:47:19.682Z,2023-04-09T14:47:22Z,4176961545,213,2.1,4176961543,212,12.3,4176961541,141,94.2,4176961539,140,28.1,4176961537,56,Back,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138757,7,1,1,0,39,3ebril33e08ddzob4bhq8awsr,1,28.1,94.1,2023-04-09T14:47:21.859Z,2023-04-09T14:47:25Z,4176961785,140,32.3,4176961787,141,64.3,4176961781,56,Back,4176961791,213,4.9,4176961789,212,20.7,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138763,8,3,1,0,42,3ebril33e08ddzob4bhq8awsr,0,31.4,68,2023-04-09T14:47:24.903Z,2023-04-09T14:47:27Z,4176961799,56,Back,4176961801,285,,4176961869,233,14,,,,,,,,,,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138745,14,7,1,0,42,d0zdg647gvgc95xdtk1vpbkys,0,68.6,32,2023-04-09T14:47:24.904Z,2023-04-09T14:47:26Z,4176961723,56,Center,4176961725,286,,4176961835,233,8,,,,,,,,,,,,,,,,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138805,9,1,1,0,43,3ebril33e08ddzob4bhq8awsr,1,29.4,69.6,2023-04-09T14:47:26.627Z,2023-04-09T14:47:29Z,4176962023,56,Back,4176962031,213,2.1,4176962025,140,21.1,4176962027,141,91.8,4176962029,212,17.4,,,,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138837,10,1,1,0,46,3ebril33e08ddzob4bhq8awsr,1,26,83.9,2023-04-09T14:47:29.347Z,2023-04-09T14:47:31Z,4176962161,140,41.2,4176962167,213,0.4,4176962163,141,94.2,4176962165,212,17.4,4176962159,56,Back,,,,,,,,,,6o2tffdjtdueojbhahe3w66i2,R. Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138839,11,4,1,0,48,3ebril33e08ddzob4bhq8awsr,1,40.8,91.2,2023-04-09T14:47:31.443Z,2023-04-09T14:47:33Z,4176962363,233,15,4176962177,152,,4176962181,286,,4176962175,56,Back,4176962173,13,,4176962179,265,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531138857,15,4,1,0,48,d0zdg647gvgc95xdtk1vpbkys,0,59.2,8.8,2023-04-09T14:47:31.444Z,2023-04-09T14:47:34Z,4176962367,233,11,4176962299,152,,4176962295,13,,4176962301,265,,4176962297,56,Right,4176962303,285,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139005,12,1,1,1,0,3ebril33e08ddzob4bhq8awsr,0,38.9,83.9,2023-04-09T14:47:42.818Z,2023-04-09T14:47:44Z,4176963047,152,,4176963055,212,53.7,4176963053,141,54.5,4176963051,140,86.4,4176963059,1,,4176963045,155,,4176963057,213,5.9,4176963043,5,,6o2tffdjtdueojbhahe3w66i2,R. Vita,4176963101,189,4176963049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139019,16,52,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,14,54.8,2023-04-09T14:47:44.910Z,2023-04-09T14:47:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139121,17,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,14,54.8,2023-04-09T14:47:45.006Z,2023-04-09T14:47:53Z,4176963633,123,,4176963635,56,Back,4176963639,141,58.5,4176963637,140,27.1,4176963643,213,0.2,4176963641,212,14.0,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139143,18,1,1,1,10,d0zdg647gvgc95xdtk1vpbkys,1,43.5,71.9,2023-04-09T14:47:53.054Z,2023-04-09T14:47:55Z,4176963769,141,82.7,4176963765,56,Back,4176963773,213,1.7,4176963767,140,42.3,4176963771,212,7.5,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139181,19,1,1,1,12,d0zdg647gvgc95xdtk1vpbkys,1,42.3,81.3,2023-04-09T14:47:55.197Z,2023-04-09T14:53:14Z,4176963947,212,12.7,4176963943,140,46.3,4176963945,141,63.6,4176963941,56,Back,4176963949,213,5.0,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139199,20,1,1,1,15,d0zdg647gvgc95xdtk1vpbkys,1,44.3,67.5,2023-04-09T14:47:57.965Z,2023-04-09T14:48:00Z,4176964039,141,64.2,4176964035,56,Back,4176964041,212,12.0,4176964043,213,3.3,4176964037,140,33.1,,,,,,,,,,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139227,21,1,1,1,19,d0zdg647gvgc95xdtk1vpbkys,1,37.6,64.5,2023-04-09T14:48:01.934Z,2023-04-09T14:48:03Z,4176964161,140,46.8,4176964167,213,5.8,4176964165,212,10.9,4176964163,141,57.2,4176964159,56,Back,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139247,22,1,1,1,19,d0zdg647gvgc95xdtk1vpbkys,1,46.9,57.3,2023-04-09T14:48:02.702Z,2023-04-09T14:48:04Z,4176964289,212,11.9,4176964291,213,2.7,4176964287,141,64.4,4176964283,56,Back,4176964285,140,36.5,,,,,,,,,,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139313,23,1,1,1,21,d0zdg647gvgc95xdtk1vpbkys,1,33.6,62.3,2023-04-09T14:48:04.013Z,2023-04-09T14:48:10Z,4176964673,141,23.9,4176964675,212,26.5,4176964671,140,37.8,4176964669,56,Back,4176964677,213,4.9,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139343,24,1,1,1,27,d0zdg647gvgc95xdtk1vpbkys,1,46.1,28.4,2023-04-09T14:48:10.558Z,2023-04-09T14:48:14Z,4176964859,140,44.3,4176964857,56,Back,4176964865,213,1.7,4176964863,212,17.4,4176964861,141,53.9,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139351,25,1,1,1,31,d0zdg647gvgc95xdtk1vpbkys,0,55.7,61.5,2023-04-09T14:48:13.998Z,2023-04-09T14:48:14Z,4176964921,213,0.1,4176964919,212,10.9,4176964915,140,66.0,4176964913,56,Center,4176964917,141,63.5,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139397,13,61,1,1,34,3ebril33e08ddzob4bhq8awsr,1,43.5,37.6,2023-04-09T14:48:16.739Z,2023-04-09T14:48:16Z,4176965131,56,Back,,,,,,,,,,,,,,,,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139679,20,49,1,1,34,3ebril33e08ddzob4bhq8awsr,1,31.3,39.5,2023-04-09T14:48:17.530Z,2023-04-09T14:48:53Z,,,,,,,,,,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139763,21,1,1,1,35,3ebril33e08ddzob4bhq8awsr,1,31.5,39.7,2023-04-09T14:48:17.930Z,2023-04-09T14:49:02Z,4176967249,212,17.9,4176967245,140,48.3,4176967243,56,Back,4176967251,213,0.2,4176967247,141,43.9,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139413,16,1,1,1,36,3ebril33e08ddzob4bhq8awsr,0,50.3,48.7,2023-04-09T14:48:19.596Z,2023-04-09T14:52:01Z,4176965201,56,Center,4176965205,141,29.4,4176965203,140,56.7,4176965207,212,14.7,4176965211,213,5.2,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139439,26,49,1,1,37,d0zdg647gvgc95xdtk1vpbkys,1,46.8,83.6,2023-04-09T14:48:20.022Z,2023-04-09T14:51:59Z,,,,,,,,,,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139461,27,1,1,1,38,d0zdg647gvgc95xdtk1vpbkys,1,46.8,83.6,2023-04-09T14:48:21.086Z,2023-04-09T14:53:07Z,4176965439,141,92.7,4176965435,56,Left,4176965441,212,18.5,4176965443,213,0.3,4176965437,140,63.4,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139479,28,1,1,1,41,d0zdg647gvgc95xdtk1vpbkys,1,70.6,90.6,2023-04-09T14:48:24.142Z,2023-04-09T14:48:26Z,4176965595,56,Center,4176965599,141,78.5,4176965597,140,74.5,4176965603,213,5.2,4176965601,212,9.2,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139527,29,1,1,1,43,d0zdg647gvgc95xdtk1vpbkys,1,74.1,77.6,2023-04-09T14:48:25.886Z,2023-04-09T14:48:31Z,4176965827,141,75.5,4176965829,212,24.9,4176965825,140,97.8,4176965823,56,Center,4176965831,213,6.2,4176965821,155,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139531,30,50,1,1,47,d0zdg647gvgc95xdtk1vpbkys,1,97.1,72.6,2023-04-09T14:48:30.193Z,2023-04-09T14:48:32Z,4176965841,286,,4176965839,56,Center,4176965891,233,17,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139515,17,7,1,1,47,3ebril33e08ddzob4bhq8awsr,0,2.9,27.4,2023-04-09T14:48:30.194Z,2023-04-09T14:48:32Z,4176965779,285,,4176965877,233,30,4176965777,56,Back,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139535,31,50,1,1,48,d0zdg647gvgc95xdtk1vpbkys,1,97.4,73.4,2023-04-09T14:48:30.978Z,2023-04-09T14:48:33Z,4176965855,56,Center,4176965857,286,,4176965909,233,18,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139523,18,7,1,1,48,3ebril33e08ddzob4bhq8awsr,0,2.6,26.6,2023-04-09T14:48:30.979Z,2023-04-09T14:48:32Z,4176965901,233,31,4176965803,285,,4176965801,56,Back,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139545,19,45,1,1,49,3ebril33e08ddzob4bhq8awsr,0,3.4,15.4,2023-04-09T14:48:32.450Z,2023-04-09T14:48:34Z,4176965919,285,,4176966011,233,32,4176965917,56,Back,,,,,,,,,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139549,32,3,1,1,49,d0zdg647gvgc95xdtk1vpbkys,1,96.6,84.6,2023-04-09T14:48:32.450Z,2023-04-09T14:53:39Z,4176965941,286,,4176965939,56,Left,4176965977,233,19,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139583,33,1,1,1,50,d0zdg647gvgc95xdtk1vpbkys,1,95.9,85.8,2023-04-09T14:48:33.486Z,2023-04-09T14:48:36Z,4176966157,141,93.2,4176966159,212,12.0,4176966161,213,2.7,4176966155,140,85.5,4176966153,56,Left,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139605,34,1,1,1,54,d0zdg647gvgc95xdtk1vpbkys,1,78.7,92.7,2023-04-09T14:48:37.150Z,2023-04-09T14:48:37Z,4176966287,56,Left,4176966295,213,3.7,4176966293,212,11.1,4176966291,141,84.0,4176966289,140,69.7,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139625,35,1,1,1,55,d0zdg647gvgc95xdtk1vpbkys,1,69.4,84,2023-04-09T14:48:37.838Z,2023-04-09T14:48:39Z,4176966427,212,8.3,4176966429,213,4.6,4176966421,56,Center,4176966425,141,71.9,4176966423,140,68.8,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139663,36,1,1,1,56,d0zdg647gvgc95xdtk1vpbkys,1,68.4,71.4,2023-04-09T14:48:39.678Z,2023-04-09T14:48:42Z,4176966631,141,71.3,4176966627,56,Center,4176966635,213,3.1,4176966633,212,12.7,4176966629,140,56.3,,,,,,,,,,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139719,37,1,1,1,59,d0zdg647gvgc95xdtk1vpbkys,1,55.3,63.9,2023-04-09T14:48:42.062Z,2023-04-09T14:48:49Z,4176966989,213,0.3,4176966981,56,Center,4176966985,141,69.0,4176966983,140,66.3,4176966987,212,12.1,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139753,38,1,1,2,6,d0zdg647gvgc95xdtk1vpbkys,1,54.8,57.2,2023-04-09T14:48:49.533Z,2023-04-09T14:48:52Z,4176967211,1,,4176967199,140,69.9,4176967195,155,,4176967201,141,12.4,4176967197,56,Right,4176967207,213,5.2,4176967203,212,34.3,,,,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531139767,39,1,1,2,10,d0zdg647gvgc95xdtk1vpbkys,1,69.8,11.3,2023-04-09T14:48:52.798Z,2023-04-09T14:48:53Z,4176967269,212,6.2,4176967265,140,71.2,4176967263,56,Right,4176967267,141,20.2,4176967271,213,1.3,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
