id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2521059435,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-17T18:26:06.709Z,2023-03-17T18:26:06Z,4102787219,194,a21sngx9u0boxf3n6u5qbkdlh,4102787215,130,4,4102787211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102787223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102787217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102787221,197,2840,4102787213,59,"1, 2, 5, 17, 3, 6, 4, 8, 21, 7, 33, 9, 11, 16, 19, 20, 22, 24, 27, 28, 29, 30, 34",4102787209,30,"7dg8woqlx67ch0ji3ujhgb52i, 8822s8ns7oyvjqade4oaxzg0l, a02jtmvlc1tlstvt96pa1hisq, 5shfqpd5fj05qrp1jlzd08ftg, 8ozlo6qrdavr86guhclwvh84q, dbkr1w2xlwnyssid1tv0jlujt, e3akocgpppdty3ayxty1gf6xh, a21sngx9u0boxf3n6u5qbkdlh, 6jqn5grsuhuo5at81pzahr6xh, 1sb4655mgzrdohlltyk9fqlzp, 8oetnmi8kejwwy37rhlelw2ne, c5jk0pvcvqddy0xiqv6qkesph, 3dc82sro077by40u3qdmhw0r9, awkcni8hs06o4bfpopikjvspg, emuhqfrh7daavple8wlrljhm1, 7qzban9gm72aznhn11qyxwtg4, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, ecqjg6wtntf1guejvm10redck, ca8qw8jztjxwxuc2foa6dfckq, 6d77z8z1zvsfuz3tt0k0lzk7o, 266bhlksybsxaymm3ufiqlpg4, 10ijtddqmzbhx3qtlhbyn4rca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521061457,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-03-17T18:29:46.308Z,2023-03-17T19:00:46Z,4102798001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102798007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102797999,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, 5fnmjp63t7m9fg3y2fcw6z015, 9fpb7g8ij9dqtuqhnimy5fap5, 7t19aebk75lrt41hmclk18mhh, 71gwdg60saiwwwnnv6is52may, cnexf6pdh1piheuuqzrbb1t61, 8rqula41yqtbwycgemsw9ixud, hjb0mn4fgmfiimwn5odvl8fd, 4tc5741xue1eigwcu4t7qtuc5, 67v3pc4c8yomh3hg3w0257oid, 51b7kbz09togoaueykwbm385, 1kbmdrn8cmlf591w70v9bpo0l, 3jkzywsfc2vjq3h1kqdhhl2hh, 3momlsgsh0o7u40ydp2f2ocbu, cozhhgt0jbcuu4wdxf1pwjkyd, 3fzqjtehxr65c2xfyytws30q2, emrt1s5yfgtex867u98gbt0fe, bp2ellllifbtxgf0p8qlbm1nt, 6o2tffdjtdueojbhahe3w66i2, 51x91drkirjxaclsm8iv6nm96, 8qqyo9093i0wtapxq219wjzzd",4102798009,194,8rqula41yqtbwycgemsw9ixud,4102890107,197,17197,4102798005,130,8,4102798011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102798003,59,"31, 12, 5, 6, 14, 33, 77, 8, 17, 29, 7, 1, 2, 4, 11, 18, 21, 22, 34, 55, 61, 74, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083133,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-17T19:00:03.311Z,2023-03-19T14:17:13Z,4102908527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083129,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-03-17T19:00:03.311Z,2023-03-17T19:00:03Z,4102908491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083169,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,50,50,2023-03-17T19:00:03.340Z,2023-03-19T15:15:47Z,4102908703,56,Back,4102908711,213,3.0,4102908709,212,22.1,4110252837,178,,4102908705,140,29.1,4102908713,279,S,4102908707,141,53.9,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083219,4,1,1,0,3,3ebril33e08ddzob4bhq8awsr,1,28.3,52.7,2023-03-17T19:00:06.914Z,2023-03-19T15:15:51Z,4102909001,212,18.1,4102908995,56,Back,4102908999,141,26.3,4110254223,178,,4102908997,140,30.8,4102909003,213,4.9,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083269,5,1,1,0,6,3ebril33e08ddzob4bhq8awsr,1,31,23.5,2023-03-17T19:00:09.435Z,2023-03-19T15:15:54Z,4102909239,141,4.7,4102909243,213,5.8,4102909235,56,Right,4102909237,140,56.7,4110254539,178,,4102909233,155,,4102909241,212,29.9,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083281,6,44,1,0,8,3ebril33e08ddzob4bhq8awsr,1,65.1,8.3,2023-03-17T19:00:11.532Z,2023-03-20T17:14:24Z,4102909305,56,Right,4102909307,286,,4102909341,233,3,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083285,3,44,1,0,8,6g9qrm72224jrk6tkxxxi8a9n,0,34.9,91.7,2023-03-17T19:00:11.533Z,2023-03-19T15:15:58Z,4102909435,233,6,4102909311,285,,4102909309,56,Back,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521083309,7,1,1,0,8,3ebril33e08ddzob4bhq8awsr,1,56.7,4.7,2023-03-17T19:00:11.643Z,2023-03-20T17:14:24Z,4102909411,212,10.3,4102909403,3,,4110255375,388,,4102909413,213,1.5,4102909407,140,57.7,4102909409,141,19.7,4102909405,56,Right,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
