id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/14/value,assist
2475383941,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-22T13:37:23.599Z,2022-10-22T14:30:33Z,3861977925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861977923,130,4,3861977921,59,"1, 2, 33, 4, 18, 6, 10, 8, 29, 17, 11, 5, 7, 9, 14, 15, 20, 21, 22, 23, 24, 19, 27",3861977919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861977917,30,"9pgr69ub37hmr76gwbfw7lhw5, e6xexn53yyoxmdt5naduyx8bu, 1vyh50nfaq2kq5pmivpkc1psl, 4yyekuopwb7otz18rqfgwjht5, 5bjdj7hrhuxjbsa8wc1kw42c5, bnar4f48vnx4oaz2lzch48es5, djbw3afgcgkbq22soig0xsjfu, e5xuwwa4qs6zxjd7y52tslih, aboxil79ulfa73pckzsdnwp62, 504o2odlvra056ouwcgreopgp, dy8wa8cciiae72q2ynm80rlcl, dnw3y6r7bk0aqbta2s7ttivhl, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 672cwl9zj2d6lce6jda350vvu, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1957std7hji9ca7bd29y8at7u, 7d8qc47gy4mb9mo67e1ic448a, 4fcjml5xkrwp4jykruzrzub1m, 6coor7jll29drx4kgvyt499wq",3861977929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3862448687,197,469,3861977927,194,djbw3afgcgkbq22soig0xsjfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387223,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-10-22T13:40:15.207Z,2022-10-22T14:29:10Z,3861994571,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, atbvv2os8m7nfs0p128w5a6l1, 51b7kbz09togoaueykwbm385, 9fpb7g8ij9dqtuqhnimy5fap5, bznrsqachpfr9l2wnfjy8samt, cozhhgt0jbcuu4wdxf1pwjkyd, 8rqula41yqtbwycgemsw9ixud, 8qqyo9093i0wtapxq219wjzzd, 4tc5741xue1eigwcu4t7qtuc5, 67v3pc4c8yomh3hg3w0257oid, 1kbmdrn8cmlf591w70v9bpo0l, 6pgcyaivg3sjcm6jju4nn3omi, 3jkzywsfc2vjq3h1kqdhhl2hh, 3momlsgsh0o7u40ydp2f2ocbu, 9trasqdd75zjxz4kzplb64xjp, 3fzqjtehxr65c2xfyytws30q2, emrt1s5yfgtex867u98gbt0fe, 6o2tffdjtdueojbhahe3w66i2, 71gwdg60saiwwwnnv6is52may",3861994581,59,"31, 12, 5, 10, 2, 14, 15, 21, 17, 85, 7, 1, 4, 8, 11, 18, 19, 22, 34, 61, 77",3862432269,197,4030,3861994589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861994577,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861994587,194,atbvv2os8m7nfs0p128w5a6l1,3861994585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861994583,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474963,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-10-22T14:31:17.244Z,2022-10-22T14:31:17Z,3862456723,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475013,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-10-22T14:31:17.244Z,2022-10-24T06:38:15Z,3862456923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475149,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,50,50,2022-10-22T14:31:17.261Z,2022-10-24T06:57:46Z,3862457709,279,S,3862457707,213,4.1,3862457701,140,35.1,3862457703,141,17.9,3862457699,56,Back,3869361415,178,,3862457705,212,26.9,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475219,4,1,1,0,2,3ebril33e08ddzob4bhq8awsr,1,35.1,17.9,2022-10-22T14:31:19.596Z,2022-10-25T04:02:32Z,3862458067,140,38.8,3862458069,141,24.1,3862458073,213,0.8,3862458071,212,5.7,3869361759,178,,3862458065,56,Back,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477074261,850,43,1,0,3,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-10-22T14:31:20.412Z,2022-10-25T06:03:00Z,3870964377,144,82,3870964375,178,0,,,,,,,,,,,,,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475229,5,1,1,0,3,3ebril33e08ddzob4bhq8awsr,1,38.8,24.1,2022-10-22T14:31:20.496Z,2022-10-25T04:02:45Z,3862458137,212,5.4,3862458139,213,3.5,3862458131,56,Back,3869361843,178,,3862458133,140,33.9,3862458135,141,21.6,,,,,,,bznrsqachpfr9l2wnfjy8samt,O. Özyakup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475325,6,1,1,0,5,3ebril33e08ddzob4bhq8awsr,1,33.9,21.6,2022-10-22T14:31:22.388Z,2022-10-25T04:02:55Z,3869361895,178,,3862458763,56,Back,3862458771,213,1.9,3862458769,212,33.8,3862458767,141,68.4,3862458765,140,23.1,3862458773,1,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475437,7,1,1,0,8,3ebril33e08ddzob4bhq8awsr,1,19.5,70.2,2022-10-22T14:31:26.169Z,2022-10-24T06:58:06Z,3862459401,213,3.7,3862459393,56,Back,3862459399,212,17.7,3862459397,141,56.1,3862459395,140,5.3,3869361947,178,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
