id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2538039979,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-04-23T13:45:44.990Z,2023-04-23T15:39:15Z,4213688825,194,djbw3afgcgkbq22soig0xsjfu,4213688815,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213688821,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213688819,130,8,4214011661,197,469,4213688817,59,"1, 2, 15, 10, 4, 33, 14, 20, 29, 17, 26, 6, 7, 9, 11, 21, 22, 25, 28, 30, 48",4213688813,30,"9pgr69ub37hmr76gwbfw7lhw5, e6xexn53yyoxmdt5naduyx8bu, dux0skggr99ydjz3kn58p3wmh, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, e0cy0gwf04lohf0xjef0af8fe, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, 504o2odlvra056ouwcgreopgp, a89554tzfy4nfxrycpr2z0xjp, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, dy8wa8cciiae72q2ynm80rlcl, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1qjf9el1a3ct17cb9epxz8xgq, 2fbolmn7pyvn5oto4zoeqguwa, 5vsr5aylntbln91iqj7vh5duy, cec6shf8ln2n1dibq00ez84yc",4213688829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538040921,1,34,16,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-23T13:46:27.516Z,2023-04-23T14:41:20Z,4213693659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213693677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214010245,197,16382,4213693653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213693657,130,4,4213693651,30,"9q90ls3k1i2739wd6a20fku6t, 6anvl82jyio52wo87cbxdp4np, 1s7vp9ovsa1jo7tu7nisykn9x, eu6pfkiah7otafyryg6ll7y09, aafz6q5ggn9e6m5hprc71lgph, c2an5ksdu6jbap3x3jp3z9c5x, ely6vpyueden4b6ozfmspwgk5, 4rp5snknt88bf4lws5t0o9gph, 1p0xp2onnys7jlru55vfgf1pm, egcs7b6ixb62ep08t7jznf9ih, 3mp92d5s002hi523kl4zmgrft, 6gabdz53gxhyp8dv6x5the4t1, b33sm106xc7g3h4bcqtawja7e, 28o7vv0jud22hmg4h649yozqh, c1krps0yssh477m8umrruiqjt, d7ml58kwwpetvnw46qja9ru5m, bymhffiw7brsfpjzsfqq7bvth, b427p4czppyjddx3xuuvc2okp, 9wo8twcbs1jnqzdy0c6y8adey, 8p47d0e54hgl7d86vur1m5nmx, 395y7yj6o1xwr6uaxs4sjnjdh, 4ooliltsht8mvelpds3v4bpat, ebqj8v33xv3otev2pycc6xomh",4213693675,194,c2an5ksdu6jbap3x3jp3z9c5x,4213693655,59,"1, 17, 2, 8, 33, 24, 18, 22, 9, 7, 26, 5, 6, 10, 16, 19, 20, 23, 25, 27, 28, 30, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538106845,2,32,1,0,0,ccpscwdcm65czscrun048ecn5,1,0,0,2023-04-23T14:46:19.768Z,2023-04-23T14:46:21Z,4214046505,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538106817,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-04-23T14:46:19.768Z,2023-04-24T00:29:47Z,4214046399,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538106901,3,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,49.8,50.3,2023-04-23T14:46:19.868Z,2023-04-23T14:46:23Z,4214046801,212,13.6,4214046797,140,36.9,4214046799,141,51.8,4214046805,279,S,4214046795,56,Back,4214046803,213,3.1,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538106941,4,1,1,0,3,20vymiy7bo8wkyxai3ew494fz,1,36.9,51.8,2023-04-23T14:46:22.956Z,2023-04-24T00:32:27Z,4214046995,213,4.4,4214046989,140,33.9,4214046987,56,Back,4214046991,141,37.7,4214046993,212,10.1,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107019,5,1,1,0,4,20vymiy7bo8wkyxai3ew494fz,1,33.9,37.7,2023-04-23T14:46:24.237Z,2023-04-23T14:46:26Z,4214047395,213,1.5,4214047389,140,34.4,4214047387,56,Back,4214047391,141,58.2,4214047393,212,13.9,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107053,6,1,1,0,5,20vymiy7bo8wkyxai3ew494fz,0,34.4,58.2,2023-04-23T14:46:24.780Z,2023-04-24T00:32:12Z,4214047573,212,33.0,4214047577,1,,4214047565,155,,4214047575,213,0.0,4214047567,56,Center,4214047569,140,65.8,4214047571,141,60.6,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107095,3,1,1,0,9,ccpscwdcm65czscrun048ecn5,0,39.5,29.1,2023-04-23T14:46:28.961Z,2023-04-23T14:46:30Z,4214047817,140,59.0,4214047813,3,,4214047827,213,6.2,4214047821,141,25.5,4214047815,56,Center,4214047825,212,20.6,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107119,7,1,1,0,10,20vymiy7bo8wkyxai3ew494fz,0,41.3,67.8,2023-04-23T14:46:30.748Z,2023-04-24T00:32:52Z,4214047989,213,0.3,4214047977,3,,4214047987,212,8.3,4214047983,140,48.9,4214047981,56,Back,4214047985,141,71.1,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107189,4,1,1,0,11,ccpscwdcm65czscrun048ecn5,1,52.7,28.9,2023-04-23T14:46:31.087Z,2023-04-23T14:46:34Z,4214048349,140,45.7,4214048355,213,2.0,4214048351,141,54.6,4214048347,56,Back,4214048353,212,19.0,4214048345,155,,,,,,,,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107217,5,1,1,0,14,ccpscwdcm65czscrun048ecn5,0,45.7,54.6,2023-04-23T14:46:34.335Z,2023-04-23T14:46:38Z,4214048501,212,8.4,4214048499,141,42.4,4214048493,3,,4214048497,140,47.1,4214048495,56,Back,4214048503,213,4.9,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107237,8,1,1,0,15,20vymiy7bo8wkyxai3ew494fz,1,57.5,56.6,2023-04-23T14:46:35.180Z,2023-04-23T14:46:36Z,4214048631,213,4.3,4214048627,141,44.8,4214048625,140,54.2,4214048623,56,Center,4214048629,212,8.7,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538107261,9,1,1,0,16,20vymiy7bo8wkyxai3ew494fz,1,52.8,47,2023-04-23T14:46:36.732Z,2023-04-24T00:33:09Z,4214048755,140,45.0,4214048757,141,43.3,4214048753,56,Back,4214048761,213,3.4,4214048759,212,8.6,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
