id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495693807,4,44,1,0,9,6hsriqr3ybvyg94w2k19oal50,0,13,85.8,2023-01-07T17:47:25.121Z,2023-01-09T08:33:34Z,3969073507,233,7,3969073335,285,,3969073333,56,Back,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495693843,8,1,1,0,11,3kfktv64h7kg7zryax1wktr5r,0,98,5.6,2023-01-07T17:47:27.528Z,2023-01-09T10:16:58Z,3969073513,140,97.1,3969073521,213,2.0,3971521849,388,,3969073511,56,Right,3969073517,212,2.1,3969073515,141,8.3,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495693837,5,61,1,0,12,6hsriqr3ybvyg94w2k19oal50,1,5.7,90.3,2023-01-07T17:47:27.721Z,2023-01-09T10:17:05Z,3971522279,178,,3971522277,15,,3969073487,56,Back,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495693907,6,6,1,0,12,6hsriqr3ybvyg94w2k19oal50,0,2.2,89.6,2023-01-07T17:47:28.298Z,2023-01-09T08:35:29Z,3969073853,233,9,3969073801,56,Back,3969073805,75,,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495693899,9,6,1,0,12,3kfktv64h7kg7zryax1wktr5r,1,97.8,10.4,2023-01-07T17:47:28.298Z,2023-01-09T08:35:29Z,3969073833,233,6,3969073755,56,Right,3969073757,75,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694141,10,1,1,0,30,3kfktv64h7kg7zryax1wktr5r,1,99.5,0.5,2023-01-07T17:47:46.218Z,2023-01-09T08:35:48Z,3969074807,6,,3969074809,56,Right,3969074817,212,19.9,3969074811,140,81.1,3969074813,141,7.3,3971522473,178,,3969074821,213,2.9,,,,b8vbhw29ucubzzmgv0nge1omh,D. Mihailovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694173,11,1,1,0,33,3kfktv64h7kg7zryax1wktr5r,0,80.9,9.5,2023-01-07T17:47:48.897Z,2023-01-09T08:35:53Z,3969075009,56,Center,3969075017,213,1.3,3969075007,155,,3970767969,20,,3970767967,224,,3969075013,141,54.6,3969075015,212,31.6,3969075011,140,88.0,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,3969075005,2,3971522521,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694235,7,12,1,0,35,6hsriqr3ybvyg94w2k19oal50,1,11.6,39.2,2023-01-07T17:47:50.629Z,2023-01-09T08:36:02Z,3969075347,141,46.4,3969075345,140,27.6,3969075349,212,17.5,3971522561,388,,3969075355,15,,3969075343,56,Back,3969075351,213,0.3,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495696133,50,44,1,0,37,3kfktv64h7kg7zryax1wktr5r,1,72.1,58,2023-01-07T17:47:53.105Z,2023-01-09T11:51:20Z,3969085911,286,,3969085917,233,41,3969085909,56,Center,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695891,41,44,1,0,37,6hsriqr3ybvyg94w2k19oal50,0,27.9,42,2023-01-07T17:47:53.106Z,2023-01-09T08:37:42Z,3969084359,285,,3969085939,233,50,3969084357,56,Back,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694231,12,1,1,0,37,3kfktv64h7kg7zryax1wktr5r,0,70.2,51,2023-01-07T17:47:53.109Z,2023-01-09T11:51:20Z,3969075313,3,,3971523371,388,,3969075321,212,15.7,3969075323,213,1.0,3969075319,141,70.9,3969075317,140,77.7,3969075315,56,Center,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694251,8,49,1,0,39,6hsriqr3ybvyg94w2k19oal50,1,23.8,23.8,2023-01-07T17:47:55.269Z,2023-01-09T08:38:09Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694323,9,1,1,0,41,6hsriqr3ybvyg94w2k19oal50,1,23.8,23.8,2023-01-07T17:47:56.778Z,2023-01-09T08:38:17Z,3969075801,213,6.2,3971523435,178,,3969075793,56,Back,3969075795,140,32.1,3969075797,141,22.9,3969075799,212,8.7,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694329,10,4,1,0,42,6hsriqr3ybvyg94w2k19oal50,1,36,23,2023-01-07T17:47:58.545Z,2023-01-09T08:38:22Z,3969075817,13,,3969075819,294,,3969075823,152,,3969075825,286,,3969075821,56,Back,3969075833,233,13,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694299,13,4,1,0,42,3kfktv64h7kg7zryax1wktr5r,0,64,77,2023-01-07T17:47:58.546Z,2023-01-09T08:38:21Z,3969075681,152,,3969075685,285,,3969075677,13,,3969088275,294,,3969075679,56,Center,3971523471,178,,3969075863,233,10,,,,3uq3lrjyj4mnvq6162b0jyhnt,M. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694479,11,1,1,0,55,6hsriqr3ybvyg94w2k19oal50,1,37.3,18.2,2023-01-07T17:48:11.377Z,2023-01-09T08:38:39Z,3971523583,178,,3969076413,5,,3969076425,213,1.6,3969076421,141,51.9,3969076419,140,36.2,3969076423,212,22.9,3969076415,152,,3969076417,56,Back,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694503,12,3,1,0,57,6hsriqr3ybvyg94w2k19oal50,1,36.4,54.7,2023-01-07T17:48:13.197Z,2023-01-09T08:38:57Z,3971523733,178,,3969076483,56,Back,3969076485,286,,3970769731,465,,3969076527,233,14,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694483,14,45,1,0,57,3kfktv64h7kg7zryax1wktr5r,0,63.6,45.3,2023-01-07T17:48:13.197Z,2023-01-09T08:38:57Z,3969076555,233,12,3969076431,285,,3969076429,56,Center,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694567,13,1,1,0,59,6hsriqr3ybvyg94w2k19oal50,1,37.5,57.2,2023-01-07T17:48:14.580Z,2023-01-09T08:39:05Z,3971523807,178,,3969076713,212,20.3,3969076715,213,1.5,3969076709,140,38.6,3969076711,141,87.0,3969076707,56,Back,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694589,14,1,1,1,3,6hsriqr3ybvyg94w2k19oal50,1,57.3,89.3,2023-01-07T17:48:18.846Z,2023-01-09T08:39:15Z,3971523879,178,,3969076835,213,1.1,3969076831,141,92.3,3969076829,140,58.2,3969076833,212,2.2,3969076827,56,Left,,,,,,,cynuwabb849am6ml1b70yr55h,M. Dijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694615,15,1,1,1,4,6hsriqr3ybvyg94w2k19oal50,1,58,92.1,2023-01-07T17:48:20.306Z,2023-01-09T08:39:21Z,3969076947,140,54.0,3969076953,213,4.0,3969076945,56,Left,3969076949,141,84.5,3971523929,178,,3969076951,212,6.7,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694637,16,1,1,1,7,6hsriqr3ybvyg94w2k19oal50,1,48.2,82.4,2023-01-07T17:48:23.196Z,2023-01-09T08:39:26Z,3971523961,178,,3969077089,141,65.3,3969077093,213,3.9,3969077087,140,35.5,3969077091,212,17.7,3969077085,56,Back,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694669,17,1,1,1,9,6hsriqr3ybvyg94w2k19oal50,1,34.8,62.6,2023-01-07T17:48:25.364Z,2023-01-09T08:39:31Z,3969077261,213,5.0,3969077239,56,Back,3971524001,178,,3969077255,212,26.7,3969077245,140,41.4,3969077249,141,24.7,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694741,18,1,1,1,12,6hsriqr3ybvyg94w2k19oal50,1,42.8,24.5,2023-01-07T17:48:28.538Z,2023-01-09T08:39:37Z,3969077717,1,,3969077709,141,14.3,3969077715,213,6.1,3969077707,140,72.8,3969077705,56,Right,3969077703,155,,3969077713,212,32.3,3971524059,178,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694757,19,1,1,1,19,6hsriqr3ybvyg94w2k19oal50,0,70.6,5.5,2023-01-07T17:48:35.067Z,2023-01-09T08:39:45Z,3969077793,2,,3970770881,224,,3969077805,213,0.8,3969077801,141,32.9,3971524137,178,,3969077803,212,24.9,3969077799,140,86.4,3969077797,56,Center,4idru0svqcqjpi03b4jhqyd3p,M. Bero,3969077795,155,3970770883,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694771,15,12,1,1,20,3kfktv64h7kg7zryax1wktr5r,1,14.7,73.3,2023-01-07T17:48:35.857Z,2023-01-09T08:39:55Z,3971524197,178,,3969077851,140,31.2,3969077857,213,0.5,3969077855,212,19.6,3969077875,15,,3969077853,141,86.9,3969077849,56,Back,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694827,20,1,1,1,23,6hsriqr3ybvyg94w2k19oal50,1,63,15.1,2023-01-07T17:48:38.746Z,2023-01-09T08:40:03Z,3969078143,140,62.6,3969078149,213,4.7,3969078145,141,5.2,3971524261,178,,3969078147,212,6.7,3969078141,56,Right,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694869,21,1,1,1,27,6hsriqr3ybvyg94w2k19oal50,1,51.5,3.4,2023-01-07T17:48:42.638Z,2023-01-09T08:41:08Z,3969078353,56,Back,3969078369,1,,3969078357,140,24.7,3971524737,178,,3969078361,141,27.7,3969078367,213,2.6,3969078365,212,32.6,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694889,22,1,1,1,31,6hsriqr3ybvyg94w2k19oal50,1,21.7,29.8,2023-01-07T17:48:46.947Z,2023-01-09T08:41:13Z,3969078477,212,29.2,3969078471,56,Back,3969078475,141,71.9,3969078479,213,1.4,3971524793,178,,3969078473,140,27.2,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694945,23,1,1,1,35,6hsriqr3ybvyg94w2k19oal50,1,26.5,73.2,2023-01-07T17:48:50.787Z,2023-01-09T08:54:40Z,3971530593,178,,3969078795,212,19.9,3969078787,140,18.6,3969078791,141,46.6,3969078783,56,Back,3969078801,213,4.3,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495694985,24,1,1,1,40,6hsriqr3ybvyg94w2k19oal50,1,18.8,44.8,2023-01-07T17:48:56.247Z,2023-01-09T08:54:47Z,3969079023,56,Back,3971530643,178,,3969079031,213,1.2,3969079029,212,25.3,3969079025,140,26.7,3969079027,141,80.0,,,,,,,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695005,25,1,1,1,45,6hsriqr3ybvyg94w2k19oal50,0,34.8,91.1,2023-01-07T17:49:01.497Z,2023-01-09T08:55:08Z,3971530765,178,,3969079153,56,Back,3969079159,212,13.3,3969079161,213,0.5,3969079155,140,45.9,3969079157,141,100.0,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695103,16,5,1,1,46,3kfktv64h7kg7zryax1wktr5r,1,55.6,-1.6,2023-01-07T17:49:02.508Z,2023-01-09T08:55:13Z,3969079681,56,Right,3969079683,347,,3969079689,233,27,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695033,27,5,1,1,46,6hsriqr3ybvyg94w2k19oal50,0,44.4,101.6,2023-01-07T17:49:02.508Z,2023-01-09T08:55:13Z,3969079299,347,,3969079693,233,16,3969079297,56,Back,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695011,26,43,1,1,49,6hsriqr3ybvyg94w2k19oal50,1,0,0,2023-01-07T17:49:05.067Z,2023-01-07T17:49:40Z,3969079193,56,Back,3969080801,144,61,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695111,17,1,1,2,0,3kfktv64h7kg7zryax1wktr5r,1,55.3,0,2023-01-07T17:49:15.758Z,2023-01-09T08:55:38Z,3969079743,107,,3969079751,212,10.4,3969079747,140,64.3,3969079753,213,0.4,3969079745,56,Right,3969079749,141,4.4,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695117,18,1,1,2,1,3kfktv64h7kg7zryax1wktr5r,0,64.2,4.7,2023-01-07T17:49:17.297Z,2023-01-09T08:55:49Z,3969079781,212,2.0,3969079875,233,28,3969079775,56,Right,3969079777,140,62.4,3969079779,141,5.5,3969079879,286,,3969079783,213,2.9,3969079873,236,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,3971531037,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695127,28,74,1,2,1,6hsriqr3ybvyg94w2k19oal50,1,30.3,87.8,2023-01-07T17:49:17.456Z,2023-01-09T08:55:54Z,3969079821,56,Back,3971531085,178,,3969079823,285,,3969079903,233,18,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695131,29,49,1,2,2,6hsriqr3ybvyg94w2k19oal50,1,32.6,88.8,2023-01-07T17:49:17.823Z,2023-01-09T10:30:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496284607,1884,83,1,2,3,3kfktv64h7kg7zryax1wktr5r,1,63.7,10.8,2023-01-07T17:49:19.245Z,2023-01-10T03:32:16Z,3972185479,399,508347,,,,,,,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695163,30,3,1,2,5,6hsriqr3ybvyg94w2k19oal50,0,41.2,92.9,2023-01-07T17:49:20.887Z,2023-01-09T08:57:52Z,3969080129,233,19,3969080071,286,,3970772891,465,,3969080069,56,Back,3971532143,178,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695157,19,7,1,2,5,3kfktv64h7kg7zryax1wktr5r,1,58.8,7.1,2023-01-07T17:49:20.953Z,2023-01-09T10:31:29Z,3969080099,233,30,3969080041,56,Right,3969080043,285,,3971532311,178,,3970772751,383,,,,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496175969,1162,67,1,2,6,3kfktv64h7kg7zryax1wktr5r,1,54.1,7.6,2023-01-07T17:49:21.764Z,2023-01-09T11:51:20Z,3971612181,233,887,,,,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496175967,887,67,1,2,6,6hsriqr3ybvyg94w2k19oal50,0,45.9,92.4,2023-01-07T17:49:21.765Z,2023-01-09T10:31:06Z,3971612189,233,1162,,,,,,,,,,,,,,,,,,,,,,4212luiyivgvje1vm1ojieicq,G. Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495695577,35,1,1,2,6,3kfktv64h7kg7zryax1wktr5r,1,54.6,6.7,2023-01-07T17:49:21.856Z,2023-01-09T11:51:21Z,3969082623,140,58.1,3969082627,212,4.2,3969082621,56,Right,3969082625,141,3.7,3969082629,213,5.8,3971532531,178,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
