id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2461360667,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-17T17:53:36.580Z,2022-09-17T19:08:34Z,3787455681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787455673,59,"1, 2, 28, 21, 4, 34, 33, 5, 29, 8, 14, 6, 9, 17, 18, 19, 22, 24",3787455675,130,8,3787455671,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3787455679,194,934ldgpefo90za10cq49k0o6i,3787754805,197,1517,3787455677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3787455669,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 11iegkg0xuow3r11hx5t1o1xx, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, f07qmqesi1rpw7eapoz9rb0gk, 1wf757j0e3v3bdpbc9z2tav3d, 7y0acvcg9km8dz51t5ndy23md, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 9aj2e1c30c8i3h6iff0k4dmac, 5zwa237gtyf2mlrmo7tlkqnoq, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 6ghc42l6w6v395vqy5k61drmc, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461369651,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-09-17T18:08:18.972Z,2022-09-17T19:08:37Z,3787509637,130,2,3787509643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787509641,194,atbvv2os8m7nfs0p128w5a6l1,3787509633,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3787509631,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, 5fnmjp63t7m9fg3y2fcw6z015, 9fpb7g8ij9dqtuqhnimy5fap5, 7t19aebk75lrt41hmclk18mhh, 71gwdg60saiwwwnnv6is52may, 9trasqdd75zjxz4kzplb64xjp, atbvv2os8m7nfs0p128w5a6l1, 8rqula41yqtbwycgemsw9ixud, 4tc5741xue1eigwcu4t7qtuc5, 67v3pc4c8yomh3hg3w0257oid, 51b7kbz09togoaueykwbm385, 1kbmdrn8cmlf591w70v9bpo0l, 6pgcyaivg3sjcm6jju4nn3omi, 3jkzywsfc2vjq3h1kqdhhl2hh, bznrsqachpfr9l2wnfjy8samt, 3momlsgsh0o7u40ydp2f2ocbu, 3fzqjtehxr65c2xfyytws30q2, emrt1s5yfgtex867u98gbt0fe, 6o2tffdjtdueojbhahe3w66i2, 8qqyo9093i0wtapxq219wjzzd, a3hraho1lbnm3ga3ffkahlqi2",3787509635,59,"31, 12, 5, 6, 14, 33, 77, 19, 10, 17, 7, 1, 2, 4, 8, 11, 15, 18, 22, 34, 61, 85, 90",3787509639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787755447,197,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413935,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-09-17T19:01:39.325Z,2022-09-19T10:31:38Z,3787762859,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413943,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-17T19:01:39.325Z,2022-09-17T19:01:41Z,3787762897,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413979,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,49.8,50.3,2022-09-17T19:01:39.346Z,2022-09-19T17:39:10Z,3787763119,141,52.7,3787763115,56,Back,3787763125,279,S,3787763121,212,23.4,3787763123,213,3.1,3793989867,178,,3787763117,140,27.6,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414019,4,1,1,0,3,3ebril33e08ddzob4bhq8awsr,0,27.5,51.2,2022-09-17T19:01:42.624Z,2022-09-19T17:39:14Z,3793989905,178,,3787763397,141,90.2,3787763399,212,50.7,3787763391,155,,3787763401,213,0.6,3787763395,140,68.6,3787763403,1,,3787763393,56,Left,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414013,3,44,1,0,6,dqk062lu0vm8epvytbm6r4mmf,1,31.2,12.8,2022-09-17T19:01:46.079Z,2022-09-19T19:38:32Z,3787763373,285,,3787763493,233,5,3787763371,56,Back,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414027,5,44,1,0,6,3ebril33e08ddzob4bhq8awsr,0,68.8,87.2,2022-09-17T19:01:46.080Z,2022-09-19T17:39:41Z,3787763439,286,,3787763437,56,Left,3787763543,233,3,,,,,,,,,,,,,,,,4tc5741xue1eigwcu4t7qtuc5,Iñigo Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414031,4,1,1,0,6,dqk062lu0vm8epvytbm6r4mmf,0,30.9,15.9,2022-09-17T19:01:46.102Z,2022-09-19T19:38:32Z,3787763453,141,17.7,3787763449,56,Back,3793990035,388,,3787763455,212,4.7,3787763451,140,35.2,3787763457,213,0.3,3787763447,3,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461414063,6,61,1,0,6,3ebril33e08ddzob4bhq8awsr,1,66.2,91.8,2022-09-17T19:01:46.201Z,2022-09-19T17:39:35Z,3793990173,178,,3787763657,56,Left,,,,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
