id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value,assist
2497417477,7,12,1,0,22,6g9qrm72224jrk6tkxxxi8a9n,1,41.6,92.1,2023-01-14T17:48:35.939Z,2023-01-16T11:19:12Z,3978137101,167,,3978137041,56,Back,3978137047,212,7.0,3978137045,141,100.0,3978137043,140,44.2,3981204443,178,,3978137049,213,1.2,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417573,5,5,1,0,23,ed5nwjz5za3oyi20nxzgqivmx,1,57.5,-1.6,2023-01-14T17:48:36.692Z,2023-01-16T11:19:15Z,3978137381,56,Right,3978137383,347,,3978137385,233,8,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417483,8,5,1,0,23,6g9qrm72224jrk6tkxxxi8a9n,0,42.5,101.6,2023-01-14T17:48:36.692Z,2023-01-16T11:19:15Z,3978137083,347,,3978137409,233,5,3978137079,56,Back,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417581,6,1,1,0,34,ed5nwjz5za3oyi20nxzgqivmx,1,60.8,0,2023-01-14T17:48:47.907Z,2023-01-16T11:19:17Z,3978137441,140,57.4,3978137439,56,Right,3978137447,213,1.8,3978137445,212,14.0,3978137443,141,18.8,3978137437,107,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417591,7,1,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,57,15.5,2023-01-14T17:48:49.558Z,2023-01-16T11:19:22Z,3978137483,56,Right,3978137485,140,58.7,3981204613,178,,3978137491,213,4.9,3978137489,212,9.0,3978137487,141,2.5,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417623,8,1,1,0,37,ed5nwjz5za3oyi20nxzgqivmx,1,56,3.8,2023-01-14T17:48:51.024Z,2023-01-16T11:19:24Z,3978137685,213,2.9,3978137677,56,Back,3978137683,212,21.6,3978137679,140,36.1,3978137681,141,11.6,3981204673,178,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417641,9,1,1,0,42,ed5nwjz5za3oyi20nxzgqivmx,1,33.9,16.5,2023-01-14T17:48:56.373Z,2023-01-16T11:19:30Z,3978137789,140,41.6,3978137785,56,Back,3978137793,141,5.8,3981204763,178,,3978137795,212,10.9,3978137799,213,5.6,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417643,10,1,1,0,44,ed5nwjz5za3oyi20nxzgqivmx,1,37,4.8,2023-01-14T17:48:58.291Z,2023-01-16T11:19:34Z,3978137813,212,32.2,3978137807,56,Back,3978137815,213,2.8,3981204815,178,,3978137811,141,21.9,3978137809,140,8.4,3978140355,1,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417673,11,1,1,0,48,ed5nwjz5za3oyi20nxzgqivmx,1,5.3,22.5,2023-01-14T17:49:02.214Z,2023-01-16T11:19:40Z,3978137995,56,Back,3978137999,141,40.0,3978138001,212,12.7,3978137997,140,1.1,3981204913,178,,3978138003,213,1.9,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417687,12,1,1,0,50,ed5nwjz5za3oyi20nxzgqivmx,0,1.1,40,2023-01-14T17:49:03.707Z,2023-01-16T11:19:42Z,3978138085,1,,3978138077,140,44.7,3978138083,213,6.0,3978138071,157,,3978138079,141,17.9,3978138081,212,48.2,3981204949,178,,3978138075,56,Back,7wo4627xo1mx5k0vpwhe8hqll,E. Vaessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417701,9,61,1,0,52,6g9qrm72224jrk6tkxxxi8a9n,1,55.8,89.7,2023-01-14T17:49:06.193Z,2023-01-16T11:19:47Z,3978138151,56,Left,3981205021,178,,,,,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417707,10,49,1,0,54,6g9qrm72224jrk6tkxxxi8a9n,1,65.5,87.7,2023-01-14T17:49:07.880Z,2023-01-16T11:19:54Z,,,,,,,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417717,11,1,1,0,54,6g9qrm72224jrk6tkxxxi8a9n,0,65.5,87.7,2023-01-14T17:49:07.887Z,2023-01-16T11:19:58Z,3978138237,140,72.8,3978138245,213,5.3,3978245741,168,,3981205179,178,,3978138241,212,13.3,3978138239,141,71.8,3978138235,56,Center,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417725,13,49,1,0,56,ed5nwjz5za3oyi20nxzgqivmx,1,26.8,24,2023-01-14T17:49:10.316Z,2023-01-16T11:20:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417759,14,1,1,0,56,ed5nwjz5za3oyi20nxzgqivmx,0,26.8,24,2023-01-14T17:49:10.364Z,2023-01-16T11:20:07Z,3981205313,178,,3978138447,213,6.1,3978138439,56,Right,3978138441,140,71.5,3978138449,1,,3978138443,141,8.8,3978138445,212,48.1,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417765,12,49,1,1,2,6g9qrm72224jrk6tkxxxi8a9n,1,24.4,94.7,2023-01-14T17:49:15.615Z,2023-01-16T11:20:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417777,13,1,1,1,2,6g9qrm72224jrk6tkxxxi8a9n,1,24.4,94.7,2023-01-14T17:49:15.627Z,2023-01-16T11:20:17Z,3978138525,212,25.4,3978138519,56,Back,3978138523,141,70.5,3981205459,178,,3978138521,140,6.0,3978138527,213,3.8,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417789,14,1,1,1,4,6g9qrm72224jrk6tkxxxi8a9n,1,6,70.5,2023-01-14T17:49:17.693Z,2023-01-16T11:20:21Z,3978138607,141,92.4,3981205579,178,,3978138611,213,1.2,3978138609,212,15.9,3978138605,140,11.4,3978138603,56,Back,,,,,,,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417801,15,1,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,1,11.5,92.6,2023-01-14T17:49:20.529Z,2023-01-16T11:20:26Z,3981205629,178,,3978138665,212,19.0,3978138663,141,69.0,3978138659,56,Back,3978138661,140,1.8,3978138667,213,4.1,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417827,16,1,1,1,9,6g9qrm72224jrk6tkxxxi8a9n,0,2.2,68.1,2023-01-14T17:49:23.362Z,2023-01-16T11:20:30Z,3981205727,178,,3978138797,212,54.2,3978138789,157,,3978138791,56,Center,3978138801,1,,3978138799,213,0.1,3978138793,140,53.4,3978138795,141,78.5,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497424605,180,44,1,1,13,ed5nwjz5za3oyi20nxzgqivmx,1,44.8,17.6,2023-01-14T17:49:26.746Z,2023-01-17T08:18:38Z,3978177097,56,Back,3978177099,285,,3978177105,233,17,,,,,,,,,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417829,17,44,1,1,13,6g9qrm72224jrk6tkxxxi8a9n,0,55.2,82.4,2023-01-14T17:49:26.747Z,2023-01-16T11:20:36Z,3978138805,56,Left,3978177119,233,180,3978138807,286,,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417835,15,1,1,1,13,ed5nwjz5za3oyi20nxzgqivmx,0,46.1,13.1,2023-01-14T17:49:26.873Z,2023-01-17T08:18:38Z,3978138837,140,67.2,3978138843,213,0.4,3978138833,3,,3978138835,56,Center,3981205837,388,,3978138839,141,28.3,3978138841,212,24.4,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417905,18,1,1,1,19,6g9qrm72224jrk6tkxxxi8a9n,1,31.4,57,2023-01-14T17:49:33.172Z,2023-01-16T11:20:42Z,3978139227,140,32.0,3978139233,213,4.8,3981205915,178,,3978139225,56,Back,3978139229,141,33.7,3978139231,212,15.9,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417923,19,1,1,1,22,6g9qrm72224jrk6tkxxxi8a9n,1,37.4,21.2,2023-01-14T17:49:36.275Z,2023-01-16T11:20:45Z,3978139317,213,6.1,3978139311,140,72.0,3978139309,56,Right,3978139319,1,,3981205973,178,,3978139315,212,37.3,3978139313,141,8.9,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417947,20,1,1,1,24,6g9qrm72224jrk6tkxxxi8a9n,1,76.5,10,2023-01-14T17:49:38.375Z,2023-01-16T11:20:57Z,3978139469,213,0.5,3978139463,140,88.9,3978139465,141,21.5,3978139467,212,15.2,3978139461,56,Center,3981206199,178,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417955,21,1,1,1,27,6g9qrm72224jrk6tkxxxi8a9n,0,88.8,21.5,2023-01-14T17:49:41.003Z,2023-01-16T11:21:02Z,3978247349,2,,3978139519,213,1.7,3981206287,178,,3978139513,140,88.6,3978139515,141,24.1,3979587709,20,,3978139517,212,1.8,3978139511,56,Center,8822s8ns7oyvjqade4oaxzg0l,O. Buur,3979587707,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417941,16,61,1,1,27,ed5nwjz5za3oyi20nxzgqivmx,1,9.3,78.4,2023-01-14T17:49:41.173Z,2023-01-16T11:21:06Z,3978139419,56,Back,3981206345,178,,,,,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417961,17,6,1,1,29,ed5nwjz5za3oyi20nxzgqivmx,0,10.4,77.2,2023-01-14T17:49:42.617Z,2023-01-16T11:21:10Z,3978139551,73,,3978139549,56,Back,3978139633,233,22,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497417971,22,6,1,1,29,6g9qrm72224jrk6tkxxxi8a9n,1,89.6,22.8,2023-01-14T17:49:42.617Z,2023-01-16T11:21:10Z,3978139591,75,,3978139611,233,17,3978139585,56,Center,,,,,,,,,,,,,,,,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418209,23,1,1,1,57,6g9qrm72224jrk6tkxxxi8a9n,0,99.5,0.5,2023-01-14T17:50:10.418Z,2023-01-16T11:21:15Z,3978140871,223,,3981206485,178,,3978140881,213,1.7,3978140865,2,,3979598815,72,,3978140875,140,94.5,3978140883,1,,3978140877,141,48.1,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,3978140867,6,,3978140879,212,32.8,3978140869,155,3978140873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2497418221,18,12,1,1,58,ed5nwjz5za3oyi20nxzgqivmx,1,3.7,53.4,2023-01-14T17:50:11.946Z,2023-01-16T11:21:20Z,3978140915,56,Back,3978140917,140,14.4,3978140923,213,5.3,3978140921,212,19.0,3978140919,141,30.9,3978140925,15,,3981206557,388,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418227,19,49,1,2,1,ed5nwjz5za3oyi20nxzgqivmx,1,13.6,25.2,2023-01-14T17:50:15.091Z,2023-01-16T11:21:29Z,,,,,,,,,,,,,,,,,,,,,,,,,btfanvej91yogqzfml4vmsmei,M. Biereth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418243,20,1,1,2,2,ed5nwjz5za3oyi20nxzgqivmx,1,13.6,25.2,2023-01-14T17:50:15.427Z,2023-01-16T11:21:33Z,3978141023,56,Back,3978141025,140,7.6,3978141031,213,4.1,3978141029,212,10.4,3981206801,178,,3978141027,141,13.1,,,,,,,btfanvej91yogqzfml4vmsmei,M. Biereth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418263,21,1,1,2,3,ed5nwjz5za3oyi20nxzgqivmx,1,7.7,12.3,2023-01-14T17:50:16.926Z,2023-01-16T11:21:37Z,3978141149,140,22.7,3981206843,178,,3978141151,141,3.2,3978141147,56,Back,3978141155,213,5.9,3978141153,212,16.9,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418317,22,1,1,2,6,ed5nwjz5za3oyi20nxzgqivmx,1,24.8,2.9,2023-01-14T17:50:19.685Z,2023-01-16T11:21:41Z,3978141499,212,33.7,3978141503,1,,3978141493,56,Right,3978141495,140,56.9,3978141497,141,3.7,3978141501,213,0.0,3981206901,178,,,,,btfanvej91yogqzfml4vmsmei,M. Biereth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418325,23,1,1,2,12,ed5nwjz5za3oyi20nxzgqivmx,1,75.9,26.1,2023-01-14T17:50:25.796Z,2023-01-16T11:21:45Z,3978141557,212,12.2,3978141551,56,Center,3978141559,213,0.4,3978141553,140,86.5,3981206979,178,,3978141555,141,33.6,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418339,24,1,1,2,13,ed5nwjz5za3oyi20nxzgqivmx,0,87.1,34.2,2023-01-14T17:50:27.299Z,2023-01-16T11:21:50Z,3978141641,141,55.5,3978141643,212,14.5,3978141639,140,87.2,3978141637,56,Center,3978141645,213,1.6,3981207047,178,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418373,24,12,1,2,15,6g9qrm72224jrk6tkxxxi8a9n,1,13,40,2023-01-14T17:50:28.510Z,2023-01-16T11:21:54Z,3978141817,212,41.6,3978141875,167,,3978141811,56,Back,3978141819,213,1.6,3981207099,178,,3978141815,141,100.0,3978141813,140,11.7,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418441,25,5,1,2,18,ed5nwjz5za3oyi20nxzgqivmx,1,88.2,-0.8,2023-01-14T17:50:31.676Z,2023-01-16T11:21:58Z,3978142165,233,25,3978142143,347,,3978142141,56,Right,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418383,25,5,1,2,18,6g9qrm72224jrk6tkxxxi8a9n,0,11.8,100.8,2023-01-14T17:50:31.676Z,2023-01-16T11:21:58Z,3978142199,233,25,3978141859,347,,3978141857,56,Back,,,,,,,,,,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418469,26,1,1,2,23,ed5nwjz5za3oyi20nxzgqivmx,1,82.8,0,2023-01-14T17:50:37.058Z,2023-01-16T11:22:01Z,3978142323,1,,3978142319,212,21.8,3978142315,140,62.7,3978142313,56,Right,3978142317,141,5.9,3978142321,213,2.9,3978142311,107,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418497,27,1,1,2,28,ed5nwjz5za3oyi20nxzgqivmx,1,59.1,10.6,2023-01-14T17:50:42.106Z,2023-01-16T11:22:05Z,3978142485,140,52.7,3978142483,56,Center,3978142491,213,1.9,3978142489,212,22.5,3978142487,141,42.2,3981207259,178,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418513,28,1,1,2,31,ed5nwjz5za3oyi20nxzgqivmx,1,52,44.5,2023-01-14T17:50:44.704Z,2023-01-16T11:22:08Z,3978142571,140,42.5,3978142577,213,2.1,3978142569,56,Back,3978142573,141,69.7,3981207319,178,,3978142575,212,19.8,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497418533,29,1,1,2,33,ed5nwjz5za3oyi20nxzgqivmx,1,42.5,71.2,2023-01-14T17:50:47.020Z,2023-01-16T11:22:12Z,3978142681,56,Left,3978142687,212,19.1,3978142685,141,93.5,3978142683,140,53.5,3978142689,213,0.9,3981207411,178,,,,,,,,arahlffwma11d06oqmglwjemt,D. Van den Buijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
