id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/10/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/23/id,qualifier/23/qualifierId,qualifier/23/value,qualifier/14/value,qualifier/18/value
2495911239,6,1,1,0,8,6g9qrm72224jrk6tkxxxi8a9n,0,43.6,67,2023-01-08T13:33:09.364Z,2023-01-10T13:53:05Z,3970206273,141,65.8,3970206271,140,61.9,3970206269,56,Center,3970206275,212,19.2,3970206277,213,6.2,3970206267,3,,3972410723,388,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495936485,498,1,1,0,10,ears40cp6opsgvhsy0dgyszpd,0,38,34.7,2023-01-08T13:33:11.572Z,2023-01-10T10:38:23Z,3970335565,212,3.5,3970335567,213,6.2,3970335557,3,,3970335559,56,Back,3970335561,140,41.3,3970335563,141,34.2,3972410729,388,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911253,7,44,1,0,12,6g9qrm72224jrk6tkxxxi8a9n,1,62,65,2023-01-08T13:33:13.393Z,2023-01-10T13:53:05Z,3970206351,286,,3970206349,56,Center,3970206403,233,6,,,,,,,,,,,,,,,,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911259,6,44,1,0,12,ears40cp6opsgvhsy0dgyszpd,0,38,35,2023-01-08T13:33:13.394Z,2023-01-10T10:39:47Z,3970206409,233,7,3970206379,285,,3970206377,56,Back,,,,,,,,,,,,,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911263,8,1,1,0,12,6g9qrm72224jrk6tkxxxi8a9n,0,58.8,62.1,2023-01-08T13:33:13.442Z,2023-01-10T13:53:06Z,3970206397,141,62.1,3970206395,140,61.7,3970206401,213,0.0,3970206393,56,Center,3970206391,3,,3970206399,212,3.0,3972411821,388,,,,,f15kg1dhysflr9u8igyvhxkdm,F. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911271,7,1,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,36,30.6,2023-01-08T13:33:14.498Z,2023-01-11T06:04:07Z,3970206455,140,47.1,3970206449,3,,3970206463,213,5.6,3970206461,212,15.5,3973305371,178,,3970206453,56,Back,3970206459,141,15.6,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911279,9,49,1,0,15,6g9qrm72224jrk6tkxxxi8a9n,1,51.9,76,2023-01-08T13:33:16.328Z,2023-01-10T10:40:38Z,,,,,,,,,,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911305,10,1,1,0,15,6g9qrm72224jrk6tkxxxi8a9n,0,51.9,76,2023-01-08T13:33:16.349Z,2023-01-10T10:40:40Z,3970206587,155,,3972412063,178,,3970206595,212,41.5,3970206597,213,5.2,3970206593,141,21.5,3970206591,140,69.7,3970206599,1,,3970206589,56,Center,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911307,8,49,1,0,18,ears40cp6opsgvhsy0dgyszpd,1,32.1,74.4,2023-01-08T13:33:18.626Z,2023-01-10T10:40:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496183325,998,3,1,0,20,ears40cp6opsgvhsy0dgyszpd,0,36.9,76.6,2023-01-08T13:33:20.648Z,2023-01-10T10:41:21Z,3971646199,286,,3972413019,178,,3971646203,467,3dc82sro077by40u3qdmhw0r9,3971646201,465,,3971646197,56,Back,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911353,9,1,1,0,21,ears40cp6opsgvhsy0dgyszpd,1,38.4,79,2023-01-08T13:33:22.147Z,2023-01-10T10:41:02Z,3970206819,141,75.4,3972412775,178,,3970206823,213,3.3,3970206821,212,16.8,3970206815,56,Back,3970206817,140,22.6,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911397,10,1,1,0,26,ears40cp6opsgvhsy0dgyszpd,1,22.9,67.8,2023-01-08T13:33:26.601Z,2023-01-10T10:42:20Z,3970207073,212,21.8,3970207071,141,37.6,3970207069,140,29.9,3970207075,213,5.1,3970207067,56,Back,3972413585,178,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911425,11,1,1,0,33,ears40cp6opsgvhsy0dgyszpd,1,39.5,37.3,2023-01-08T13:33:34.253Z,2023-01-10T10:42:35Z,3970207229,141,95.8,3970207233,213,1.6,3970207231,212,39.8,3970207221,56,Back,3972413779,178,,3970207225,140,39.0,3970207235,1,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911489,12,1,1,0,38,ears40cp6opsgvhsy0dgyszpd,1,31.2,90.1,2023-01-08T13:33:39.443Z,2023-01-10T10:42:40Z,3970207487,212,9.3,3970207485,141,76.5,3972413817,178,,3970207483,140,31.5,3970207481,56,Back,3970207489,213,4.7,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911501,13,1,1,0,46,ears40cp6opsgvhsy0dgyszpd,1,42.5,65.5,2023-01-08T13:33:47.011Z,2023-01-10T10:42:44Z,3970207561,213,4.3,3970207559,212,18.3,3970207553,56,Back,3972413877,178,,3970207557,141,40.9,3970207555,140,35.4,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911543,14,1,1,0,48,ears40cp6opsgvhsy0dgyszpd,1,34.5,45.4,2023-01-08T13:33:49.214Z,2023-01-10T10:42:51Z,3970207765,141,51.0,3970207767,212,23.1,3970207761,56,Back,3970207763,140,12.8,3970207769,213,3.0,3972413953,389,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911577,15,2,1,0,52,ears40cp6opsgvhsy0dgyszpd,1,12.8,61,2023-01-08T13:33:53.015Z,2023-01-10T10:43:00Z,3970207985,141,51.8,3972414041,178,,3970208233,7,cgsirikez39wlx8lhu1uo00yd,3970207981,56,Center,3970207983,140,59.7,3970207991,1,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911597,11,55,1,0,52,6g9qrm72224jrk6tkxxxi8a9n,1,43,47.3,2023-01-08T13:33:53.016Z,2023-01-10T10:43:01Z,3970208103,189,,,,,,,,,,,,,,,,,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911683,12,1,1,1,11,6g9qrm72224jrk6tkxxxi8a9n,1,36,46.6,2023-01-08T13:34:11.617Z,2023-01-10T10:43:05Z,3970208561,213,0.4,3970208563,1,,3970208559,212,48.2,3970208551,241,,3970208553,56,Center,3970208883,189,,3970208557,141,75.8,3970208547,5,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,3972414095,178,3970208555,140,77.8,3970208549,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911687,13,44,1,1,12,6g9qrm72224jrk6tkxxxi8a9n,1,80.6,76.2,2023-01-08T13:34:13.343Z,2023-01-10T13:53:06Z,3970208579,286,,3970208577,56,Center,3970208597,233,16,,,,,,,,,,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911673,16,44,1,1,12,ears40cp6opsgvhsy0dgyszpd,0,19.4,23.8,2023-01-08T13:34:13.344Z,2023-01-10T10:43:09Z,3970208519,285,,3970208607,233,13,3970208517,56,Back,,,,,,,,,,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911695,14,1,1,1,12,6g9qrm72224jrk6tkxxxi8a9n,1,78.9,76.7,2023-01-08T13:34:13.413Z,2023-01-10T13:53:07Z,3970208655,212,7.8,3970208657,213,5.5,3970208649,56,Center,3972414231,388,,3970208647,3,,3970208653,141,68.4,3970208651,140,84.0,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911703,15,1,1,1,13,6g9qrm72224jrk6tkxxxi8a9n,0,84.3,71.7,2023-01-08T13:34:13.906Z,2023-01-10T10:43:29Z,3970208691,213,4.7,3970208681,3,,3970208683,56,Center,3970208689,212,5.0,3970208685,140,84.2,3970208687,141,64.3,3972414551,178,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911711,17,12,1,1,15,ears40cp6opsgvhsy0dgyszpd,1,12.6,34.8,2023-01-08T13:34:15.774Z,2023-01-10T10:43:34Z,3970208725,141,0.0,3970208727,212,29.6,3970208729,213,5.3,3972414619,178,,3970208721,56,Back,3970208723,140,28.4,3970208755,167,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911741,16,5,1,1,18,6g9qrm72224jrk6tkxxxi8a9n,1,72.8,101.6,2023-01-08T13:34:18.895Z,2023-01-10T10:43:40Z,3970208859,347,,3970208885,233,18,3970208857,56,Left,,,,,,,,,,,,,,,,3kbhgmnf6bhfgut0jxf4m2sfe,G. Oristanio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911717,18,5,1,1,18,ears40cp6opsgvhsy0dgyszpd,0,27.2,-1.6,2023-01-08T13:34:18.895Z,2023-01-10T10:43:40Z,3970208741,56,Back,3970208743,347,,3970208895,233,16,,,,,,,,,,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911835,17,1,1,1,34,6g9qrm72224jrk6tkxxxi8a9n,1,73.9,100,2023-01-08T13:34:34.676Z,2023-01-10T10:43:48Z,3970209337,140,40.5,3970209335,56,Back,3970209345,1,,3970209341,212,36.4,3970209343,213,3.4,3970209333,107,,3970209339,141,87.7,3970235973,189,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911841,18,1,1,1,34,6g9qrm72224jrk6tkxxxi8a9n,1,40.5,87.7,2023-01-08T13:34:35.428Z,2023-01-10T10:43:56Z,3970209379,1,,3970209373,141,27.1,3970209371,140,41.5,3970209369,56,Back,3970235999,189,,3970209375,212,41.2,3970209377,213,4.7,3970209367,196,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,3972415085,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911865,19,1,1,1,36,6g9qrm72224jrk6tkxxxi8a9n,1,43.2,34.2,2023-01-08T13:34:36.949Z,2023-01-10T10:44:02Z,3970209495,141,32.4,3970209489,56,Center,3970209493,140,57.1,3970209499,212,14.6,3972415195,178,,3970209501,213,6.2,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911887,20,1,1,1,39,6g9qrm72224jrk6tkxxxi8a9n,1,54.2,42.8,2023-01-08T13:34:40.071Z,2023-01-10T10:44:05Z,3972415279,178,,3970209609,212,41.4,3970209613,1,,3970209601,155,,3970209603,56,Left,3970209611,213,1.0,3970209605,140,75.0,3970209607,141,94.5,3dc82sro077by40u3qdmhw0r9,B. Ould-Chikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911899,21,1,1,1,44,6g9qrm72224jrk6tkxxxi8a9n,1,71.1,96.9,2023-01-08T13:34:44.894Z,2023-01-10T10:44:11Z,3970209715,140,60.9,3970209717,141,87.7,3970209721,213,3.7,3972415375,178,,3970209713,56,Left,3970209719,212,12.4,,,,,,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911907,22,1,1,1,46,6g9qrm72224jrk6tkxxxi8a9n,1,61,89.1,2023-01-08T13:34:46.987Z,2023-01-10T10:44:20Z,3970209795,213,4.9,3972415505,178,,3970209787,56,Center,3970209789,140,63.0,3970209791,141,74.2,3970209793,212,10.3,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911911,23,1,1,1,47,6g9qrm72224jrk6tkxxxi8a9n,1,63,74.2,2023-01-08T13:34:47.681Z,2023-01-10T10:44:24Z,3970209815,140,60.4,3970209817,141,92.1,3970209821,213,1.8,3970209813,56,Left,3970209819,212,12.5,3972415565,178,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911919,24,1,1,1,47,6g9qrm72224jrk6tkxxxi8a9n,1,60.4,92.1,2023-01-08T13:34:48.527Z,2023-01-10T10:44:30Z,3972415649,178,,3970209859,141,73.8,3970209863,213,3.7,3970209861,212,22.6,3970209857,140,42.4,3970209855,56,Back,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911931,25,1,1,1,51,6g9qrm72224jrk6tkxxxi8a9n,1,42.4,73.8,2023-01-08T13:34:52.130Z,2023-01-10T10:44:34Z,3972415713,178,,3970209907,213,0.7,3970209905,212,18.8,3970209899,56,Left,3970209901,140,56.2,3970209903,141,91.5,,,,,,,dbkr1w2xlwnyssid1tv0jlujt,B. Benamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911947,26,1,1,1,53,6g9qrm72224jrk6tkxxxi8a9n,1,56.2,91.5,2023-01-08T13:34:53.886Z,2023-01-10T10:44:37Z,3970209973,140,69.9,3970209971,56,Left,3970209979,213,0.2,3970209975,141,96.8,3972415753,178,,3970209977,212,14.8,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911953,27,1,1,1,56,6g9qrm72224jrk6tkxxxi8a9n,0,76.8,95.3,2023-01-08T13:34:56.912Z,2023-01-10T10:44:41Z,3971649627,72,,3970210031,1,,3970210023,140,86.1,3970210021,56,Center,3970210017,2,,3970210029,213,5.0,3970210025,141,47.0,3970210019,155,,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,3970210027,212,3971649623,224,,3972415785,178,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911957,19,12,1,1,57,ears40cp6opsgvhsy0dgyszpd,1,13.2,47.3,2023-01-08T13:34:58.545Z,2023-01-10T10:44:50Z,3970210037,56,Back,3970210045,213,6.1,3972415865,178,,3970210049,15,,3970210043,212,22.4,3970210041,141,40.1,3970210039,140,34.0,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495911993,28,1,1,1,59,6g9qrm72224jrk6tkxxxi8a9n,1,69.2,58.1,2023-01-08T13:35:00.471Z,2023-01-10T10:45:00Z,3970210203,140,73.1,3970210201,56,Center,3970210209,213,5.2,3970210207,212,8.6,3970210205,141,47.0,3972415955,178,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
