id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2527268187,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-04-02T09:17:37.125Z,2023-04-02T10:23:30Z,4156634705,197,18814,4156486155,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156486153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156486149,59,"12, 19, 25, 8, 2, 4, 23, 6, 9, 20, 10, 1, 3, 5, 7, 18, 21, 22, 26, 28, 35, 57",4156486145,30,"1lgrnaje6y7un5dzzll84p91, 29m8py8czo6w0zf2arwolirjd, 47l204bkq2qqjhtazusr0019m, 35qg0rrwtl00pycx468s62m3u, aqlakf0mo95rlktf6xdbaegh5, bp3apdb2ahzacq45k4mzj5jhl, 7joybllup4h9oe6zfhcepjy6t, baakmd4ndnulbl9npvmq90mvp, 9c2i7ddl2uh7kuhwq62klkyui, p7vw4thx5wzo49h6hfabcq5m, 6m2pk6odyb3atayt6u8cifahh, a91pmdnyzx1i7vx3l19hj4jx1, 4jqgl7x5ewke1u0sy2cbkqfhl, dafbvyorudvujxw7zswicykmh, 6hrp4zuxh40i3tccmk5s0j5xx, 6w6ewzxircqxk6dsrs1rvc8ru, 1ekkj2b713kjnugsk4dz50q1h, 7w5ivtmbqzi4hfte330r1a505, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, 2x44f29a52v8kpkkjsuiiywdm, bgydmtsi0ngn9k56apo29v0no",4156486147,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156486151,130,4,4156491757,194,6m2pk6odyb3atayt6u8cifahh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527272299,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-02T09:24:12.620Z,2023-04-02T10:19:02Z,4156502999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156503003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156502991,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, cm78w42nflwgvshpnok680mlm, 7nfr8xuo637qma7ovxx4r9fmy, 90vny1388bdhx8103lp9njac4, 2ekx0fvuf0dsat062oj430d05, 5dbx86ca2t7dae8b3t69atii1, dtglxu78mwbkvog0jnusmdc5x, hxqybxg5578sgx0gx5qb834l, 94b7i139jyk6hs6ioqlztg1jp, 7lpwkpwfw656re3pymntslv55, 32pfghvfogjnpbgsj5mk2jhpm, 6ydojoa3581jgszpjqj7i8zpx, 7sa0cx70w7dc0ahu5sm0ziz11, 9d4lofwg9ooaoldw2vpt4h36y, 40nypdfe5lbtqi0y1t3rmfqj8, 4cyftx5l62gw3ijl29y7t51pl, 4qoddvxuknli8073d54hii2cq, 5n65xhwbd6dm3uynl4h7k920a, 5geiqjzesu0y6bu8hyff4y6dx, 7dkhv2l8y6jq20l1dc2ye17je, 7uiun3ak4fveljpb3lsdypxx, 2f5hdor2uv8hfxnieyvivsesp",4156631187,197,472,4156502993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4156503001,194,ciguyr553yqapqfudim9af46h,4156502997,130,2,4156502995,59,"1, 2, 26, 6, 25, 3, 18, 10, 9, 27, 11, 4, 5, 7, 8, 17, 19, 20, 21, 22, 23, 33, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297603,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-02T10:17:59.756Z,2023-04-02T18:58:00Z,4156644171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297621,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-04-02T10:17:59.756Z,2023-04-02T10:18:01Z,4156644237,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297635,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,50.1,50.3,2023-04-02T10:17:59.856Z,2023-04-02T10:18:02Z,4156644295,213,2.8,4156644289,140,32.1,4156644297,279,S,4156644287,56,Back,4156644291,141,60.2,4156644293,212,20.1,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297685,4,1,1,0,2,b79uipsy57y1jqpy07h4i5ovk,1,31.1,59.3,2023-04-02T10:18:02.599Z,2023-04-02T10:18:08Z,4156644521,56,Right,4156644529,213,5.6,4156644531,1,,4156644523,140,68.7,4156644519,155,,4156644525,141,9.1,4156644527,212,52.2,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297687,5,44,1,0,6,b79uipsy57y1jqpy07h4i5ovk,1,72,8.6,2023-04-02T10:18:06.038Z,2023-04-02T10:18:08Z,4156644537,286,,4156644535,56,Right,4156644545,233,3,,,,,,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297665,3,44,1,0,6,d0zdg647gvgc95xdtk1vpbkys,0,28,91.4,2023-04-02T10:18:06.039Z,2023-04-02T10:18:09Z,4156644559,233,5,4156644421,285,,4156644419,56,Back,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297697,6,1,1,0,6,b79uipsy57y1jqpy07h4i5ovk,0,68.7,9.1,2023-04-02T10:18:06.358Z,2023-04-02T21:37:43Z,4156644587,141,0.0,4156644585,140,72.5,4156644583,56,Right,4156644579,3,,4156644591,213,5.2,4156644589,212,8.0,4156644581,168,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527297691,4,5,1,0,8,d0zdg647gvgc95xdtk1vpbkys,1,25.8,101.1,2023-04-02T10:18:08.023Z,2023-04-02T10:18:10Z,4156644553,56,Back,4156644615,233,7,4156644555,347,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,
