id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2455123827,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-03T15:54:58.639Z,2022-09-03T16:50:51Z,3754295769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754295757,130,4,3754295753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754295763,197,538,3754295759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754295761,194,lduqoe45t2fnbn9s9rbvlnf9,3754295755,59,"1, 20, 5, 8, 2, 3, 11, 21, 9, 7, 19, 6, 10, 16, 17, 22, 24, 26, 27, 32, 38, 43",3754295751,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, dc119ejc7lls2rd3ywigl2smi, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, 5m8pflpgynidzk7d9507oujje, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, acffs01m2p3b4uemzjrp51d9m, 5whhr8oy7lf0z9s7yb8ygkset, 3c4l2e3gzgpqrc2ygkbmp0jpx, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, 4nkd85hpwiiqtieuslhcrc2ga, bner5siqnwn1fqusfrgujt0fe, 4djecj64ogdymwu31gpf3gges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455125477,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-09-03T15:56:27.111Z,2022-09-03T16:42:42Z,3754304591,30,"a56woizbe4g6jpl3fg4tlgno5, 2e0o5pwinz3zhg9pqg5vej9ih, 5mbkc1nqmirbtfml9aklqr5xx, 1abb1gcw7arw1nkbuxnccjca1, 62n3xzxpwe2j317q24rh5wjpx, 3ojwbw6v83g9b0u2wssnkzzzd, 21k54i5a6d9bi4f6gplgzxiw9, d4j19ipiaeuetyij08fofgs15, exhxdmdq49xj4dnguq03qnlgq, bx6j2y1hnu63lawn3rdoep1m2, 9psfk94nduz6icnuwty5v9all, c8j50o9oqu2okdpjsr3nvnhsl, 6w1s9fojh50ecti3rz8jv6jca, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, 1ph4g125dfsijfjzjpcvpcmlm, d9wjrxhmo0dlczkg0fpnf3e1h, 9vf02r3geinhsy732oxyrcacq, 7c8ms7bw3fva4xeubax4ep8et, 81sfrpdzz1nymxg1b5noo67ai, 6nwn2522yescgrx57wkcxjhwq, 5yt3hbvzpaqv8lrjgt4ahb78q",3754304603,197,11818,3754304595,59,"1, 3, 31, 6, 5, 4, 20, 23, 7, 27, 11, 21, 2, 15, 16, 22, 24, 28, 29, 32, 33, 37",3754304601,194,9psfk94nduz6icnuwty5v9all,3754304599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754304605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754304597,130,4,3754304593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173709,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-09-03T16:48:34.699Z,2022-09-03T16:48:34Z,3754557873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173735,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-03T16:48:34.699Z,2022-09-05T02:17:41Z,3754558019,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173761,3,1,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,50,50,2022-09-03T16:48:34.748Z,2022-09-05T02:52:43Z,3754558161,212,21.9,3754558155,56,Back,3760035155,178,,3754558165,279,S,3754558157,140,29.8,3754558159,141,41.9,3754558163,213,3.4,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173859,4,1,1,0,2,24fvcruwqrqvqa3aonf8c3zuy,0,30,42.7,2022-09-03T16:48:37.592Z,2022-09-05T02:52:47Z,3754558679,213,0.7,3754558673,140,68.3,3754558681,1,,3754558677,212,52.4,3760035261,178,,3754558671,56,Left,3754558675,141,92.0,3754558667,155,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173831,3,44,1,0,6,4tic29sox7m39fy1ztgv0jsiq,1,31.2,9.6,2022-09-03T16:48:40.743Z,2022-09-05T09:10:02Z,3754558803,233,5,3754558551,56,Back,3754558553,285,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173871,5,44,1,0,6,24fvcruwqrqvqa3aonf8c3zuy,0,68.8,90.4,2022-09-03T16:48:40.744Z,2022-09-05T02:52:52Z,3754558739,56,Left,3754558743,286,,3757211399,233,3,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455173889,4,1,1,0,6,4tic29sox7m39fy1ztgv0jsiq,0,31.2,14.9,2022-09-03T16:48:40.815Z,2022-09-05T09:10:03Z,3754558847,212,1.4,3754558839,3,,3754558843,140,31.9,3760035429,388,,3754558849,213,5.3,3754558845,141,13.2,3754558841,56,Back,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455174403,17,43,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-09-03T16:48:43.005Z,2022-09-04T10:38:18Z,3757212335,144,61,3754563551,56,Left,,,,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
