id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2515770067,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-03-05T10:33:24.629Z,2023-03-05T11:21:02Z,4074718163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074718157,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4074718155,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, a46irqckxabod18j2c0qfixre, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, 36q7nfs7t68aeg3z54rnr31pm, 3dx91sb6ktg8z1xmoti25kru, bhkrpr3gxc5xx0b0dinla5muh, 6coor7jll29drx4kgvyt499wq, 51tih9z7sxlb4vj3j7tm1ewgl, 9aj2e1c30c8i3h6iff0k4dmac, 5zwa237gtyf2mlrmo7tlkqnoq, 5wwqe546ohp130rvi8x8pt0tm, 6jhavdnaitqn6ydme8a526aui, 89dofd1p8ftdgy1u8jlyi58lx, cvw6enlkjfnrtysck783raf6y, 7y0acvcg9km8dz51t5ndy23md, f07qmqesi1rpw7eapoz9rb0gk, 3fvaph4p7n0i1nwhhtlpayzh0",4074718159,59,"1, 2, 28, 8, 4, 34, 10, 23, 7, 15, 22, 6, 9, 12, 14, 18, 24, 29, 33, 38",4074797715,197,1517,4074718167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074718161,130,8,4074718165,194,934ldgpefo90za10cq49k0o6i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515770971,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-03-05T10:35:48.404Z,2023-03-05T11:12:11Z,4074722323,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 6w59kdfilru1152bjutstu2fp, 5gs7jd1eigk4jisxbr9a1yvp, ubuh5wgnl0o5bn3wirdmectm, 2nwthqvbk70e2qo35dgp35979, 8n9t52eeli3s39r8ujjhjt7je, 6q77vt9bp8dsq48pa97mfzsa1, 723av2redj2ej6livx0g81wwl, tgu7kztdu9azmvirwu8rrip6, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, 6vqc5d718gbqobb9o3a40jlqt, 673xny9ozqe978emdytscm5pm, 6ovzd9akutufagsd8kmxmsei2, c6i4usq34m3389rtbqptahrai, dficbkp6sp4kw7xihaxneozpx, 7io59zk29vhvyueadmkotzeqy, 2dh7daj5fs09snik6jrcyz7fu, cixzy9hl7ks4maugc5zc9ievp",4074722333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074726715,194,5gs7jd1eigk4jisxbr9a1yvp,4074722329,130,8,4074722325,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4074722327,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 20, 15, 30, 18, 14, 13, 17, 19, 16, 12",4074798167,197,2359,4074722331,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787167,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-03-05T11:15:58.600Z,2023-03-05T11:16:00Z,4074809713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787161,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-03-05T11:15:58.600Z,2023-03-05T13:40:15Z,4074809667,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787193,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,50.2,49.9,2023-03-05T11:15:58.617Z,2023-03-08T00:40:45Z,4074809853,212,21.3,4074809849,140,29.9,4074809847,56,Back,4081600021,178,,4074809851,141,48.7,4074809855,213,3.2,4074809857,279,S,,,,6coor7jll29drx4kgvyt499wq,N. Naujoks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787213,4,1,1,0,2,dqk062lu0vm8epvytbm6r4mmf,1,30.9,47.3,2023-03-05T11:16:01.375Z,2023-03-08T00:40:54Z,4074810021,213,0.5,4081600315,178,,4074810015,140,77.8,4074810011,155,,4074810017,141,86.7,4074810019,212,56.1,4074810023,1,,4074810013,56,Left,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787217,5,44,1,0,5,dqk062lu0vm8epvytbm6r4mmf,1,78.7,86.2,2023-03-05T11:16:04.338Z,2023-03-08T06:07:53Z,4074810043,56,Left,4074853017,233,3,4074810045,286,,,,,,,,,,,,,,,,,bhkrpr3gxc5xx0b0dinla5muh,N. Agrafiotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787219,3,44,1,0,5,89w5c6pw7vn0dxypi61tt0g4k,0,21.3,13.8,2023-03-05T11:16:04.339Z,2023-03-08T00:41:04Z,4074853021,233,5,4074810053,56,Back,4074810055,285,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787235,6,1,1,0,5,dqk062lu0vm8epvytbm6r4mmf,0,77.9,86.7,2023-03-05T11:16:04.471Z,2023-03-08T06:07:53Z,4074810125,3,,4074810127,168,,4081600461,388,,4074810131,140,100.0,4074810135,212,25.0,4074810139,213,0.3,4074810129,56,Left,4074810133,141,97.7,bhkrpr3gxc5xx0b0dinla5muh,N. Agrafiotis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515787241,4,5,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,1,-0.8,3.4,2023-03-05T11:16:07.935Z,2023-03-08T00:41:13Z,4074810193,233,7,4074810161,346,,4074810159,56,Back,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
