id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,assist
2498888069,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-01-20T17:52:59.387Z,2023-01-20T18:56:47Z,3985910625,130,4,3985910629,194,934ldgpefo90za10cq49k0o6i,3985910627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985910631,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985910621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3985910619,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, a46irqckxabod18j2c0qfixre, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, 1wf757j0e3v3bdpbc9z2tav3d, f07qmqesi1rpw7eapoz9rb0gk, 5zwa237gtyf2mlrmo7tlkqnoq, 36q7nfs7t68aeg3z54rnr31pm, 6jhavdnaitqn6ydme8a526aui, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, 3dx91sb6ktg8z1xmoti25kru, cvw6enlkjfnrtysck783raf6y, 7y0acvcg9km8dz51t5ndy23md, 8znaym62oghri26gdn8o6fz84, 3fvaph4p7n0i1nwhhtlpayzh0",3985910623,59,"1, 2, 28, 8, 16, 4, 5, 33, 9, 10, 14, 6, 7, 17, 18, 22, 23, 24, 29, 34, 38",3986001703,197,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498890689,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-01-20T18:01:46.434Z,2023-01-20T18:56:34Z,3985923857,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3985923861,130,17,3985923855,30,"7dg8woqlx67ch0ji3ujhgb52i, 8ozlo6qrdavr86guhclwvh84q, a02jtmvlc1tlstvt96pa1hisq, e3akocgpppdty3ayxty1gf6xh, dbkr1w2xlwnyssid1tv0jlujt, c9epkro6fot3km9zak1kswfhm, f15kg1dhysflr9u8igyvhxkdm, a21sngx9u0boxf3n6u5qbkdlh, 6jqn5grsuhuo5at81pzahr6xh, 3dc82sro077by40u3qdmhw0r9, 3kbhgmnf6bhfgut0jxf4m2sfe, 1sb4655mgzrdohlltyk9fqlzp, c5jk0pvcvqddy0xiqv6qkesph, bn8dwm2y9a8i9a10rba3dmm3u, 5shfqpd5fj05qrp1jlzd08ftg, 7qzban9gm72aznhn11qyxwtg4, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, ca8qw8jztjxwxuc2foa6dfckq, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca, a5rk4aefn3gzqwspp4tpqq49g",3985923859,59,"1, 3, 5, 4, 6, 31, 12, 8, 21, 11, 10, 7, 9, 15, 17, 20, 22, 14, 28, 33, 34, 37",3985923867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986001247,197,17524,3985923865,194,a21sngx9u0boxf3n6u5qbkdlh,3985923863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906063,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-01-20T19:00:46.688Z,2023-02-07T20:26:48Z,3986006941,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906059,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-01-20T19:00:46.688Z,2023-01-20T19:00:46Z,3986006923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906073,3,1,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,49.8,49.7,2023-01-20T19:00:46.731Z,2023-02-07T22:27:08Z,3986006993,141,31.4,4019429551,178,,3986006997,213,4.4,3986006995,212,13.2,3986006989,56,Back,3986006999,279,S,3986006991,140,45.5,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906083,4,1,1,0,1,6g9qrm72224jrk6tkxxxi8a9n,1,42.7,32.6,2023-01-20T19:00:47.787Z,2023-02-07T22:27:12Z,3986007051,213,2.5,3986007043,141,42.5,3986007041,140,33.8,3986007039,56,Back,4019429569,178,,3986007047,212,11.5,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906091,5,1,1,0,2,6g9qrm72224jrk6tkxxxi8a9n,1,33.5,42.7,2023-01-20T19:00:49.156Z,2023-02-07T22:27:18Z,4019429587,178,,3986007083,141,28.3,3986007081,140,38.7,3986007087,213,5.2,3986007085,212,11.2,3986007079,56,Back,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906111,6,1,1,0,4,6g9qrm72224jrk6tkxxxi8a9n,1,36.6,30.2,2023-01-20T19:00:51.200Z,2023-02-07T22:28:23Z,4019429801,178,,3986007183,141,38.3,3986007181,140,26.5,3986007187,213,2.7,3986007185,212,12.0,3986007179,56,Back,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906129,7,1,1,0,7,6g9qrm72224jrk6tkxxxi8a9n,1,29.4,33.7,2023-01-20T19:00:54.019Z,2023-02-07T22:28:27Z,3986007323,56,Back,3986007331,213,5.0,4019429809,178,,3986007327,141,13.7,3986007329,212,14.2,3986007325,140,33.4,,,,,,,c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906205,8,1,1,0,8,6g9qrm72224jrk6tkxxxi8a9n,0,33.4,13.6,2023-01-20T19:00:55.671Z,2023-02-07T22:28:31Z,4019429821,178,,3986007721,213,6.1,3986007713,56,Right,3986007711,155,,3986007715,140,89.0,3986007719,212,58.9,3986007717,141,1.6,3986007723,1,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
