id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/8/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/17/value
2451466673,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-27T13:48:55.190Z,2022-08-27T14:45:44Z,3734763817,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734763825,194,e8zpc22dwlmgkkwoqpgwxsn2t,3734763821,130,4,3734763827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734763823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735288611,197,16685,3734763815,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 6w59kdfilru1152bjutstu2fp, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 8n9t52eeli3s39r8ujjhjt7je, 7jpreaads35pnnfqbn7hmrmy, 6q77vt9bp8dsq48pa97mfzsa1, dficbkp6sp4kw7xihaxneozpx, 2nwthqvbk70e2qo35dgp35979, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, 49pcpdulrofklvwsde6ohkkq, 723av2redj2ej6livx0g81wwl, c3j7ddqg0yzporam6gieibgiy, 5bm516z74pbsyfemsathj3umt, 5iyutg9qg6bfnwuieghj5wktm, 6ovzd9akutufagsd8kmxmsei2, bj5pc70owet6hnvsycv3jt5yi, cixzy9hl7ks4maugc5zc9ievp",3734763819,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 15, 13, 14, 21, 20, 16, 18, 19, 17, 22, 30, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467309,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-08-27T13:49:57.722Z,2022-08-27T14:29:01Z,3734766669,30,"4odeml6s5vm38m9u7tnh6n8id, 90vny1388bdhx8103lp9njac4, 6ydojoa3581jgszpjqj7i8zpx, dtglxu78mwbkvog0jnusmdc5x, 7nfr8xuo637qma7ovxx4r9fmy, aq8emkcjejbav0fys17iqv2ll, 7lpwkpwfw656re3pymntslv55, 5n65xhwbd6dm3uynl4h7k920a, hxqybxg5578sgx0gx5qb834l, 7dkhv2l8y6jq20l1dc2ye17je, 7sa0cx70w7dc0ahu5sm0ziz11, 9d4lofwg9ooaoldw2vpt4h36y, 8jldtmgqls9vc5ks6zxw30iui, 4o5nxx5e00jf09npbfit5cw0k, 4qoddvxuknli8073d54hii2cq, 5geiqjzesu0y6bu8hyff4y6dx, bx2xcfe18epftsy5lrdf1fevo, a3qbyj57485msu70fggsk4kr8",3734766671,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3734766677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3734766673,59,"1, 25, 5, 10, 6, 26, 11, 21, 9, 23, 7, 8, 14, 16, 20, 22, 24, 28",3734766675,130,8,3734766679,194,6ydojoa3581jgszpjqj7i8zpx,3735100973,197,472,3734766681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451537953,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-08-27T14:32:36.987Z,2022-08-28T18:19:39Z,3735136465,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451537977,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-27T14:32:36.987Z,2022-08-27T14:32:39Z,3735136589,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538091,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,49.6,50,2022-08-27T14:32:36.993Z,2022-08-28T19:42:48Z,3741424521,178,,3735137219,279,S,3735137215,212,20.9,3735137211,140,31.0,3735137217,213,2.8,3735137213,141,61.1,3735137209,56,Back,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538179,4,1,1,0,2,b79uipsy57y1jqpy07h4i5ovk,1,30.4,61.5,2022-08-27T14:32:39.579Z,2022-08-28T19:43:02Z,3735137673,213,5.6,3735137671,212,50.2,3735137665,140,68.7,3735137667,141,17.3,3735137663,56,Right,3741427471,178,,3735137675,1,,3739243137,157,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538221,5,1,1,0,5,b79uipsy57y1jqpy07h4i5ovk,0,68.7,17.3,2022-08-27T14:32:42.655Z,2022-08-28T19:43:20Z,3735137897,141,33.3,3741428727,21,,3735137893,56,Center,3741428725,388,,3735137899,212,11.7,3735137895,140,72.7,3735137903,213,1.2,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538215,3,8,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,1,27.9,77,2022-08-27T14:32:43.324Z,2022-08-28T19:43:42Z,3739243665,385,,3735137873,56,Back,3741430871,178,,,,,,,,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538299,6,1,1,0,8,b79uipsy57y1jqpy07h4i5ovk,1,66.6,43.9,2022-08-27T14:32:44.996Z,2022-08-28T19:45:19Z,3735138323,213,0.9,3735138321,212,11.6,3735138319,141,57.6,3735138315,56,Center,3741432555,178,,3735138317,140,73.2,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538309,7,1,1,0,8,b79uipsy57y1jqpy07h4i5ovk,0,73.3,59.1,2022-08-27T14:32:45.556Z,2022-08-28T19:45:39Z,3735138363,213,5.1,3735138361,212,12.3,3735138359,141,42.4,3735138355,56,Center,3741438459,178,,3735138357,140,77.7,,,,,,,7sa0cx70w7dc0ahu5sm0ziz11,R. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538357,4,49,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,1,19,62.1,2022-08-27T14:32:46.619Z,2022-08-28T19:45:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538401,5,1,1,0,9,89w5c6pw7vn0dxypi61tt0g4k,0,19,62.1,2022-08-27T14:32:46.643Z,2022-08-28T19:46:05Z,3735138873,213,6.0,3735138871,212,43.1,3735138865,56,Center,3741441483,178,,3735138869,141,42.8,3735138867,140,58.1,3735138863,157,,3735138875,1,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538503,8,1,1,0,12,b79uipsy57y1jqpy07h4i5ovk,1,44.3,53.4,2022-08-27T14:32:49.589Z,2022-08-28T19:46:37Z,3735139469,3,,3741443767,388,,3735139471,56,Center,3735139483,212,20.1,3735139479,141,66.0,3735139475,140,61.6,3735139487,213,0.4,,,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538533,9,1,1,0,14,b79uipsy57y1jqpy07h4i5ovk,0,61.3,65.7,2022-08-27T14:32:51.570Z,2022-08-28T19:46:47Z,3735139637,140,71.9,3735139631,3,,3735139633,168,,3741444537,388,,3735139639,141,69.7,3735139635,56,Center,3735139643,213,0.2,3735139641,212,11.5,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538551,6,49,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,23.1,34.5,2022-08-27T14:32:53.189Z,2022-08-28T19:47:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538651,7,1,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,23.1,34.5,2022-08-27T14:32:53.230Z,2022-08-28T19:47:08Z,3735140247,157,,3735140255,212,33.4,3735140259,1,,3741446003,178,,3735140249,56,Center,3735140253,141,43.9,3735140251,140,54.3,3735140257,213,0.2,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538677,8,44,1,0,19,89w5c6pw7vn0dxypi61tt0g4k,1,54.3,38.4,2022-08-27T14:32:56.140Z,2022-08-30T01:04:00Z,3735140385,56,Center,3735140443,233,10,3735140387,286,,,,,,,,,,,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538669,10,44,1,0,19,b79uipsy57y1jqpy07h4i5ovk,0,45.7,61.6,2022-08-27T14:32:56.141Z,2022-08-28T19:47:26Z,3735140349,56,Back,3735140351,285,,3735140499,233,8,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538707,9,1,1,0,19,89w5c6pw7vn0dxypi61tt0g4k,0,53.4,38.2,2022-08-27T14:32:56.180Z,2022-08-30T01:04:00Z,3741448365,388,,3735140577,140,56.3,3735140581,212,3.1,3735140575,56,Center,3735140583,213,0.2,3735140579,141,39.0,3735140573,168,,3735140571,3,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451623211,393,61,1,0,19,b79uipsy57y1jqpy07h4i5ovk,1,39.9,40.4,2022-08-27T14:32:56.194Z,2022-08-28T19:48:35Z,3735574861,56,Back,3741451483,15,,3741451485,388,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538747,11,1,1,0,20,b79uipsy57y1jqpy07h4i5ovk,0,35.2,59,2022-08-27T14:32:57.468Z,2022-08-28T19:48:58Z,3735140775,213,0.8,3735140763,140,43.1,3735140767,141,71.7,3735140755,3,,3735140759,56,Back,3735140771,212,12.0,3741453609,388,,,,,aq8emkcjejbav0fys17iqv2ll,J. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538813,10,61,1,0,21,89w5c6pw7vn0dxypi61tt0g4k,0,47,31,2022-08-27T14:32:58.727Z,2022-08-28T19:49:26Z,3741454909,178,,3735141129,56,Back,,,,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538951,12,61,1,0,23,b79uipsy57y1jqpy07h4i5ovk,1,52.7,69.1,2022-08-27T14:33:00.400Z,2022-08-28T19:49:42Z,3735141957,56,Center,3741456527,178,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452296229,827,1,1,0,24,b79uipsy57y1jqpy07h4i5ovk,1,46.6,65.4,2022-08-27T14:33:01.731Z,2022-08-28T19:50:11Z,3739249351,212,4.9,3739249353,213,1.7,3739249349,141,72.6,3739249345,56,Back,3741457661,178,,3739249347,140,46.0,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538989,13,49,1,0,25,b79uipsy57y1jqpy07h4i5ovk,1,53.6,69.9,2022-08-27T14:33:02.301Z,2022-08-28T19:50:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451538851,11,43,1,0,25,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-27T14:33:02.498Z,2022-08-27T14:33:14Z,3735143671,144,45,3735141361,285,0,3735141359,56,Back,,,,,,,,,,,,,,,,dficbkp6sp4kw7xihaxneozpx,Y. Namli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451539127,14,1,1,0,25,b79uipsy57y1jqpy07h4i5ovk,1,53.6,70.3,2022-08-27T14:33:02.984Z,2022-08-28T19:51:00Z,3735142941,140,59.2,3735142947,213,5.4,3741462053,178,,3735142943,141,58.7,3735142939,56,Center,3735142945,212,9.8,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
