id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2530462485,5,1,1,0,11,dqk062lu0vm8epvytbm6r4mmf,0,25.4,52.8,2023-04-08T18:00:24.394Z,2023-04-08T18:52:38Z,4173699279,236,,4173699103,212,3.6,4173699507,233,6,4173699099,141,53.6,4173412965,56,Back,4173699107,213,0.2,4173699097,140,28.8,4173699281,286,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462499,6,74,1,0,11,24fvcruwqrqvqa3aonf8c3zuy,1,70.1,51.4,2023-04-08T18:00:24.395Z,2023-04-08T18:59:58Z,4173699529,233,5,4173699447,285,,4173413061,56,Center,,,,,,,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462515,6,1,1,0,12,dqk062lu0vm8epvytbm6r4mmf,0,22.9,55.8,2023-04-08T18:00:25.233Z,2023-04-09T03:49:03Z,4173413117,56,Back,4173413119,140,30.5,4173413127,212,11.6,4173413131,213,5.5,4173413123,141,43.4,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530467691,57,43,1,0,12,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-04-08T18:00:25.934Z,2023-04-09T03:49:30Z,4175145531,144,61,4173443153,56,Center,,,,,,,,,,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462567,7,1,1,0,13,24fvcruwqrqvqa3aonf8c3zuy,1,65.3,46.4,2023-04-08T18:00:26.898Z,2023-04-08T18:00:33Z,4173413425,140,82.1,4173413431,213,5.3,4173413421,155,,4173413429,212,30.5,4173413423,56,Right,4173413427,141,9.8,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462557,7,45,1,0,18,dqk062lu0vm8epvytbm6r4mmf,0,9.1,87.2,2023-04-08T18:00:31.810Z,2023-04-08T18:37:07Z,4173413361,56,Back,4173413457,233,8,4173413363,285,,,,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462571,8,3,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,1,90.9,12.8,2023-04-08T18:00:31.810Z,2023-04-09T03:49:48Z,4173413451,286,,4175145873,465,,4173413449,56,Right,4173413453,233,7,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530468709,58,1,1,0,19,24fvcruwqrqvqa3aonf8c3zuy,1,91,16.1,2023-04-08T18:00:32.206Z,2023-04-08T18:06:58Z,4173448477,56,Center,4173448487,141,23.1,4173448493,213,0.7,4173448481,140,96.7,4173448491,212,7.6,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462615,9,1,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,0,96.2,23.1,2023-04-08T18:00:33.441Z,2023-04-08T18:06:39Z,4173413711,286,,4173413691,56,Center,4173413705,236,,4173413695,141,26.0,4173413707,233,8,4173413699,213,1.5,4173413693,140,96.3,4173413697,212,2.0,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462591,8,74,1,0,20,dqk062lu0vm8epvytbm6r4mmf,1,1.4,74.4,2023-04-08T18:00:33.442Z,2023-04-08T18:37:08Z,4173413543,285,,4173413713,233,9,4173413541,56,Back,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462609,9,6,1,0,23,dqk062lu0vm8epvytbm6r4mmf,0,4.8,78.8,2023-04-08T18:00:36.715Z,2023-04-09T03:50:13Z,4173413803,233,10,4173413637,56,Back,4173413639,73,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462627,10,6,1,0,23,24fvcruwqrqvqa3aonf8c3zuy,1,95.2,21.2,2023-04-08T18:00:36.715Z,2023-04-08T18:37:05Z,4173413765,75,,4173413763,56,Center,4173413787,233,9,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462777,11,1,1,0,41,24fvcruwqrqvqa3aonf8c3zuy,0,99.5,0.5,2023-04-08T18:00:55.033Z,2023-04-09T03:50:17Z,4173414713,224,,4173414719,141,43.6,4173414709,6,,4175146573,20,,4173414717,140,93.6,4173414707,2,,4173414723,213,1.8,4173414721,212,30.0,d4j19ipiaeuetyij08fofgs15,J. Veerman,4173414715,56,Center,4173414711,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462769,10,44,1,0,42,dqk062lu0vm8epvytbm6r4mmf,1,5.8,58.4,2023-04-08T18:00:55.619Z,2023-04-08T18:01:06Z,4173414673,285,,4173414671,56,Back,4173414823,233,12,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462785,12,44,1,0,42,24fvcruwqrqvqa3aonf8c3zuy,0,94.2,41.6,2023-04-08T18:00:55.620Z,2023-04-08T18:37:07Z,4173414777,56,Center,4173414779,286,,4173617951,233,10,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462781,11,12,1,0,43,dqk062lu0vm8epvytbm6r4mmf,1,5.1,60.3,2023-04-08T18:00:56.874Z,2023-04-08T18:00:58Z,4173414753,141,45.4,4173414757,213,5.5,4173414747,56,Back,4173414775,15,,4173414755,212,14.8,4173414751,140,15.4,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462843,12,12,1,0,44,dqk062lu0vm8epvytbm6r4mmf,1,14.8,43.7,2023-04-08T18:00:57.905Z,2023-04-08T18:01:18Z,4173415079,15,,4173415039,56,Back,4173415045,212,17.0,4173415043,141,45.7,4173415049,213,0.1,4173415041,140,30.9,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462877,13,1,1,0,48,24fvcruwqrqvqa3aonf8c3zuy,1,63.7,47.3,2023-04-08T18:01:01.712Z,2023-04-08T18:51:58Z,4173415219,56,Center,4173415227,213,1.4,4173415223,141,78.5,4173415221,140,67.4,4173415225,212,21.6,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462967,14,1,1,0,50,24fvcruwqrqvqa3aonf8c3zuy,1,67.4,78.2,2023-04-08T18:01:03.521Z,2023-04-08T18:01:10Z,4173415689,56,Right,4173415699,1,,4173415693,141,10.7,4173415687,196,,4173415697,213,5.0,4173415691,140,78.4,4173415685,155,,4173415695,212,47.3,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462999,15,1,1,0,57,24fvcruwqrqvqa3aonf8c3zuy,0,82.8,10.3,2023-04-08T18:01:10.144Z,2023-04-08T18:52:58Z,4173415835,213,2.1,4173415833,212,9.4,4173415831,141,22.1,4173415827,56,Center,4173415829,140,78.1,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462975,13,49,1,0,58,dqk062lu0vm8epvytbm6r4mmf,1,22.2,65.5,2023-04-08T18:01:11.498Z,2023-04-08T18:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463001,16,43,1,0,59,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-04-08T18:01:12.272Z,2023-04-08T18:52:16Z,4173698435,144,61,4173415843,56,Center,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530462993,14,61,1,0,59,dqk062lu0vm8epvytbm6r4mmf,0,22.2,65.5,2023-04-08T18:01:12.858Z,2023-04-08T18:01:13Z,4173415805,56,Back,,,,,,,,,,,,,,,,,,,,,,51tih9z7sxlb4vj3j7tm1ewgl,L. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530516365,562,1,1,1,0,24fvcruwqrqvqa3aonf8c3zuy,1,79.6,25.7,2023-04-08T18:01:13.052Z,2023-04-09T03:51:22Z,4173701521,56,Center,4173701525,141,33.4,4173701527,212,13.2,4173701523,140,68.1,4173701529,213,2.7,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463065,17,49,1,1,1,24fvcruwqrqvqa3aonf8c3zuy,1,69.5,25.7,2023-04-08T18:01:14.649Z,2023-04-09T03:51:27Z,,,,,,,,,,,,,,,,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463121,18,1,1,1,2,24fvcruwqrqvqa3aonf8c3zuy,1,73.5,30.3,2023-04-08T18:01:15.824Z,2023-04-09T03:51:37Z,4173416523,212,16.0,4173416519,140,70.7,4173416517,56,Center,4173416525,213,1.8,4173416521,141,53.4,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463139,19,1,1,1,5,24fvcruwqrqvqa3aonf8c3zuy,1,60.3,61.2,2023-04-08T18:01:18.232Z,2023-04-09T03:51:54Z,4173416633,140,71.9,4173416639,213,5.9,4173416635,141,54.6,4173416637,212,13.0,4173416631,56,Center,,,,,,,,,,6yush35gfp1sgyyzicye73rp,P. van Aanholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530516937,563,1,1,1,7,24fvcruwqrqvqa3aonf8c3zuy,1,71.6,54.6,2023-04-08T18:01:20.052Z,2023-04-09T03:52:06Z,4173704381,212,11.0,4173704377,140,64.0,4173704375,56,Center,4173704383,213,3.9,4173704379,141,43.4,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463203,21,1,1,1,8,24fvcruwqrqvqa3aonf8c3zuy,1,65.4,23.5,2023-04-08T18:01:21.168Z,2023-04-09T03:52:38Z,4173416955,212,21.3,4173416949,56,Back,4173416951,140,45.8,4173416953,141,31.3,4173416957,213,2.9,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463183,20,1,1,1,9,24fvcruwqrqvqa3aonf8c3zuy,1,65.8,35.1,2023-04-08T18:01:22.384Z,2023-04-09T03:52:24Z,4173416833,213,5.0,4173416831,212,10.1,4173416825,56,Right,4173416827,140,68.9,4173416829,141,21.1,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463215,22,1,1,1,13,24fvcruwqrqvqa3aonf8c3zuy,1,45.8,31.3,2023-04-08T18:01:26.608Z,2023-04-08T18:01:28Z,4173417041,140,47.1,4173417051,213,1.5,4173417045,141,56.3,4173417049,212,17.1,4173417037,56,Back,,,,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463265,23,1,1,1,14,24fvcruwqrqvqa3aonf8c3zuy,1,52.3,56.1,2023-04-08T18:01:27.984Z,2023-04-09T03:52:56Z,4173417351,56,Back,4173417357,212,21.2,4173417355,141,32.2,4173417353,140,39.3,4173417359,213,4.0,,,,,,,,,,d92v6n4pf20eepvli92lqau39,O. Boscagli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463309,24,1,1,1,17,24fvcruwqrqvqa3aonf8c3zuy,1,38.1,29.5,2023-04-08T18:01:30.544Z,2023-04-08T18:01:34Z,4173417619,56,Right,4173417627,213,5.7,4173417623,141,4.9,4173417629,1,,4173417621,140,64.7,4173417625,212,32.6,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463335,25,1,1,1,21,24fvcruwqrqvqa3aonf8c3zuy,0,65.6,4.7,2023-04-08T18:01:34.144Z,2023-04-08T18:54:33Z,4173417771,141,5.5,4173417775,213,0.0,4173417769,140,80.8,4173417773,212,16.0,4173417767,56,Right,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463349,15,12,1,1,22,dqk062lu0vm8epvytbm6r4mmf,1,18,96.5,2023-04-08T18:01:35.522Z,2023-04-09T03:53:09Z,4173417837,141,100.0,4173417835,140,23.3,4173417905,167,,4173417839,212,6.6,4173417831,56,Back,4173417841,213,0.6,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463359,16,5,1,1,23,dqk062lu0vm8epvytbm6r4mmf,0,22.8,101.5,2023-04-08T18:01:36.863Z,2023-04-08T18:59:52Z,4173417881,347,,4173418147,233,26,4173417879,56,Back,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463397,26,5,1,1,23,24fvcruwqrqvqa3aonf8c3zuy,1,77.2,-1.5,2023-04-08T18:01:36.863Z,2023-04-08T18:01:41Z,4173418055,56,Right,4173418057,347,,4173418109,233,16,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463577,27,1,1,1,37,24fvcruwqrqvqa3aonf8c3zuy,0,76.2,0,2023-04-08T18:01:50.422Z,2023-04-08T18:01:55Z,4173419005,56,Right,4173419011,212,15.8,4173419007,140,90.2,4173419009,141,6.8,4173419013,213,0.4,4173419003,107,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463569,17,8,1,1,39,dqk062lu0vm8epvytbm6r4mmf,1,11.4,85.3,2023-04-08T18:01:52.489Z,2023-04-09T03:53:41Z,4173418973,56,Back,4175151691,383,,,,,,,,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463599,18,49,1,1,40,dqk062lu0vm8epvytbm6r4mmf,1,10,94.4,2023-04-08T18:01:53.914Z,2023-04-08T18:01:54Z,,,,,,,,,,,,,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463627,19,3,1,1,41,dqk062lu0vm8epvytbm6r4mmf,1,10.4,96.6,2023-04-08T18:01:54.858Z,2023-04-09T03:53:51Z,4173419283,285,,4173419293,233,28,4175152009,465,,4173419281,56,Back,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463623,28,45,1,1,41,24fvcruwqrqvqa3aonf8c3zuy,0,89.6,3.4,2023-04-08T18:01:54.858Z,2023-04-08T18:01:56Z,4173419265,286,,4173419305,233,19,4173419263,56,Right,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463671,20,1,1,1,42,dqk062lu0vm8epvytbm6r4mmf,0,11.1,93.6,2023-04-08T18:01:55.994Z,2023-04-08T18:01:58Z,4173419515,212,32.7,4173419511,140,41.8,4173419519,1,,4173419513,141,100.0,4173419509,56,Back,4173419517,213,0.2,4173419507,155,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463673,21,5,1,1,45,dqk062lu0vm8epvytbm6r4mmf,0,35.3,101.6,2023-04-08T18:01:58.082Z,2023-04-08T18:02:12Z,4173419521,56,Back,4173420567,233,29,4173419523,347,,,,,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463863,29,5,1,1,45,24fvcruwqrqvqa3aonf8c3zuy,1,64.7,-1.6,2023-04-08T18:01:58.082Z,2023-04-08T18:59:52Z,4173420521,233,21,4173420507,347,,4173420505,56,Right,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463927,30,1,1,1,58,24fvcruwqrqvqa3aonf8c3zuy,1,55.4,0,2023-04-08T18:02:11.184Z,2023-04-08T18:02:15Z,4173420891,213,2.8,4173420881,107,,4173420885,140,37.2,4173420887,141,7.3,4173420883,56,Back,4173420889,212,20.0,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530463975,31,1,1,2,1,24fvcruwqrqvqa3aonf8c3zuy,1,37,10.6,2023-04-08T18:02:14.240Z,2023-04-08T18:02:17Z,4173421123,56,Back,4173421129,212,30.7,4173421127,141,55.7,4173421131,213,1.6,4173421125,140,35.6,,,,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
