id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/15/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2472861733,8,1,1,0,17,24fvcruwqrqvqa3aonf8c3zuy,1,45.2,72.4,2022-10-16T12:32:35.169Z,2022-10-18T07:08:50Z,3848691407,212,18.7,3848691405,141,45.0,3848691403,140,44.2,3853281115,178,,3848691409,213,4.7,3848691401,56,Back,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861829,9,1,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,1,37.4,40.3,2022-10-16T12:32:37.881Z,2022-10-18T07:08:53Z,3848691879,213,5.0,3848691871,56,Back,3848691877,212,20.1,3848691875,141,12.2,3853281155,178,,3848691873,140,43.2,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861865,10,1,1,0,26,24fvcruwqrqvqa3aonf8c3zuy,1,41.9,13.9,2022-10-16T12:32:43.665Z,2022-10-18T07:08:56Z,3848692097,213,2.6,3848692089,56,Back,3848692095,212,11.4,3848692093,141,22.1,3853281185,178,,3848692091,140,32.4,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472861977,11,1,1,0,32,24fvcruwqrqvqa3aonf8c3zuy,1,41.6,14.9,2022-10-16T12:32:50.130Z,2022-10-18T07:09:00Z,3848692687,140,61.2,3848692691,212,22.4,3853281271,178,,3848692689,141,2.0,3848692693,213,5.9,3848692681,56,Right,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862029,12,1,1,0,36,24fvcruwqrqvqa3aonf8c3zuy,1,56.5,9.4,2022-10-16T12:32:53.785Z,2022-10-18T07:09:05Z,3848692969,140,46.2,3853281333,178,,3848692965,56,Back,3848692977,213,2.1,3848692973,141,33.8,3848692975,212,19.8,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862049,13,1,1,0,39,24fvcruwqrqvqa3aonf8c3zuy,0,46.3,37.2,2022-10-16T12:32:57.159Z,2022-10-18T07:09:08Z,3848693081,213,1.1,3848693077,141,79.3,3848693073,56,Left,3848693075,140,58.6,3848693079,212,31.4,3853281417,178,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862063,4,8,1,0,41,ccpscwdcm65czscrun048ecn5,1,44.4,14.6,2022-10-16T12:32:58.773Z,2022-10-18T07:09:11Z,3849810791,383,,3848693161,56,Back,3853281467,178,,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862085,5,49,1,0,43,ccpscwdcm65czscrun048ecn5,1,59.5,11.2,2022-10-16T12:33:00.630Z,2022-10-18T07:09:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862259,6,1,1,0,46,ccpscwdcm65czscrun048ecn5,0,85,9.6,2022-10-16T12:33:03.997Z,2022-10-18T07:09:17Z,3848694171,1,,3853281605,178,,3849811363,20,,3848694169,213,1.4,3848694159,140,92.8,3848694163,141,100.0,3849811359,225,,3848694153,2,,4octqavtgpv5u1rnpss898nah,M. Sylla,3849811361,386,3848694157,56,Left,3848694167,212,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862263,7,5,1,0,52,ccpscwdcm65czscrun048ecn5,0,93.2,101,2022-10-16T12:33:10.275Z,2022-10-18T07:09:21Z,3848694187,347,,3848694185,56,Left,3848695067,233,14,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862439,14,5,1,0,52,24fvcruwqrqvqa3aonf8c3zuy,1,6.8,-1,2022-10-16T12:33:10.275Z,2022-10-18T07:09:21Z,3848695049,233,7,3848695017,56,Back,3848695019,347,,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862461,15,1,1,1,3,24fvcruwqrqvqa3aonf8c3zuy,1,7.6,0,2022-10-16T12:33:20.392Z,2022-10-18T07:09:26Z,3848695147,107,,3848695151,140,12.3,3848695157,213,0.7,3848695149,56,Back,3848695155,212,6.3,3848695153,141,4.6,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862463,16,1,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,0,12.8,3.8,2022-10-16T12:33:21.517Z,2022-10-18T09:59:58Z,3848695193,156,,3848695165,56,Back,3848695173,213,4.3,3848695167,140,11.4,3848695171,212,3.5,3848695169,141,0.0,3853491787,388,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473775439,1668,43,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-16T12:33:22.270Z,2022-10-18T09:59:41Z,3853491437,178,0,3853491473,144,82,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862607,9,5,1,1,4,ccpscwdcm65czscrun048ecn5,1,88.6,101.4,2022-10-16T12:33:22.287Z,2022-10-18T10:00:09Z,3848695895,56,Left,3848697183,233,18,3848695897,347,,,,,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862741,18,5,1,1,4,24fvcruwqrqvqa3aonf8c3zuy,0,11.4,-1.4,2022-10-16T12:33:22.287Z,2022-10-18T10:00:09Z,3848697207,233,9,3848696473,56,Back,3848696479,347,,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740053,964,43,1,1,6,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-16T12:33:23.556Z,2022-10-18T10:00:01Z,3853322239,178,0,3853491869,144,82,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862495,17,43,1,1,7,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-16T12:33:24.877Z,2022-10-16T12:33:37Z,3848695301,141,5.9,3848695309,1,0,3848695299,140,21.4,3848695303,212,15.4,3848695295,157,0,3848695305,213,0.1,3848695297,56,Back,3848696573,144,1,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862491,8,43,1,1,7,ccpscwdcm65czscrun048ecn5,1,0,0,2022-10-16T12:33:25.065Z,2022-10-16T12:33:29Z,3848695727,144,49,,,,,,,,,,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740079,965,43,1,1,8,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-16T12:33:26.020Z,2022-10-18T10:00:02Z,3853322371,178,0,3853491883,144,82,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862833,10,1,1,1,19,ccpscwdcm65czscrun048ecn5,1,84.8,100,2022-10-16T12:33:37.041Z,2022-10-18T07:09:55Z,3848696907,213,3.6,3848696899,56,Left,3848696905,212,12.8,3848696903,141,93.6,3848696897,107,,3848696901,140,73.7,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862907,11,1,1,1,22,ccpscwdcm65czscrun048ecn5,1,71,93.4,2022-10-16T12:33:39.997Z,2022-10-18T07:10:00Z,3853282337,178,,3848697251,213,4.0,3848697247,141,59.7,3848697245,140,51.0,3848697243,56,Center,3848697249,212,31.1,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862949,12,1,1,1,26,ccpscwdcm65czscrun048ecn5,1,50.6,57.1,2022-10-16T12:33:43.488Z,2022-10-18T07:10:04Z,3848697487,213,1.4,3848697483,141,87.8,3848697479,56,Left,3848697485,212,21.4,3853282375,178,,3848697481,140,55.0,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472862987,13,1,1,1,28,ccpscwdcm65czscrun048ecn5,1,47.7,93.8,2022-10-16T12:33:45.434Z,2022-10-18T07:10:07Z,3848697715,213,0.1,3848697707,56,Left,3848697709,140,60.0,3848697713,212,13.0,3848697711,141,96.0,3853282433,178,,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863005,14,3,1,1,30,ccpscwdcm65czscrun048ecn5,0,60.2,95,2022-10-16T12:33:47.424Z,2022-10-18T07:10:10Z,3848697777,286,,3853282475,178,,3848697933,233,19,3849813847,464,,3848697775,56,Left,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863019,19,7,1,1,30,24fvcruwqrqvqa3aonf8c3zuy,1,39.8,5,2022-10-16T12:33:47.474Z,2022-10-18T07:10:13Z,3849813741,384,,3853282515,178,,3848697907,233,14,3848697871,56,Back,3848697875,285,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863021,20,49,1,1,31,24fvcruwqrqvqa3aonf8c3zuy,1,45.7,4.9,2022-10-16T12:33:49.051Z,2022-10-18T07:10:16Z,,,,,,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863051,21,1,1,1,33,24fvcruwqrqvqa3aonf8c3zuy,1,47.6,5.8,2022-10-16T12:33:50.759Z,2022-10-18T07:10:24Z,3848698079,212,4.7,3848698073,56,Right,3848698075,140,51.3,3848698081,213,0.6,3853282735,178,,3848698077,141,9.7,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863061,22,1,1,1,33,24fvcruwqrqvqa3aonf8c3zuy,1,51,9.5,2022-10-16T12:33:51.346Z,2022-10-18T07:10:30Z,3848698141,56,Back,3848698149,213,2.9,3848698163,156,,3848698143,140,45.1,3848698145,141,11.9,3848698147,212,6.4,3853282871,178,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863091,23,1,1,1,35,24fvcruwqrqvqa3aonf8c3zuy,1,47.4,12.7,2022-10-16T12:33:52.420Z,2022-10-18T07:10:34Z,3848698291,140,53.2,3853282917,178,,3848698293,141,25.2,3848698295,212,10.5,3848698289,56,Center,3848698297,213,0.9,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863095,24,61,1,1,35,24fvcruwqrqvqa3aonf8c3zuy,0,56.5,26.9,2022-10-16T12:33:53.115Z,2022-10-18T07:10:40Z,3848698309,56,Center,3853283009,178,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740317,855,67,1,1,36,ccpscwdcm65czscrun048ecn5,1,45,66.7,2022-10-16T12:33:54.213Z,2022-10-18T08:05:07Z,3853323441,233,976,,,,,,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740313,976,67,1,1,36,24fvcruwqrqvqa3aonf8c3zuy,0,55,33.3,2022-10-16T12:33:54.214Z,2022-10-18T07:44:41Z,3853323445,233,855,,,,,,,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863121,15,1,1,1,36,ccpscwdcm65czscrun048ecn5,1,39.7,64.9,2022-10-16T12:33:54.278Z,2022-10-18T08:05:07Z,3848698461,56,Back,3848698469,213,3.4,3853283115,178,,3848698463,140,27.2,3848698465,141,59.2,3848698467,212,13.7,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863127,16,49,1,1,37,ccpscwdcm65czscrun048ecn5,1,27.5,58.4,2022-10-16T12:33:54.856Z,2022-10-18T07:10:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863165,17,1,1,1,39,ccpscwdcm65czscrun048ecn5,1,27.9,53.9,2022-10-16T12:33:57.215Z,2022-10-18T07:11:12Z,3848698697,56,Back,3848698703,212,12.5,3848698705,213,0.2,3853283567,178,,3848698699,140,39.4,3848698701,141,58.4,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863229,18,1,1,1,41,ccpscwdcm65czscrun048ecn5,1,39.4,58.4,2022-10-16T12:33:58.502Z,2022-10-18T07:11:16Z,3848699041,56,Back,3848699049,213,1.6,3848699045,141,67.1,3848699043,140,39.5,3853283631,178,,3848699047,212,5.9,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863235,19,4,1,1,42,ccpscwdcm65czscrun048ecn5,1,41.4,68.6,2022-10-16T12:34:00.065Z,2022-10-18T07:11:20Z,3848699079,265,,3848699075,56,Back,3848699073,13,,3848699097,233,25,3848699077,152,,3848699081,286,,,,,,,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863221,25,4,1,1,42,24fvcruwqrqvqa3aonf8c3zuy,0,58.6,31.4,2022-10-16T12:34:00.066Z,2022-10-18T07:11:20Z,3853283691,178,,3848699123,233,19,3848698981,56,Center,3848698987,285,,3848698985,265,,3848698979,13,,3848698983,152,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863479,20,1,1,1,54,ccpscwdcm65czscrun048ecn5,1,39.5,67.1,2022-10-16T12:34:12.290Z,2022-10-18T07:11:26Z,3848700435,56,Back,3848700443,213,4.6,3848700437,140,36.3,3848700481,189,,3848700431,152,,3848700441,212,26.9,3853283809,178,,3848700429,5,,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,3848700439,141,,,,,,,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863533,21,1,1,1,59,ccpscwdcm65czscrun048ecn5,1,50.5,22.7,2022-10-16T12:34:16.862Z,2022-10-18T07:11:31Z,3848700695,212,7.8,3853283871,178,,3848700693,141,23.7,3848700689,56,Center,3848700691,140,57.9,3848700699,213,0.1,,,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740529,869,67,1,2,0,ccpscwdcm65czscrun048ecn5,1,56.3,23.7,2022-10-16T12:34:17.712Z,2022-10-18T08:05:08Z,3853324459,233,983,,,,,,,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473740525,983,67,1,2,0,24fvcruwqrqvqa3aonf8c3zuy,0,43.7,76.3,2022-10-16T12:34:17.713Z,2022-10-18T07:45:34Z,3853324467,233,869,,,,,,,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472863539,22,1,1,2,0,ccpscwdcm65czscrun048ecn5,0,58.3,24,2022-10-16T12:34:17.747Z,2022-10-18T08:05:08Z,3853283993,178,,3848700719,140,60.2,3848700811,233,26,3848700721,141,23.8,3848700717,56,Center,3848700815,286,,3848700725,213,6.2,3848700809,236,,4octqavtgpv5u1rnpss898nah,M. Sylla,3848700723,212,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
