id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/11/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484964117,7,1,1,0,13,3kfktv64h7kg7zryax1wktr5r,1,32.2,93.3,2022-11-12T20:01:52.762Z,2022-11-15T01:10:55Z,3912393555,140,21.9,3912393561,213,3.1,3912393553,56,Back,3912393559,212,10.8,3912393557,141,93.8,3917237861,178,,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964129,8,1,1,0,13,3kfktv64h7kg7zryax1wktr5r,0,21.9,93.8,2022-11-12T20:01:53.697Z,2022-11-15T01:10:59Z,3912393641,212,18.6,3912393639,141,90.6,3912393633,155,,3917237883,178,,3912393643,213,6.2,3912393637,140,39.5,3912393635,56,Back,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964139,6,44,1,0,15,24fvcruwqrqvqa3aonf8c3zuy,1,62.6,9.2,2022-11-12T20:01:55.736Z,2022-11-15T02:17:15Z,3912393699,233,9,3912393667,56,Right,3912393669,286,,,,,,,,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964133,9,44,1,0,16,3kfktv64h7kg7zryax1wktr5r,0,37.4,90.8,2022-11-12T20:01:55.737Z,2022-11-15T01:11:04Z,3912393751,233,6,3912393649,56,Back,3912393651,285,,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964145,7,1,1,0,16,24fvcruwqrqvqa3aonf8c3zuy,1,64.5,9.1,2022-11-12T20:01:55.805Z,2022-11-15T02:17:15Z,3912393725,141,14.9,3912393719,3,,3912393721,56,Right,3912393727,212,6.0,3912393729,213,0.7,3917237941,388,,3912393723,140,68.8,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964153,8,44,1,0,17,24fvcruwqrqvqa3aonf8c3zuy,1,65.2,10.6,2022-11-12T20:01:57.675Z,2022-11-15T02:17:16Z,3912393775,56,Right,3912393777,286,,3912393809,233,10,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964151,10,44,1,0,17,3kfktv64h7kg7zryax1wktr5r,0,34.8,89.4,2022-11-12T20:01:57.676Z,2022-11-15T01:11:14Z,3912393767,56,Back,3912393821,233,8,3912393769,285,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964163,9,1,1,0,17,24fvcruwqrqvqa3aonf8c3zuy,0,67.8,11.2,2022-11-12T20:01:57.701Z,2022-11-15T02:17:16Z,3912393849,140,70.3,3912393851,141,12.8,3912393843,3,,3912393853,212,2.8,3917237991,388,,3912393847,56,Right,3912393855,213,0.4,3912393845,168,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485883197,973,67,1,0,18,3kfktv64h7kg7zryax1wktr5r,1,30.5,90.1,2022-11-12T20:01:58.306Z,2022-11-15T02:17:17Z,3917249809,233,1233,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485883193,1233,67,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,0,69.5,9.9,2022-11-12T20:01:58.307Z,2022-11-15T01:52:10Z,3917249813,233,973,,,,,,,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964167,11,1,1,0,18,3kfktv64h7kg7zryax1wktr5r,1,26.2,89.7,2022-11-12T20:01:58.319Z,2022-11-15T02:17:17Z,3912393873,141,89.7,3912393871,140,31.1,3912393877,213,0.0,3912393869,56,Back,3917238023,178,,3912393875,212,5.1,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964173,12,1,1,0,19,3kfktv64h7kg7zryax1wktr5r,0,31.1,89.7,2022-11-12T20:01:59.085Z,2022-11-15T01:11:49Z,3912393909,140,35.8,3912393915,213,0.5,3912393907,56,Back,3912393911,141,93.6,3912393913,212,5.6,3917238111,178,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964179,10,1,1,0,20,24fvcruwqrqvqa3aonf8c3zuy,0,66.4,8.6,2022-11-12T20:02:00.002Z,2022-11-15T01:11:58Z,3912393937,56,Center,3912393943,212,35.4,3912393947,1,,3912393939,140,89.1,3912393941,141,47.0,3912393935,157,,3917238119,178,,3912393945,213,0.8,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964183,13,52,1,0,23,3kfktv64h7kg7zryax1wktr5r,1,14,54,2022-11-12T20:02:03.465Z,2022-11-15T01:12:05Z,3917238177,178,,3913310773,377,,,,,,,,,,,,,,,,,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964203,14,1,1,0,26,3kfktv64h7kg7zryax1wktr5r,1,13.2,51,2022-11-12T20:02:05.793Z,2022-11-15T01:12:10Z,3912394131,56,Back,3912394137,212,14.6,3917238197,178,,3912394139,213,4.8,3912394129,123,,3912394133,140,14.7,3912394135,141,29.6,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964219,15,1,1,0,28,3kfktv64h7kg7zryax1wktr5r,1,14.7,29.6,2022-11-12T20:02:08.175Z,2022-11-15T01:12:17Z,3912394209,141,77.0,3912394215,1,,3912394207,140,10.9,3917238213,178,,3912394211,212,32.5,3912394213,213,1.7,3912394205,56,Back,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964245,16,1,1,0,31,3kfktv64h7kg7zryax1wktr5r,1,10.9,77.3,2022-11-12T20:02:11.279Z,2022-11-15T01:12:26Z,3912394417,140,16.1,3912394419,141,95.7,3917238219,178,,3912394415,56,Back,3912394423,213,1.2,3912394421,212,13.7,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964281,17,1,1,0,37,3kfktv64h7kg7zryax1wktr5r,1,35,94.5,2022-11-12T20:02:17.683Z,2022-11-15T01:13:20Z,3917238297,178,,3912394623,140,54.7,3912394629,213,0.0,3912394627,212,20.7,3912394621,56,Left,3912394625,141,95.1,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964283,18,1,1,0,38,3kfktv64h7kg7zryax1wktr5r,0,54.7,95.1,2022-11-12T20:02:18.298Z,2022-11-15T01:13:28Z,3912394637,140,55.8,3912394643,213,4.8,3912394639,141,82.7,3912394641,212,8.5,3912395519,168,,3912394635,56,Left,3917238539,178,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964267,11,8,1,0,39,24fvcruwqrqvqa3aonf8c3zuy,1,40.4,15.2,2022-11-12T20:02:19.187Z,2022-11-15T01:13:35Z,3917238577,178,,3912394573,56,Back,3913311275,384,,,,,,,,,,,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964287,12,49,1,0,41,24fvcruwqrqvqa3aonf8c3zuy,1,55.7,6.4,2022-11-12T20:02:21.464Z,2022-11-15T01:13:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964313,13,1,1,0,41,24fvcruwqrqvqa3aonf8c3zuy,1,55.8,6.4,2022-11-12T20:02:21.516Z,2022-11-15T01:13:48Z,3912394785,140,66.1,3912394781,155,,3912394791,213,0.7,3917238637,178,,3912394787,141,19.0,3912394789,212,13.8,3912394783,56,Right,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964327,14,1,1,0,42,24fvcruwqrqvqa3aonf8c3zuy,1,66.1,19,2022-11-12T20:02:22.560Z,2022-11-15T01:13:58Z,3912394843,56,Right,3912394851,213,5.6,3917238701,178,,3912394849,212,14.9,3912394847,141,5.8,3912394841,3,,3912394845,140,77.4,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964337,15,1,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,0,75.2,7.1,2022-11-12T20:02:24.540Z,2022-11-15T01:14:05Z,3912394917,213,1.2,3912394911,140,77.2,3912394913,141,14.1,3912394915,212,5.2,3917238733,178,,3912394909,56,Right,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964325,19,61,1,0,44,3kfktv64h7kg7zryax1wktr5r,1,24.2,92.1,2022-11-12T20:02:24.682Z,2022-11-15T01:14:11Z,3917238759,178,,3912394839,56,Back,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964367,20,49,1,0,49,3kfktv64h7kg7zryax1wktr5r,1,21,29.5,2022-11-12T20:02:29.678Z,2022-11-15T01:14:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964387,21,1,1,0,49,3kfktv64h7kg7zryax1wktr5r,1,20.9,28.7,2022-11-12T20:02:29.722Z,2022-11-15T01:14:31Z,3912395191,213,5.5,3912395187,141,13.3,3912395189,212,14.5,3912395183,56,Back,3912395185,140,30.4,3917238869,178,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964409,22,1,1,0,51,3kfktv64h7kg7zryax1wktr5r,1,30.4,13.3,2022-11-12T20:02:31.242Z,2022-11-15T01:14:44Z,3917238931,178,,3912395255,141,8.3,3912395253,140,16.0,3912395259,213,3.4,3912395257,212,15.5,3912395251,56,Back,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964421,23,1,1,0,53,3kfktv64h7kg7zryax1wktr5r,0,16,8.3,2022-11-12T20:02:33.184Z,2022-11-15T01:14:49Z,3912395369,140,44.2,3917238973,178,,3912395373,212,35.7,3912395365,155,,3912395371,141,37.7,3912395375,213,0.6,3912395377,1,,3912395367,56,Back,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964433,16,49,1,0,56,24fvcruwqrqvqa3aonf8c3zuy,1,60.8,61.2,2022-11-12T20:02:35.765Z,2022-11-15T01:14:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964451,17,1,1,0,56,24fvcruwqrqvqa3aonf8c3zuy,1,60.7,61.2,2022-11-12T20:02:35.797Z,2022-11-15T01:15:02Z,3912395459,56,Center,3912395465,212,8.6,3917239039,178,,3912395463,141,49.3,3912395461,140,63.5,3912395467,213,5.1,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964483,18,1,1,0,58,24fvcruwqrqvqa3aonf8c3zuy,1,56.4,55.5,2022-11-12T20:02:37.919Z,2022-11-15T01:15:06Z,3912395695,212,25.0,3917239065,178,,3912395687,56,Back,3912395697,213,3.4,3912395693,141,44.7,3912395689,140,33.6,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964557,19,1,1,1,1,24fvcruwqrqvqa3aonf8c3zuy,1,34.8,41.5,2022-11-12T20:02:40.998Z,2022-11-15T01:15:09Z,3912396139,141,48.2,3912396141,212,26.8,3912396143,213,3.0,3912396137,140,9.6,3917239083,178,,3912396135,56,Back,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964605,20,1,1,1,12,24fvcruwqrqvqa3aonf8c3zuy,1,13.8,46.1,2022-11-12T20:02:52.053Z,2022-11-15T01:15:12Z,3912396393,140,14.1,3912396399,213,1.5,3917239107,178,,3912396397,212,12.9,3912396391,56,Back,3912396395,141,65.0,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964623,21,1,1,1,14,24fvcruwqrqvqa3aonf8c3zuy,1,14.1,65,2022-11-12T20:02:54.327Z,2022-11-15T01:15:17Z,3912396503,213,1.2,3912396495,56,Back,3912396501,212,15.9,3912396499,141,87.2,3912396497,140,18.9,3917239161,178,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964641,22,1,1,1,16,24fvcruwqrqvqa3aonf8c3zuy,1,18.9,87.3,2022-11-12T20:02:56.427Z,2022-11-15T01:15:21Z,3912396575,56,Back,3912396579,141,69.0,3917239183,178,,3912396583,213,4.1,3912396581,212,14.9,3912396577,140,11.1,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964659,23,1,1,1,18,24fvcruwqrqvqa3aonf8c3zuy,1,11.1,69,2022-11-12T20:02:58.377Z,2022-11-15T01:15:25Z,3917239205,178,,3912396701,212,15.8,3912396699,141,49.4,3912396703,213,4.2,3912396697,140,3.1,3912396695,56,Back,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964693,24,1,1,1,21,24fvcruwqrqvqa3aonf8c3zuy,1,3,49.4,2022-11-12T20:03:00.977Z,2022-11-15T01:15:33Z,3912396875,212,28.4,3912396869,56,Back,3912396877,213,5.0,3917239241,178,,3912396871,140,10.1,3912396873,141,9.1,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964723,25,1,1,1,24,24fvcruwqrqvqa3aonf8c3zuy,1,10,9.4,2022-11-12T20:03:04.002Z,2022-11-15T01:15:37Z,3912396999,212,15.6,3912396993,56,Back,3912397001,213,2.1,3917239253,178,,3912396997,141,29.5,3912396995,140,2.8,,,,,,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964731,26,1,1,1,26,24fvcruwqrqvqa3aonf8c3zuy,0,2.8,29.5,2022-11-12T20:03:05.797Z,2022-11-15T01:16:41Z,3912397069,212,31.4,3912397063,56,Back,3912397061,157,,3912397067,141,31.7,3912397073,1,,3912397065,140,32.7,3917239265,178,,3912397071,213,0.0,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964739,24,1,1,1,27,3kfktv64h7kg7zryax1wktr5r,0,63.6,66.6,2022-11-12T20:03:07.514Z,2022-11-15T01:16:33Z,3912397135,141,61.1,3912397131,56,Center,3912397137,212,5.9,3912397139,213,5.6,3917239295,388,,3912397133,140,68.0,3912397129,3,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964765,27,1,1,1,29,24fvcruwqrqvqa3aonf8c3zuy,0,31.7,40.9,2022-11-12T20:03:09.461Z,2022-11-15T01:16:53Z,3912397301,140,62.4,3912397307,213,5.8,3912397309,1,,3912397303,141,17.8,3912397305,212,35.9,3912397297,3,,3917239659,388,,3912397299,56,Right,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484964761,25,49,1,1,35,3kfktv64h7kg7zryax1wktr5r,1,37.1,88.2,2022-11-12T20:03:14.816Z,2022-11-15T01:17:04Z,,,,,,,,,,,,,,,,,,,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
