id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2533126941,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-04-14T17:13:02.885Z,2023-04-14T18:02:17Z,4187638935,59,"1, 2, 12, 23, 4, 3, 10, 33, 22, 8, 14, 6, 7, 9, 15, 18, 21, 28, 29, 34",4187638941,194,am19rcub89k9bleldiqps7845,4187638933,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187638943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187638931,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 5wwqe546ohp130rvi8x8pt0tm, 3dx91sb6ktg8z1xmoti25kru, 934ldgpefo90za10cq49k0o6i, 4gso82x236c4xe0eovfr50sfd, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, 51tih9z7sxlb4vj3j7tm1ewgl, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 5zwa237gtyf2mlrmo7tlkqnoq, 6coor7jll29drx4kgvyt499wq, 89dofd1p8ftdgy1u8jlyi58lx, 11iegkg0xuow3r11hx5t1o1xx, 6db1q8hud1d8u2q3lxzfixzze, 7y0acvcg9km8dz51t5ndy23md, 8znaym62oghri26gdn8o6fz84",4187638939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187740247,197,1517,4187638937,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533128319,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-14T17:15:35.358Z,2023-04-14T18:11:18Z,4187747591,197,472,4187646071,59,"1, 2, 5, 21, 6, 4, 11, 10, 9, 27, 18, 7, 8, 17, 19, 20, 22, 24, 28, 40",4187646075,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187646073,130,8,4187646069,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187646079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187646077,194,6ydojoa3581jgszpjqj7i8zpx,4187646067,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, 5n65xhwbd6dm3uynl4h7k920a, 7nfr8xuo637qma7ovxx4r9fmy, 32pfghvfogjnpbgsj5mk2jhpm, 7lpwkpwfw656re3pymntslv55, dtglxu78mwbkvog0jnusmdc5x, hxqybxg5578sgx0gx5qb834l, 94b7i139jyk6hs6ioqlztg1jp, 5dbx86ca2t7dae8b3t69atii1, 7sa0cx70w7dc0ahu5sm0ziz11, 9d4lofwg9ooaoldw2vpt4h36y, 40nypdfe5lbtqi0y1t3rmfqj8, 4cyftx5l62gw3ijl29y7t51pl, 4qoddvxuknli8073d54hii2cq, 5geiqjzesu0y6bu8hyff4y6dx, bx2xcfe18epftsy5lrdf1fevo, a3qbyj57485msu70fggsk4kr8, 2f5hdor2uv8hfxnieyvivsesp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147675,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-14T18:00:54.267Z,2023-04-14T18:00:54Z,4187748249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147681,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-04-14T18:00:54.267Z,2023-04-15T11:33:19Z,4187748267,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147691,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,50,50,2023-04-14T18:00:54.367Z,2023-04-14T18:00:57Z,4187748299,213,2.8,4187748297,212,16.4,4187748303,279,S,4187748291,56,Back,4187748293,140,35.4,4187748295,141,58.5,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147711,4,1,1,0,3,b79uipsy57y1jqpy07h4i5ovk,1,35.4,58.5,2023-04-14T18:00:57.734Z,2023-04-14T18:01:03Z,4187748413,212,65.4,4187748415,213,5.7,4187748405,155,,4187748417,1,,4187748409,140,89.0,4187748407,56,Right,4187748411,141,9.5,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147717,5,1,1,0,8,b79uipsy57y1jqpy07h4i5ovk,0,89.1,8.3,2023-04-14T18:01:02.885Z,2023-04-15T11:42:14Z,4187748441,140,80.4,4187748435,2,,4189614695,224,,4187748447,213,2.0,4187748437,155,,4187748445,212,22.8,4189614697,20,,4187748439,56,Center,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,4187748443,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147733,3,1,1,0,11,dqk062lu0vm8epvytbm6r4mmf,0,23.5,61.7,2023-04-14T18:01:05.601Z,2023-04-14T18:01:07Z,4187748525,140,30.0,4187748521,3,,4187748529,212,8.0,4187748523,56,Back,4187748531,213,0.6,4187748527,141,67.9,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147743,6,44,1,0,12,b79uipsy57y1jqpy07h4i5ovk,1,67.5,27.9,2023-04-14T18:01:06.429Z,2023-04-14T18:01:07Z,4187748559,286,,4187748561,233,4,4187748557,56,Center,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147737,4,44,1,0,12,dqk062lu0vm8epvytbm6r4mmf,0,32.5,72.1,2023-04-14T18:01:06.430Z,2023-04-14T18:01:08Z,4187748567,233,6,4187748541,285,,4187748539,56,Back,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
