id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value
2446094179,6,52,1,0,29,4tic29sox7m39fy1ztgv0jsiq,1,6,52.2,2022-08-14T12:32:06.845Z,2022-08-17T04:26:55Z,3712362091,178,,3706831773,376,,,,,,,,,,,,,,,,,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094357,7,1,1,0,34,4tic29sox7m39fy1ztgv0jsiq,1,6.9,47.2,2022-08-14T12:32:11.210Z,2022-08-17T04:27:02Z,3706281845,212,13.5,3706281839,56,Back,3712362191,178,,3706281847,213,5.2,3706281843,141,29.8,3706281837,123,,3706281841,140,13.0,,,,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094395,8,1,1,0,37,4tic29sox7m39fy1ztgv0jsiq,0,13.6,27.6,2022-08-14T12:32:14.213Z,2022-08-17T04:27:10Z,3706281989,140,63.0,3706281985,155,,3712362259,178,,3706281995,213,0.0,3706281991,141,28.6,3706281993,212,51.9,3706281987,56,Center,3706281997,1,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094415,9,49,1,0,40,3ebril33e08ddzob4bhq8awsr,1,40.5,73.7,2022-08-14T12:32:17.164Z,2022-08-17T04:27:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094425,10,1,1,0,41,3ebril33e08ddzob4bhq8awsr,0,40.5,73.7,2022-08-14T12:32:18.053Z,2022-08-17T04:27:17Z,3706282115,155,,3706282119,140,61.2,3706282125,213,0.4,3706282117,56,Left,3706282123,212,23.5,3706282121,141,86.7,3712362441,178,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094431,9,8,1,0,42,4tic29sox7m39fy1ztgv0jsiq,1,37,19.5,2022-08-14T12:32:19.575Z,2022-08-17T04:27:28Z,3706282145,56,Back,3706832531,385,,3712362611,388,,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094447,10,5,1,0,45,4tic29sox7m39fy1ztgv0jsiq,0,57.4,-1.1,2022-08-14T12:32:22.034Z,2022-08-17T04:27:32Z,3706282795,233,11,3706282237,347,,3706282235,56,Right,,,,,,,,,,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094559,11,5,1,0,45,3ebril33e08ddzob4bhq8awsr,1,42.6,101.1,2022-08-14T12:32:22.034Z,2022-08-17T04:27:32Z,3706282717,347,,3706282759,233,10,3706282715,56,Back,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094597,12,1,1,0,57,3ebril33e08ddzob4bhq8awsr,0,40.4,100,2022-08-14T12:32:34.126Z,2022-08-17T04:27:38Z,3706282927,213,6.0,3706282921,140,69.6,3706282923,141,90.5,3706282917,107,,3706282929,1,,3706282925,212,31.5,3706282919,56,Left,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094599,11,44,1,0,58,4tic29sox7m39fy1ztgv0jsiq,1,29.8,12.8,2022-08-14T12:32:35.804Z,2022-08-17T12:38:03Z,3706282939,56,Back,3706283029,233,13,3706282941,285,,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094615,13,44,1,0,58,3ebril33e08ddzob4bhq8awsr,0,70.2,87.2,2022-08-14T12:32:35.805Z,2022-08-17T04:27:46Z,3706283161,233,11,3706283021,56,Left,3706283023,286,,,,,,,,,,,,,,,,,3jkzywsfc2vjq3h1kqdhhl2hh,P. Gladon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094625,12,1,1,0,58,4tic29sox7m39fy1ztgv0jsiq,1,27.9,21.8,2022-08-14T12:32:35.850Z,2022-08-17T12:38:04Z,3706283067,140,34.9,3706283063,3,,3712362985,178,,3706283065,56,Back,3706283069,141,17.9,3706283071,212,7.8,3706283073,213,5.9,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094633,13,1,1,1,0,4tic29sox7m39fy1ztgv0jsiq,0,34.7,17,2022-08-14T12:32:37.783Z,2022-08-17T04:27:58Z,3706283097,56,Back,3712363089,388,,3706283103,212,11.6,3706283101,141,32.5,3706283095,3,,3706283099,140,39.2,3706283105,213,1.1,,,,5m8pflpgynidzk7d9507oujje,D. Rots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094663,14,45,1,1,3,4tic29sox7m39fy1ztgv0jsiq,0,31.8,30.2,2022-08-14T12:32:40.707Z,2022-08-17T04:28:12Z,3706283219,56,Back,3706283221,285,,3706283309,233,14,,,,,,,,,,,,,,,,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094671,14,3,1,1,3,3ebril33e08ddzob4bhq8awsr,1,68.2,69.8,2022-08-14T12:32:40.707Z,2022-08-17T04:28:11Z,3706283275,56,Center,3712363247,178,,3706283277,286,,3706283293,233,14,3706833407,465,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094689,15,1,1,1,5,3ebril33e08ddzob4bhq8awsr,1,66.3,72,2022-08-14T12:32:42.213Z,2022-08-17T04:28:15Z,3712363329,178,,3706283387,56,Center,3706283393,212,8.4,3706283391,141,61.7,3706283389,140,70.7,3706283395,213,5.3,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446133229,382,1,1,1,5,3ebril33e08ddzob4bhq8awsr,1,68,47.5,2022-08-14T12:32:42.773Z,2022-08-17T04:28:37Z,3706467737,141,49.4,3706467741,213,0.8,3712363649,178,,3706467733,56,Center,3706467735,140,69.2,3706467739,212,1.8,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094693,16,50,1,1,7,3ebril33e08ddzob4bhq8awsr,1,73.4,51,2022-08-14T12:32:44.551Z,2022-08-17T04:28:48Z,3706283581,233,15,3706283411,56,Center,3706283413,286,,,,,,,,,,,,,,,,,3jkzywsfc2vjq3h1kqdhhl2hh,P. Gladon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094725,15,7,1,1,7,4tic29sox7m39fy1ztgv0jsiq,0,26.6,49,2022-08-14T12:32:44.628Z,2022-08-17T04:28:53Z,3706283555,285,,3712363807,389,,3706833667,385,,3706283573,233,16,3706283553,56,Back,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094755,17,1,1,1,12,3ebril33e08ddzob4bhq8awsr,0,86.6,8.6,2022-08-14T12:32:49.676Z,2022-08-17T04:28:59Z,3706283685,140,91.5,3706283679,2,,3706283689,212,26.0,3706833985,20,,3706833983,224,,3706283683,56,Center,3706283681,155,,3706283691,213,1.4,4e6yz7j1xjd7b6oyv078q8edx,M. Tirpan,3706283687,141,46.1,3712363893,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094791,16,12,1,1,14,4tic29sox7m39fy1ztgv0jsiq,1,10.4,56,2022-08-14T12:32:50.853Z,2022-08-17T04:29:03Z,3706283845,15,,3706283835,141,92.9,3706283839,213,1.3,3706283833,140,18.2,3706283831,56,Back,3712363945,178,,3706283837,212,26.4,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094805,18,61,1,1,18,3ebril33e08ddzob4bhq8awsr,1,87.2,8.5,2022-08-14T12:32:55.411Z,2022-08-17T04:29:11Z,3706283909,56,Right,3712364029,178,,,,,,,,,,,,,,,,,,,,4e6yz7j1xjd7b6oyv078q8edx,M. Tirpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094877,19,1,1,1,20,3ebril33e08ddzob4bhq8awsr,1,73.5,5.6,2022-08-14T12:32:57.734Z,2022-08-17T04:29:22Z,3712364111,178,,3706284199,140,61.8,3706284205,213,2.4,3706284201,141,22.0,3706284203,212,16.6,3706284197,56,Center,,,,,,,cozhhgt0jbcuu4wdxf1pwjkyd,D. Erdoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094921,20,1,1,1,25,3ebril33e08ddzob4bhq8awsr,1,58.3,4.3,2022-08-14T12:33:02.013Z,2022-08-17T04:29:33Z,3706284399,141,6.4,3706284395,56,Right,3706284403,213,0.0,3706284401,212,40.1,3712364221,178,,3706284405,1,,3706284397,140,96.5,3706284393,155,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094927,21,1,1,1,29,3ebril33e08ddzob4bhq8awsr,0,98.6,7.1,2022-08-14T12:33:06.205Z,2022-08-17T04:29:41Z,3706284421,56,Right,3706284527,286,,3706284425,141,9.8,3706284429,213,1.6,3706284523,233,17,3706284417,2,,3706284423,140,98.6,3706835651,225,,71gwdg60saiwwwnnv6is52may,T. Noslin,3706284427,212,1.8,3706835659,20,3712364261,178,3706835655,386,3706284521,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094933,17,12,1,1,29,4tic29sox7m39fy1ztgv0jsiq,1,3.7,90.6,2022-08-14T12:33:06.261Z,2022-08-17T04:29:57Z,3706284447,56,Back,3706284445,185,,3706284577,233,21,3712364385,178,,,,,,,,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094951,18,6,1,1,29,4tic29sox7m39fy1ztgv0jsiq,0,2.6,90.4,2022-08-14T12:33:06.541Z,2022-08-17T04:30:11Z,3706284549,56,Back,3706284551,73,,3706284663,233,22,,,,,,,,,,,,,,,,dc2wi76ipwc5qbq4eggqd1hp1,Julio Pleguezuelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446094969,22,6,1,1,29,3ebril33e08ddzob4bhq8awsr,1,97.4,9.6,2022-08-14T12:33:06.541Z,2022-08-17T04:30:10Z,3706284625,75,,3706284621,56,Right,3706284655,233,18,,,,,,,,,,,,,,,,71gwdg60saiwwwnnv6is52may,T. Noslin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095239,23,1,1,2,5,3ebril33e08ddzob4bhq8awsr,0,99.5,0.5,2022-08-14T12:33:42.557Z,2022-08-17T04:30:17Z,3706836641,72,,3706286019,56,Center,3706286009,2,,3706286025,212,34.6,3706286029,1,,3712364511,178,,3706286017,223,,3706286021,140,92.9,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,3706286023,141,50.4,3706286027,213,3706286013,155,3706286011,6,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095255,19,12,1,2,6,4tic29sox7m39fy1ztgv0jsiq,1,4.7,57.9,2022-08-14T12:33:43.692Z,2022-08-17T04:30:23Z,3706286107,213,0.9,3706286103,141,100.0,3706286101,140,26.3,3706286131,167,,3706286105,212,37.0,3712364559,388,,3706286099,56,Back,3706286219,15,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095261,20,5,1,2,9,4tic29sox7m39fy1ztgv0jsiq,0,21,100.8,2022-08-14T12:33:46.830Z,2022-08-17T04:30:28Z,3706286123,347,,3706286121,56,Back,3706286979,233,24,,,,,,,,,,,,,,,,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095421,24,5,1,2,9,3ebril33e08ddzob4bhq8awsr,1,79,-0.8,2022-08-14T12:33:46.830Z,2022-08-17T04:30:28Z,3706286961,233,20,3706286939,56,Right,3706286941,347,,,,,,,,,,,,,,,,,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095455,25,1,1,2,28,3ebril33e08ddzob4bhq8awsr,1,85.6,0,2022-08-14T12:34:05.269Z,2022-08-17T04:30:31Z,3706287165,1,,3706287153,56,Center,3706287157,140,95.6,3706287161,212,22.6,3706287163,213,1.1,3706287159,141,28.1,3706287149,107,,,,,4e6yz7j1xjd7b6oyv078q8edx,M. Tirpan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095461,26,1,1,2,31,3ebril33e08ddzob4bhq8awsr,0,99,28.1,2022-08-14T12:34:08.317Z,2022-08-17T04:30:48Z,3712364749,178,,3706287181,56,Center,3706287183,140,95.4,3706287187,212,9.6,3706838543,195,,3706287185,141,41.0,3706287189,213,2.0,,,,3jkzywsfc2vjq3h1kqdhhl2hh,P. Gladon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095457,21,49,1,2,31,4tic29sox7m39fy1ztgv0jsiq,1,5.6,59.6,2022-08-14T12:34:08.789Z,2022-08-17T04:31:05Z,,,,,,,,,,,,,,,,,,,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095491,22,1,1,2,33,4tic29sox7m39fy1ztgv0jsiq,1,3.7,60.3,2022-08-14T12:34:10.172Z,2022-08-17T04:31:11Z,3706287313,141,83.2,3706287311,140,18.8,3712364971,178,,3706287317,213,0.8,3706287309,56,Back,3706287315,212,22.2,,,,,,,dtcvzfse83ztj96kiizwp6jqi,G. Smal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095497,23,61,1,2,34,4tic29sox7m39fy1ztgv0jsiq,0,18.8,83.3,2022-08-14T12:34:11.578Z,2022-08-17T04:31:28Z,3712365119,178,,3706287327,56,Back,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446204469,730,49,1,2,35,3ebril33e08ddzob4bhq8awsr,1,80.3,28.8,2022-08-14T12:34:12.709Z,2022-08-17T04:31:36Z,,,,,,,,,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447258477,859,67,1,2,35,3ebril33e08ddzob4bhq8awsr,1,79,20.1,2022-08-14T12:34:12.737Z,2022-08-17T12:38:04Z,3712503677,233,1059,,,,,,,,,,,,,,,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447258475,1059,67,1,2,35,4tic29sox7m39fy1ztgv0jsiq,0,21,79.9,2022-08-14T12:34:12.738Z,2022-08-17T07:13:50Z,3712503683,233,859,,,,,,,,,,,,,,,,,,,,,,3c4l2e3gzgpqrc2ygkbmp0jpx,V. Misidjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095527,27,1,1,2,37,3ebril33e08ddzob4bhq8awsr,0,73.8,21.2,2022-08-14T12:34:14.499Z,2022-08-17T04:31:42Z,3706287457,56,Right,3706287465,213,5.2,3706287459,140,76.4,3706287463,212,5.7,3706287461,141,13.9,3712365229,178,,,,,,,,9trasqdd75zjxz4kzplb64xjp,A. Ferati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446095539,24,49,1,2,38,4tic29sox7m39fy1ztgv0jsiq,1,25,87.7,2022-08-14T12:34:15.348Z,2022-08-17T04:31:52Z,,,,,,,,,,,,,,,,,,,,,,,,,ad9kukqx4xulbvelacgwgqvah,M. Vlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
