id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/9/value,qualifier/13/value,qualifier/11/value,qualifier/16/value,assist,qualifier/17/value
2449203707,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-21T11:40:48.246Z,2022-08-21T12:37:45Z,3722813273,194,e8zpc22dwlmgkkwoqpgwxsn2t,3722998633,197,2359,3722790663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722790669,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722790661,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 8n9t52eeli3s39r8ujjhjt7je, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 2nwthqvbk70e2qo35dgp35979, 6w59kdfilru1152bjutstu2fp, 6q77vt9bp8dsq48pa97mfzsa1, 7jpreaads35pnnfqbn7hmrmy, 5iyutg9qg6bfnwuieghj5wktm, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, 49pcpdulrofklvwsde6ohkkq, 723av2redj2ej6livx0g81wwl, 6vqc5d718gbqobb9o3a40jlqt, c3j7ddqg0yzporam6gieibgiy, 5bm516z74pbsyfemsathj3umt, 6ovzd9akutufagsd8kmxmsei2, dficbkp6sp4kw7xihaxneozpx, cixzy9hl7ks4maugc5zc9ievp",3722790665,59,"1, 2, 5, 6, 3, 4, 11, 8, 9, 10, 7, 15, 13, 14, 21, 30, 16, 20, 18, 19, 22, 17, 12",3722790671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722790667,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449208947,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-21T11:45:57.272Z,2022-08-21T12:37:47Z,3722814707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722814703,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722814697,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722814699,59,"22, 15, 17, 4, 2, 3, 10, 8, 9, 23, 7, 1, 5, 6, 16, 18, 19, 20, 26, 29",3722814701,130,4,3722814695,30,"7w5ivtmbqzi4hfte330r1a505, 6sg2ot7z9kfyrlgjkmpqvejqi, 3kx4mltrob4yta5g6kr2u8ic5, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 4jqgl7x5ewke1u0sy2cbkqfhl, 6m2pk6odyb3atayt6u8cifahh, 35qg0rrwtl00pycx468s62m3u, 9c2i7ddl2uh7kuhwq62klkyui, 7joybllup4h9oe6zfhcepjy6t, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, dafbvyorudvujxw7zswicykmh, baakmd4ndnulbl9npvmq90mvp, ddfwtazsntda1pah2l454py3t, 6w6ewzxircqxk6dsrs1rvc8ru, 29m8py8czo6w0zf2arwolirjd, p7vw4thx5wzo49h6hfabcq5m, 2zkaf848fjcdhuii8783pkm7e, eo74fl3ctgkwbpsa099rkv6xh",3722814705,194,6m2pk6odyb3atayt6u8cifahh,3723000839,197,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251245,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-21T12:36:02.421Z,2022-08-21T12:36:02Z,3723005177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251275,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-08-21T12:36:02.421Z,2022-08-23T09:37:43Z,3723005311,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251359,3,1,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,50.2,49.9,2022-08-21T12:36:02.495Z,2022-08-23T19:38:03Z,3723005705,141,72.4,3723005711,279,S,3723005707,212,27.4,3728532809,178,,3723005703,140,28.6,3723005701,56,Back,3723005709,213,2.5,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251391,4,1,1,0,4,d0zdg647gvgc95xdtk1vpbkys,1,26.6,65.5,2022-08-21T12:36:06.924Z,2022-08-23T19:38:08Z,3723005845,56,Back,3728532877,178,,3723005853,213,4.8,3723005847,140,28.8,3723005851,212,20.2,3723005849,141,36.0,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251437,5,1,1,0,8,d0zdg647gvgc95xdtk1vpbkys,1,28.5,31.6,2022-08-21T12:36:10.913Z,2022-08-23T19:38:12Z,3723006087,141,5.0,3723006085,140,32.3,3723006091,213,4.9,3723006089,212,18.5,3723006083,56,Back,3728532913,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251469,6,1,1,0,11,d0zdg647gvgc95xdtk1vpbkys,1,30,9.2,2022-08-21T12:36:14.132Z,2022-08-23T19:38:16Z,3723006215,140,12.0,3723006223,212,22.3,3728533037,178,,3723006211,56,Back,3723006219,141,26.5,3723006227,213,2.6,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251493,7,1,1,0,13,d0zdg647gvgc95xdtk1vpbkys,0,11.9,26.5,2022-08-21T12:36:15.803Z,2022-08-23T19:38:20Z,3723006319,141,49.9,3723006313,157,,3723006325,1,,3723006323,213,0.3,3723006317,140,55.8,3723006321,212,48.8,3728533141,178,,3723006315,56,Center,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449251531,3,44,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,43.5,50,2022-08-21T12:36:19.143Z,2022-08-24T06:37:12Z,3723006487,233,8,3723006469,285,,3723006467,56,Back,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
