id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/15/value
2501532863,1,34,16,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-01-28T16:49:04.541Z,2023-01-28T17:49:38Z,3999710801,59,"1, 2, 5, 24, 4, 23, 11, 6, 20, 29, 14, 7, 10, 13, 15, 17, 19, 21, 22, 26, 33, 34, 35",3999710793,30,"7wo4627xo1mx5k0vpwhe8hqll, 7a3ik1dbxkirdt58gwvvtyw9, 181us5vol7crxrmejhkqau3t, arahlffwma11d06oqmglwjemt, 8przxwwothu3crflys7ahl4dm, 9787nemt11c372uird332d13p, 93cf9npj6wl6vrxw7hetf6ok5, evexihkozqignope6k57tjgt1, atbvv2os8m7nfs0p128w5a6l1, e8wfxueczkhrj92rytelw5vx1, dbg4ducw8j747foxiexle1iad, a0i7hc92p5ijqi4jqw8krh8x6, b1o6ctqy1mhjg4iiec8aedat, f1u6wna62ri171clx0pig6dbd, efcq9u93u06hx6578ua3buswl, abnezz7yico2636ucafabz4t0, csov8ibh2n0q2w8j72pft9t5h, 8n2xfmdnievwdeg60kobkoyj9, 9lctm8txbd4n87mk61lwa0rf9, w32h1te98uqq53j053qm3pm2, b23be312oxcbusvpjnnriukq2, ddldrej9an43ky123hqwp22ju, 5cvstzkb7l1zxapx0dt4zjkoa",3999710807,130,10,3999710815,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999710813,197,534,3999710811,194,e8wfxueczkhrj92rytelw5vx1,3999710809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999710797,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501539147,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-28T16:53:24.374Z,2023-01-28T17:43:45Z,3999744577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999744571,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3999744569,30,"627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm, eytcfp4cu6qkar65kf0p5rm96, 6ciggfx8p0zkak8qxe1p7yzth, ew4kbwq27lxqocg0920amphw5, 4l8n194otkmyc3op4u111l5n9, 49x98sk3wf7sjshrlou5vnvje, 7myeigeuggkj5ymjw6znedkut, 7wphtxp293kv4o3x1b6zusrmd, 55e0z1vhb48go6y2io7h80aqy, 1i3tivo0q0tbzui8egvdlhg45, 4iurx3g3hajlatv5gcxsqwm7e, 415edw5nh3byftl1t0e6by2mt, 3kt58x082lj8650en2mt60xqt, e605oixdrqumxkqm0y1bijbvt, ekltvbrx114dg6b2wj3lpwy96, 57wfg8j12hfw3aisrnwtpgmvp, 2pjxqgyqgvalmyu8cnu5fst90, cqrk42u0s5w8yuq6mnckug02y, dvpzb2ayepesikiz0f8kdu904, 2ht1bdhf6z4bkck3aj92sq32s, 50g2q36tyn8y5ws17filqpasp",3999744581,197,16383,3999744579,194,ew4kbwq27lxqocg0920amphw5,3999744583,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999744575,130,17,3999744573,59,"32, 34, 24, 2, 4, 13, 8, 23, 9, 77, 10, 14, 28, 1, 11, 16, 18, 19, 20, 21, 12, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571383,2,32,1,0,0,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-01-28T17:46:10.192Z,2023-01-30T08:46:40Z,3999907919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571377,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2023-01-28T17:46:10.192Z,2023-01-28T17:46:12Z,3999907901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571387,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,50.1,50,2023-01-28T17:46:10.334Z,2023-01-31T02:06:55Z,3999907937,141,56.6,3999907941,213,2.9,3999907943,279,S,4004972333,178,,3999907939,212,22.9,3999907935,140,28.7,3999907933,56,Back,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571439,4,1,1,0,3,3t0vjqtxc8wpjzv82i3oi2ova,1,28.5,56,2023-01-28T17:46:13.644Z,2023-01-31T02:07:06Z,3999908263,212,43.7,3999908265,213,5.5,3999908257,56,Right,3999908255,155,,3999908267,1,,4004972361,178,,3999908261,141,11.3,3999908259,140,58.4,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571451,5,44,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,1,60,9.3,2023-01-28T17:46:15.573Z,2023-01-31T07:08:53Z,3999908343,233,3,3999908325,286,,3999908323,56,Right,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571449,3,44,1,0,5,ed5nwjz5za3oyi20nxzgqivmx,0,40,90.7,2023-01-28T17:46:15.574Z,2023-01-31T02:07:13Z,3999908315,56,Back,3999908317,285,,3999908359,233,5,,,,,,,,,,,,,,,,181us5vol7crxrmejhkqau3t,T. Lutonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571457,6,1,1,0,5,3t0vjqtxc8wpjzv82i3oi2ova,1,60,8.9,2023-01-28T17:46:15.637Z,2023-01-31T07:08:54Z,3999908367,140,70.2,3999908373,213,1.0,3999908369,141,31.4,3999908371,212,18.7,4004972421,388,,3999908365,56,Center,3999908363,3,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501571469,7,1,1,0,6,3t0vjqtxc8wpjzv82i3oi2ova,1,69.2,31,2023-01-28T17:46:17.157Z,2023-01-31T02:07:35Z,3999908427,56,Right,4004972469,178,,3999908435,213,5.0,3999908433,212,18.9,3999908431,141,4.4,3999908429,140,74.5,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
