id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/value
2502889883,7,1,1,0,18,b79uipsy57y1jqpy07h4i5ovk,1,23.7,45.3,2023-02-01T19:00:56.570Z,2023-02-04T04:58:35Z,4010243947,178,,4006855069,212,31.5,4006855067,141,90.9,4006855071,213,1.4,4006855065,140,28.8,4006855063,56,Back,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889913,8,1,1,0,22,b79uipsy57y1jqpy07h4i5ovk,1,29.4,94,2023-02-01T19:00:59.950Z,2023-02-04T04:58:41Z,4010244047,178,,4006855211,140,52.7,4006855213,141,96.9,4006855215,212,24.5,4006855209,56,Left,4006855217,213,0.1,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889917,9,3,1,0,26,b79uipsy57y1jqpy07h4i5ovk,0,54.8,96.6,2023-02-01T19:01:04.223Z,2023-02-04T04:59:50Z,4007394099,465,,4010244101,178,,4006855227,286,,4006855233,211,,4006855225,56,Left,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889923,6,49,1,0,26,ed5nwjz5za3oyi20nxzgqivmx,1,41.1,7.1,2023-02-01T19:01:04.238Z,2023-02-04T04:59:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889931,7,1,1,0,26,ed5nwjz5za3oyi20nxzgqivmx,1,41.1,7.1,2023-02-01T19:01:04.274Z,2023-02-04T04:59:35Z,4006855271,140,40.0,4006855275,212,3.3,4006855273,141,11.7,4010244463,178,,4006855277,213,1.9,4006855269,56,Back,,,,,,,9787nemt11c372uird332d13p,J. Gaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889951,8,1,1,0,27,ed5nwjz5za3oyi20nxzgqivmx,1,40,13.2,2023-02-01T19:01:05.023Z,2023-02-04T04:59:22Z,4006855391,213,5.3,4006855385,140,43.7,4006855383,56,Back,4006855389,212,7.4,4010244679,178,,4006855387,141,4.0,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890965,32,43,1,0,28,ed5nwjz5za3oyi20nxzgqivmx,1,0,0,2023-02-01T19:01:06.171Z,2023-02-01T19:03:45Z,4006860657,140,46.3,4006860659,141,3.7,4006861127,144,1,4006860661,212,6.7,4006860655,56,Back,4006860663,213,5.9,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889959,9,1,1,0,28,ed5nwjz5za3oyi20nxzgqivmx,1,44.1,4.6,2023-02-01T19:01:06.794Z,2023-02-04T05:00:04Z,4006855427,212,6.5,4006855429,213,2.1,4006855425,141,12.9,4006855423,140,41.1,4010245275,178,,4006855421,56,Back,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889969,10,1,1,0,29,ed5nwjz5za3oyi20nxzgqivmx,0,41.1,12.9,2023-02-01T19:01:07.353Z,2023-02-04T05:00:16Z,4006855483,212,5.6,4006855477,141,6.4,4006855469,56,Back,4006855487,213,5.4,4006855473,140,44.3,4010245459,178,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889973,10,49,1,0,30,b79uipsy57y1jqpy07h4i5ovk,1,56.7,93,2023-02-01T19:01:08.604Z,2023-02-04T05:00:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889979,11,1,1,0,31,b79uipsy57y1jqpy07h4i5ovk,1,56.7,93,2023-02-01T19:01:09.405Z,2023-02-04T05:00:33Z,4010245659,178,,4006855521,140,65.7,4006855525,212,15.7,4006855527,213,5.4,4006855523,141,74.5,4006855519,56,Center,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502889983,12,1,1,0,32,b79uipsy57y1jqpy07h4i5ovk,1,65.7,74.5,2023-02-01T19:01:10.194Z,2023-02-04T05:00:39Z,4006855561,213,3.4,4006855555,140,59.1,4006855553,56,Center,4006855559,212,7.1,4010245761,178,,4006855557,141,72.3,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890009,13,1,1,0,33,b79uipsy57y1jqpy07h4i5ovk,1,58.9,72.2,2023-02-01T19:01:11.213Z,2023-02-04T05:00:48Z,4006855691,212,7.8,4006855693,213,5.8,4006855685,56,Center,4010245867,178,,4006855689,141,67.1,4006855687,140,65.6,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890013,14,1,1,0,34,b79uipsy57y1jqpy07h4i5ovk,0,65.6,67.1,2023-02-01T19:01:12.283Z,2023-02-04T05:01:44Z,4006855705,141,65.6,4007394381,236,,4007394367,168,,4006855709,213,5.8,4007394383,286,,4007479861,233,11,4006855701,56,Center,4006855703,140,67.5,7lpwkpwfw656re3pymntslv55,B. Adekanye,4010246005,178,4006855707,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890015,11,74,1,0,34,ed5nwjz5za3oyi20nxzgqivmx,1,25.6,43.3,2023-02-01T19:01:12.432Z,2023-02-04T05:01:39Z,4006855713,285,,4006855711,56,Back,4010246231,178,,4006855769,233,14,,,,,,,,,,,,,efcq9u93u06hx6578ua3buswl,L. Nieuwpoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890057,13,49,1,0,35,ed5nwjz5za3oyi20nxzgqivmx,1,33.5,45.5,2023-02-01T19:01:13.701Z,2023-02-04T05:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502912453,374,3,1,0,35,ed5nwjz5za3oyi20nxzgqivmx,0,38,41,2023-02-01T19:01:13.753Z,2023-02-04T05:02:44Z,4006983255,233,418,4006983169,56,Back,4010246765,178,,4007394491,464,,4006983171,286,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502912141,418,7,1,0,36,b79uipsy57y1jqpy07h4i5ovk,0,62,59,2023-02-01T19:01:14.005Z,2023-02-04T05:02:38Z,4010246951,178,,4006981399,285,,4006981397,56,Center,4007394515,383,,4006983227,233,374,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890049,12,61,1,0,36,ed5nwjz5za3oyi20nxzgqivmx,1,38.6,38.6,2023-02-01T19:01:14.092Z,2023-02-04T05:02:30Z,4010247225,178,,4006855877,56,Back,,,,,,,,,,,,,,,,,,,dbg4ducw8j747foxiexle1iad,P. Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890037,15,49,1,0,36,b79uipsy57y1jqpy07h4i5ovk,1,54.4,65.8,2023-02-01T19:01:14.604Z,2023-02-04T05:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890061,16,1,1,0,37,b79uipsy57y1jqpy07h4i5ovk,1,54.4,65.8,2023-02-01T19:01:15.512Z,2023-02-04T05:03:28Z,4006855931,141,48.0,4006855933,212,25.3,4006855935,213,3.6,4010248179,178,,4006855927,56,Back,4006855929,140,33.2,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890093,17,1,1,0,41,b79uipsy57y1jqpy07h4i5ovk,1,31.7,43.5,2023-02-01T19:01:19.314Z,2023-02-04T05:04:00Z,4006856099,140,34.0,4006856107,213,4.9,4006856105,212,16.4,4006856103,141,19.7,4006856095,56,Back,4010248499,178,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890105,18,1,1,0,45,b79uipsy57y1jqpy07h4i5ovk,1,33.5,18.5,2023-02-01T19:01:23.133Z,2023-02-04T05:04:07Z,4006856171,140,26.6,4010248629,178,,4006856169,56,Back,4006856177,213,2.0,4006856173,141,39.4,4006856175,212,16.0,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890113,19,1,1,0,47,b79uipsy57y1jqpy07h4i5ovk,1,26.6,39.4,2023-02-01T19:01:25.395Z,2023-02-04T05:04:30Z,4010248743,178,,4006856231,212,7.9,4006856233,213,0.5,4006856225,56,Back,4006856229,141,44.6,4006856227,140,33.3,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890141,20,1,1,0,48,b79uipsy57y1jqpy07h4i5ovk,1,33.3,44.6,2023-02-01T19:01:26.514Z,2023-02-04T05:04:40Z,4006856367,56,Back,4010249021,178,,4006856369,140,28.9,4006856371,141,13.0,4006856375,213,4.5,4006856373,212,22.0,,,,,,,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890157,21,1,1,0,54,b79uipsy57y1jqpy07h4i5ovk,1,32.6,17.1,2023-02-01T19:01:32.604Z,2023-02-04T05:04:45Z,4010249085,178,,4006856459,141,34.4,4006856457,140,19.8,4006856463,213,2.4,4006856455,56,Back,4006856461,212,17.9,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890179,22,1,1,0,57,b79uipsy57y1jqpy07h4i5ovk,1,22.5,37.1,2023-02-01T19:01:35.294Z,2023-02-04T05:04:54Z,4010249169,178,,4006856591,141,74.0,4006856595,213,1.3,4006856593,212,25.9,4006856587,56,Back,4006856589,140,28.5,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890189,23,1,1,1,0,b79uipsy57y1jqpy07h4i5ovk,1,29.7,84.4,2023-02-01T19:01:38.652Z,2023-02-04T05:05:01Z,4006856645,140,45.0,4006856643,56,Back,4010249335,178,,4006856647,141,89.8,4006856649,212,16.5,4006856651,213,0.2,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890191,24,1,1,1,2,b79uipsy57y1jqpy07h4i5ovk,0,45.2,89.6,2023-02-01T19:01:39.863Z,2023-02-04T05:05:09Z,4006856665,213,5.1,4006856663,212,23.4,4006856661,141,57.8,4006856659,140,53.8,4010249457,178,,4006856657,56,Center,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890193,14,49,1,1,3,ed5nwjz5za3oyi20nxzgqivmx,1,47.3,43,2023-02-01T19:01:40.879Z,2023-02-04T05:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890211,15,1,1,1,3,ed5nwjz5za3oyi20nxzgqivmx,0,47.3,43,2023-02-01T19:01:40.922Z,2023-02-04T05:05:32Z,4006856783,56,Center,4006856785,140,65.2,4006856781,155,,4006856791,213,0.6,4006856787,141,62.7,4006856789,212,23.1,4010249663,178,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890219,25,49,1,1,5,b79uipsy57y1jqpy07h4i5ovk,1,34.6,37.4,2023-02-01T19:01:43.469Z,2023-02-04T05:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890237,26,1,1,1,5,b79uipsy57y1jqpy07h4i5ovk,0,34.6,37.4,2023-02-01T19:01:43.544Z,2023-02-04T05:05:50Z,4010250079,178,,4006856903,140,55.3,4006856905,141,100.0,4006856911,1,,4006856901,56,Left,4006856909,213,1.1,4006856907,212,49.0,4006856899,157,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890303,16,5,1,1,10,ed5nwjz5za3oyi20nxzgqivmx,1,45,-1.7,2023-02-01T19:01:48.393Z,2023-02-04T05:05:56Z,4006857219,56,Back,4006857259,233,27,4006857221,347,,,,,,,,,,,,,,,,,evexihkozqignope6k57tjgt1,V. Anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890243,27,5,1,1,10,b79uipsy57y1jqpy07h4i5ovk,0,55,101.7,2023-02-01T19:01:48.393Z,2023-02-04T05:05:57Z,4006856929,56,Left,4006856931,347,,4006857269,233,16,,,,,,,,,,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890429,17,1,1,1,29,ed5nwjz5za3oyi20nxzgqivmx,1,44.5,0,2023-02-01T19:02:06.855Z,2023-02-04T05:06:01Z,4006857845,213,2.6,4006857843,212,13.7,4006857839,140,33.5,4006857841,141,8.8,4006857837,56,Back,4006857835,107,,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503565565,1697,83,1,1,32,b79uipsy57y1jqpy07h4i5ovk,1,64.3,82.8,2023-02-01T19:02:10.048Z,2023-02-04T09:47:22Z,4010423059,399,460969,,,,,,,,,,,,,,,,,,,,,,5dbx86ca2t7dae8b3t69atii1,W. Willumsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890431,18,1,1,1,32,ed5nwjz5za3oyi20nxzgqivmx,1,34.4,10.3,2023-02-01T19:02:10.339Z,2023-02-04T09:46:26Z,4006857851,56,Back,4006857855,141,4.4,4006857853,140,33.0,4006857857,212,4.3,4010250645,178,,4006857859,213,4.4,,,,,,,8przxwwothu3crflys7ahl4dm,S. Adewoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890469,19,1,1,1,33,ed5nwjz5za3oyi20nxzgqivmx,1,33,4.4,2023-02-01T19:02:11.324Z,2023-02-04T05:06:44Z,4006858067,140,42.4,4006858069,141,7.0,4010251115,178,,4006858065,56,Back,4006858073,213,0.2,4006858071,212,10.0,,,,,,,7a3ik1dbxkirdt58gwvvtyw9,J. Lelieveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890473,20,50,1,1,34,ed5nwjz5za3oyi20nxzgqivmx,1,40.6,12.4,2023-02-01T19:02:12.234Z,2023-02-04T05:06:54Z,4006858105,233,28,4006858085,56,Back,4006858087,286,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890455,28,7,1,1,35,b79uipsy57y1jqpy07h4i5ovk,0,59.4,87.6,2023-02-01T19:02:12.989Z,2023-02-04T05:07:04Z,4006858097,233,20,4006858001,285,,4006857997,56,Left,4007394873,383,,4010251467,178,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916247,376,61,1,1,36,ed5nwjz5za3oyi20nxzgqivmx,1,44.2,3.8,2023-02-01T19:02:13.902Z,2023-02-04T05:07:19Z,4007005445,56,Back,4010251577,178,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503554081,1005,67,1,1,36,b79uipsy57y1jqpy07h4i5ovk,1,57.7,93.7,2023-02-01T19:02:14.224Z,2023-02-04T08:44:34Z,4010377715,233,809,,,,,,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503554079,809,67,1,1,36,ed5nwjz5za3oyi20nxzgqivmx,0,42.3,6.3,2023-02-01T19:02:14.225Z,2023-02-04T08:22:40Z,4010377723,233,1005,,,,,,,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890481,29,1,1,1,36,b79uipsy57y1jqpy07h4i5ovk,0,59.7,95,2023-02-01T19:02:14.243Z,2023-02-04T08:44:34Z,4010251917,178,,4006858137,56,Left,4006858141,141,100.0,4006858139,140,65.1,4006858145,213,0.6,4006858143,212,7.1,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890533,21,5,1,1,37,ed5nwjz5za3oyi20nxzgqivmx,1,36,-1.4,2023-02-01T19:02:15.683Z,2023-02-04T05:07:33Z,4006858433,347,,4006858447,233,30,4006858431,56,Back,,,,,,,,,,,,,,,,b23be312oxcbusvpjnnriukq2,Y. Oukili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502890485,30,5,1,1,37,b79uipsy57y1jqpy07h4i5ovk,0,64,101.4,2023-02-01T19:02:15.683Z,2023-02-04T05:07:33Z,4006858453,233,21,4006858157,56,Left,4006858159,347,,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
