id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,assist
2479595639,9,1,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,29.4,57.3,2022-10-30T15:46:13.016Z,2022-11-01T08:27:44Z,3884320849,212,17.9,3884320845,140,30.3,3884320843,56,Back,3884320847,141,31.0,3887607917,178,,3884320851,213,4.8,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479595807,10,1,1,0,24,3kfktv64h7kg7zryax1wktr5r,1,30.5,27.3,2022-10-30T15:46:15.937Z,2022-11-01T08:27:44Z,3887607925,178,,3884321733,212,39.0,3884321723,155,,3884321737,1,,3884321727,56,Center,3884321731,141,37.9,3884321729,140,67.0,3884321735,213,0.2,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479595823,11,1,1,0,30,3kfktv64h7kg7zryax1wktr5r,0,59.5,26.7,2022-10-30T15:46:21.241Z,2022-11-01T08:27:53Z,3887608037,178,,3884321843,140,68.0,3884321849,213,5.5,3884321847,212,12.1,3884321845,141,14.6,3884321841,56,Right,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479595925,3,1,1,0,30,6g9qrm72224jrk6tkxxxi8a9n,0,27.2,83.8,2022-10-30T15:46:22.113Z,2022-11-01T08:27:57Z,3887608087,178,,3884322381,157,,3884322383,56,Center,3884322387,141,35.2,3884322397,1,,3884322393,213,5.6,3884322385,140,70.0,3884322389,212,55.8,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596183,12,1,1,0,33,3kfktv64h7kg7zryax1wktr5r,1,30.4,45.1,2022-10-30T15:46:24.474Z,2022-11-01T08:28:02Z,3884323793,213,3.7,3884323791,212,17.0,3884323785,56,Back,3884323789,141,32.8,3887608153,178,,3884323783,3,,3884323787,140,16.3,,,,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596243,13,1,1,0,46,3kfktv64h7kg7zryax1wktr5r,1,39.3,33.1,2022-10-30T15:46:37.465Z,2022-11-01T08:28:19Z,3887608417,178,,3884324183,212,14.1,3884324177,140,27.7,3884324185,213,3.7,3884324175,56,Back,3884324179,141,22.8,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596369,14,1,1,0,48,3kfktv64h7kg7zryax1wktr5r,1,26.5,24.7,2022-10-30T15:46:39.697Z,2022-11-01T08:28:29Z,3884324835,140,10.2,3884324839,212,23.7,3887608555,178,,3884324841,213,2.4,3884324837,141,48.8,3884324833,56,Back,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596561,15,1,1,0,53,3kfktv64h7kg7zryax1wktr5r,1,11,46.7,2022-10-30T15:46:44.921Z,2022-11-01T08:28:31Z,3884325829,56,Back,3884325835,212,17.2,3887608585,178,,3884325837,213,5.5,3884325833,141,28.3,3884325831,140,22.3,,,,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596599,16,1,1,1,1,3kfktv64h7kg7zryax1wktr5r,1,32.2,23.6,2022-10-30T15:46:52.382Z,2022-11-01T08:28:45Z,3884326073,56,Back,3884326077,141,6.4,3884326081,213,4.5,3887608797,178,,3884326079,212,11.9,3884326075,140,30.0,,,,,,,42cg746sa90jla5x4islj9pwq,S. Beukema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596627,17,1,1,1,3,3kfktv64h7kg7zryax1wktr5r,1,29,4.9,2022-10-30T15:46:54.564Z,2022-11-01T08:28:48Z,3887608835,178,,3884326289,140,36.7,3884326287,56,Back,3884326293,212,8.1,3884326295,213,0.1,3884326291,141,6.4,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596659,18,1,1,1,4,3kfktv64h7kg7zryax1wktr5r,1,37.2,7,2022-10-30T15:46:56.096Z,2022-11-01T08:28:51Z,3884326487,140,36.9,3884326489,141,16.5,3884326485,56,Back,3884326491,212,6.5,3884326493,213,1.6,3887608881,178,,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596693,19,1,1,1,6,3kfktv64h7kg7zryax1wktr5r,1,38.7,16.2,2022-10-30T15:46:57.344Z,2022-11-01T08:29:00Z,3884326699,56,Back,3884326707,213,0.6,3884326703,141,24.7,3884326701,140,46.3,3887608987,178,,3884326705,212,9.9,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596729,20,1,1,1,7,3kfktv64h7kg7zryax1wktr5r,0,46.6,24.3,2022-10-30T15:46:58.216Z,2022-11-01T08:29:06Z,3884326917,141,15.8,3884326921,212,13.1,3884326927,213,5.8,3887609063,178,,3884326875,56,Right,3884326879,140,57.8,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596719,4,61,1,1,7,6g9qrm72224jrk6tkxxxi8a9n,0,37.4,86.6,2022-10-30T15:46:59.013Z,2022-11-01T08:29:15Z,3884326843,56,Back,3887609159,178,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596921,21,1,1,1,9,3kfktv64h7kg7zryax1wktr5r,1,58.3,8.5,2022-10-30T15:47:00.254Z,2022-11-01T21:28:43Z,3887609245,178,,3884327907,212,20.2,3884331129,154,,3884327903,140,75.7,3884584501,4,,3884327899,56,Center,3884327905,141,21.3,3884327909,213,0.4,8ymqihdfqc7esda7y407lebx1,D. de Wit,1,3884331127,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479869883,692,3,1,1,13,3kfktv64h7kg7zryax1wktr5r,1,94.8,40.3,2022-10-30T15:47:05.129Z,2022-11-01T08:29:27Z,3885822919,465,,3885822885,286,,3885835089,233,959,3885822883,56,Center,3887609297,178,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479869885,959,45,1,1,13,6g9qrm72224jrk6tkxxxi8a9n,0,5.2,59.7,2022-10-30T15:47:05.129Z,2022-11-01T08:29:27Z,3885835093,233,692,3885822887,56,Back,3885822889,285,,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596897,5,43,1,1,14,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2022-10-30T15:47:05.894Z,2022-10-30T15:47:14Z,3884328937,144,45,3884327787,56,Back,3884327789,285,0,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596931,22,15,1,1,14,3kfktv64h7kg7zryax1wktr5r,1,95.4,39.2,2022-10-30T15:47:05.929Z,2022-11-01T21:28:44Z,3884329751,233,6,3884331173,154,,3884331207,230,96.8,3884331199,100,,3884331205,147,51.1,3884345859,60,,3884329701,82,,3884331201,101,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,3884327973,22,,3884331209,231,42.2,3884587389,76,3884331197,214,3884329691,20,3887609343,178,3884327981,56,Center,3884331169,29,3885822819,89,3884331191,102,52.0,3884331203,146,99.7,3884331181,55,21,3884331195,103,19,,,,,,,
2479596959,6,10,1,1,14,6g9qrm72224jrk6tkxxxi8a9n,1,2,48.4,2022-10-30T15:47:06.090Z,2022-11-01T08:29:39Z,3887609467,21,,3884329811,233,22,3884328213,56,Back,3887609465,178,,3884328211,94,,3884328637,14,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479596997,7,6,1,1,16,6g9qrm72224jrk6tkxxxi8a9n,0,4.2,56.6,2022-10-30T15:47:07.971Z,2022-11-01T08:29:43Z,3884328371,73,,3884328369,56,Back,3884328713,233,23,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479597049,23,6,1,1,16,3kfktv64h7kg7zryax1wktr5r,1,95.8,43.4,2022-10-30T15:47:07.971Z,2022-11-01T08:29:42Z,3884328595,56,Center,3884328597,73,,3884328661,233,7,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479597627,24,1,1,1,35,3kfktv64h7kg7zryax1wktr5r,1,99.6,99.3,2022-10-30T15:47:26.481Z,2022-11-01T08:30:11Z,3884331943,6,,3884331947,140,92.3,3884331951,212,8.4,3887609843,178,,3884331953,213,3.6,3884331945,56,Left,3884331949,141,94.4,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479597743,25,1,1,1,39,3kfktv64h7kg7zryax1wktr5r,1,87.7,85.4,2022-10-30T15:47:30.831Z,2022-11-01T09:05:46Z,3884332701,212,25.0,3884332687,155,,3884332703,213,5.0,3887609959,178,,3885823195,223,,3884332697,141,50.0,3885823203,20,,3884332683,2,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,1,3884591583,154,,3884591581,210,13,3884332693,140,3884332691,56,,,,,,,,,,,,,,,,,,,,,,,,94.1,Center,,,,,
2479598771,29,13,1,1,40,3kfktv64h7kg7zryax1wktr5r,1,92.8,51.3,2022-10-30T15:47:31.548Z,2022-11-01T09:05:47Z,3884338219,17,,3884345053,102,47.1,3884345045,29,,3884338223,56,Center,3884345055,103,80.6,3887634837,388,,3884344439,328,,3884345047,154,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,3884591611,74,,3884344433,25,,3884345057,230,3884345049,55,3884344435,15,3884345059,231,,,,,,,,,,,,,,,,,,,,98.1,25,50,,,,
2479597603,8,5,1,1,41,6g9qrm72224jrk6tkxxxi8a9n,1,-1.2,64.7,2022-10-30T15:47:32.249Z,2022-11-01T09:05:48Z,3884331819,56,Back,3884331823,346,,3884339051,233,26,,,,,,,,,,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479597749,26,5,1,1,41,3kfktv64h7kg7zryax1wktr5r,0,101.2,35.3,2022-10-30T15:47:32.249Z,2022-11-01T09:05:48Z,3884332725,346,,3884332723,56,Center,3884339067,233,8,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598211,9,1,1,2,6,6g9qrm72224jrk6tkxxxi8a9n,0,4.4,49.9,2022-10-30T15:47:57.298Z,2022-11-01T09:13:49Z,3884335181,124,,3884335183,56,Right,3884335187,141,4.6,3884335185,140,64.2,3884335189,212,69.9,3884335197,74,,3884335193,1,,3884335191,213,5.8,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479647407,329,61,1,2,11,3kfktv64h7kg7zryax1wktr5r,0,36.8,94.8,2022-10-30T15:48:02.452Z,2022-11-01T09:14:14Z,3887643939,178,,3884599853,56,Back,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480224359,860,83,1,2,13,3kfktv64h7kg7zryax1wktr5r,1,37.4,97,2022-10-30T15:48:04.313Z,2022-11-01T09:20:39Z,3887651309,399,103189,,,,,,,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598233,10,1,1,2,13,6g9qrm72224jrk6tkxxxi8a9n,1,63.3,4.1,2022-10-30T15:48:04.354Z,2022-11-01T09:14:17Z,3884335315,141,6.7,3887644279,178,,3884335321,213,2.9,3884335311,56,Right,3884335313,140,55.9,3884335317,212,8.0,,,,,,,1sb4655mgzrdohlltyk9fqlzp,D. van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480224427,1405,67,1,2,14,6g9qrm72224jrk6tkxxxi8a9n,1,53.9,8.6,2022-10-30T15:48:05.843Z,2022-11-01T20:47:33Z,3887651549,233,863,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480224423,863,67,1,2,14,3kfktv64h7kg7zryax1wktr5r,0,46.1,91.4,2022-10-30T15:48:05.844Z,2022-11-01T09:20:50Z,3887651553,233,1405,,,,,,,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598285,11,1,1,2,14,6g9qrm72224jrk6tkxxxi8a9n,0,55.1,8.2,2022-10-30T15:48:05.886Z,2022-11-01T20:47:34Z,3884335599,212,2.2,3887644355,178,,3884335757,233,27,3884335595,141,5.5,3884335593,140,56.2,3884335591,56,Right,3884335603,213,5.3,3884335755,236,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,3884335761,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598315,27,74,1,2,14,3kfktv64h7kg7zryax1wktr5r,1,42.3,96.3,2022-10-30T15:48:05.994Z,2022-11-01T09:14:25Z,3887644417,389,,3884335725,56,Back,3884335771,233,11,3884335729,285,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598665,12,5,1,2,18,6g9qrm72224jrk6tkxxxi8a9n,1,57.2,-1.2,2022-10-30T15:48:10.106Z,2022-11-01T09:14:27Z,3884337651,347,,3884337703,233,28,3884337649,56,Right,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598343,28,5,1,2,18,3kfktv64h7kg7zryax1wktr5r,0,42.8,101.2,2022-10-30T15:48:10.106Z,2022-11-01T09:14:27Z,3884335871,347,,3884335867,56,Back,3884337715,233,12,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598691,13,1,1,2,33,6g9qrm72224jrk6tkxxxi8a9n,1,61.6,0,2022-10-30T15:48:25.016Z,2022-11-01T09:14:30Z,3884337773,107,,3884337783,213,1.1,3884337777,140,64.6,3884337781,212,6.8,3884337779,141,6.8,3884337775,56,Right,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598745,14,1,1,2,34,6g9qrm72224jrk6tkxxxi8a9n,1,63.8,5.9,2022-10-30T15:48:25.769Z,2022-11-01T09:14:34Z,3884338055,213,3.6,3887644663,178,,3884338049,140,60.3,3884338053,212,4.2,3884338051,141,2.9,3885823515,156,,3884338047,56,Right,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480224865,867,83,1,2,36,3kfktv64h7kg7zryax1wktr5r,1,39.3,98.6,2022-10-30T15:48:27.637Z,2022-11-01T09:22:14Z,3887653017,399,451736,,,,,,,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598795,15,1,1,2,36,6g9qrm72224jrk6tkxxxi8a9n,0,61.4,2.8,2022-10-30T15:48:27.658Z,2022-11-01T09:14:37Z,3887644717,178,,3884338307,56,Right,3884338315,213,0.0,3884338309,140,100.0,3884338313,212,42.0,3884338317,1,,3884338311,141,3.4,3884338305,155,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598801,16,5,1,2,40,6g9qrm72224jrk6tkxxxi8a9n,0,101,5.8,2022-10-30T15:48:31.857Z,2022-11-01T09:14:40Z,3884338335,56,Right,3884338337,346,,3884338845,233,30,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479598873,30,5,1,2,40,3kfktv64h7kg7zryax1wktr5r,1,-1,94.2,2022-10-30T15:48:31.857Z,2022-11-01T09:14:40Z,3884338741,346,,3884338767,233,16,3884338739,56,Back,,,,,,,,,,,,,,,,8ymqihdfqc7esda7y407lebx1,D. de Wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
