id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value,qualifier/18/value
2481727333,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-05T14:29:35.693Z,2022-11-05T15:31:47Z,3895480505,194,4idru0svqcqjpi03b4jhqyd3p,3895480503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895480507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895862091,197,15620,3895480501,130,8,3895480499,59,"33, 2, 32, 8, 20, 13, 17, 3, 53, 21, 10, 1, 5, 9, 11, 18, 22, 24, 25, 26, 27, 42",3895480497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895480495,30,"3hhca66jtxt3c1iw10nfmhtnu, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, 4ecptuxoyx485mmhrubuscgyd, d8cxurdt9g5gezqlfwae7ooru, eqjelc731e1xrp95bpysx0pka, dvof4p3jx1gi6i9uelbmudl62, cgsmk5437f466uoqvol7devze, 45vh3c99keqayr9hj0r6x0ei2, 4idru0svqcqjpi03b4jhqyd3p, 4212luiyivgvje1vm1ojieicq, 3fuuh40aui30noi2kjf0blh3p, e65zqndnze1xzef4qlkhd1v4l, b2uznyb9b8fxsy57450mbmwru, cty7nsrs5yn785m330c2gbwq2, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, czh4r9efdbw4fvdux0enl127e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481734947,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-11-05T14:36:27.071Z,2022-11-06T15:17:06Z,3895518441,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 13, 30, 15, 14, 16, 20, 18, 19, 17, 21, 12",3895518437,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 8n9t52eeli3s39r8ujjhjt7je, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 723av2redj2ej6livx0g81wwl, 7jpreaads35pnnfqbn7hmrmy, 6q77vt9bp8dsq48pa97mfzsa1, 2nwthqvbk70e2qo35dgp35979, tgu7kztdu9azmvirwu8rrip6, eqt598wenyzrxdl5y39ejab8q, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, 49pcpdulrofklvwsde6ohkkq, 673xny9ozqe978emdytscm5pm, 5bm516z74pbsyfemsathj3umt, 5iyutg9qg6bfnwuieghj5wktm, 6ovzd9akutufagsd8kmxmsei2, cixzy9hl7ks4maugc5zc9ievp",3895862523,197,2359,3895518443,130,4,3895518445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895518447,194,e8zpc22dwlmgkkwoqpgwxsn2t,3895518449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895518439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807593,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-11-05T15:30:17.566Z,2022-11-05T15:30:18Z,3895889679,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807575,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-11-05T15:30:17.566Z,2022-11-07T07:00:35Z,3895889623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807681,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50,50,2022-11-05T15:30:18.077Z,2022-11-07T08:25:27Z,3895890197,56,Back,3895890207,213,3.5,3901880907,178,,3895890203,141,40.1,3895890205,212,19.2,3895890201,140,32.9,3895890209,279,S,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807733,4,1,1,0,2,6hsriqr3ybvyg94w2k19oal50,1,33.5,40.6,2022-11-05T15:30:20.312Z,2022-11-07T08:25:40Z,3895890431,141,63.0,3895890427,56,Back,3895890429,140,35.1,3901881073,178,,3895890433,212,15.3,3895890435,213,1.5,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807777,5,1,1,0,6,6hsriqr3ybvyg94w2k19oal50,1,35.2,63.4,2022-11-05T15:30:23.662Z,2022-11-07T08:25:45Z,3895890675,155,,3895890689,1,,3901881121,178,,3895890677,56,Center,3895890679,140,70.8,3895890687,213,6.2,3895890683,212,37.5,3895890681,141,58.7,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807799,6,44,1,0,8,6hsriqr3ybvyg94w2k19oal50,1,70.8,61.6,2022-11-05T15:30:25.869Z,2022-11-07T09:29:59Z,3895890793,286,,3895890955,233,3,3895890791,56,Center,,,,,,,,,,,,,,,,45vh3c99keqayr9hj0r6x0ei2,S. van Duivenbooden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807815,3,44,1,0,8,89w5c6pw7vn0dxypi61tt0g4k,0,29.2,38.4,2022-11-05T15:30:25.870Z,2022-11-07T08:25:51Z,3895890867,56,Back,3895890869,285,,3895890999,233,6,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481807823,7,1,1,0,8,6hsriqr3ybvyg94w2k19oal50,1,70.7,58.7,2022-11-05T15:30:25.948Z,2022-11-07T09:29:59Z,3901881223,388,,3895890899,140,68.2,3895890905,213,4.4,3895890895,3,,3895890901,141,47.2,3895890903,212,8.2,3895890897,56,Center,3895890923,156,,45vh3c99keqayr9hj0r6x0ei2,S. van Duivenbooden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
