id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2458700609,1,34,16,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-11T13:25:55.065Z,2022-09-11T14:49:41Z,3773298227,30,"2p6h6ivyzp1fzsayw7r2xn2dx, ayqy2vql1oumokqly9ahfrnx1, a2zavv31d2aadyddk0kjttdgq, 7jgtmmk4b2bgn0syidj6ve7kl, 42cg746sa90jla5x4islj9pwq, 6zzcoo9k4ebqtlux49rbb5fro, b2ibeioms7t9vb3au7tpqys4p, 2w7xspkzg7b9ghl20me202ove, 1t7nph4960rjzu7rgi47sf8ix, 8ymqihdfqc7esda7y407lebx1, 1hmy5uxiyr8g915tngl9l8twq, f3h1bxnw3fq8m10ck132bic4p, ad2qplv0aa66l11ipq6yh0hd5, b7owk879trwk2tu8ud574xq3u, 3dx91sb6ktg8z1xmoti25kru, 51f3vubki4or5vaft5tromn3e, 4cegvsj3s6t0o1l5xap6jypuy, 74c15mfi1h4zrry5fo2q94ul1, 86vxgtv8m65pypbngqan36y21, 9v7zwguzazofzafwg3qevdo4q, 3uq3lrjyj4mnvq6162b0jyhnt",3773298235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773644143,197,460,3773298239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773298237,194,7jgtmmk4b2bgn0syidj6ve7kl,3773298229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773298233,130,8,3773298231,59,"12, 3, 5, 8, 31, 22, 18, 6, 7, 10, 19, 1, 2, 13, 14, 17, 23, 25, 27, 32, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458707855,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-11T13:34:41.557Z,2022-09-11T14:52:25Z,3773336899,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, dc119ejc7lls2rd3ywigl2smi, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, acffs01m2p3b4uemzjrp51d9m, 5whhr8oy7lf0z9s7yb8ygkset, 3c4l2e3gzgpqrc2ygkbmp0jpx, 5m8pflpgynidzk7d9507oujje, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, 4nkd85hpwiiqtieuslhcrc2ga, bner5siqnwn1fqusfrgujt0fe, 4djecj64ogdymwu31gpf3gges",3773336903,59,"1, 20, 5, 18, 2, 3, 8, 21, 9, 7, 19, 6, 10, 11, 16, 17, 22, 24, 26, 27, 32, 38, 43",3773694897,194,lduqoe45t2fnbn9s9rbvlnf9,3773336901,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773336905,130,4,3773336909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773336907,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773644025,197,12557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771593,2,32,1,0,0,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-11T14:47:35.156Z,2022-09-13T05:14:42Z,3773673063,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771575,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-11T14:47:35.156Z,2022-09-11T14:47:35Z,3773672993,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771617,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,50.4,49.7,2022-09-11T14:47:35.181Z,2022-09-13T10:24:55Z,3773673195,140,27.6,3773673199,212,25.2,3773673201,213,3.5,3777252475,178,,3773673197,141,38.2,3773673203,279,S,3773673193,56,Back,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771671,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,0,27.6,37.7,2022-09-11T14:47:37.696Z,2022-09-13T10:25:03Z,3773673551,212,66.7,3773673553,213,0.7,3773673487,56,Left,3773673491,141,100.0,3777252579,178,,3773673489,140,75.9,3773673555,1,,3773673485,157,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771703,5,43,1,0,6,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-11T14:47:41.745Z,2022-09-11T14:49:05Z,3773673685,286,0,3773679955,144,44,3773673681,56,Left,,,,,,,,,,,,,,,,acffs01m2p3b4uemzjrp51d9m,C. Tzolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771741,3,43,1,0,6,3kfktv64h7kg7zryax1wktr5r,1,0,0,2022-09-11T14:47:41.746Z,2022-09-11T14:48:59Z,3773673873,233,5,3773679451,144,44,3773673835,285,0,3773673833,56,Back,,,,,,,,,,,,,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771833,4,5,1,0,7,3kfktv64h7kg7zryax1wktr5r,1,21.9,-1.8,2022-09-11T14:47:42.683Z,2022-09-13T10:25:10Z,3773674277,233,7,3773674265,56,Back,3773674267,347,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458771727,7,5,1,0,7,4tic29sox7m39fy1ztgv0jsiq,0,78.1,101.8,2022-09-11T14:47:42.683Z,2022-09-13T10:25:10Z,3773673761,347,,3773673759,56,Left,3773674299,233,4,,,,,,,,,,,,,,,,acffs01m2p3b4uemzjrp51d9m,C. Tzolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
