id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2514652211,9,1,1,0,25,3ebril33e08ddzob4bhq8awsr,1,22.1,50.1,2023-03-03T19:02:55.201Z,2023-03-06T09:57:11Z,4068848423,140,22.6,4068848427,212,17.1,4078072213,178,,4068848425,141,75.3,4068848421,56,Back,4068848429,213,1.5,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652281,10,1,1,0,28,3ebril33e08ddzob4bhq8awsr,1,25.2,83,2023-03-03T19:02:58.895Z,2023-03-06T09:57:14Z,4068848805,140,63.7,4068848801,155,,4068848807,141,82.7,4068848811,213,6.3,4078072387,178,,4068848813,1,,4068848809,212,40.4,4068848803,56,Left,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652283,11,44,1,0,31,3ebril33e08ddzob4bhq8awsr,1,64.3,77.4,2023-03-03T19:03:01.797Z,2023-03-06T11:20:33Z,4068848825,56,Center,4068848827,286,,4068848875,233,3,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652289,3,44,1,0,31,ccpscwdcm65czscrun048ecn5,0,35.7,22.6,2023-03-03T19:03:01.798Z,2023-03-06T09:57:18Z,4068848851,285,,4068848849,56,Back,4068848893,233,11,,,,,,,,,,,,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652295,12,61,1,0,31,3ebril33e08ddzob4bhq8awsr,1,63.7,82.9,2023-03-03T19:03:01.826Z,2023-03-06T11:20:33Z,4078072791,15,,4078072793,388,,4068848865,56,Left,,,,,,,,,,,,,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652313,4,49,1,0,33,ccpscwdcm65czscrun048ecn5,1,33.4,18.4,2023-03-03T19:03:03.718Z,2023-03-06T09:57:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652353,5,1,1,0,33,ccpscwdcm65czscrun048ecn5,0,33.4,18.4,2023-03-03T19:03:03.769Z,2023-03-06T09:57:37Z,4068849215,213,0.4,4068849211,141,44.6,4068849207,56,Center,4068849217,1,,4068849205,157,,4068849209,140,73.4,4068849213,212,45.6,4078073089,178,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652373,13,1,1,0,38,3ebril33e08ddzob4bhq8awsr,1,25.6,52.2,2023-03-03T19:03:08.029Z,2023-03-06T09:57:42Z,4068849335,3,,4068849349,212,14.7,4068849351,213,3.2,4078073255,388,,4068849339,56,Back,4068849347,141,50.0,4068849341,140,11.7,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652379,14,52,1,0,39,3ebril33e08ddzob4bhq8awsr,1,11.7,50.1,2023-03-03T19:03:09.203Z,2023-03-06T09:57:45Z,4076308705,377,,4078073311,178,,,,,,,,,,,,,,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652509,15,1,1,0,44,3ebril33e08ddzob4bhq8awsr,1,11.7,50.1,2023-03-03T19:03:14.725Z,2023-03-06T09:57:48Z,4068850011,213,1.1,4068850007,212,21.4,4068849999,140,20.3,4068849993,123,,4068850003,141,78.7,4078073419,178,,4068849997,56,Back,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652645,16,1,1,0,47,3ebril33e08ddzob4bhq8awsr,1,20.3,78.7,2023-03-03T19:03:17.170Z,2023-03-06T09:57:52Z,4068850741,212,20.4,4068850739,141,52.5,4068850737,140,10.9,4068850735,56,Back,4068850743,213,4.2,4078073527,178,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652785,17,1,1,0,56,3ebril33e08ddzob4bhq8awsr,1,13.2,41.9,2023-03-03T19:03:26.505Z,2023-03-06T09:57:55Z,4068851467,212,16.1,4078073627,178,,4068851465,141,18.6,4068851461,56,Back,4068851463,140,10.4,4068851471,213,4.5,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652817,18,1,1,1,2,3ebril33e08ddzob4bhq8awsr,0,19.8,7.9,2023-03-03T19:03:32.953Z,2023-03-06T09:57:59Z,4068851659,1,,4068851645,155,,4078073787,178,,4068851653,141,0.0,4068851649,56,Right,4068851651,140,70.1,4068851655,212,53.2,4068851657,213,6.2,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652973,6,5,1,1,6,ccpscwdcm65czscrun048ecn5,1,30.6,101.2,2023-03-03T19:03:36.572Z,2023-03-06T09:58:02Z,4068852477,233,19,4068852433,56,Back,4068852435,347,,,,,,,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652823,19,5,1,1,6,3ebril33e08ddzob4bhq8awsr,0,69.4,-1.2,2023-03-03T19:03:36.572Z,2023-03-06T09:58:02Z,4068852507,233,6,4068851685,56,Right,4068851687,347,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653035,7,1,1,1,16,ccpscwdcm65czscrun048ecn5,0,35.6,100,2023-03-03T19:03:46.088Z,2023-03-06T09:58:05Z,4068852795,213,6.1,4068852791,141,89.9,4068852797,1,,4068852789,140,73.9,4068852787,56,Left,4068852785,107,,4068852793,212,40.9,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653019,20,49,1,1,19,3ebril33e08ddzob4bhq8awsr,1,27.6,17.9,2023-03-03T19:03:49.206Z,2023-03-06T09:58:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653103,21,1,1,1,19,3ebril33e08ddzob4bhq8awsr,1,27.4,16.4,2023-03-03T19:03:49.225Z,2023-03-06T09:58:16Z,4068853109,212,25.2,4078074417,178,,4068853103,140,10.4,4068853105,141,42.5,4068853101,56,Back,4068853111,213,2.4,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653143,22,1,1,1,22,3ebril33e08ddzob4bhq8awsr,1,9.2,43.1,2023-03-03T19:03:52.054Z,2023-03-06T09:58:19Z,4078074537,178,,4068853321,141,19.5,4068853325,213,5.0,4068853317,56,Back,4068853319,140,13.0,4068853323,212,16.5,,,,,,,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653173,23,1,1,1,26,3ebril33e08ddzob4bhq8awsr,1,18.8,28.9,2023-03-03T19:03:56.768Z,2023-03-06T09:58:22Z,4068853475,56,Back,4068853487,212,11.4,4068853483,141,38.6,4068853479,140,27.6,4068853491,213,0.6,4078074625,178,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653319,24,1,1,1,29,3ebril33e08ddzob4bhq8awsr,1,26.4,36,2023-03-03T19:03:59.645Z,2023-03-06T09:58:26Z,4068854277,141,74.5,4068854281,213,1.6,4068854275,140,24.6,4068854273,56,Back,4078074731,178,,4068854279,212,26.2,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653357,25,1,1,1,40,3ebril33e08ddzob4bhq8awsr,1,43.9,78.2,2023-03-03T19:04:10.601Z,2023-03-06T09:58:38Z,4068854481,56,Back,4068854485,141,54.8,4068854487,212,20.8,4068854489,213,4.0,4068854483,140,31.1,4078075115,178,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653379,26,1,1,1,43,3ebril33e08ddzob4bhq8awsr,1,31.2,45.5,2023-03-03T19:04:13.980Z,2023-03-06T09:58:40Z,4068854591,213,5.8,4068854583,56,Back,4078075215,178,,4068854589,212,13.0,4068854587,141,37.0,4068854585,140,42.3,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653415,27,1,1,1,46,3ebril33e08ddzob4bhq8awsr,1,43.5,34,2023-03-03T19:04:16.213Z,2023-03-06T09:58:44Z,4078075395,178,,4068854783,213,4.2,4068854779,141,7.1,4068854777,140,32.8,4068854781,212,21.5,4068854775,56,Back,,,,,,,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653439,28,1,1,1,48,3ebril33e08ddzob4bhq8awsr,1,32.8,7.1,2023-03-03T19:04:18.951Z,2023-03-06T09:58:48Z,4068854907,141,30.9,4068854911,212,17.0,4068854915,213,1.3,4068854905,140,37.8,4068854903,56,Back,4078075525,178,,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653473,29,1,1,1,51,3ebril33e08ddzob4bhq8awsr,1,35.8,25.6,2023-03-03T19:04:21.923Z,2023-03-06T09:58:50Z,4078075571,178,,4068855093,141,23.4,4068855091,140,26.0,4068855095,212,10.4,4068855089,56,Back,4068855097,213,3.3,,,,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653525,30,1,1,1,53,3ebril33e08ddzob4bhq8awsr,1,25.9,18,2023-03-03T19:04:23.176Z,2023-03-06T09:58:55Z,4068855393,212,13.8,4078075741,178,,4068855387,56,Back,4068855389,140,12.8,4068855391,141,18.2,4068855395,213,3.1,,,,,,,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653585,31,1,1,1,57,3ebril33e08ddzob4bhq8awsr,1,13.9,13.2,2023-03-03T19:04:27.704Z,2023-03-06T09:58:58Z,4068855741,140,2.8,4068855745,212,23.9,4068855739,56,Back,4078075893,178,,4068855747,213,2.1,4068855743,141,43.9,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653627,32,1,1,2,1,3ebril33e08ddzob4bhq8awsr,1,5.1,45.4,2023-03-03T19:04:31.748Z,2023-03-06T09:59:03Z,4068855973,155,,4078076075,178,,4068855979,141,94.8,4068855983,213,0.9,4068855981,212,42.1,4068855985,1,,4068855977,140,29.3,4068855975,56,Back,5gnywqecwvt5yxied85hu4x2i,I. Pandur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653637,33,50,1,2,4,3ebril33e08ddzob4bhq8awsr,1,28.5,95.6,2023-03-03T19:04:34.200Z,2023-03-06T09:59:16Z,4068856049,285,,4068857363,233,8,4068856047,56,Back,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653653,8,7,1,2,5,ccpscwdcm65czscrun048ecn5,1,71.5,4.4,2023-03-03T19:04:35.275Z,2023-03-06T09:59:21Z,4078076583,178,,4076311377,385,,4068856189,233,33,4068856117,167,,4068856119,56,Right,4068856123,286,,,,,,,,4ooliltsht8mvelpds3v4bpat,N. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653665,9,5,1,2,7,ccpscwdcm65czscrun048ecn5,0,71.3,-1.5,2023-03-03T19:04:37.311Z,2023-03-06T09:59:23Z,4068856161,347,,4068856519,233,34,4068856159,56,Right,,,,,,,,,,,,,,,,4ooliltsht8mvelpds3v4bpat,N. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653725,34,5,1,2,7,3ebril33e08ddzob4bhq8awsr,1,28.7,101.5,2023-03-03T19:04:37.311Z,2023-03-06T09:59:22Z,4068856475,233,9,4068856461,56,Back,4068856463,347,,,,,,,,,,,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653775,35,1,1,2,12,3ebril33e08ddzob4bhq8awsr,1,29.3,100,2023-03-03T19:04:42.132Z,2023-03-06T09:59:31Z,4068856733,107,,4068856747,141,92.1,4068856737,56,Back,4068856751,213,3.7,4068856749,212,11.6,4068856743,140,20.0,,,,,,,b2h6iojtnu8rzb81vw4rbfrop,G. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653819,36,1,1,2,16,3ebril33e08ddzob4bhq8awsr,0,22.5,92.4,2023-03-03T19:04:46.121Z,2023-03-06T09:59:33Z,4068856975,213,5.9,4068856971,141,72.6,4068856969,140,57.7,4068856977,1,,4078077105,178,,4068856965,155,,4068856967,56,Center,4068856973,212,39.3,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653849,10,1,1,2,18,ccpscwdcm65czscrun048ecn5,1,38.8,29.8,2023-03-03T19:04:48.600Z,2023-03-06T09:59:38Z,4068857159,56,Back,4068857167,213,0.1,4078077349,178,,4068857161,140,44.5,4068857165,212,6.0,4068857163,141,30.5,4068857157,3,,,,,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653853,11,49,1,2,19,ccpscwdcm65czscrun048ecn5,1,44.5,30.5,2023-03-03T19:04:49.874Z,2023-03-06T09:59:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653983,12,1,1,2,19,ccpscwdcm65czscrun048ecn5,1,44.5,30.5,2023-03-03T19:04:49.913Z,2023-03-06T09:59:45Z,4068857813,56,Back,4068857819,141,59.1,4068857823,213,1.5,4068857821,212,19.5,4078077645,178,,4068857815,140,46.3,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654017,13,1,1,2,27,ccpscwdcm65czscrun048ecn5,1,44.7,67.4,2023-03-03T19:04:57.822Z,2023-03-06T09:59:48Z,4068858017,212,16.1,4068858011,56,Back,4068858015,141,51.9,4068858013,140,33.1,4068858019,213,3.9,4078077765,178,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654119,14,1,1,2,30,ccpscwdcm65czscrun048ecn5,1,33.1,51.9,2023-03-03T19:05:00.070Z,2023-03-06T09:59:51Z,4068858557,56,Back,4068858563,212,20.2,4068858565,213,5.5,4078077859,178,,4068858561,141,30.2,4068858559,140,46.2,,,,,,,8p47d0e54hgl7d86vur1m5nmx,M. Sagnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516074961,943,3,1,2,31,ccpscwdcm65czscrun048ecn5,0,57,27.4,2023-03-03T19:05:01.985Z,2023-03-06T10:00:13Z,4078078211,178,,4076314099,465,,4076314095,56,Center,4076314101,467,cnexf6pdh1piheuuqzrbb1t61,4076314097,286,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654127,15,4,1,2,32,ccpscwdcm65czscrun048ecn5,1,57.8,28.8,2023-03-03T19:05:02.487Z,2023-03-06T10:00:16Z,4068858619,286,,4068858609,13,,4068858613,56,Center,4068858637,233,37,4068858611,295,,4068858615,152,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654125,37,4,1,2,32,3ebril33e08ddzob4bhq8awsr,0,42.2,71.2,2023-03-03T19:05:02.488Z,2023-03-06T10:00:16Z,4068858601,295,,4068858605,152,,4078078607,178,,4068858599,13,,4068858607,285,,4068858671,233,15,4068858603,56,Back,,,,cnexf6pdh1piheuuqzrbb1t61,K. Bistrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514654263,16,1,1,2,41,ccpscwdcm65czscrun048ecn5,1,54.9,17.2,2023-03-03T19:05:11.664Z,2023-03-06T10:00:29Z,4068859261,140,65.9,4068859265,141,5.3,4078079131,178,,4068859259,56,Right,4068859271,212,14.1,4068859257,152,,4068859255,5,,4068859277,213,5.7,aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
