id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist
2495951865,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-01-08T14:52:43.895Z,2023-01-08T15:47:27Z,3970423579,59,"1, 2, 28, 5, 16, 4, 10, 33, 29, 8, 14, 6, 7, 9, 17, 18, 19, 22, 24, 34, 35, 38",3970423575,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 1wf757j0e3v3bdpbc9z2tav3d, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, 7y0acvcg9km8dz51t5ndy23md, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 5zwa237gtyf2mlrmo7tlkqnoq, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 6ghc42l6w6v395vqy5k61drmc, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y, 8znaym62oghri26gdn8o6fz84, 96qgpil9nwyk4gb6unsr1tzis, 3fvaph4p7n0i1nwhhtlpayzh0",3970558215,197,1517,3970423587,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970423577,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970423581,130,8,3970423583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970423585,194,934ldgpefo90za10cq49k0o6i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495955187,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-01-08T15:00:21.864Z,2023-01-08T15:50:20Z,3970443653,59,"20, 19, 18, 21, 42, 12, 55, 34, 9, 40, 7, 1, 2, 4, 15, 22, 23, 25, 39, 48",3970443659,194,dxcsuw39xzusjsj5e1jw53y6t,3970562199,197,477,3970443655,130,8,3970443661,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970443651,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970443649,30,"dxcsuw39xzusjsj5e1jw53y6t, 6gj1r8dnoy17pemp9xtng6sbt, ar7ybu7dordgt2yfx5inux62, 2fbolmn7pyvn5oto4zoeqguwa, 9wwud2tglhtdocmjgl2u5ib6c, 9zcr9l3mfbbstmesdlx298vhm, ei9h1loyggj8fnf1q4jfdm710, am0ea3bvmnin4gco2ndny2noq, emglxnqrlqskt8krglv7sziwa, 29fr98or3mqippn84z3p9ihhw, 4t85yj2ijymrz5vf457jcihre, 7j5xa2ti4qnvoh74h5twyi6s5, brqptr56zeku3bgqbixje0hxx, e5kpw4k4tyss5ch8ehfi7nk5x, 3hn1o03lxsjzju3uorl6rnpxw, b4bzaam658g6wf3knwxlghas5, 4k9shzwgauyy7w2911uev75yh, dk56pv43y8zo39ft9xtwyapnu, 3aly8eihwfvtwde7dg0k18w7o, atr4qeq6q4had6xgq4p958ums",3970443657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978523,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-01-08T15:46:37.232Z,2023-01-08T15:46:37Z,3970571881,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978517,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2023-01-08T15:46:37.232Z,2023-01-10T01:58:29Z,3970571855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978529,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,49.9,50.1,2023-01-08T15:46:37.269Z,2023-01-10T08:22:58Z,3970571903,140,30.9,3970571911,279,S,3970571907,212,20.0,3972327101,178,,3970571905,141,47.2,3970571909,213,3.2,3970571901,56,Back,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978577,4,1,1,0,2,dqk062lu0vm8epvytbm6r4mmf,1,31.1,51.8,2023-01-08T15:46:40.043Z,2023-01-10T08:23:03Z,3970572153,1,,3972327133,178,,3970572143,56,Left,3970572151,213,0.7,3970572147,141,96.4,3970572141,155,,3970572145,140,65.4,3970572149,212,47.1,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978603,5,1,1,0,7,dqk062lu0vm8epvytbm6r4mmf,1,67.1,96.9,2023-01-08T15:46:44.505Z,2023-01-10T08:23:12Z,3972327193,178,,3970572305,56,Left,3970572309,140,53.7,3970572317,212,14.3,3970572321,213,3.3,3970572313,141,93.4,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978633,6,1,1,0,11,dqk062lu0vm8epvytbm6r4mmf,1,57.7,90,2023-01-08T15:46:48.426Z,2023-01-10T08:23:19Z,3970572515,212,23.4,3970572511,140,38.7,3970572517,213,3.7,3972327243,178,,3970572509,56,Back,3970572513,141,72.1,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978643,7,1,1,0,14,dqk062lu0vm8epvytbm6r4mmf,0,39.5,68.8,2023-01-08T15:46:51.906Z,2023-01-10T08:23:24Z,3972327271,178,,3970572565,155,,3970572569,140,77.5,3970572577,1,,3970572573,212,40.0,3970572567,56,Center,3970572571,141,72.7,3970572575,213,0.1,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495978655,3,1,1,0,17,cos9hxi16eitbcbthof7zrm4m,0,23.5,23.5,2023-01-08T15:46:54.305Z,2023-01-10T14:11:15Z,3970572653,213,0.6,3970572643,3,,3972527247,178,,3970572651,212,3.7,3970572647,140,26.5,3970572645,56,Back,3970572649,141,26.4,,,,6gj1r8dnoy17pemp9xtng6sbt,L. van Gelderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
