id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2501598129,1,34,16,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-28T18:20:28.928Z,2023-01-28T19:05:45Z,4000049721,130,8,4000049723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000049715,30,"alkcbccyfsjddm897cgz7wel1, qobf1v5kwuz6hj2ooixfw4mi, enimk3ibb10vk3f8vrmmhq7oq, 9p6nlczeycd0ai4dahjxnf8ph, 570htztcvfsu947xw6fvtzmc5, 913pg8qqcjp99h5fjybbenob9, cudl1cjc8kxshfbhatms7aooa, a76yp8gkkg6frtuhh3d6l46i, 76n4eg1xu5qvf9bkwy4p8jsut, 5qvy65ckiigykkowpyco05zv9, 4fiks6jvfxzbs9k0s050vmfbo, 16mtjri8tz6vmxtxwr34y2tp1, cdhqb1a4h246hu0u13pm0tqay, 61a5bh5xw947nv4mxx62gqaqx, 6lxkawhg9z2jyh7u8d6hp3g15, 55njsqpc4izy2wogf188whtrd, 6dd248q0adq6su677bw2kk2c5, uru1h5pzgwy9cvbele1piei, bqqq27wy9bk31ssgapksci4t1, 6oynq4ickyxictf2e0ilemqne",4000049727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000184905,197,493,4000049719,59,"22, 28, 16, 20, 4, 3, 7, 71, 19, 10, 21, 1, 2, 5, 8, 9, 24, 31, 34, 77",4000049717,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4000049725,194,9p6nlczeycd0ai4dahjxnf8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501598555,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-28T18:21:09.334Z,2023-01-28T19:16:31Z,4000216437,197,18173,4000052213,130,4,4000052211,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 20, 15, 13, 14, 21, 30, 19, 18, 16, 17, 12",4000052215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000052207,30,"eamuyjut271ytghb2q4ljqbpx, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 8n9t52eeli3s39r8ujjhjt7je, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 723av2redj2ej6livx0g81wwl, 7jpreaads35pnnfqbn7hmrmy, 6q77vt9bp8dsq48pa97mfzsa1, dficbkp6sp4kw7xihaxneozpx, 2nwthqvbk70e2qo35dgp35979, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, 4cbhx91p3l265b2cejzd07gbu, 6vqc5d718gbqobb9o3a40jlqt, 673xny9ozqe978emdytscm5pm, 6ovzd9akutufagsd8kmxmsei2, 6w59kdfilru1152bjutstu2fp, 7io59zk29vhvyueadmkotzeqy, cixzy9hl7ks4maugc5zc9ievp",4000052209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4000052217,194,e8zpc22dwlmgkkwoqpgwxsn2t,4000052219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627207,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-01-28T19:02:31.995Z,2023-01-28T19:02:34Z,4000207461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627203,2,32,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,0,0,2023-01-28T19:02:31.995Z,2023-01-30T05:12:34Z,4000207445,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627241,3,1,1,0,0,8iawijq7s9s6d85mjz8wdslki,1,50,50,2023-01-28T19:02:32.053Z,2023-01-30T19:37:13Z,4004674387,178,,4000207611,141,54.9,4000207613,212,15.8,4000207615,213,2.9,4000207617,279,S,4000207607,56,Back,4000207609,140,35.3,,,,5qvy65ckiigykkowpyco05zv9,M. Duelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627259,4,1,1,0,2,8iawijq7s9s6d85mjz8wdslki,1,35.3,54.9,2023-01-28T19:02:34.637Z,2023-01-30T19:37:16Z,4004674525,178,,4000207745,1,,4000207729,140,69.5,4000207727,56,Left,4000207733,141,82.7,4000207725,155,,4000207737,212,40.6,4000207741,213,0.5,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627269,5,1,1,0,4,8iawijq7s9s6d85mjz8wdslki,1,69.5,82.7,2023-01-28T19:02:36.783Z,2023-01-30T19:37:20Z,4000207813,141,78.4,4000207811,140,64.6,4000207817,213,3.7,4000207809,56,Center,4000207807,3,,4000207815,212,5.9,4004674625,388,,,,,76n4eg1xu5qvf9bkwy4p8jsut,L. Dimata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627309,6,1,1,0,5,8iawijq7s9s6d85mjz8wdslki,1,64.6,78.4,2023-01-28T19:02:37.736Z,2023-01-30T19:37:24Z,4000208025,141,96.2,4000208027,212,12.8,4000208029,213,1.2,4000208023,140,68.5,4000208021,56,Left,4004674757,178,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627335,7,1,1,0,7,8iawijq7s9s6d85mjz8wdslki,1,68.7,97.3,2023-01-28T19:02:39.508Z,2023-01-30T19:37:31Z,4004674995,178,,4000208159,141,94.8,4000208157,140,52.8,4000208161,212,16.8,4000208155,56,Left,4000208163,213,3.2,,,,,,,4fiks6jvfxzbs9k0s050vmfbo,I. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501627361,8,1,1,0,10,8iawijq7s9s6d85mjz8wdslki,1,46.9,95.8,2023-01-28T19:02:42.588Z,2023-01-30T19:37:35Z,4000208305,56,Back,4000208307,140,40.6,4000208309,141,82.2,4004675075,178,,4000208311,212,11.4,4000208313,213,4.1,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
