id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/8/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value
2448566429,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-08-20T15:34:45.040Z,2022-08-20T17:47:23Z,3719367331,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3719367327,59,"1, 5, 16, 6, 15, 4, 8, 10, 28, 30, 39, 2, 3, 9, 12, 14, 18, 19, 22, 24, 27, 31, 33",3719367323,30,"7rvlba00jv66w7wtdmk178a95, tv8e6nxc7jl8wbzf6ojd6dw5, 3u2783a9ukglf8yg3dere8wve, 8o13oyr0lqkr5sw7j9ekdan6x, 8ylvnl689iweg2r9d0ioj771m, 7r2ifipuieqiar5n00o2j5uj9, 9wgpudcet9m8doz9ezbjxzkrt, 426st78oi43eortpbfkuxw72t, afsin57n25r53ifmqyfmbzqol, e1wk520xrgbtriixo4kj3pnje, c6ufljjgl050g9xn7e9ma7hg4, efwbv81uca8myl7gusdb2q38p, 4736oz9r0evpmkd3qumivl239, cgsirikez39wlx8lhu1uo00yd, ail0unvzd0b9ur7j0l8hk0y51, ae7ij4u0xy9iru6qvdw2i9fu2, dzs8vty5afl2y7ddjh3ausclx, 7zmbih0ud5ajulau4f7jozqhh, 5yi3d29esiydx9zsuhap1wnx0, ca5n8516u8m6c41u61bbjjbop, eyx1wga1fue6lb5a0ak5f32i2, 4j7f43re79hlmomwga3isqbu2, blzp9qbpturqntnisbkg0ddlg",3719367325,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3719367333,194,afsin57n25r53ifmqyfmbzqol,3719367335,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3719367329,130,4,3719734037,197,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448569579,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-08-20T15:36:30.307Z,2022-08-20T16:48:11Z,3719384769,194,atbvv2os8m7nfs0p128w5a6l1,3719384761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3719384765,130,4,3719728501,197,4030,3719384759,30,"67v3pc4c8yomh3hg3w0257oid, 4e6yz7j1xjd7b6oyv078q8edx, b2h6iojtnu8rzb81vw4rbfrop, 5fnmjp63t7m9fg3y2fcw6z015, 9fpb7g8ij9dqtuqhnimy5fap5, 7t19aebk75lrt41hmclk18mhh, 4tc5741xue1eigwcu4t7qtuc5, 9trasqdd75zjxz4kzplb64xjp, 8rqula41yqtbwycgemsw9ixud, 3jkzywsfc2vjq3h1kqdhhl2hh, atbvv2os8m7nfs0p128w5a6l1, 6pgcyaivg3sjcm6jju4nn3omi, 1kbmdrn8cmlf591w70v9bpo0l, dp0q4f4gbj2buhcu1lb5dzxed, 3momlsgsh0o7u40ydp2f2ocbu, cozhhgt0jbcuu4wdxf1pwjkyd, 3fzqjtehxr65c2xfyytws30q2, 5gnywqecwvt5yxied85hu4x2i, 71gwdg60saiwwwnnv6is52may, a3hraho1lbnm3ga3ffkahlqi2",3719384763,59,"1, 25, 5, 6, 14, 33, 7, 19, 17, 11, 10, 8, 4, 12, 18, 21, 22, 31, 77, 90",3719384767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3719384771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637147,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-08-20T16:46:43.643Z,2022-08-20T16:46:46Z,3719737321,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637141,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2022-08-20T16:46:43.643Z,2022-08-22T06:14:30Z,3719737303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637185,3,1,1,0,0,3ebril33e08ddzob4bhq8awsr,1,50.1,50,2022-08-20T16:46:43.713Z,2022-08-22T09:11:50Z,3719737493,279,S,3725863593,178,,3719737485,140,39.2,3719737483,56,Back,3719737487,141,44.9,3719737489,212,12.0,3719737491,213,3.4,,,,8rqula41yqtbwycgemsw9ixud,B. Yılmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637213,4,1,1,0,2,3ebril33e08ddzob4bhq8awsr,1,34.9,45.6,2022-08-20T16:46:46.254Z,2022-08-22T09:12:01Z,3725863911,178,,3719737627,140,27.5,3719737631,212,17.9,3719737625,56,Back,3719737633,213,2.0,3719737629,141,69.3,,,,,,,5fnmjp63t7m9fg3y2fcw6z015,Deroy Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637249,5,1,1,0,5,3ebril33e08ddzob4bhq8awsr,1,25.3,76.2,2022-08-20T16:46:49.043Z,2022-08-22T09:12:07Z,3719737845,140,13.1,3719737843,56,Back,3719737847,141,41.9,3725864111,178,,3719737849,212,26.6,3719737851,213,4.2,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637291,6,1,1,0,7,3ebril33e08ddzob4bhq8awsr,0,12.9,41.1,2022-08-20T16:46:51.609Z,2022-08-22T09:12:11Z,3725864235,178,,3719738143,157,,3719738153,213,0.0,3719738147,140,58.0,3719738155,1,,3719738145,56,Center,3719738151,212,47.4,3719738149,141,41.6,67v3pc4c8yomh3hg3w0257oid,Y. van Osch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637321,3,1,1,0,12,ears40cp6opsgvhsy0dgyszpd,0,43.6,60.6,2022-08-20T16:46:55.686Z,2022-08-22T09:12:26Z,3719738297,56,Left,3719738295,3,,3719738555,1,,3719738301,141,86.6,3719738303,212,47.4,3719738305,213,0.4,3725864763,388,,3719738299,140,85.5,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448637425,7,1,1,0,17,3ebril33e08ddzob4bhq8awsr,1,15,13,2022-08-20T16:47:01.018Z,2022-08-22T09:12:30Z,3719738849,56,Back,3719738851,140,1.0,3719738855,212,17.6,3719738853,141,27.2,3719738857,213,2.6,3725864945,178,,,,,,,,9fpb7g8ij9dqtuqhnimy5fap5,Rodrigo Guth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
