id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/17/value
2514651411,8,1,1,0,15,6hsriqr3ybvyg94w2k19oal50,1,36.2,87.5,2023-03-03T19:01:58.895Z,2023-03-05T20:18:37Z,4068844355,212,28.4,4068844353,141,51.0,4068844349,56,Back,4068844351,140,23.1,4068844357,213,4.2,4077120519,178,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651435,9,1,1,0,23,6hsriqr3ybvyg94w2k19oal50,0,24.4,43.1,2023-03-03T19:02:06.656Z,2023-03-05T20:18:41Z,4068844515,213,0.5,4068844513,212,51.4,4068844505,155,,4068844511,141,78.2,4068844517,1,,4077120741,178,,4068844509,140,67.8,4068844507,56,Center,84yhv0iilunn0vllz1r5fe7l5,K. Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651465,4,1,1,0,26,3kfktv64h7kg7zryax1wktr5r,1,34.2,17.7,2023-03-03T19:02:09.217Z,2023-03-05T20:18:50Z,4068844647,141,25.3,4068844649,212,13.9,4068844645,140,46.5,4068844641,3,,4068844651,213,0.4,4068844643,56,Back,4077121263,178,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651479,5,49,1,0,27,3kfktv64h7kg7zryax1wktr5r,1,45.7,23.6,2023-03-03T19:02:10.607Z,2023-03-05T20:19:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651519,6,1,1,0,29,3kfktv64h7kg7zryax1wktr5r,1,42.3,24.9,2023-03-03T19:02:12.579Z,2023-03-05T20:19:19Z,4068844887,212,13.6,4068844889,213,3.1,4068844881,56,Back,4077122967,178,,4068844883,140,29.4,4068844885,141,26.7,,,,,,,1t7nph4960rjzu7rgi47sf8ix,J. Odgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651563,7,1,1,0,31,3kfktv64h7kg7zryax1wktr5r,1,28.3,26.7,2023-03-03T19:02:14.459Z,2023-03-05T20:19:23Z,4068845105,141,22.8,4068845103,140,10.0,4077123235,178,,4068845107,212,19.4,4068845101,56,Back,4068845111,213,3.3,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651605,8,1,1,0,35,3kfktv64h7kg7zryax1wktr5r,1,8.2,14.9,2023-03-03T19:02:19.028Z,2023-03-05T20:19:28Z,4068845301,141,3.1,4077123511,178,,4068845297,56,Back,4068845299,140,14.6,4068845303,212,10.5,4068845305,213,5.4,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651641,9,1,1,0,38,3kfktv64h7kg7zryax1wktr5r,1,12.6,5.5,2023-03-03T19:02:21.389Z,2023-03-05T20:19:33Z,4068845475,141,11.3,4068845473,140,3.8,4077123769,178,,4068845477,212,10.0,4068845479,213,2.7,4068845471,56,Back,,,,,,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651673,10,1,1,0,39,3kfktv64h7kg7zryax1wktr5r,0,3.8,11.3,2023-03-03T19:02:22.368Z,2023-03-05T20:19:38Z,4068845695,141,6.1,4068845693,140,37.0,4068845687,157,,4068845697,212,35.0,4068845699,213,6.2,4068845691,56,Back,4077124073,178,,4068845701,1,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651697,10,49,1,0,42,6hsriqr3ybvyg94w2k19oal50,1,60.4,96.5,2023-03-03T19:02:25.308Z,2023-03-05T20:19:41Z,,,,,,,,,,,,,,,,,,,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651821,11,1,1,0,45,6hsriqr3ybvyg94w2k19oal50,1,58.1,90.5,2023-03-03T19:02:28.730Z,2023-03-05T20:19:48Z,4068846417,56,Back,4068846419,140,39.3,4068846421,141,87.2,4068846425,213,3.3,4077124435,178,,4068846423,212,19.9,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651857,12,1,1,0,50,6hsriqr3ybvyg94w2k19oal50,1,38.3,80.9,2023-03-03T19:02:33.540Z,2023-03-05T20:19:53Z,4068846627,141,89.6,4068846621,56,Back,4068846633,213,0.9,4077124741,178,,4068846631,212,7.8,4068846623,140,43.1,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514651909,13,1,1,0,53,6hsriqr3ybvyg94w2k19oal50,1,43.1,89.6,2023-03-03T19:02:36.549Z,2023-03-05T20:20:02Z,4068846921,141,74.2,4068846917,56,Back,4068846919,140,46.6,4068846923,212,11.1,4077125063,178,,4068846925,213,5.0,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652007,14,1,1,0,56,6hsriqr3ybvyg94w2k19oal50,1,45.9,71.7,2023-03-03T19:02:39.350Z,2023-03-05T20:20:08Z,4068847425,141,85.7,4077125511,178,,4068847423,140,56.8,4068847427,212,14.9,4068847429,213,0.7,4068847421,56,Left,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652035,15,1,1,1,0,6hsriqr3ybvyg94w2k19oal50,0,70.9,79,2023-03-03T19:02:43.930Z,2023-03-05T20:20:18Z,4077125893,178,,4068847553,140,73.0,4068847561,212,17.0,4068847549,56,Center,4068847563,213,4.8,4068847557,141,54.2,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516412879,806,67,1,1,2,3kfktv64h7kg7zryax1wktr5r,1,29,52.3,2023-03-03T19:02:45.874Z,2023-03-06T11:52:47Z,4078129737,233,957,,,,,,,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516412877,957,67,1,1,2,6hsriqr3ybvyg94w2k19oal50,0,71,47.7,2023-03-03T19:02:45.875Z,2023-03-06T10:22:52Z,4078129741,233,806,,,,,,,,,,,,,,,,,,,,,,czh4r9efdbw4fvdux0enl127e,M. Manhoef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652029,11,8,1,1,2,3kfktv64h7kg7zryax1wktr5r,1,29.3,48.2,2023-03-03T19:02:45.876Z,2023-03-06T11:52:47Z,4070368847,384,,4077126083,178,,4068847533,56,Back,,,,,,,,,,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652047,12,49,1,1,4,3kfktv64h7kg7zryax1wktr5r,1,31.5,57,2023-03-03T19:02:47.192Z,2023-03-05T20:20:28Z,,,,,,,,,,,,,,,,,,,,,,,,,b8vbhw29ucubzzmgv0nge1omh,D. Mihailovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652077,13,1,1,1,4,3kfktv64h7kg7zryax1wktr5r,1,31.5,57,2023-03-03T19:02:47.211Z,2023-03-05T20:20:31Z,4068847749,56,Back,4068847759,213,3.2,4068847757,212,13.2,4077126405,178,,4068847755,141,55.5,4068847753,140,19.0,,,,,,,b8vbhw29ucubzzmgv0nge1omh,D. Mihailovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652143,14,1,1,1,6,3kfktv64h7kg7zryax1wktr5r,1,16.7,53,2023-03-03T19:02:49.290Z,2023-03-05T20:20:38Z,4068848097,213,3.7,4068848091,140,3.2,4068848089,56,Back,4068848093,141,38.9,4068848095,212,17.1,4077126831,178,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652177,15,1,1,1,8,3kfktv64h7kg7zryax1wktr5r,0,2.7,38.8,2023-03-03T19:02:51.452Z,2023-03-05T20:20:42Z,4068848295,1,,4077127009,178,,4068848293,213,6.2,4068848289,141,30.0,4068848287,140,47.9,4068848283,155,,4068848291,212,47.8,4068848285,56,Back,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652229,16,1,1,1,12,6hsriqr3ybvyg94w2k19oal50,1,56.1,67.3,2023-03-03T19:02:55.170Z,2023-03-05T20:20:49Z,4068848569,141,69.3,4068848567,140,64.9,4068848571,212,9.3,4077127361,178,,4068848573,213,0.1,4068848565,56,Center,4068848563,3,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514942451,910,44,1,1,14,6hsriqr3ybvyg94w2k19oal50,1,66.3,69.4,2023-03-03T19:02:57.713Z,2023-03-06T11:52:48Z,4071440463,233,783,4070371223,286,,4070371221,56,Center,,,,,,,,,,,,,,,,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514942453,783,44,1,1,14,3kfktv64h7kg7zryax1wktr5r,0,33.7,30.6,2023-03-03T19:02:57.714Z,2023-03-05T20:20:58Z,4070371229,56,Back,4070371231,285,,4071440539,233,910,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652237,17,1,1,1,14,6hsriqr3ybvyg94w2k19oal50,0,64.9,69.3,2023-03-03T19:02:57.756Z,2023-03-06T11:52:48Z,4077128159,388,,4068848609,56,Center,4068848607,168,,4068848617,213,6.2,4068848611,140,70.3,4068848613,141,68.5,4068848605,3,,4068848615,212,5.7,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652301,16,1,1,1,16,3kfktv64h7kg7zryax1wktr5r,1,27.7,34.5,2023-03-03T19:02:59.073Z,2023-03-05T20:21:07Z,4068848905,212,21.2,4068848903,141,50.9,4068848901,140,44.9,4068848907,213,0.6,4068848897,155,,4068848899,56,Back,4077128387,178,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652321,17,1,1,1,18,3kfktv64h7kg7zryax1wktr5r,1,41,58.7,2023-03-03T19:03:01.748Z,2023-03-05T20:21:18Z,4068849015,56,Back,4068849023,213,1.9,4068849019,141,93.0,4068849017,140,32.8,4077129045,178,,4068849021,212,24.9,,,,,,,b8vbhw29ucubzzmgv0nge1omh,D. Mihailovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652385,18,1,1,1,24,3kfktv64h7kg7zryax1wktr5r,1,35.2,88,2023-03-03T19:03:07.213Z,2023-03-05T20:21:25Z,4068849393,56,Back,4068849411,213,4.3,4068849409,212,13.8,4077129427,178,,4068849399,140,30.5,4068849405,141,69.0,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652437,19,1,1,1,26,3kfktv64h7kg7zryax1wktr5r,1,29.2,67.3,2023-03-03T19:03:09.665Z,2023-03-05T20:21:29Z,4068849639,141,34.0,4068849637,140,34.6,4077129633,178,,4068849643,213,5.0,4068849635,56,Back,4068849641,212,23.3,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652477,20,1,1,1,29,3kfktv64h7kg7zryax1wktr5r,1,37.2,19.7,2023-03-03T19:03:12.954Z,2023-03-05T20:21:34Z,4077129875,178,,4068849869,56,Back,4068849877,213,5.5,4068849871,140,45.9,4068849873,141,6.1,4068849875,212,13.0,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652553,21,1,1,1,32,3kfktv64h7kg7zryax1wktr5r,1,46.5,8.5,2023-03-03T19:03:15.916Z,2023-03-05T20:21:40Z,4068850237,212,58.9,4068850231,56,Left,4068850239,213,1.2,4068850241,1,,4068850235,141,90.0,4068850229,196,,4068850227,155,,4077130127,178,,ad2qplv0aa66l11ipq6yh0hd5,Y. Sugawara,4068850233,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652573,22,1,1,1,36,3kfktv64h7kg7zryax1wktr5r,1,61.9,96,2023-03-03T19:03:19.395Z,2023-03-05T20:21:46Z,4068850333,140,58.0,4068850329,3,,4077130477,388,,4068850335,141,85.4,4068850331,56,Left,4068850337,212,8.3,4068850339,213,4.2,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652625,23,1,1,1,37,3kfktv64h7kg7zryax1wktr5r,1,58,85.4,2023-03-03T19:03:20.382Z,2023-03-05T20:21:52Z,4077130903,178,,4068850623,140,52.7,4068850619,3,,4068850633,213,2.4,4068850627,212,7.9,4068850621,56,Left,4068850625,141,93.6,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652661,24,1,1,1,40,3kfktv64h7kg7zryax1wktr5r,1,48.6,73.9,2023-03-03T19:03:23.913Z,2023-03-05T20:21:55Z,4068850795,140,36.7,4068850793,56,Back,4068850801,213,3.2,4077131039,178,,4068850797,141,73.3,4068850799,212,12.5,,,,,,,33yauarx84sam5u05vgyqxfxl,J. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652707,25,1,1,1,43,3kfktv64h7kg7zryax1wktr5r,1,40.1,72.4,2023-03-03T19:03:26.395Z,2023-03-05T20:22:01Z,4068851091,56,Back,4068851097,212,23.7,4068851099,213,4.5,4077131441,178,,4068851093,140,35.0,4068851095,141,38.5,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652765,26,1,1,1,46,3kfktv64h7kg7zryax1wktr5r,1,36.6,42.5,2023-03-03T19:03:29.762Z,2023-03-05T20:22:11Z,4068851397,213,1.4,4068851391,140,39.3,4077132069,178,,4068851395,212,18.0,4068851393,141,68.7,4068851389,56,Back,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652833,27,1,1,1,50,3kfktv64h7kg7zryax1wktr5r,1,41.9,68.2,2023-03-03T19:03:33.314Z,2023-03-05T20:22:15Z,4068851751,56,Back,4068851757,212,10.2,4068851759,213,4.6,4068851755,141,53.3,4077132383,178,,4068851753,140,40.5,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652903,28,1,1,1,54,3kfktv64h7kg7zryax1wktr5r,1,43,41.6,2023-03-03T19:03:37.846Z,2023-03-05T20:22:23Z,4068852063,140,45.4,4068852065,141,15.9,4077132837,178,,4068852069,213,4.9,4068852067,212,17.7,4068852061,56,Back,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652941,29,1,1,1,57,3kfktv64h7kg7zryax1wktr5r,1,44.2,19.8,2023-03-03T19:03:40.576Z,2023-03-05T20:22:26Z,4068852245,140,25.0,4068852243,56,Back,4077132987,178,,4068852247,141,38.8,4068852249,212,23.9,4068852251,213,2.6,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652971,30,1,1,2,0,3kfktv64h7kg7zryax1wktr5r,1,24.8,40.7,2023-03-03T19:03:43.845Z,2023-03-05T20:22:30Z,4068852423,140,25.2,4077133233,178,,4068852429,213,1.5,4068852427,212,10.6,4068852425,141,56.3,4068852421,56,Back,,,,,,,7udphhcokm6vralyz5gkovxsl,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653039,31,1,1,2,3,3kfktv64h7kg7zryax1wktr5r,1,24.5,62,2023-03-03T19:03:46.217Z,2023-03-05T20:22:41Z,4068852823,213,0.9,4068852815,56,Back,4077133921,178,,4068852817,140,36.7,4068852819,141,87.7,4068852821,212,21.7,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653123,32,1,1,2,7,3kfktv64h7kg7zryax1wktr5r,1,40.5,91.2,2023-03-03T19:03:50.755Z,2023-03-05T20:22:46Z,4068853213,56,Back,4077134157,178,,4068853215,140,26.1,4068853217,141,80.0,4068853219,212,16.9,4068853221,213,3.6,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653175,33,1,1,2,12,3kfktv64h7kg7zryax1wktr5r,0,27.3,92,2023-03-03T19:03:55.747Z,2023-03-05T20:22:52Z,4077134545,178,,4068853497,213,6.1,4068853499,1,,4068853485,140,69.4,4068853495,212,45.3,4068853489,141,77.5,4068853481,56,Center,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514653183,18,49,1,2,16,6hsriqr3ybvyg94w2k19oal50,1,24.5,32.8,2023-03-03T19:03:59.336Z,2023-03-05T20:23:03Z,,,,,,,,,,,,,,,,,,,,,,,,,cb8pu5lenbczaooavhaxnzp3p,N. Isimat-Mirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
