id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2461026899,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-09-17T13:49:25.025Z,2022-09-17T14:27:48Z,3785683505,59,"1, 2, 5, 10, 3, 4, 6, 8, 9, 7, 11, 21, 15, 13, 14, 30, 16, 19, 17, 22, 18, 20, 12",3785683513,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3786042811,197,2359,3785683511,194,e8zpc22dwlmgkkwoqpgwxsn2t,3785683509,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785683503,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785683501,30,"49pcpdulrofklvwsde6ohkkq, f57vs3qmmob743hdk2dxf56cq, 5el82g04yvl9ai8ws8pxbvaad, 7jpreaads35pnnfqbn7hmrmy, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 6w59kdfilru1152bjutstu2fp, 8n9t52eeli3s39r8ujjhjt7je, 6q77vt9bp8dsq48pa97mfzsa1, 2nwthqvbk70e2qo35dgp35979, tgu7kztdu9azmvirwu8rrip6, eqt598wenyzrxdl5y39ejab8q, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, a49wp8r2o53u4hza362ne1z6y, 723av2redj2ej6livx0g81wwl, 5bm516z74pbsyfemsathj3umt, 5iyutg9qg6bfnwuieghj5wktm, 6ovzd9akutufagsd8kmxmsei2, dficbkp6sp4kw7xihaxneozpx, bj5pc70owet6hnvsycv3jt5yi, cixzy9hl7ks4maugc5zc9ievp",3785683507,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461030757,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-09-17T13:53:45.708Z,2022-09-17T14:32:29Z,3785701855,30,"dxcsuw39xzusjsj5e1jw53y6t, 6gj1r8dnoy17pemp9xtng6sbt, ar7ybu7dordgt2yfx5inux62, 8r87vw2cxrsal257e9v7jicx5, ait187bpr8we72jvfxxt6ttjp, 9zcr9l3mfbbstmesdlx298vhm, e5kpw4k4tyss5ch8ehfi7nk5x, ebrua3sixxfvycsty8z956ga1, emglxnqrlqskt8krglv7sziwa, 4t85yj2ijymrz5vf457jcihre, 8hq0so8nzsuzmsffae5nwdwmi, 7j5xa2ti4qnvoh74h5twyi6s5, brqptr56zeku3bgqbixje0hxx, 1x06lao11mw2wao2qk658mf6y, 3hn1o03lxsjzju3uorl6rnpxw, 2fbolmn7pyvn5oto4zoeqguwa, b4bzaam658g6wf3knwxlghas5, 4k9shzwgauyy7w2911uev75yh, 397korofv0jmoxs8aklr5yuzu, dk56pv43y8zo39ft9xtwyapnu, am0ea3bvmnin4gco2ndny2noq, 29fr98or3mqippn84z3p9ihhw",3785701867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785701861,130,13,3786068675,197,16668,3785701863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785701859,59,"20, 19, 18, 3, 5, 12, 4, 6, 9, 7, 11, 1, 2, 14, 15, 21, 22, 23, 24, 25, 34, 40",3785701865,194,e5kpw4k4tyss5ch8ehfi7nk5x,3785701857,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103509,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2022-09-17T14:31:45.687Z,2022-09-17T14:31:47Z,3786085969,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103431,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-09-17T14:31:45.687Z,2022-09-19T07:08:33Z,3786085531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103553,3,1,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,50,50,2022-09-17T14:31:45.738Z,2022-09-19T08:42:31Z,3786086205,212,23.3,3793427069,178,,3786086209,213,3.5,3786086211,279,S,3786086203,141,37.3,3786086197,56,Back,3786086201,140,29.4,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103673,4,1,1,0,2,89w5c6pw7vn0dxypi61tt0g4k,1,29.4,37.9,2022-09-17T14:31:48.670Z,2022-09-19T08:42:40Z,3793427225,178,,3786086863,56,Left,3786086879,212,53.2,3786086887,1,,3786086859,155,,3786086883,213,0.7,3786086875,141,86.6,3786086869,140,69.0,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103729,5,1,1,0,6,89w5c6pw7vn0dxypi61tt0g4k,0,69,86.6,2022-09-17T14:31:51.933Z,2022-09-19T08:42:49Z,3786087151,3,,3786087165,141,74.6,3786087157,56,Center,3793427377,388,,3786087161,140,80.6,3786087153,168,,3786087169,212,14.7,3786087173,213,5.7,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462490013,881,67,1,0,8,cos9hxi16eitbcbthof7zrm4m,1,21,26.1,2022-09-17T14:31:54.282Z,2022-09-19T20:25:49Z,3793481725,233,902,,,,,,,,,,,,,,,,,,,,,,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462490011,902,67,1,0,8,89w5c6pw7vn0dxypi61tt0g4k,0,79,73.9,2022-09-17T14:31:54.283Z,2022-09-19T09:17:43Z,3793481739,233,881,,,,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461103811,3,1,1,0,8,cos9hxi16eitbcbthof7zrm4m,1,27.4,27,2022-09-17T14:31:54.310Z,2022-09-19T20:25:50Z,3786087583,56,Back,3786087591,213,5.7,3786087587,141,19.1,3786087581,157,,3793427463,178,,3786087589,212,10.5,3786087593,1,,3786087585,140,36.0,ait187bpr8we72jvfxxt6ttjp,M. te Wierik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
