id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2527443731,5,1,1,0,28,20vymiy7bo8wkyxai3ew494fz,1,10.2,74.1,2023-04-02T12:30:53.669Z,2023-04-02T12:30:56Z,4157389845,141,53.9,4157389843,140,8.0,4157389841,56,Back,4157389849,213,4.5,4157389847,212,13.9,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443785,6,1,1,0,31,20vymiy7bo8wkyxai3ew494fz,0,7.1,58,2023-04-02T12:30:56.773Z,2023-04-02T12:30:59Z,4157390169,141,71.1,4157390183,1,,4157390167,140,48.7,4157390165,56,Back,4157390163,155,,4157390179,213,0.2,4157390173,212,44.6,,,,11ceernyer8po8soj8dmygatx,T. Wellenreuther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443833,7,1,1,0,37,89w5c6pw7vn0dxypi61tt0g4k,1,50.2,22.7,2023-04-02T12:31:02.674Z,2023-04-02T13:25:20Z,4157390501,212,18.2,4157390503,213,0.5,4157390497,140,65.1,4157390499,141,36.4,4157390493,3,,4157390495,56,Center,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527509505,382,1,1,0,38,89w5c6pw7vn0dxypi61tt0g4k,0,65.4,38.5,2023-04-02T12:31:03.419Z,2023-04-02T13:25:25Z,4157734745,140,77.2,4157734751,213,5.7,4157734741,3,,4157734743,56,Center,4157734749,212,14.8,4157734747,141,26.6,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443835,7,8,1,0,38,20vymiy7bo8wkyxai3ew494fz,1,35.4,59.3,2023-04-02T12:31:04.107Z,2023-04-02T12:33:10Z,4157390507,56,Back,4157403229,15,,,,,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443881,8,1,1,0,40,20vymiy7bo8wkyxai3ew494fz,1,22.9,63.4,2023-04-02T12:31:05.798Z,2023-04-02T12:31:07Z,4157390741,212,5.3,4157390743,213,0.6,4157390735,56,Back,4157390733,3,,4157390739,141,67.5,4157390737,140,27.2,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443889,9,49,1,0,41,20vymiy7bo8wkyxai3ew494fz,1,27.3,67.7,2023-04-02T12:31:07.030Z,2023-04-02T12:31:07Z,,,,,,,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443949,10,1,1,0,41,20vymiy7bo8wkyxai3ew494fz,1,27.2,72.1,2023-04-02T12:31:07.413Z,2023-04-02T12:31:09Z,4157391021,213,1.8,4157391013,141,93.9,4157391005,56,Back,4157391017,212,15.4,4157391009,140,23.4,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443967,11,1,1,0,44,20vymiy7bo8wkyxai3ew494fz,0,23.4,93.9,2023-04-02T12:31:09.445Z,2023-04-02T12:31:10Z,4157391115,213,5.5,4157391113,212,18.4,4157391111,141,75.8,4157391109,140,36.4,4157391107,56,Back,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527443995,8,8,1,0,44,89w5c6pw7vn0dxypi61tt0g4k,1,56.8,17.6,2023-04-02T12:31:09.847Z,2023-04-02T13:25:45Z,4157391303,56,Right,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444033,12,43,1,0,48,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-04-02T12:31:13.942Z,2023-04-02T12:32:29Z,4157391473,56,Back,4157398939,144,61,,,,,,,,,,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444043,9,49,1,0,48,89w5c6pw7vn0dxypi61tt0g4k,1,66.5,16.5,2023-04-02T12:31:14.311Z,2023-04-02T12:31:14Z,,,,,,,,,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444067,10,1,1,0,49,89w5c6pw7vn0dxypi61tt0g4k,1,66.5,16.5,2023-04-02T12:31:14.531Z,2023-04-02T12:31:15Z,4157391643,213,4.0,4157391633,140,60.2,4157391631,56,Right,4157391639,212,10.7,4157391637,141,4.1,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444081,11,1,1,0,50,89w5c6pw7vn0dxypi61tt0g4k,0,60.2,4.1,2023-04-02T12:31:15.524Z,2023-04-02T13:26:12Z,4157391713,56,Right,4157391715,140,72.6,4157391717,141,8.9,4157391719,212,13.4,4157391721,213,0.2,,,,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444095,13,49,1,0,51,20vymiy7bo8wkyxai3ew494fz,1,18.1,88.8,2023-04-02T12:31:16.982Z,2023-04-02T12:31:17Z,,,,,,,,,,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444165,14,1,1,0,51,20vymiy7bo8wkyxai3ew494fz,0,18.1,88.8,2023-04-02T12:31:17.285Z,2023-04-02T12:31:22Z,4157392207,1,,4157392193,56,Left,4157392203,212,44.6,4157392201,141,80.4,4157392189,157,,4157392199,140,60.2,4157392205,213,6.2,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527446091,51,44,1,0,53,89w5c6pw7vn0dxypi61tt0g4k,1,39.4,17.5,2023-04-02T12:31:18.734Z,2023-04-02T12:33:10Z,4157402499,285,,4157402497,56,Back,4157402509,233,15,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444173,15,44,1,0,53,20vymiy7bo8wkyxai3ew494fz,0,60.6,82.5,2023-04-02T12:31:18.735Z,2023-04-02T13:10:11Z,4157392217,286,,4157402553,233,51,4157392215,56,Left,,,,,,,,,,,,,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444159,12,1,1,0,54,89w5c6pw7vn0dxypi61tt0g4k,1,31.5,20.3,2023-04-02T12:31:20.231Z,2023-04-02T12:31:21Z,4157392155,3,,4157392163,212,8.2,4157392161,141,23.6,4157392159,140,39.0,4157392157,56,Back,4157392165,213,0.3,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444169,13,49,1,0,55,89w5c6pw7vn0dxypi61tt0g4k,1,39.3,23.4,2023-04-02T12:31:21.031Z,2023-04-02T12:31:21Z,,,,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444185,14,1,1,0,55,89w5c6pw7vn0dxypi61tt0g4k,1,39.3,23.4,2023-04-02T12:31:21.127Z,2023-04-02T12:31:22Z,4157392269,155,,4157392279,213,2.4,4157392277,212,17.0,4157392275,141,40.9,4157392273,140,27.7,4157392271,56,Back,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444241,15,1,1,0,56,89w5c6pw7vn0dxypi61tt0g4k,0,27.7,40.9,2023-04-02T12:31:22.135Z,2023-04-02T12:33:06Z,4157392485,56,Center,4157392483,3,,4157392489,141,34.8,4157392487,140,56.6,4157392493,213,6.1,4157392491,212,30.6,,,,,,,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444249,16,44,1,0,58,20vymiy7bo8wkyxai3ew494fz,1,42.1,67.2,2023-04-02T12:31:24.198Z,2023-04-02T12:31:26Z,4157392543,285,,4157392541,56,Back,4157392589,233,16,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444245,16,44,1,0,58,89w5c6pw7vn0dxypi61tt0g4k,0,57.9,32.8,2023-04-02T12:31:24.199Z,2023-04-02T12:31:27Z,4157392517,56,Center,4157392519,286,,4157392669,233,16,,,,,,,,,,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444267,17,1,1,0,59,20vymiy7bo8wkyxai3ew494fz,1,40.7,67.6,2023-04-02T12:31:24.882Z,2023-04-02T12:33:26Z,4157392639,56,Center,4157392637,3,,4157392647,213,0.0,4157392645,212,12.3,4157392641,140,52.4,4157392643,141,68.2,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444277,18,49,1,1,0,20vymiy7bo8wkyxai3ew494fz,1,56,75.2,2023-04-02T12:31:26.085Z,2023-04-02T12:31:27Z,,,,,,,,,,,,,,,,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444279,19,1,1,1,1,20vymiy7bo8wkyxai3ew494fz,0,59.9,80.6,2023-04-02T12:31:26.758Z,2023-04-02T12:31:27Z,4157392699,56,Center,4157392705,212,14.3,4157392703,141,76.3,4157392701,140,73.2,4157392713,213,6.1,,,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444335,17,1,1,1,4,89w5c6pw7vn0dxypi61tt0g4k,1,32.5,12.9,2023-04-02T12:31:30.023Z,2023-04-02T12:31:31Z,4157393005,56,Back,4157393013,212,6.4,4157393009,141,16.4,4157393017,213,0.4,4157393007,140,38.2,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444345,18,49,1,1,6,89w5c6pw7vn0dxypi61tt0g4k,1,37.6,25.3,2023-04-02T12:31:31.428Z,2023-04-02T12:31:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6ovzd9akutufagsd8kmxmsei2,J. van Mullem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444387,19,1,1,1,6,89w5c6pw7vn0dxypi61tt0g4k,1,37.2,25.3,2023-04-02T12:31:32.151Z,2023-04-02T12:31:33Z,4157393325,212,11.8,4157393321,141,10.6,4157393327,213,4.2,4157393317,140,31.3,4157393313,56,Back,,,,,,,,,,6ovzd9akutufagsd8kmxmsei2,J. van Mullem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444419,20,1,1,1,8,89w5c6pw7vn0dxypi61tt0g4k,1,31.3,10.6,2023-04-02T12:31:33.495Z,2023-04-02T12:31:35Z,4157393503,56,Back,4157393511,213,5.4,4157393505,140,34.3,4157393507,141,4.9,4157393509,212,5.0,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444449,21,1,1,1,10,89w5c6pw7vn0dxypi61tt0g4k,1,34.5,4.6,2023-04-02T12:31:35.686Z,2023-04-02T12:31:37Z,4157393663,140,62.0,4157393661,56,Right,4157393665,141,6.8,4157393667,212,28.9,4157393669,213,0.1,,,,,,,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444463,22,1,1,1,12,89w5c6pw7vn0dxypi61tt0g4k,1,62,6.5,2023-04-02T12:31:37.670Z,2023-04-02T12:31:38Z,4157393741,213,1.7,4157393735,140,61.1,4157393733,56,Right,4157393739,212,5.6,4157393737,141,14.6,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444513,23,1,1,1,13,89w5c6pw7vn0dxypi61tt0g4k,0,61.1,14.6,2023-04-02T12:31:38.626Z,2023-04-02T12:31:40Z,4157394059,56,Right,4157394057,155,,4157394071,213,6.1,4157394065,140,77.2,4157394067,141,8.9,4157394069,212,17.3,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444521,20,49,1,1,15,20vymiy7bo8wkyxai3ew494fz,1,21.1,90.4,2023-04-02T12:31:41.222Z,2023-04-02T12:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444575,21,1,1,1,17,20vymiy7bo8wkyxai3ew494fz,0,21.1,90.4,2023-04-02T12:31:42.438Z,2023-04-02T12:31:43Z,4157394415,213,6.3,4157394411,141,89.7,4157394413,212,40.8,4157394403,157,,4157394409,140,60.0,4157394417,1,,4157394407,56,Left,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444585,24,43,1,1,18,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2023-04-02T12:31:43.785Z,2023-04-02T12:31:47Z,4157394855,144,49,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444657,22,1,1,1,19,20vymiy7bo8wkyxai3ew494fz,0,53.4,87.4,2023-04-02T12:31:44.599Z,2023-04-02T12:31:47Z,4157394789,141,71.1,4157394787,140,70.7,4157394785,56,Center,4157394791,212,21.3,4157394793,213,5.7,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444619,25,61,1,1,19,89w5c6pw7vn0dxypi61tt0g4k,0,40.6,14.3,2023-04-02T12:31:44.646Z,2023-04-02T12:31:44Z,4157394599,56,Back,,,,,,,,,,,,,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444719,26,49,1,1,24,89w5c6pw7vn0dxypi61tt0g4k,1,27.4,35.4,2023-04-02T12:31:49.670Z,2023-04-02T12:31:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444769,27,1,1,1,24,89w5c6pw7vn0dxypi61tt0g4k,1,27.4,35.4,2023-04-02T12:31:50.390Z,2023-04-02T12:31:52Z,4157395449,141,45.1,4157395447,140,10.0,4157395445,56,Back,4157395453,213,2.8,4157395451,212,19.4,,,,,,,,,,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444781,28,1,1,1,27,89w5c6pw7vn0dxypi61tt0g4k,1,9.8,45.1,2023-04-02T12:31:52.485Z,2023-04-02T12:31:54Z,4157395561,213,0.9,4157395553,56,Back,4157395555,140,25.0,4157395557,141,72.6,4157395559,212,24.6,,,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444809,29,1,1,1,28,89w5c6pw7vn0dxypi61tt0g4k,1,25,72.6,2023-04-02T12:31:54.070Z,2023-04-02T12:31:55Z,4157395691,56,Back,4157395693,140,21.5,4157395695,141,59.6,4157395697,212,9.6,4157395699,213,4.3,,,,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444843,30,1,1,1,29,89w5c6pw7vn0dxypi61tt0g4k,1,21.5,58.5,2023-04-02T12:31:55.398Z,2023-04-02T12:31:57Z,4157395865,56,Back,4157395873,213,5.0,4157395871,212,18.1,4157395867,140,25.9,4157395869,141,32.8,,,,,,,,,,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444885,31,1,1,1,31,89w5c6pw7vn0dxypi61tt0g4k,1,26.3,30.6,2023-04-02T12:31:57.414Z,2023-04-02T12:31:59Z,4157396119,213,4.9,4157396117,212,15.6,4157396115,141,8.2,4157396113,140,29.6,4157396111,56,Back,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444941,32,1,1,1,34,89w5c6pw7vn0dxypi61tt0g4k,1,29.8,6.8,2023-04-02T12:31:59.698Z,2023-04-02T12:32:03Z,4157396427,141,6.8,4157396429,212,9.6,4157396423,56,Back,4157396425,140,38.9,4157396431,213,0,,,,,,,,,,f57vs3qmmob743hdk2dxf56cq,S. Sambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527444999,33,1,1,1,38,89w5c6pw7vn0dxypi61tt0g4k,1,38.1,7,2023-04-02T12:32:03.862Z,2023-04-02T12:32:06Z,4157396725,1,,4157396723,213,0.8,4157396721,212,33.6,4157396713,155,,4157396715,56,Center,4157396717,140,60.7,4157396719,141,41.9,,,,2nwthqvbk70e2qo35dgp35979,V. van Crooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527445007,34,61,1,1,41,89w5c6pw7vn0dxypi61tt0g4k,1,60.7,41.9,2023-04-02T12:32:06.766Z,2023-04-02T12:32:07Z,4157396759,56,Center,,,,,,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
