id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/17/value,qualifier/14/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2521633325,6,1,1,0,47,b79uipsy57y1jqpy07h4i5ovk,1,55.1,46.1,2023-03-18T15:34:10.224Z,2023-03-19T12:56:57Z,4105770755,56,Center,4109553395,178,,4105770765,1,,4105770751,155,,4105770761,212,39.3,4105770759,141,68.5,4105770757,140,89.6,4105770763,213,0.4,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,4105770749,5,4105770753,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521633335,7,61,1,0,49,b79uipsy57y1jqpy07h4i5ovk,0,89.6,68.5,2023-03-18T15:34:12.429Z,2023-03-19T12:57:34Z,4109554905,15,,4109554907,178,,4105770821,56,Center,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521633315,6,5,1,0,52,ccpscwdcm65czscrun048ecn5,1,-0.7,23.6,2023-03-18T15:34:15.207Z,2023-03-19T12:57:49Z,4105770695,56,Back,4105770697,346,,4105771077,233,8,,,,,,,,,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521633365,8,5,1,0,52,b79uipsy57y1jqpy07h4i5ovk,0,100.7,76.4,2023-03-18T15:34:15.207Z,2023-03-19T12:57:49Z,4105770951,56,Center,4105770953,346,,4105771149,233,6,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521634451,7,1,1,1,16,ccpscwdcm65czscrun048ecn5,0,5,37,2023-03-18T15:34:39.264Z,2023-03-19T12:57:53Z,4105776291,141,0.0,4105776305,74,,4105776299,1,,4105776297,213,5.7,4105776295,212,48.5,4105776285,124,,4105776287,56,Back,4105776289,140,43.7,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521634461,8,5,1,1,19,ccpscwdcm65czscrun048ecn5,0,45.8,-1.5,2023-03-18T15:34:41.895Z,2023-03-19T12:57:58Z,4105776355,347,,4105776353,56,Back,4105777691,233,9,,,,,,,,,,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521634721,9,5,1,1,19,b79uipsy57y1jqpy07h4i5ovk,1,54.2,101.5,2023-03-18T15:34:41.895Z,2023-03-19T12:57:57Z,4105777639,233,8,4105777583,347,,4105777579,56,Left,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521634867,10,1,1,1,27,b79uipsy57y1jqpy07h4i5ovk,1,49.2,100,2023-03-18T15:34:49.735Z,2023-03-19T12:58:10Z,4105778385,1,,4105778383,213,3.8,4106871255,189,,4105778379,141,82.3,4105778377,140,32.0,4105778375,56,Back,4105778381,212,22.4,4105778373,107,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635159,11,1,1,1,28,b79uipsy57y1jqpy07h4i5ovk,1,28.5,77.9,2023-03-18T15:34:51.463Z,2023-03-19T12:58:18Z,4109557033,178,,4105779917,141,57.2,4105779925,213,3.8,4105779915,140,9.9,4105779913,56,Back,4105779921,212,24.1,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635311,12,1,1,1,34,b79uipsy57y1jqpy07h4i5ovk,0,14.3,46.3,2023-03-18T15:34:56.878Z,2023-03-19T12:58:24Z,4105780675,213,6.1,4105780669,141,30.0,4105780677,1,,4105780667,140,66.6,4109557347,178,,4105780659,155,,4105780663,56,Center,4105780671,212,56.0,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635285,10,8,1,1,37,ccpscwdcm65czscrun048ecn5,1,37.2,76.9,2023-03-18T15:34:59.664Z,2023-03-19T12:58:42Z,4109558317,388,,4106872467,384,,4105780621,15,,4105780549,56,Back,,,,,,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635277,9,43,1,1,37,ccpscwdcm65czscrun048ecn5,1,0,0,2023-03-18T15:35:00.399Z,2023-03-18T15:35:10Z,4105782895,144,44,4105780521,56,Back,4105780523,285,0,,,,,,,,,,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635353,11,5,1,1,39,ccpscwdcm65czscrun048ecn5,0,27.6,102,2023-03-18T15:35:02.374Z,2023-03-19T12:58:47Z,4105780901,347,,4105784223,233,13,4105780899,56,Back,,,,,,,,,,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521635979,13,5,1,1,39,b79uipsy57y1jqpy07h4i5ovk,1,72.4,-2,2023-03-18T15:35:02.374Z,2023-03-19T12:58:46Z,4105784015,347,,4105784063,233,11,4105784013,56,Right,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636131,14,1,1,1,53,b79uipsy57y1jqpy07h4i5ovk,1,77,0,2023-03-18T15:35:16.240Z,2023-03-19T12:58:51Z,4105784791,107,,4105784795,140,80.9,4105784797,141,12.3,4105784799,212,10.4,4105784801,213,1.2,4105784793,56,Right,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636357,15,1,1,1,56,b79uipsy57y1jqpy07h4i5ovk,1,73.1,12.8,2023-03-18T15:35:19.023Z,2023-03-19T12:59:05Z,4105785971,141,8.2,4109559501,178,,4105785973,212,20.2,4105785975,213,3.3,4105785967,56,Right,4105785969,140,54.1,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636423,16,1,1,2,2,b79uipsy57y1jqpy07h4i5ovk,1,58.1,6.8,2023-03-18T15:35:24.853Z,2023-03-19T12:59:13Z,4105786341,213,0.6,4105786335,141,18.6,4105786339,212,13.4,4105786329,56,Right,4109559893,178,,4105786331,140,68.3,,,,,,,90vny1388bdhx8103lp9njac4,J. Amofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636437,17,3,1,2,3,b79uipsy57y1jqpy07h4i5ovk,0,67.9,19,2023-03-18T15:35:26.186Z,2023-03-19T12:59:27Z,4109560477,178,,4106875561,464,,4105786697,233,12,4105786427,56,Right,4105786429,286,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636475,12,7,1,2,4,ccpscwdcm65czscrun048ecn5,0,32.1,81,2023-03-18T15:35:26.640Z,2023-03-19T12:59:31Z,4105786589,56,Back,4105786665,233,17,4109560631,178,,4105786591,285,,4106875847,383,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636525,18,3,1,2,5,b79uipsy57y1jqpy07h4i5ovk,0,65.8,16.6,2023-03-18T15:35:27.974Z,2023-03-19T12:59:40Z,4105786831,286,,4105787013,233,13,4105786829,56,Right,4106879125,464,,4109561043,178,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636539,13,7,1,2,5,ccpscwdcm65czscrun048ecn5,0,34.2,83.4,2023-03-18T15:35:28.099Z,2023-03-19T12:59:43Z,4106879461,383,,4105786915,285,,4105786955,233,18,4105786911,56,Back,4109561161,178,,,,,,,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636723,19,1,1,2,6,b79uipsy57y1jqpy07h4i5ovk,1,67.7,16.7,2023-03-18T15:35:29.424Z,2023-03-19T12:59:54Z,4105787933,212,18.0,4109561531,178,,4105787935,213,0.2,4105787929,140,84.3,4105787927,56,Center,4105787931,141,23.1,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636749,14,4,1,2,8,ccpscwdcm65czscrun048ecn5,1,14.2,78.2,2023-03-18T15:35:30.543Z,2023-03-19T13:00:16Z,4105788107,56,Back,4105788103,295,,4105788111,152,,4105788101,13,,4105788115,285,,4105788197,233,20,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521636737,20,4,1,2,8,b79uipsy57y1jqpy07h4i5ovk,0,85.8,21.8,2023-03-18T15:35:30.544Z,2023-03-19T13:00:16Z,4109562637,178,,4105788021,286,,4105788015,295,,4105788017,56,Center,4105788019,152,,4105788305,233,14,4105788013,13,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521637573,15,1,1,2,25,ccpscwdcm65czscrun048ecn5,1,18.1,70.3,2023-03-18T15:35:48.136Z,2023-03-19T13:00:42Z,4105792481,56,Back,4105792477,152,,4109564007,178,,4105792491,141,46.6,4105792473,5,,4105792485,140,5.3,4105792495,212,21.0,4105792497,213,4.0,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521637713,16,1,1,2,30,ccpscwdcm65czscrun048ecn5,1,9.6,51,2023-03-18T15:35:52.936Z,2023-03-19T13:00:45Z,4109564121,178,,4105793289,141,32.8,4105793287,140,13.4,4105793285,56,Back,4105793293,213,5.0,4105793291,212,13.0,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521637871,17,1,1,2,34,ccpscwdcm65czscrun048ecn5,1,15.7,31.3,2023-03-18T15:35:56.877Z,2023-03-19T13:00:49Z,4109564217,178,,4105794073,56,Back,4105794075,140,5.8,4105794081,213,2.2,4105794079,212,17.1,4105794077,141,51.3,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521638197,18,1,1,2,37,ccpscwdcm65czscrun048ecn5,1,4.8,59,2023-03-18T15:35:59.784Z,2023-03-19T13:00:53Z,4109564453,178,,4105795851,56,Back,4105795853,140,9.8,4105795855,141,74.4,4105795859,213,1.1,4105795857,212,11.7,,,,,,,9q90ls3k1i2739wd6a20fku6t,V. Barkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521638291,19,1,1,2,44,ccpscwdcm65czscrun048ecn5,1,27,71.5,2023-03-18T15:36:07.215Z,2023-03-19T13:01:00Z,4105796377,213,4.3,4105796369,56,Back,4105796375,212,17.2,4105796373,141,48.7,4105796371,140,19.8,4109564845,178,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521638571,20,1,1,2,46,ccpscwdcm65czscrun048ecn5,1,19.4,49.7,2023-03-18T15:36:09.473Z,2023-03-19T13:01:04Z,4105797897,140,13.4,4105797895,56,Back,4105797901,141,12.6,4109565057,178,,4105797907,213,4.5,4105797905,212,26.0,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521638785,21,1,1,2,53,ccpscwdcm65czscrun048ecn5,1,26.7,16.8,2023-03-18T15:36:15.896Z,2023-03-19T13:01:07Z,4105799053,213,1.8,4105799049,212,10.1,4105799045,141,31.3,4109565283,178,,4105799041,140,24.7,4105799037,56,Back,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521638871,22,1,1,2,58,ccpscwdcm65czscrun048ecn5,1,27.9,50,2023-03-18T15:36:20.847Z,2023-03-19T13:01:16Z,4105799503,213,1.7,4105799491,140,25.7,4109565809,178,,4105799497,141,76.4,4105799487,56,Back,4105799501,212,18.1,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521639073,23,1,1,3,0,ccpscwdcm65czscrun048ecn5,1,25.7,76.4,2023-03-18T15:36:23.032Z,2023-03-19T13:01:19Z,4105800503,212,12.1,4105800505,213,4.6,4109565927,178,,4105800497,56,Back,4105800499,140,24.8,4105800501,141,58.7,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521639213,24,1,1,3,5,ccpscwdcm65czscrun048ecn5,1,27.1,54.9,2023-03-18T15:36:27.513Z,2023-03-19T13:01:23Z,4109566145,178,,4105801329,213,4.9,4105801317,140,28.7,4105801325,212,10.3,4105801313,56,Back,4105801321,141,40.0,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521639551,25,1,1,3,8,ccpscwdcm65czscrun048ecn5,0,33.2,32.5,2023-03-18T15:36:31.232Z,2023-03-19T13:01:27Z,4105803121,141,12.5,4109566359,178,,4105803125,213,6.1,4105803115,155,,4105803117,56,Right,4105803127,1,,4105803119,140,93.6,4105803123,212,64.9,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521639635,21,4,1,3,15,b79uipsy57y1jqpy07h4i5ovk,1,4,88.8,2023-03-18T15:36:38.414Z,2023-03-19T13:01:34Z,4105804145,233,26,4105803591,285,,4105803585,294,,4105803587,56,Back,4105803589,152,,4105803583,13,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521639729,26,4,1,3,15,ccpscwdcm65czscrun048ecn5,0,96,11.2,2023-03-18T15:36:38.415Z,2023-03-19T13:01:34Z,4105804201,233,21,4109566633,178,,4105804021,286,,4105804015,294,,4105804017,56,Right,4105804019,152,,4105804013,13,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521640957,22,1,1,3,45,b79uipsy57y1jqpy07h4i5ovk,0,10.2,86.6,2023-03-18T15:37:07.823Z,2023-03-19T13:01:38Z,4105810583,140,74.6,4105810587,212,68.3,4105810589,213,0.1,4105810571,5,,4105810591,1,,4105810581,56,Left,4105810579,152,,4105810585,141,100.0,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,4109566915,178,4105810575,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521640969,23,5,1,3,49,b79uipsy57y1jqpy07h4i5ovk,0,71.8,101.5,2023-03-18T15:37:11.767Z,2023-03-19T13:01:51Z,4105810621,347,,4105810617,56,Left,4105815397,233,27,,,,,,,,,,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521641845,27,5,1,3,49,ccpscwdcm65czscrun048ecn5,1,28.2,-1.5,2023-03-18T15:37:11.767Z,2023-03-19T13:01:50Z,4105815349,233,23,4105815267,56,Back,4105815273,347,,,,,,,,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521641919,28,1,1,4,10,ccpscwdcm65czscrun048ecn5,1,32.4,0,2023-03-18T15:37:33.436Z,2023-03-19T13:01:55Z,4105815653,213,1.0,4105815643,107,,4105815645,56,Back,4105815649,141,8.2,4105815647,140,36.4,4105815651,212,8.1,,,,,,,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521642119,30,44,1,4,12,ccpscwdcm65czscrun048ecn5,1,37.8,15.8,2023-03-18T15:37:34.680Z,2023-03-21T13:11:55Z,4105816623,285,,4105816783,233,24,4105816621,56,Back,,,,,,,,,,,,,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521641933,24,44,1,4,12,b79uipsy57y1jqpy07h4i5ovk,0,62.2,84.2,2023-03-18T15:37:34.681Z,2023-03-19T13:01:59Z,4105816815,233,30,4105815727,286,,4105815725,56,Left,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521641943,29,1,1,4,12,ccpscwdcm65czscrun048ecn5,0,36.4,8.6,2023-03-18T15:37:34.776Z,2023-03-21T13:11:56Z,4105815765,168,,4105815775,213,0.4,4105815767,56,Back,4105815769,140,40.7,4105815773,212,4.8,4109568497,178,,4105815771,141,11.1,,,,4rp5snknt88bf4lws5t0o9gph,S. van de Streek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521642041,25,49,1,4,12,b79uipsy57y1jqpy07h4i5ovk,1,54,80.5,2023-03-18T15:37:35.359Z,2023-03-19T13:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
