id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2473130387,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-16T16:48:12.381Z,2022-10-16T18:11:03Z,3850101707,130,4,3850101711,194,6m2pk6odyb3atayt6u8cifahh,3850101713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850101709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850101703,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850101705,59,"22, 19, 3, 4, 2, 17, 6, 23, 9, 7, 10, 1, 5, 11, 16, 18, 20, 21, 25, 26, 29, 35",3850101701,30,"7w5ivtmbqzi4hfte330r1a505, 29m8py8czo6w0zf2arwolirjd, 4jqgl7x5ewke1u0sy2cbkqfhl, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 3kx4mltrob4yta5g6kr2u8ic5, baakmd4ndnulbl9npvmq90mvp, 7joybllup4h9oe6zfhcepjy6t, 9c2i7ddl2uh7kuhwq62klkyui, 6hrp4zuxh40i3tccmk5s0j5xx, 6m2pk6odyb3atayt6u8cifahh, a91pmdnyzx1i7vx3l19hj4jx1, dafbvyorudvujxw7zswicykmh, 8ty68f4i1lwjdktycd2oy5a6t, ddfwtazsntda1pah2l454py3t, 6w6ewzxircqxk6dsrs1rvc8ru, p7vw4thx5wzo49h6hfabcq5m, 1ekkj2b713kjnugsk4dz50q1h, 47l204bkq2qqjhtazusr0019m, 2zkaf848fjcdhuii8783pkm7e, eo74fl3ctgkwbpsa099rkv6xh, 2x44f29a52v8kpkkjsuiiywdm",3850382841,197,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473139051,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-16T17:00:01.191Z,2022-10-16T18:04:40Z,3850144759,30,"am19rcub89k9bleldiqps7845, cvw6enlkjfnrtysck783raf6y, 6db1q8hud1d8u2q3lxzfixzze, 8znaym62oghri26gdn8o6fz84, 934ldgpefo90za10cq49k0o6i, 3r6elcuru7no13hrfczmwbmy1, 6jhavdnaitqn6ydme8a526aui, f07qmqesi1rpw7eapoz9rb0gk, 5zwa237gtyf2mlrmo7tlkqnoq, a46irqckxabod18j2c0qfixre, 7y0acvcg9km8dz51t5ndy23md, 1wf757j0e3v3bdpbc9z2tav3d, 9aj2e1c30c8i3h6iff0k4dmac, bhkrpr3gxc5xx0b0dinla5muh, 36q7nfs7t68aeg3z54rnr31pm, 4w7a5n358oifbqkyftop0rtka, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, 3fvaph4p7n0i1nwhhtlpayzh0",3850364075,197,1517,3850144763,59,"1, 24, 28, 34, 4, 2, 14, 33, 9, 8, 29, 5, 6, 7, 10, 11, 17, 18, 22, 38",3850144769,194,934ldgpefo90za10cq49k0o6i,3850144761,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850144765,130,11,3850144767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850144771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183083,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-10-16T18:01:41.812Z,2022-10-16T18:01:41Z,3850381421,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183215,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-16T18:01:41.812Z,2022-10-18T06:38:29Z,3850382041,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183123,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,50.3,49.6,2022-10-16T18:01:41.848Z,2022-10-18T06:54:02Z,3850381597,212,26.1,3853265975,178,,3850381599,213,3.7,3850381593,140,28.7,3850381601,279,S,3850381591,56,Back,3850381595,141,30.7,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183131,4,1,1,0,2,dqk062lu0vm8epvytbm6r4mmf,0,28.2,29.6,2022-10-16T18:01:44.593Z,2022-10-18T06:54:06Z,3850381647,56,Back,3853266017,178,,3850381653,212,3.5,3850381651,141,32.5,3850381655,213,0.6,3850381649,140,31.0,3850381645,155,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183233,3,61,1,0,2,d0zdg647gvgc95xdtk1vpbkys,1,69,59.7,2022-10-16T18:01:44.704Z,2022-10-18T06:54:11Z,3853266073,388,,3850382125,56,Center,,,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183239,4,5,1,0,6,d0zdg647gvgc95xdtk1vpbkys,0,101.2,79.6,2022-10-16T18:01:48.647Z,2022-10-18T06:54:16Z,3850382149,56,Left,3850382549,233,5,3850382151,346,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183185,5,5,1,0,6,dqk062lu0vm8epvytbm6r4mmf,1,-1.2,20.4,2022-10-16T18:01:48.647Z,2022-10-18T06:54:16Z,3850381899,346,,3850381897,56,Back,3850382513,233,4,,,,,,,,,,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183427,6,1,1,0,29,dqk062lu0vm8epvytbm6r4mmf,0,4.3,43.3,2022-10-16T18:02:11.656Z,2022-10-18T06:54:20Z,3850383163,213,6.1,3850383169,74,,3850383159,141,30.1,3850383153,124,,3850383161,212,61.8,3850383165,1,,3850383155,56,Center,3850383157,140,62.5,am19rcub89k9bleldiqps7845,S. van Gassel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183435,5,44,1,0,33,d0zdg647gvgc95xdtk1vpbkys,1,35.4,69.2,2022-10-16T18:02:15.451Z,2022-10-18T10:25:27Z,3850383209,233,7,3850383203,56,Back,3850383205,285,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183433,7,44,1,0,33,dqk062lu0vm8epvytbm6r4mmf,0,64.6,30.8,2022-10-16T18:02:15.452Z,2022-10-18T06:54:26Z,3850383279,233,5,3850383201,286,,3850383199,56,Center,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183441,6,1,1,0,33,d0zdg647gvgc95xdtk1vpbkys,0,31.6,69.9,2022-10-16T18:02:15.484Z,2022-10-18T10:25:28Z,3850383223,140,35.6,3850383229,213,1.1,3850383219,3,,3850383221,56,Back,3850383225,141,82.9,3850383227,212,9.8,3853266385,388,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183463,8,1,1,0,35,dqk062lu0vm8epvytbm6r4mmf,0,59.6,27.8,2022-10-16T18:02:17.454Z,2022-10-18T06:54:36Z,3850383345,56,Center,3850383349,141,27.2,3850383343,3,,3850383351,212,12.8,3850383353,213,6.3,3853266437,388,,3850383347,140,71.8,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183453,7,49,1,0,37,d0zdg647gvgc95xdtk1vpbkys,1,24.8,84.8,2022-10-16T18:02:19.317Z,2022-10-18T06:54:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183513,8,1,1,0,37,d0zdg647gvgc95xdtk1vpbkys,0,24.8,84.8,2022-10-16T18:02:19.340Z,2022-10-18T06:54:44Z,3850383615,56,Center,3850383621,212,48.5,3853266587,178,,3850383625,1,,3850383623,213,5.9,3850383613,157,,3850383619,141,54.9,3850383617,140,66.7,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183549,9,1,1,0,41,dqk062lu0vm8epvytbm6r4mmf,1,31.6,47.5,2022-10-16T18:02:23.028Z,2022-10-18T06:54:50Z,3850383775,56,Back,3850383785,213,1.4,3850383781,212,6.1,3853266663,178,,3850383779,141,56.4,3850383777,140,32.4,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183593,12,49,1,0,42,dqk062lu0vm8epvytbm6r4mmf,1,35,70.1,2022-10-16T18:02:23.872Z,2022-10-18T06:54:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183561,10,1,1,0,42,dqk062lu0vm8epvytbm6r4mmf,1,32.4,56.4,2022-10-16T18:02:23.894Z,2022-10-18T06:54:59Z,3850383851,212,8.5,3850383847,140,35.0,3850383853,213,5.0,3853266763,178,,3850383845,56,Back,3850383849,141,44.5,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183577,11,1,1,0,43,dqk062lu0vm8epvytbm6r4mmf,0,35,44.5,2022-10-16T18:02:24.951Z,2022-10-18T06:55:05Z,3850383917,213,1.0,3853266867,388,,3850383909,56,Back,3850383913,141,57.6,3850383915,212,10.6,3850383911,140,40.4,3850383907,3,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183591,9,49,1,0,46,d0zdg647gvgc95xdtk1vpbkys,1,53.5,43.1,2022-10-16T18:02:28.571Z,2022-10-18T06:55:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183605,10,1,1,0,46,d0zdg647gvgc95xdtk1vpbkys,1,53.5,43.1,2022-10-16T18:02:28.628Z,2022-10-18T06:55:57Z,3850384035,56,Center,3850384039,141,49.4,3850384043,213,1.2,3850384037,140,55.2,3853267601,178,,3850384041,212,4.6,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183667,11,1,1,0,48,d0zdg647gvgc95xdtk1vpbkys,1,55.5,49.3,2022-10-16T18:02:30.107Z,2022-10-18T06:56:03Z,3850384359,213,4.7,3850384353,140,54.0,3850384351,56,Right,3850384355,141,8.3,3850384357,212,27.9,3853267743,178,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183711,12,1,1,0,55,d0zdg647gvgc95xdtk1vpbkys,1,75.8,10,2022-10-16T18:02:37.132Z,2022-10-18T06:56:07Z,3853267805,178,,3850384589,140,73.7,3850384587,56,Right,3850384593,212,5.3,3850384595,213,2.0,3850384591,141,17.1,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183733,13,1,1,0,58,d0zdg647gvgc95xdtk1vpbkys,1,70.2,8,2022-10-16T18:02:40.204Z,2022-10-18T06:56:11Z,3853267847,178,,3850384701,141,6.1,3850384705,213,3.2,3850384703,212,13.7,3850384697,56,Right,3850384699,140,57.2,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183743,14,1,1,1,0,d0zdg647gvgc95xdtk1vpbkys,1,54.9,10.3,2022-10-16T18:02:41.945Z,2022-10-18T06:56:15Z,3850384773,141,40.7,3850384775,212,22.2,3850384771,140,47.3,3850384777,213,1.9,3850384769,56,Back,3853267911,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183799,15,1,1,1,1,d0zdg647gvgc95xdtk1vpbkys,1,47.3,40.7,2022-10-16T18:02:43.669Z,2022-10-18T06:56:18Z,3850385015,141,33.3,3850385011,56,Center,3853267937,178,,3850385017,212,10.9,3850385013,140,56.5,3850385019,213,5.8,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183865,16,1,1,1,4,d0zdg647gvgc95xdtk1vpbkys,1,58.5,31,2022-10-16T18:02:46.476Z,2022-10-18T06:56:22Z,3850385329,213,5.9,3850385323,140,97.1,3850385319,155,,3850385331,1,,3850385325,141,7.7,3850385321,56,Right,3853268031,178,,3850385327,212,43.5,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183871,17,61,1,1,8,d0zdg647gvgc95xdtk1vpbkys,0,97,5.5,2022-10-16T18:02:50.380Z,2022-10-18T06:56:31Z,3853268245,178,,3850385343,56,Right,,,,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183895,13,49,1,1,9,dqk062lu0vm8epvytbm6r4mmf,1,4.6,93.6,2022-10-16T18:02:51.095Z,2022-10-18T06:56:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473739137,668,67,1,1,9,dqk062lu0vm8epvytbm6r4mmf,1,3.3,95,2022-10-16T18:02:51.155Z,2022-10-18T10:25:28Z,3853316191,233,1196,,,,,,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473739135,1196,67,1,1,9,d0zdg647gvgc95xdtk1vpbkys,0,96.7,5,2022-10-16T18:02:51.156Z,2022-10-18T07:37:56Z,3853316203,233,668,,,,,,,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183905,14,1,1,1,10,dqk062lu0vm8epvytbm6r4mmf,0,6.5,97.9,2022-10-16T18:02:52.616Z,2022-10-18T06:56:40Z,3850385489,140,8.5,3853268415,178,,3850385495,213,0.1,3850385491,141,98.1,3850385493,212,2.1,3850385487,56,Back,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473509213,1078,61,1,1,10,d0zdg647gvgc95xdtk1vpbkys,1,89.2,2.3,2022-10-16T18:02:52.713Z,2022-10-18T06:56:45Z,3853268503,178,,3852057773,56,Right,,,,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473183965,15,5,1,1,11,dqk062lu0vm8epvytbm6r4mmf,1,9.4,101.4,2022-10-16T18:02:53.186Z,2022-10-18T06:56:49Z,3850385755,347,,3850386031,233,18,3850385753,56,Back,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184025,18,5,1,1,11,d0zdg647gvgc95xdtk1vpbkys,0,90.6,-1.4,2022-10-16T18:02:53.186Z,2022-10-18T06:56:48Z,3850386013,347,,3850386053,233,15,3850386011,56,Right,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184039,16,1,1,1,23,dqk062lu0vm8epvytbm6r4mmf,1,10.3,100,2022-10-16T18:03:05.720Z,2022-10-18T06:56:54Z,3850386079,107,,3850386085,141,91.4,3850386081,56,Back,3850386089,213,5.9,3850386083,140,27.1,3850386087,212,18.8,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184055,17,1,1,1,25,dqk062lu0vm8epvytbm6r4mmf,0,27.1,91.4,2022-10-16T18:03:07.625Z,2022-10-18T06:56:59Z,3850386177,168,,3850386187,213,6.2,3850386179,56,Back,3850386185,212,16.6,3853268797,388,,3850386181,140,42.8,3850386183,141,88.4,3850386175,3,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184059,19,1,1,1,28,d0zdg647gvgc95xdtk1vpbkys,1,54.3,4.3,2022-10-16T18:03:10.616Z,2022-10-18T06:57:09Z,3850386207,213,0.0,3850386199,56,Right,3850386203,141,4.3,3853268947,388,,3850386197,3,,3850386205,212,2.7,3850386201,140,56.9,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184063,20,49,1,1,30,d0zdg647gvgc95xdtk1vpbkys,1,55.6,3.4,2022-10-16T18:03:12.374Z,2022-10-18T06:57:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473739295,1226,67,1,1,30,d0zdg647gvgc95xdtk1vpbkys,1,53.3,4.8,2022-10-16T18:03:12.444Z,2022-10-18T10:25:29Z,3853317349,233,672,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473739293,672,67,1,1,30,dqk062lu0vm8epvytbm6r4mmf,0,46.7,95.2,2022-10-16T18:03:12.445Z,2022-10-18T07:39:07Z,3853317363,233,1226,,,,,,,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184111,21,1,1,1,30,d0zdg647gvgc95xdtk1vpbkys,0,53.6,4.8,2022-10-16T18:03:12.447Z,2022-10-18T10:25:29Z,3852210517,233,646,3850386427,212,2.1,3853269201,178,,3852058567,286,,3850386429,213,4.8,3852058565,236,,3850386425,141,1.7,3850386419,56,Right,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,3850386423,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473509355,646,74,1,1,30,dqk062lu0vm8epvytbm6r4mmf,1,46.4,96.5,2022-10-16T18:03:12.492Z,2022-10-18T06:57:44Z,3853269449,178,,3852058483,285,,3852210521,233,21,3852058481,56,Back,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184113,22,61,1,1,32,d0zdg647gvgc95xdtk1vpbkys,0,42.4,1.9,2022-10-16T18:03:14.579Z,2022-10-18T06:58:04Z,3853269559,178,,3850386437,56,Back,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184125,18,5,1,1,33,dqk062lu0vm8epvytbm6r4mmf,1,57,101.2,2022-10-16T18:03:15.412Z,2022-10-18T06:57:58Z,3850386501,347,,3850386549,233,23,3850386499,56,Left,,,,,,,,,,,,,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184117,23,5,1,1,33,d0zdg647gvgc95xdtk1vpbkys,0,43,-1.2,2022-10-16T18:03:15.412Z,2022-10-18T06:57:58Z,3850386465,56,Back,3850386589,233,18,3850386467,347,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184307,19,1,1,1,55,dqk062lu0vm8epvytbm6r4mmf,1,56.5,100,2022-10-16T18:03:37.804Z,2022-10-18T06:58:14Z,3850387667,141,70.5,3850387671,213,5.1,3850387673,1,,3850387663,56,Center,3850387669,212,23.0,3850387665,140,65.5,3850387661,107,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184319,20,1,1,1,57,dqk062lu0vm8epvytbm6r4mmf,1,66,69.5,2022-10-16T18:03:39.368Z,2022-10-18T06:58:24Z,3853270057,178,,3850387757,141,63.8,3850387759,212,6.2,3850387753,56,Center,3853270059,21,,3850387761,213,3.8,3850444041,156,,3850387755,140,61.4,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184331,21,1,1,1,58,dqk062lu0vm8epvytbm6r4mmf,0,61.4,63.8,2022-10-16T18:03:40.176Z,2022-10-18T06:58:37Z,3850387809,56,Center,3850387811,140,66.5,3850387815,212,10.5,3850387817,213,5.3,3853270289,21,,3853270287,178,,3850387813,141,50.6,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184333,24,8,1,2,0,d0zdg647gvgc95xdtk1vpbkys,1,29,60.8,2022-10-16T18:03:41.818Z,2022-10-18T06:58:48Z,3850387821,56,Back,3852060111,384,,3853270471,178,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184355,25,49,1,2,2,d0zdg647gvgc95xdtk1vpbkys,1,31.9,52.7,2022-10-16T18:03:43.971Z,2022-10-18T06:59:04Z,,,,,,,,,,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184373,26,1,1,2,3,d0zdg647gvgc95xdtk1vpbkys,1,33.2,52.1,2022-10-16T18:03:44.823Z,2022-10-18T06:59:09Z,3850388065,140,32.2,3853270785,178,,3850388063,56,Back,3850388069,212,3.8,3850388067,141,57.5,3850388071,213,1.8,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184375,27,61,1,2,3,d0zdg647gvgc95xdtk1vpbkys,1,32.6,57.9,2022-10-16T18:03:45.298Z,2022-10-18T06:59:14Z,3850388075,56,Back,3853270877,178,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184385,22,1,1,2,4,dqk062lu0vm8epvytbm6r4mmf,0,67.3,48.7,2022-10-16T18:03:45.939Z,2022-10-18T06:59:20Z,3850388111,141,44.0,3850388115,213,3.9,3850388107,56,Center,3850388113,212,4.9,3850388109,140,63.8,3853270961,178,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184407,28,8,1,2,5,d0zdg647gvgc95xdtk1vpbkys,1,36.8,55.7,2022-10-16T18:03:46.948Z,2022-10-18T06:59:36Z,3852060377,385,,3853271293,178,,3850388233,56,Back,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184395,23,61,1,2,5,dqk062lu0vm8epvytbm6r4mmf,1,62.6,38.8,2022-10-16T18:03:47.084Z,2022-10-18T06:59:39Z,3850388189,56,Center,3853271349,178,,,,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473184421,24,49,1,2,6,dqk062lu0vm8epvytbm6r4mmf,1,60.6,35.3,2022-10-16T18:03:48.433Z,2022-10-18T06:59:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
