id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2473194131,229,1,1,16,19,d0zdg647gvgc95xdtk1vpbkys,1,47.9,69.6,2022-10-16T18:18:00.918Z,2022-10-18T06:52:44Z,3850440217,212,21.9,3853264953,178,,3850440219,213,5.7,3850440213,140,65.4,3850440211,56,Center,3850440215,141,52.2,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194139,230,1,1,16,20,d0zdg647gvgc95xdtk1vpbkys,0,65.5,52.4,2022-10-16T18:18:01.850Z,2022-10-18T06:52:47Z,3850440281,56,Center,3850440291,213,0.5,3850440285,140,73.0,3853265003,178,,3850440287,141,59.4,3850440289,212,9.2,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473512745,648,49,1,16,21,dqk062lu0vm8epvytbm6r4mmf,1,28.5,38.3,2022-10-16T18:18:03.138Z,2022-10-18T06:52:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194161,104,61,1,16,21,dqk062lu0vm8epvytbm6r4mmf,0,31.9,29.5,2022-10-16T18:18:03.199Z,2022-10-18T06:53:43Z,3850440397,56,Back,3853265667,178,,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737371,1093,67,1,16,22,d0zdg647gvgc95xdtk1vpbkys,1,68,66.4,2022-10-16T18:18:04.293Z,2022-10-18T10:25:36Z,3853303211,233,656,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737369,656,67,1,16,22,dqk062lu0vm8epvytbm6r4mmf,0,32,33.6,2022-10-16T18:18:04.294Z,2022-10-18T07:27:32Z,3853303237,233,1093,,,,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737375,1094,43,1,16,22,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-16T18:18:04.294Z,2022-10-18T07:27:35Z,3853303249,178,0,3853303313,144,82,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194165,231,3,1,16,22,d0zdg647gvgc95xdtk1vpbkys,0,66.5,66.1,2022-10-16T18:18:04.445Z,2022-10-18T06:54:02Z,3853265109,178,,3850440483,233,105,3850440417,56,Center,3852075675,464,,3850440419,286,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194173,105,7,1,16,22,dqk062lu0vm8epvytbm6r4mmf,0,33.5,33.9,2022-10-16T18:18:04.475Z,2022-10-18T06:53:59Z,3850440461,285,,3850440459,56,Back,3853265391,389,,3850440471,233,231,3852075723,385,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473512795,1081,49,1,16,23,d0zdg647gvgc95xdtk1vpbkys,1,64.5,69.7,2022-10-16T18:18:05.218Z,2022-10-18T06:54:11Z,,,,,,,,,,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737475,1096,67,1,16,23,d0zdg647gvgc95xdtk1vpbkys,1,65.4,62.5,2022-10-16T18:18:05.249Z,2022-10-18T10:25:36Z,3853303921,233,657,,,,,,,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737471,657,67,1,16,23,dqk062lu0vm8epvytbm6r4mmf,0,34.6,37.5,2022-10-16T18:18:05.250Z,2022-10-18T07:27:59Z,3853303937,233,1096,,,,,,,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194193,232,1,1,16,24,d0zdg647gvgc95xdtk1vpbkys,1,67.5,61.1,2022-10-16T18:18:05.950Z,2022-10-18T06:54:16Z,3853266139,178,,3850440583,140,72.5,3850440589,213,0.3,3850440585,141,63.7,3850440581,56,Center,3850440587,212,5.5,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473737625,658,83,1,16,26,dqk062lu0vm8epvytbm6r4mmf,1,22.7,33.3,2022-10-16T18:18:08.237Z,2022-10-18T07:28:58Z,3853305295,399,62399,,,,,,,,,,,,,,,,,,,,,,f07qmqesi1rpw7eapoz9rb0gk,J. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194221,233,1,1,16,28,d0zdg647gvgc95xdtk1vpbkys,1,78.8,68.7,2022-10-16T18:18:10.046Z,2022-10-18T06:54:26Z,3853266297,178,,3850440737,212,20.2,3850440733,140,97.8,3850440739,213,0.1,3850440729,56,Center,3850440735,141,72.9,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194223,234,1,1,16,29,d0zdg647gvgc95xdtk1vpbkys,0,97.4,73,2022-10-16T18:18:11.703Z,2022-10-18T06:54:31Z,3853266369,178,,3850440749,56,Center,3850440757,212,10.6,3850440755,141,60.5,3850440759,213,4.1,3850440753,140,91.4,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194265,106,12,1,16,30,dqk062lu0vm8epvytbm6r4mmf,1,4.9,36.8,2022-10-16T18:18:12.230Z,2022-10-18T06:54:35Z,3850441013,213,5.8,3850441007,140,14.6,3850441011,212,11.8,3850441005,56,Back,3853266423,178,,3850441009,141,28.1,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473202447,442,1,1,16,31,d0zdg647gvgc95xdtk1vpbkys,1,78.3,66.1,2022-10-16T18:18:13.193Z,2022-10-19T04:10:26Z,3850481857,212,24.2,3850488667,210,15,3850481859,213,5.5,3850488669,154,,3850481849,155,,3853284613,178,,3850481853,140,94.9,3850481855,141,41.5,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,3850481851,56,Center,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194261,235,1,1,16,31,d0zdg647gvgc95xdtk1vpbkys,1,86.8,65.4,2022-10-16T18:18:13.622Z,2022-10-19T04:15:34Z,3850441511,154,,3850440997,213,4.5,3850440989,56,Center,3850441509,210,15,3850440993,141,50.7,3853266453,178,,3850440995,212,10.2,3850440991,140,85.1,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194267,236,15,1,16,32,d0zdg647gvgc95xdtk1vpbkys,1,85.1,50.9,2022-10-16T18:18:14.702Z,2022-10-19T04:15:35Z,3850441549,100,,3850441537,154,,3850441547,328,,3850441553,147,50.7,3850441551,146,95.5,3850441539,55,235,3850441163,82,,3850441545,103,19,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,3850441535,29,,3853266555,178,,,3850441149,72,,3850441179,233,107,3850441555,230,3850441557,231,3850441543,102,3850441017,22,,3850441021,56,Center,50.4,99.0,50.6,3850441533,78,3850441019,17,,,,,,,,,,,
2473194271,107,10,1,16,33,dqk062lu0vm8epvytbm6r4mmf,1,3.1,50.6,2022-10-16T18:18:15.168Z,2022-10-19T04:15:35Z,3850441045,94,,3853266635,15,,3850441047,56,Back,3850441189,233,236,3853266633,178,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194649,108,5,1,16,37,dqk062lu0vm8epvytbm6r4mmf,0,9.8,101.7,2022-10-16T18:18:18.846Z,2022-10-18T06:54:50Z,3850443059,56,Back,3850443637,233,237,3850443061,347,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194289,237,5,1,16,37,d0zdg647gvgc95xdtk1vpbkys,1,90.2,-1.7,2022-10-16T18:18:18.846Z,2022-10-18T06:54:51Z,3850441141,347,,3850443629,233,108,3850441139,56,Right,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194477,238,1,1,16,58,d0zdg647gvgc95xdtk1vpbkys,1,90.4,0,2022-10-16T18:18:40.511Z,2022-10-18T06:54:58Z,3850442165,140,88.4,3850442161,107,,3850442169,212,5.8,3850442163,56,Right,3850442481,189,,3850442167,141,5.9,3850442171,213,1.9,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194499,239,1,1,16,59,d0zdg647gvgc95xdtk1vpbkys,1,88.5,5.9,2022-10-16T18:18:41.608Z,2022-10-18T06:55:01Z,3853266785,178,,3850442489,189,,3850442337,212,5.7,3850442335,141,1.9,3850442331,56,Right,3850442339,213,3.6,3850442333,140,83.7,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194529,240,1,1,17,4,d0zdg647gvgc95xdtk1vpbkys,1,75.3,2.3,2022-10-16T18:18:46.238Z,2022-10-18T06:55:04Z,3853266851,178,,3850442455,56,Center,3850442461,212,27.7,3850442459,141,31.0,3850442463,213,2.4,3850442457,140,56.6,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194565,241,1,1,17,8,d0zdg647gvgc95xdtk1vpbkys,1,54.7,41.5,2022-10-16T18:18:50.605Z,2022-10-18T06:55:10Z,3850442635,141,53.9,3853266925,178,,3850442629,56,Back,3850442639,212,12.1,3850442633,140,46.4,3850442643,213,2.4,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194643,242,1,1,17,11,d0zdg647gvgc95xdtk1vpbkys,1,46.3,54.3,2022-10-16T18:18:52.998Z,2022-10-18T06:55:13Z,3850443017,56,Center,3850443023,212,12.3,3850443019,140,54.2,3853266955,178,,3850443025,213,0.8,3850443021,141,67.6,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194675,243,1,1,17,17,d0zdg647gvgc95xdtk1vpbkys,1,72.4,81.4,2022-10-16T18:18:58.823Z,2022-10-18T06:55:16Z,3853266973,178,,3850443221,1,,3850443219,213,4.8,3850443217,212,49.4,3850443207,155,,3850443211,56,Right,3850443215,141,8.9,3850443213,140,74.8,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,3850443209,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194691,244,1,1,17,20,d0zdg647gvgc95xdtk1vpbkys,1,77.4,10.3,2022-10-16T18:19:02.518Z,2022-10-18T06:55:20Z,3850443327,212,11.7,3853267009,178,,3850443321,56,Right,3850443325,141,13.1,3850443323,140,88.4,3850443329,213,0.2,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194697,245,1,1,17,23,d0zdg647gvgc95xdtk1vpbkys,0,90.8,15,2022-10-16T18:19:04.877Z,2022-10-18T06:55:23Z,3850443357,212,7.3,3853267057,178,,3850443359,213,1.9,3850443353,140,88.3,3850443355,141,25.0,3850443351,56,Center,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194715,109,8,1,17,23,dqk062lu0vm8epvytbm6r4mmf,1,10.1,69.6,2022-10-16T18:19:05.289Z,2022-10-18T06:55:26Z,3853267117,178,,3852076455,385,,3850443437,56,Back,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194727,110,6,1,17,24,dqk062lu0vm8epvytbm6r4mmf,0,11,73.3,2022-10-16T18:19:06.636Z,2022-10-18T06:55:29Z,3850443475,56,Back,3850443495,233,246,3850443477,73,,,,,,,,,,,,,,,,,6db1q8hud1d8u2q3lxzfixzze,N. Tjoe-A-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194719,246,6,1,17,24,d0zdg647gvgc95xdtk1vpbkys,1,89,26.7,2022-10-16T18:19:06.636Z,2022-10-18T06:55:29Z,3850443443,75,,3850443481,233,110,3850443441,56,Center,,,,,,,,,,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194867,247,1,1,17,43,d0zdg647gvgc95xdtk1vpbkys,1,99.5,0.5,2022-10-16T18:19:24.813Z,2022-10-18T06:55:34Z,3850444293,212,5.9,3850444287,56,Right,3853267229,178,,3850444291,141,4.0,3850444295,213,2.7,3850444289,140,94.4,3850444285,6,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194875,248,1,1,17,47,d0zdg647gvgc95xdtk1vpbkys,1,92.2,13.8,2022-10-16T18:19:29.093Z,2022-10-18T06:55:37Z,3850444337,213,2.7,3850444333,141,22.2,3850444335,212,14.2,3853267279,178,,3850444331,140,79.8,3850444329,56,Center,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194885,249,1,1,17,49,d0zdg647gvgc95xdtk1vpbkys,1,81.2,22.4,2022-10-16T18:19:30.812Z,2022-10-18T06:55:41Z,3850444381,212,14.7,3850444379,141,31.3,3850444375,56,Center,3853267341,178,,3850444383,213,0.4,3850444377,140,94.0,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194895,250,1,1,17,50,d0zdg647gvgc95xdtk1vpbkys,0,93.7,31.3,2022-10-16T18:19:32.701Z,2022-10-18T06:55:44Z,3850444429,56,Center,3850444431,140,87.1,3853267383,178,,3850444433,141,47.5,3850444437,212,13.0,3850444441,213,2.1,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195017,111,12,1,17,51,dqk062lu0vm8epvytbm6r4mmf,1,14.3,50.7,2022-10-16T18:19:33.805Z,2022-10-18T06:55:47Z,3850445105,140,53.4,3853267469,178,,3850445107,141,81.8,3850445109,212,46.2,3850445111,213,0.5,3850445103,56,Left,,,,,,,8znaym62oghri26gdn8o6fz84,S. Seymor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473194973,251,1,1,17,58,d0zdg647gvgc95xdtk1vpbkys,1,51.3,11.7,2022-10-16T18:19:40.438Z,2022-10-18T06:55:50Z,3853267521,178,,3850444885,140,62.0,3850444883,56,Right,3850444889,212,12.9,3850444891,213,5.8,3850444887,141,2.3,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195001,252,1,1,18,0,d0zdg647gvgc95xdtk1vpbkys,1,62.7,3.1,2022-10-16T18:19:42.526Z,2022-10-18T06:55:53Z,3850445013,140,74.9,3850445019,213,0.0,3853267557,178,,3850445017,212,12.8,3850445015,141,4.0,3850445009,56,Right,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195007,253,1,1,18,2,d0zdg647gvgc95xdtk1vpbkys,0,78.8,4.3,2022-10-16T18:19:44.801Z,2022-10-18T06:55:56Z,3853267589,178,,3850445053,2,,3852076887,20,,3850445055,155,,3850445057,56,Center,3852076885,224,,3850445059,140,87.7,3850445063,212,29.0,29m8py8czo6w0zf2arwolirjd,J. Sánchez,3850445065,213,1.2,3850445061,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195023,112,12,1,18,4,dqk062lu0vm8epvytbm6r4mmf,1,13.8,48.4,2022-10-16T18:19:45.976Z,2022-10-18T06:56:00Z,3850445133,141,65.4,3850445139,15,,3850445129,56,Back,3853267657,388,,3850445135,212,18.9,3850445131,140,28.1,3850445137,213,0.7,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195053,254,1,1,18,6,d0zdg647gvgc95xdtk1vpbkys,1,72.6,25.2,2022-10-16T18:19:48.290Z,2022-10-18T06:56:03Z,3850445311,3,,3850445315,140,73.8,3850445321,213,4.8,3853267725,388,,3850445313,56,Right,3850445319,212,15.0,3850445317,141,3.2,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195113,255,1,1,18,9,d0zdg647gvgc95xdtk1vpbkys,1,73.8,3.2,2022-10-16T18:19:51.149Z,2022-10-18T06:56:06Z,3850445601,56,Right,3853267787,178,,3850445605,141,7.0,3850445603,140,73.3,3850445609,213,1.8,3850445607,212,2.6,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473738277,659,83,1,18,11,dqk062lu0vm8epvytbm6r4mmf,1,27.2,86.9,2022-10-16T18:19:53.436Z,2022-10-18T07:32:18Z,3853310027,399,88935,,,,,,,,,,,,,,,,,,,,,,5zwa237gtyf2mlrmo7tlkqnoq,R. Kharchouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195149,256,1,1,18,12,d0zdg647gvgc95xdtk1vpbkys,1,65.2,22.7,2022-10-16T18:19:54.661Z,2022-10-18T06:56:10Z,3850445765,56,Back,3853267827,178,,3850445769,141,42.4,3850445773,213,2.5,3850445767,140,47.0,3850445771,212,23.3,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195177,257,1,1,18,18,d0zdg647gvgc95xdtk1vpbkys,1,46.1,44.6,2022-10-16T18:19:59.988Z,2022-10-18T06:56:13Z,3850445899,141,6.4,3850445903,213,5.0,3853267857,178,,3850445901,212,27.1,3850445895,56,Right,3850445897,140,53.6,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195199,258,1,1,18,20,d0zdg647gvgc95xdtk1vpbkys,1,56,8,2022-10-16T18:20:02.365Z,2022-10-18T06:56:16Z,3850446087,212,15.6,3853267931,178,,3850446083,140,70.4,3850446089,213,6.0,3850446081,56,Right,3850446085,141,2.6,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195207,259,1,1,18,23,d0zdg647gvgc95xdtk1vpbkys,1,73.1,3.5,2022-10-16T18:20:05.646Z,2022-10-18T06:56:19Z,3850446149,140,71.0,3853267951,178,,3850446151,141,13.8,3850446155,213,1.9,3850446147,56,Right,3850446153,212,7.3,,,,,,,29m8py8czo6w0zf2arwolirjd,J. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195213,260,1,1,18,25,d0zdg647gvgc95xdtk1vpbkys,0,70.9,6.7,2022-10-16T18:20:07.765Z,2022-10-18T06:56:23Z,3850446193,212,1.6,3850446349,286,,3850446343,236,,3850446187,56,Right,3850446345,233,113,3853268061,178,,3850446191,141,6.5,3850446195,213,3.2,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,3850446189,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195229,113,74,1,18,26,dqk062lu0vm8epvytbm6r4mmf,1,31.8,96.2,2022-10-16T18:20:07.870Z,2022-10-18T06:56:26Z,3850446307,285,,3850446365,233,260,3853268119,178,,3850446301,56,Back,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195245,114,5,1,18,27,dqk062lu0vm8epvytbm6r4mmf,0,30,100.6,2022-10-16T18:20:09.429Z,2022-10-18T06:56:29Z,3850446387,347,,3850446425,233,261,3850446385,56,Back,,,,,,,,,,,,,,,,6jhavdnaitqn6ydme8a526aui,C. Driouech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195237,261,5,1,18,27,d0zdg647gvgc95xdtk1vpbkys,1,70,-0.6,2022-10-16T18:20:09.429Z,2022-10-18T06:56:30Z,3850446335,56,Right,3850446417,233,114,3850446337,347,,,,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195307,262,1,1,18,30,d0zdg647gvgc95xdtk1vpbkys,1,70,0,2022-10-16T18:20:12.669Z,2022-10-18T06:56:34Z,3850446729,212,24.8,3850446723,56,Back,3850446731,213,3.0,3850446733,1,,3850446725,140,46.7,3850446721,107,,3850446727,141,5.2,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195337,263,1,1,18,37,d0zdg647gvgc95xdtk1vpbkys,1,46,8.2,2022-10-16T18:20:19.811Z,2022-10-18T06:56:36Z,3850446881,213,0.3,3850446877,141,14.7,3850446879,212,15.2,3850446873,56,Right,3853268351,178,,3850446875,140,59.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195361,264,1,1,18,40,d0zdg647gvgc95xdtk1vpbkys,0,63.2,25.2,2022-10-16T18:20:22.109Z,2022-10-18T06:56:39Z,3853268403,178,,3850447017,56,Center,3850447027,1,,3850447015,155,,3850447025,213,1.0,3850447021,141,69.7,3850447023,212,35.7,3850447019,140,81.3,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195371,115,12,1,18,42,dqk062lu0vm8epvytbm6r4mmf,1,18.7,27.1,2022-10-16T18:20:24.204Z,2022-10-18T06:56:42Z,3850447069,141,8.0,3853268447,388,,3850447137,167,,3850447099,15,,3850447065,56,Back,3850447071,212,24.3,3850447067,140,0.0,3850447073,213,3.7,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195379,116,6,1,18,45,dqk062lu0vm8epvytbm6r4mmf,0,2.9,3.4,2022-10-16T18:20:27.207Z,2022-10-18T06:56:44Z,3850447119,73,,3850447187,233,266,3850447117,56,Back,,,,,,,,,,,,,,,,cvw6enlkjfnrtysck783raf6y,N. Markelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195387,266,6,1,18,45,d0zdg647gvgc95xdtk1vpbkys,1,97.1,96.6,2022-10-16T18:20:27.207Z,2022-10-18T06:56:44Z,3850447149,73,,3850447147,56,Left,3850447151,233,116,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195385,265,43,1,18,46,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-16T18:20:27.966Z,2022-10-16T18:20:38Z,3850447143,56,Left,3850447525,144,5,3850447145,347,0,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473195435,267,1,1,18,50,d0zdg647gvgc95xdtk1vpbkys,1,99.5,99.5,2022-10-16T18:20:32.253Z,2022-10-18T06:56:51Z,3850447401,140,93.7,3850448099,154,,3850447405,212,36.8,3850447403,141,46.1,3850448097,210,15,3850447391,2,,3850447395,155,,3853268555,178,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,3850447393,6,,3850447397,224,,1,3850447409,1,,3852077557,72,,3850447407,213,3850447399,56,,,,,,,,,Center,4.5,,,,,,,,,,,,,,,,
