id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537899095,1,34,16,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-23T11:41:01.438Z,2023-04-23T12:12:03Z,4212966067,30,"4odeml6s5vm38m9u7tnh6n8id, ciguyr553yqapqfudim9af46h, 6ydojoa3581jgszpjqj7i8zpx, dtglxu78mwbkvog0jnusmdc5x, 90vny1388bdhx8103lp9njac4, 7nfr8xuo637qma7ovxx4r9fmy, 7sa0cx70w7dc0ahu5sm0ziz11, 9d4lofwg9ooaoldw2vpt4h36y, hxqybxg5578sgx0gx5qb834l, 5dbx86ca2t7dae8b3t69atii1, 7dkhv2l8y6jq20l1dc2ye17je, 32pfghvfogjnpbgsj5mk2jhpm, 8jldtmgqls9vc5ks6zxw30iui, 40nypdfe5lbtqi0y1t3rmfqj8, 4cyftx5l62gw3ijl29y7t51pl, 4qoddvxuknli8073d54hii2cq, 5n65xhwbd6dm3uynl4h7k920a, 5geiqjzesu0y6bu8hyff4y6dx, 94b7i139jyk6hs6ioqlztg1jp, a3qbyj57485msu70fggsk4kr8, 2f5hdor2uv8hfxnieyvivsesp",4212966069,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212966073,130,8,4213121375,197,472,4212966079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212966077,194,6ydojoa3581jgszpjqj7i8zpx,4212966071,59,"1, 2, 5, 10, 25, 6, 7, 8, 9, 18, 23, 4, 14, 17, 19, 20, 21, 22, 27, 28, 40",4212966075,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537901471,1,34,16,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-04-23T11:43:06.599Z,2023-04-23T12:32:22Z,4212977791,59,"31, 12, 5, 21, 14, 33, 8, 7, 11, 77, 85, 1, 2, 4, 6, 18, 19, 22, 29, 34, 55, 61, 74",4212977787,30,"5gnywqecwvt5yxied85hu4x2i, dp0q4f4gbj2buhcu1lb5dzxed, b2h6iojtnu8rzb81vw4rbfrop, cozhhgt0jbcuu4wdxf1pwjkyd, 9fpb7g8ij9dqtuqhnimy5fap5, 7t19aebk75lrt41hmclk18mhh, cnexf6pdh1piheuuqzrbb1t61, 4tc5741xue1eigwcu4t7qtuc5, 3jkzywsfc2vjq3h1kqdhhl2hh, 71gwdg60saiwwwnnv6is52may, 8qqyo9093i0wtapxq219wjzzd, 67v3pc4c8yomh3hg3w0257oid, 51b7kbz09togoaueykwbm385, 1kbmdrn8cmlf591w70v9bpo0l, 5fnmjp63t7m9fg3y2fcw6z015, 3momlsgsh0o7u40ydp2f2ocbu, 9trasqdd75zjxz4kzplb64xjp, 3fzqjtehxr65c2xfyytws30q2, hjb0mn4fgmfiimwn5odvl8fd, emrt1s5yfgtex867u98gbt0fe, bp2ellllifbtxgf0p8qlbm1nt, 6o2tffdjtdueojbhahe3w66i2, 51x91drkirjxaclsm8iv6nm96",4212977795,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212977789,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212977797,194,dp0q4f4gbj2buhcu1lb5dzxed,4212977799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213210407,197,18487,4212977793,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948813,2,32,1,0,0,3ebril33e08ddzob4bhq8awsr,1,0,0,2023-04-23T12:30:46.937Z,2023-04-23T12:30:47Z,4213220929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948841,2,32,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-04-23T12:30:46.937Z,2023-04-23T18:34:52Z,4213221013,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948875,3,1,1,0,0,b79uipsy57y1jqpy07h4i5ovk,1,50,50,2023-04-23T12:30:47.037Z,2023-04-23T12:31:23Z,4213221189,56,Back,4213221195,212,19.9,4213221191,140,31.4,4213221197,213,3.0,4213221199,279,S,4213221193,141,55.5,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948925,4,1,1,0,2,b79uipsy57y1jqpy07h4i5ovk,0,31.9,55.1,2023-04-23T12:30:49.660Z,2023-04-23T12:30:56Z,4213221451,212,52.9,4213221445,56,Right,4213221455,1,,4213221453,213,5.8,4213221443,155,,4213221447,140,76.4,4213221449,141,18.6,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948945,3,12,1,0,7,3ebril33e08ddzob4bhq8awsr,1,27.3,83.8,2023-04-23T12:30:54.407Z,2023-04-23T12:31:02Z,4213221563,141,100.0,4213222049,15,,4213221559,56,Back,4213221567,213,2.2,4213222051,167,,4213221561,140,18.9,4213221565,212,14.6,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948961,4,5,1,0,8,3ebril33e08ddzob4bhq8awsr,0,17.6,101.5,2023-04-23T12:30:55.193Z,2023-04-23T12:30:57Z,4213221711,233,5,4213221637,56,Back,4213221641,347,,,,,,,,,,,,,,,,,7t19aebk75lrt41hmclk18mhh,D. Siovas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537948971,5,5,1,0,8,b79uipsy57y1jqpy07h4i5ovk,1,82.4,-1.5,2023-04-23T12:30:55.193Z,2023-04-23T12:35:03Z,4213221707,233,4,4213221701,347,,4213221699,56,Right,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537949245,6,1,1,0,29,b79uipsy57y1jqpy07h4i5ovk,1,82.8,0,2023-04-23T12:31:16.175Z,2023-04-23T12:31:18Z,4213223133,140,80.3,4213223137,212,8.4,4213223139,213,1.9,4213223129,107,,4213223135,141,10.4,4213223131,56,Right,,,,,,,ciguyr553yqapqfudim9af46h,M. Deijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
