id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2506532177,1,34,16,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-02-11T17:49:28.161Z,2023-02-11T19:02:26Z,4025954599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025954595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025954593,130,4,4025954587,30,"dxcsuw39xzusjsj5e1jw53y6t, brqptr56zeku3bgqbixje0hxx, ar7ybu7dordgt2yfx5inux62, e5kpw4k4tyss5ch8ehfi7nk5x, 9zcr9l3mfbbstmesdlx298vhm, 9wwud2tglhtdocmjgl2u5ib6c, alxccjq2y6il5yjw108a0axnt, 4t85yj2ijymrz5vf457jcihre, emglxnqrlqskt8krglv7sziwa, ci5y030e6r9umgyjbupwske7d, 8zmxsixeoe1gmas31bzss7ljp, 8utfqkk9niq1xvdhsw0f4awut, 7j5xa2ti4qnvoh74h5twyi6s5, 6gj1r8dnoy17pemp9xtng6sbt, 3nto7ft0b2a47lqd7ethkkrxm, 4k9shzwgauyy7w2911uev75yh, dk56pv43y8zo39ft9xtwyapnu, 44t0ew97eyl8ww00sgusx00a2, am0ea3bvmnin4gco2ndny2noq, ei9h1loyggj8fnf1q4jfdm710",4025954597,194,e5kpw4k4tyss5ch8ehfi7nk5x,4025954591,59,"20, 2, 18, 4, 12, 42, 8, 7, 9, 10, 28, 37, 1, 19, 21, 23, 25, 31, 34, 55",4026219745,197,16526,4025954589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506532739,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-11T17:50:22.029Z,2023-02-11T19:02:27Z,4025957631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025957627,59,"1, 3, 30, 23, 5, 22, 27, 6, 9, 7, 11, 10, 15, 16, 17, 18, 20, 24, 28, 37",4025957623,30,"a56woizbe4g6jpl3fg4tlgno5, 2e0o5pwinz3zhg9pqg5vej9ih, 6yush35gfp1sgyyzicye73rp, d4j19ipiaeuetyij08fofgs15, 62n3xzxpwe2j317q24rh5wjpx, 1ph4g125dfsijfjzjpcvpcmlm, bx6j2y1hnu63lawn3rdoep1m2, 1abb1gcw7arw1nkbuxnccjca1, 4drquvq035kmr2smvzph82bx1, exhxdmdq49xj4dnguq03qnlgq, 3y9nm18as1wxhizq3fyazb2t, 7snt4uu7f2d0g7utjm2xfis8a, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, c6ip6gwp8yvchd1n3dv42go9, d92v6n4pf20eepvli92lqau39, 21k54i5a6d9bi4f6gplgzxiw9, d9wjrxhmo0dlczkg0fpnf3e1h, 9vf02r3geinhsy732oxyrcacq, 5yt3hbvzpaqv8lrjgt4ahb78q",4025957633,194,4drquvq035kmr2smvzph82bx1,4026221537,197,500,4025957625,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4025957635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4025957629,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582485,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-11T19:01:20.844Z,2023-02-12T08:56:04Z,4026232547,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582475,2,32,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,0,0,2023-02-11T19:01:20.844Z,2023-02-11T19:01:21Z,4026232511,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582531,3,1,1,0,0,cos9hxi16eitbcbthof7zrm4m,1,49.8,50.3,2023-02-11T19:01:20.852Z,2023-02-13T19:05:16Z,4026232791,56,Back,4026232797,212,24.8,4026232801,279,S,4026232799,213,3.6,4026232795,141,34.2,4031209689,178,,4026232793,140,28.6,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582563,4,1,1,0,3,cos9hxi16eitbcbthof7zrm4m,0,29.4,29.2,2023-02-11T19:01:24.171Z,2023-02-13T19:06:16Z,4026232985,1,,4026232977,140,65.4,4026232983,213,0.1,4031214213,178,,4026232979,141,33.7,4026232975,56,Center,4026232981,212,37.9,4026232973,157,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582561,3,44,1,0,6,24fvcruwqrqvqa3aonf8c3zuy,1,31.9,69.4,2023-02-11T19:01:27.301Z,2023-02-14T04:54:37Z,4026232971,285,,4026232969,56,Back,4026233015,233,5,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582569,5,44,1,0,6,cos9hxi16eitbcbthof7zrm4m,0,68.1,30.6,2023-02-11T19:01:27.302Z,2023-02-13T19:06:29Z,4026232999,56,Center,4026233063,233,3,4026233001,286,,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582575,4,1,1,0,6,24fvcruwqrqvqa3aonf8c3zuy,1,29.2,72.6,2023-02-11T19:01:27.351Z,2023-02-14T04:54:37Z,4026233019,3,,4026233023,140,34.3,4026233021,56,Back,4026233027,212,5.7,4026233029,213,5.9,4026233025,141,69.7,4031214819,388,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506582587,5,44,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,35.2,70,2023-02-11T19:01:29.263Z,2023-02-14T04:54:38Z,4026233093,285,,4026233139,233,6,4026233091,56,Back,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
