id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,assist,qualifier/18/value
2501407067,7,1,1,0,12,24fvcruwqrqvqa3aonf8c3zuy,1,34.4,23.5,2023-01-28T15:31:14.610Z,2023-01-30T05:17:20Z,3999051623,56,Back,3999051627,141,9.6,3999051631,213,5.5,3999051629,212,12.9,4004051435,178,,3999051625,140,42.8,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407225,8,1,1,0,14,24fvcruwqrqvqa3aonf8c3zuy,1,42.8,9.6,2023-01-28T15:31:16.584Z,2023-01-30T05:17:26Z,3999052505,140,92.2,3999052511,141,2.4,3999052523,1,,3999052501,155,,3999052515,212,52.1,3999052503,56,Right,3999052519,213,6.2,4004051525,178,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407293,9,1,1,0,18,24fvcruwqrqvqa3aonf8c3zuy,0,92.2,2.4,2023-01-28T15:31:20.810Z,2023-01-30T05:17:33Z,3999053021,56,Center,3999053027,212,23.3,3999053023,140,100.0,3999053025,141,33.8,3999053029,213,1.2,4004051587,178,,,,,,,,21k54i5a6d9bi4f6gplgzxiw9,G. Til,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407309,5,56,1,0,21,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2023-01-28T15:31:24.086Z,2023-01-30T05:17:44Z,3999053077,56,Back,,,,,,,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407343,6,5,1,0,22,b79uipsy57y1jqpy07h4i5ovk,1,-1.2,66.4,2023-01-28T15:31:25.183Z,2023-01-30T14:03:54Z,3999053275,233,10,3999053243,346,,3999053241,56,Back,,,,,,,,,,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407317,10,5,1,0,22,24fvcruwqrqvqa3aonf8c3zuy,0,101.2,33.6,2023-01-28T15:31:25.183Z,2023-01-30T14:03:54Z,3999053113,346,,3999053107,56,Center,3999053339,233,6,,,,,,,,,,,,,,,,21k54i5a6d9bi4f6gplgzxiw9,G. Til,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407899,7,1,1,0,32,b79uipsy57y1jqpy07h4i5ovk,1,3.5,54.6,2023-01-28T15:31:34.807Z,2023-01-30T14:52:22Z,3999056151,213,1.1,3999056141,124,,3999056143,56,Back,3999056147,141,65.8,3999057963,189,,3999056159,237,,3999056145,140,7.5,3999056149,212,8.7,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407929,8,1,1,0,35,b79uipsy57y1jqpy07h4i5ovk,1,7.5,65.8,2023-01-28T15:31:37.965Z,2023-01-30T14:52:27Z,3999056369,141,53.4,4004053043,178,,3999056365,56,Back,3999056367,140,4.4,3999415349,189,,3999056373,213,4.3,3999056371,212,9.0,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407949,9,1,1,0,39,b79uipsy57y1jqpy07h4i5ovk,0,4.1,53.3,2023-01-28T15:31:41.322Z,2023-01-30T05:19:36Z,3999056497,213,6.1,4004052871,178,,3999056493,141,44.8,3999056491,140,43.9,3999056489,56,Back,3999056499,1,,3999056495,212,42.2,3999056487,157,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502091531,887,49,1,0,40,24fvcruwqrqvqa3aonf8c3zuy,1,57.2,56.2,2023-01-28T15:31:43.023Z,2023-01-30T14:52:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408031,11,1,1,0,40,24fvcruwqrqvqa3aonf8c3zuy,1,58.3,58.3,2023-01-28T15:31:43.054Z,2023-01-30T14:04:42Z,3999056945,212,22.9,3999056943,141,81.1,3999056947,213,0.7,3999056941,140,74.3,4004335067,178,,3999056939,56,Left,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408065,13,1,1,0,42,24fvcruwqrqvqa3aonf8c3zuy,1,74.3,81.1,2023-01-28T15:31:44.831Z,2023-01-30T14:04:40Z,3999057105,141,73.7,3999057109,213,3.5,3999057101,56,Center,3999057103,140,61.5,3999057107,212,14.4,4004335023,178,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408121,14,1,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,1,61.5,73.7,2023-01-28T15:31:46.562Z,2023-01-30T11:30:19Z,3999057415,213,1.0,3999057407,56,Left,3999057411,141,90.8,4004216425,388,,3999057413,212,13.9,3999057409,140,68.8,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408035,12,43,1,0,44,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-01-28T15:31:47.131Z,2023-01-29T15:20:59Z,4002630079,144,49,,,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408239,15,1,1,0,46,24fvcruwqrqvqa3aonf8c3zuy,1,69.2,92.4,2023-01-28T15:31:49.079Z,2023-01-30T05:24:22Z,4004055937,178,,3999058053,140,60.6,3999058057,141,83.1,3999058059,212,11.0,3999058063,213,3.8,3999058051,56,Left,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408287,16,1,1,0,49,24fvcruwqrqvqa3aonf8c3zuy,1,60.5,83.1,2023-01-28T15:31:51.703Z,2023-01-30T11:29:46Z,3999058291,212,31.3,3999058293,213,4.2,3999058289,141,42.9,4004056729,178,,3999058285,56,Back,3999058287,140,45.9,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408327,17,1,1,0,51,24fvcruwqrqvqa3aonf8c3zuy,1,45.9,42.9,2023-01-28T15:31:54.182Z,2023-01-30T05:25:48Z,3999058503,140,53.6,3999058507,141,17.2,3999058501,56,Right,4004056763,178,,3999058513,213,5.1,3999058509,212,19.3,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408451,18,1,1,0,54,24fvcruwqrqvqa3aonf8c3zuy,1,53.7,17.2,2023-01-28T15:31:56.448Z,2023-01-30T11:30:46Z,3999059155,141,6.3,3999059159,213,5.8,4004056889,178,,3999059151,56,Right,3999059157,212,14.6,3999059153,140,65.7,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408465,19,1,1,0,55,24fvcruwqrqvqa3aonf8c3zuy,0,65.7,6.3,2023-01-28T15:31:57.456Z,2023-01-30T11:30:41Z,3999059237,140,75.0,4004056805,178,,3999059243,141,7.6,3999059247,212,9.8,3999059251,213,0.1,3999059235,56,Right,,,,,,,c8j50o9oqu2okdpjsr3nvnhsl,A. El Ghazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408415,10,49,1,0,57,b79uipsy57y1jqpy07h4i5ovk,1,19.1,92,2023-01-28T15:31:59.347Z,2023-01-30T11:30:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408659,11,1,1,1,1,b79uipsy57y1jqpy07h4i5ovk,0,9,97.7,2023-01-28T15:32:03.601Z,2023-01-30T11:30:58Z,3999060211,1,,3999060205,141,99.3,3999060209,213,0.0,4004057221,178,,3999060199,56,Back,3999060195,157,,3999060201,140,44.7,3999060207,212,37.5,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408687,20,49,1,1,6,24fvcruwqrqvqa3aonf8c3zuy,1,51.6,2.6,2023-01-28T15:32:09.227Z,2023-01-30T11:31:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408879,21,1,1,1,8,24fvcruwqrqvqa3aonf8c3zuy,1,44.8,13.2,2023-01-28T15:32:10.959Z,2023-01-30T11:31:05Z,3999061525,213,2.0,3999061517,140,33.4,3999061513,56,Back,4004058597,178,,3999061523,212,31.2,3999061521,141,55.5,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408919,22,1,1,1,13,24fvcruwqrqvqa3aonf8c3zuy,1,34.2,60.7,2023-01-28T15:32:15.953Z,2023-01-30T11:31:09Z,3999061777,140,33.9,3999061783,213,4.7,3999061781,212,14.2,3999061779,141,39.8,3999061775,56,Back,4004059317,178,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409021,23,1,1,1,16,24fvcruwqrqvqa3aonf8c3zuy,1,33.9,39.8,2023-01-28T15:32:18.606Z,2023-01-30T11:31:13Z,3999062419,140,32.0,3999062415,56,Back,3999062423,141,67.3,4004059517,178,,3999062427,212,18.8,3999062431,213,1.7,,,,,,,1ph4g125dfsijfjzjpcvpcmlm,J. Branthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409061,24,1,1,1,20,24fvcruwqrqvqa3aonf8c3zuy,0,33.8,69.8,2023-01-28T15:32:22.461Z,2023-01-30T11:31:16Z,3999062629,141,34.0,3999062625,56,Back,3999062633,213,4.8,3999062627,140,35.7,4004059699,178,,3999062631,212,24.4,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409097,12,8,1,1,21,b79uipsy57y1jqpy07h4i5ovk,1,65.2,68.4,2023-01-28T15:32:23.332Z,2023-01-30T14:06:57Z,4002634331,383,,3999062755,56,Center,4004336823,388,,,,,,,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409201,25,1,1,1,23,24fvcruwqrqvqa3aonf8c3zuy,1,35.6,17.3,2023-01-28T15:32:25.508Z,2023-01-30T11:31:24Z,3999063335,212,23.2,3999063329,56,Right,4004060823,178,,3999063331,140,57.6,3999063337,213,0.1,3999063327,155,,3999063333,141,20.6,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409381,26,1,1,1,26,24fvcruwqrqvqa3aonf8c3zuy,1,58.3,21.3,2023-01-28T15:32:28.387Z,2023-01-30T11:31:29Z,3999064279,213,5.4,3999064275,141,8.4,4004061291,178,,3999064273,140,64.7,3999064277,212,11.1,3999064271,56,Right,,,,,,,21k54i5a6d9bi4f6gplgzxiw9,G. Til,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409399,13,45,1,1,31,b79uipsy57y1jqpy07h4i5ovk,0,24.2,77,2023-01-28T15:32:33.485Z,2023-01-30T14:08:53Z,3999064353,285,,3999064699,233,27,3999064351,56,Back,,,,,,,,,,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409439,27,3,1,1,31,24fvcruwqrqvqa3aonf8c3zuy,1,75.8,23,2023-01-28T15:32:33.485Z,2023-01-30T14:08:52Z,3999064675,233,13,3999064605,286,,3999064603,56,Center,4002635607,465,,4004061771,178,,,,,,,,,,,c8j50o9oqu2okdpjsr3nvnhsl,A. El Ghazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409471,28,1,1,1,34,24fvcruwqrqvqa3aonf8c3zuy,0,88.8,21.7,2023-01-28T15:32:36.388Z,2023-01-30T11:31:39Z,3999064795,213,1.6,3999064787,141,48.0,3999064777,2,,3999064783,140,88.4,3999064781,56,Center,3999064791,212,17.9,4004061843,178,,4002635921,224,,c8j50o9oqu2okdpjsr3nvnhsl,A. El Ghazi,4002635923,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409549,14,12,1,1,34,b79uipsy57y1jqpy07h4i5ovk,1,10.6,51.5,2023-01-28T15:32:37.094Z,2023-01-30T11:31:44Z,3999065185,213,5.7,3999065179,140,17.0,4004061937,178,,3999065181,141,45.5,3999065177,56,Back,3999065183,212,7.9,,,,,,,2ekx0fvuf0dsat062oj430d05,G. Nauber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409533,29,61,1,1,36,24fvcruwqrqvqa3aonf8c3zuy,0,87.1,44.7,2023-01-28T15:32:38.650Z,2023-01-30T14:10:02Z,3999065103,56,Center,4004062287,178,,,,,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409637,15,12,1,1,37,b79uipsy57y1jqpy07h4i5ovk,1,13.1,63.6,2023-01-28T15:32:40.041Z,2023-01-30T11:31:49Z,3999065621,213,5.6,4004062359,178,,3999065613,140,33.2,3999065617,212,27.8,3999065611,56,Back,3999065615,141,37.0,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409715,30,1,1,1,41,24fvcruwqrqvqa3aonf8c3zuy,1,57.7,63.2,2023-01-28T15:32:43.293Z,2023-01-30T11:32:06Z,3999066069,141,68.7,4004062945,178,,3999066065,56,Center,3999066067,140,75.6,3999066073,213,0.2,3999066071,212,19.2,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409745,31,1,1,1,42,24fvcruwqrqvqa3aonf8c3zuy,0,75.6,68.7,2023-01-28T15:32:44.776Z,2023-01-30T11:32:10Z,3999066259,56,Center,3999066261,140,100.0,3999066263,141,72.2,3999066267,213,0.1,3999066265,212,27.6,4004063187,178,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409763,16,5,1,1,45,b79uipsy57y1jqpy07h4i5ovk,1,-1.8,32.8,2023-01-28T15:32:47.698Z,2023-01-30T11:32:14Z,3999066347,346,,3999066345,56,Back,3999066363,233,32,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409755,32,5,1,1,45,24fvcruwqrqvqa3aonf8c3zuy,0,101.8,67.2,2023-01-28T15:32:47.698Z,2023-01-30T11:32:14Z,3999066287,56,Center,3999066289,346,,3999066379,233,16,,,,,,,,,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501410397,17,1,1,2,8,b79uipsy57y1jqpy07h4i5ovk,1,5.1,61.2,2023-01-28T15:33:11.240Z,2023-01-30T11:32:29Z,3999427261,189,,3999069997,141,54.3,3999069993,56,Back,3999070001,213,4.2,3999069991,124,,3999069999,212,5.4,3999070005,237,,3999069995,140,2.6,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501410439,18,1,1,2,11,b79uipsy57y1jqpy07h4i5ovk,1,3.1,53.7,2023-01-28T15:33:13.457Z,2023-01-30T11:32:42Z,3999070211,140,8.6,3999070217,213,1.3,3999070213,141,81.1,3999070209,56,Back,4004063917,178,,3999070215,212,19.5,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501410479,19,1,1,2,13,b79uipsy57y1jqpy07h4i5ovk,0,11.4,89.9,2023-01-28T15:33:16.163Z,2023-01-30T05:39:36Z,3999070395,1,,3999070387,140,40.8,3999070383,155,,3999070391,212,35.6,3999070393,213,5.8,3999070389,141,63.7,4004065971,178,,3999070385,56,Back,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501410487,33,49,1,2,15,24fvcruwqrqvqa3aonf8c3zuy,1,58.2,29.9,2023-01-28T15:33:18.065Z,2023-01-30T14:11:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501410539,34,1,1,2,17,24fvcruwqrqvqa3aonf8c3zuy,0,60.2,32.2,2023-01-28T15:33:19.463Z,2023-01-30T14:11:32Z,3999070771,213,0.1,3999070767,141,35.5,3999070763,56,Center,3999070765,140,80.3,3999070769,212,21.2,4004340771,178,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
