id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2469025149,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-08T15:46:57.752Z,2022-10-08T16:58:49Z,3828218081,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, 57wfg8j12hfw3aisrnwtpgmvp, cqrk42u0s5w8yuq6mnckug02y, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, 55e0z1vhb48go6y2io7h80aqy, 49x98sk3wf7sjshrlou5vnvje, 1i3tivo0q0tbzui8egvdlhg45, ewbakrn2dqmy062scjnz0pecp, 7wphtxp293kv4o3x1b6zusrmd, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, ekltvbrx114dg6b2wj3lpwy96, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, 7myeigeuggkj5ymjw6znedkut, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm",3828218085,59,"1, 2, 18, 20, 5, 4, 77, 8, 10, 7, 9, 11, 13, 16, 17, 19, 23, 24, 27, 29, 32, 34",3828218083,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828218091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828218087,130,8,3828492223,194,ew4kbwq27lxqocg0920amphw5,3828492225,197,16383,3828218089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469043083,1,34,16,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-08T16:01:51.124Z,2022-10-19T00:13:42Z,3828312259,130,4,3828312255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828312253,30,"eamuyjut271ytghb2q4ljqbpx, cixzy9hl7ks4maugc5zc9ievp, 5el82g04yvl9ai8ws8pxbvaad, 6w59kdfilru1152bjutstu2fp, 5gs7jd1eigk4jisxbr9a1yvp, e8zpc22dwlmgkkwoqpgwxsn2t, 723av2redj2ej6livx0g81wwl, 7jpreaads35pnnfqbn7hmrmy, 6q77vt9bp8dsq48pa97mfzsa1, dficbkp6sp4kw7xihaxneozpx, 2nwthqvbk70e2qo35dgp35979, 8n9t52eeli3s39r8ujjhjt7je, eqt598wenyzrxdl5y39ejab8q, 2i8yhe6uqy0jqixkd6ir727dh, aklhi0hr28nidjlkw1sokp785, 530w8musao16dfntha5ykpuga, ubuh5wgnl0o5bn3wirdmectm, 49pcpdulrofklvwsde6ohkkq, tgu7kztdu9azmvirwu8rrip6, 5bm516z74pbsyfemsathj3umt, 5iyutg9qg6bfnwuieghj5wktm, 6ovzd9akutufagsd8kmxmsei2",3828312263,194,e8zpc22dwlmgkkwoqpgwxsn2t,3828312267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828312257,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 16, 12, 30, 15, 13, 14, 20, 18, 19, 17, 21",3828480015,197,2359,3828312261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469077957,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-08T16:45:09.631Z,2022-10-08T16:45:09Z,3828497843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469077971,2,32,1,0,0,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-08T16:45:09.631Z,2022-10-10T11:27:55Z,3828497923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078031,3,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,50,50,2022-10-08T16:45:09.676Z,2022-10-10T11:55:52Z,3828498209,141,61.1,3828498213,213,2.5,3828498215,279,S,3834942753,178,,3828498211,212,12.4,3828498205,56,Back,3828498207,140,40.6,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078051,4,1,1,0,2,3t0vjqtxc8wpjzv82i3oi2ova,1,40.6,61.1,2022-10-08T16:45:11.842Z,2022-10-10T11:55:55Z,3828498239,141,86.9,3834942835,178,,3828498241,212,17.5,3828498243,213,1.6,3828498237,140,40.2,3828498235,56,Back,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078105,5,1,1,0,3,3t0vjqtxc8wpjzv82i3oi2ova,1,40.1,86.9,2022-10-08T16:45:12.920Z,2022-10-10T11:56:08Z,3828498551,212,12.0,3828498545,56,Back,3828498547,140,29.8,3828498553,213,3.6,3828498549,141,79.3,3834943113,178,,,,,,,,57wfg8j12hfw3aisrnwtpgmvp,L. Burnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078189,6,1,1,0,7,3t0vjqtxc8wpjzv82i3oi2ova,1,33,79.4,2022-10-08T16:45:16.733Z,2022-10-10T11:56:11Z,3828498989,140,58.5,3834943153,178,,3828498999,1,,3828498987,56,Center,3828498997,213,5.3,3828498995,212,47.4,3828498993,141,21.8,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078213,7,1,1,0,11,3t0vjqtxc8wpjzv82i3oi2ova,1,62.5,15.9,2022-10-08T16:45:21.512Z,2022-10-10T11:56:15Z,3828499131,141,4.3,3828499127,56,Right,3828499135,213,5.0,3828499133,212,8.1,3828499129,140,64.4,3834943205,178,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078261,8,1,1,0,13,3t0vjqtxc8wpjzv82i3oi2ova,1,64.4,4.3,2022-10-08T16:45:23.570Z,2022-10-10T11:56:19Z,3828499375,140,73.3,3828499373,56,Right,3828499377,141,12.5,3834943285,178,,3828499381,213,0.5,3828499379,212,10.9,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078307,9,2,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,74.3,13.4,2022-10-08T16:45:26.508Z,2022-10-10T11:56:24Z,3834943393,178,,3828499607,140,83.2,3828499605,56,Right,3828499603,7,1i3tivo0q0tbzui8egvdlhg45,3828499609,141,5.6,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078327,3,55,1,0,16,89w5c6pw7vn0dxypi61tt0g4k,1,17.9,48.2,2022-10-08T16:45:26.509Z,2022-10-10T11:56:24Z,,,,,,,,,,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078531,4,1,1,0,29,89w5c6pw7vn0dxypi61tt0g4k,1,19,71.4,2022-10-08T16:45:39.037Z,2022-10-10T11:56:34Z,3834943639,178,,3828500859,141,49.4,3828500851,5,,3828500861,212,19.2,3828500857,140,7.6,3828500855,56,Back,3828500863,213,4.0,3828500853,241,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078575,5,1,1,0,33,89w5c6pw7vn0dxypi61tt0g4k,1,9,50.3,2022-10-08T16:45:43.193Z,2022-10-10T11:56:37Z,3828501117,213,1.3,3828501109,56,Back,3828501115,212,18.7,3828501113,141,76.6,3834943723,178,,3828501111,140,14.3,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078707,6,1,1,0,36,89w5c6pw7vn0dxypi61tt0g4k,1,15.1,75.7,2022-10-08T16:45:46.046Z,2022-10-10T11:56:43Z,3834943843,178,,3828501847,141,44.8,3828501843,56,Back,3828501851,213,4.3,3828501845,140,7.1,3828501849,212,22.6,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078769,7,1,1,0,45,89w5c6pw7vn0dxypi61tt0g4k,1,14.1,47.5,2022-10-08T16:45:54.957Z,2022-10-10T11:56:48Z,3828502065,140,15.9,3828502063,56,Back,3828502067,141,75.9,3828502069,212,19.4,3828502071,213,1.5,3834943951,178,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078843,8,1,1,0,49,89w5c6pw7vn0dxypi61tt0g4k,0,20.4,80.6,2022-10-08T16:45:58.808Z,2022-10-10T11:56:52Z,3828502323,140,55.2,3828502325,141,52.2,3828502327,212,41.3,3828502331,1,,3828502321,56,Center,3834944023,178,,3828502329,213,5.8,3828502319,155,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078837,10,44,1,0,51,3t0vjqtxc8wpjzv82i3oi2ova,1,45.2,43.6,2022-10-08T16:46:01.005Z,2022-10-11T03:11:38Z,3828502295,285,,3828502293,56,Back,3828502409,233,9,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078847,9,44,1,0,51,89w5c6pw7vn0dxypi61tt0g4k,0,54.8,56.4,2022-10-08T16:46:01.006Z,2022-10-10T11:56:55Z,3828502349,286,,3828502347,56,Center,3828502621,233,10,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078877,11,1,1,0,51,3t0vjqtxc8wpjzv82i3oi2ova,0,45.5,39.5,2022-10-08T16:46:01.040Z,2022-10-11T03:11:38Z,3828502481,3,,3828502491,213,0.5,3828502483,56,Center,3828502485,140,65.4,3828502487,141,56.3,3834944217,388,,3828502489,212,23.8,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078935,10,1,1,0,53,89w5c6pw7vn0dxypi61tt0g4k,0,35.2,29.1,2022-10-08T16:46:03.365Z,2022-10-10T11:57:03Z,3834944303,388,,3828502789,140,46.9,3828502795,213,0.6,3828502793,212,15.4,3828502785,3,,3828502791,141,42.8,3828502787,56,Back,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078947,12,1,1,0,55,3t0vjqtxc8wpjzv82i3oi2ova,1,56.1,54.8,2022-10-08T16:46:05.520Z,2022-10-10T11:57:08Z,3828502861,56,Center,3828502863,140,62.6,3828502865,141,59.7,3828502867,212,7.6,3828502869,213,0.5,3828502859,3,,3834944421,178,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078953,13,49,1,0,56,3t0vjqtxc8wpjzv82i3oi2ova,1,62.6,59.7,2022-10-08T16:46:06.064Z,2022-10-10T11:57:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469411865,894,3,1,0,56,3t0vjqtxc8wpjzv82i3oi2ova,0,56.4,55.9,2022-10-08T16:46:06.595Z,2022-10-10T11:57:26Z,3830389205,286,,3830389203,56,Center,3830389211,467,6w59kdfilru1152bjutstu2fp,3830389209,464,,3834944563,178,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078985,14,4,1,0,57,3t0vjqtxc8wpjzv82i3oi2ova,1,57.6,59.2,2022-10-08T16:46:06.892Z,2022-10-10T11:57:21Z,3828503025,13,,3828503027,56,Center,3828503033,265,,3828503035,286,,3828503029,152,,3828503069,233,11,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469078993,11,4,1,0,57,89w5c6pw7vn0dxypi61tt0g4k,0,42.4,40.8,2022-10-08T16:46:06.893Z,2022-10-10T11:57:20Z,3834944661,178,,3828503061,285,,3828503105,233,14,3828503057,152,,3828503055,56,Back,3828503053,13,,3828503059,265,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469079097,15,1,1,1,4,3t0vjqtxc8wpjzv82i3oi2ova,0,55.6,50.6,2022-10-08T16:46:13.651Z,2022-10-10T11:57:35Z,3834944865,178,,3828503569,56,Center,3828503647,189,,3828503577,141,36.9,3828503573,140,78.7,3828503563,5,,3828503581,212,26.0,3828503565,152,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,3828503585,213,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
