id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value,qualifier/21/value
2519210509,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-03-12T14:34:24.999Z,2023-03-12T15:49:24Z,4092945803,130,8,4092945805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092945797,30,"d5v47kueisvcjjz4f69m83sut, 7c8ms7bw3fva4xeubax4ep8et, 6yush35gfp1sgyyzicye73rp, d4j19ipiaeuetyij08fofgs15, 62n3xzxpwe2j317q24rh5wjpx, 1ph4g125dfsijfjzjpcvpcmlm, bx6j2y1hnu63lawn3rdoep1m2, 1abb1gcw7arw1nkbuxnccjca1, 7snt4uu7f2d0g7utjm2xfis8a, 21k54i5a6d9bi4f6gplgzxiw9, exhxdmdq49xj4dnguq03qnlgq, 2e0o5pwinz3zhg9pqg5vej9ih, 3ojwbw6v83g9b0u2wssnkzzzd, 9uuk73i8obc7ji0dnan352nkl, d92v6n4pf20eepvli92lqau39, c8j50o9oqu2okdpjsr3nvnhsl, d9wjrxhmo0dlczkg0fpnf3e1h, 9vf02r3geinhsy732oxyrcacq, 5yt3hbvzpaqv8lrjgt4ahb78q, 4u12cln8rmtkwlu5q36ypjl2i",4092945801,59,"16, 29, 30, 23, 5, 22, 27, 6, 10, 20, 7, 3, 4, 15, 18, 21, 24, 28, 37, 61",4092945811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092945809,197,500,4092945807,194,62n3xzxpwe2j317q24rh5wjpx,4092945799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519227983,1,34,16,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-03-12T14:49:15.303Z,2023-03-12T15:42:53Z,4093039237,30,"ail0unvzd0b9ur7j0l8hk0y51, tv8e6nxc7jl8wbzf6ojd6dw5, 3u2783a9ukglf8yg3dere8wve, 426st78oi43eortpbfkuxw72t, 7r2ifipuieqiar5n00o2j5uj9, blzp9qbpturqntnisbkg0ddlg, 7pz3qz589b7v3pkb9h0hv73l5, 4qyx713hq3c6d5lwdfp98jd1x, lfp411vh3vtjbvd6xra4jpp1, e1wk520xrgbtriixo4kj3pnje, 9gsuha7f2ldpqo091yrlykvyt, 7rvlba00jv66w7wtdmk178a95, 4736oz9r0evpmkd3qumivl239, 8o13oyr0lqkr5sw7j9ekdan6x, 9wgpudcet9m8doz9ezbjxzkrt, 4utb2o5c0e57kf0iwdavpzg15, dzs8vty5afl2y7ddjh3ausclx, dz5odw2c0d2hyx60oxorrf9hx, ca5n8516u8m6c41u61bbjjbop, eyx1wga1fue6lb5a0ak5f32i2, afsin57n25r53ifmqyfmbzqol, 4j7f43re79hlmomwga3isqbu2, bw10e3zz1g0e4gomq2saqcb9w",4093039243,130,4,4093039245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093039241,59,"12, 5, 16, 10, 4, 33, 21, 19, 9, 30, 25, 1, 3, 6, 8, 11, 18, 20, 24, 27, 28, 31, 38",4093350599,197,465,4093039247,194,3u2783a9ukglf8yg3dere8wve,4093039251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093039239,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290373,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-03-12T15:45:48.626Z,2023-03-14T21:23:22Z,4093373267,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290331,2,32,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,0,0,2023-03-12T15:45:48.626Z,2023-03-12T15:45:48Z,4093373025,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290449,3,1,1,0,0,ears40cp6opsgvhsy0dgyszpd,1,50,50,2023-03-12T15:45:49.276Z,2023-03-15T04:09:04Z,4093373697,279,S,4093373687,56,Back,4098725695,178,,4093373691,141,42.2,4093373689,140,27.6,4093373693,212,24.1,4093373695,213,3.4,,,,7pz3qz589b7v3pkb9h0hv73l5,D. van Kaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290527,4,1,1,0,5,ears40cp6opsgvhsy0dgyszpd,1,29.4,43.9,2023-03-12T15:45:54.447Z,2023-03-15T04:09:11Z,4098725765,178,,4093374111,213,1.5,4093374109,212,16.0,4093374105,140,30.5,4093374103,56,Back,4093374107,141,67.3,,,,,,,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290617,5,1,1,0,8,ears40cp6opsgvhsy0dgyszpd,1,29.9,71.8,2023-03-12T15:45:56.908Z,2023-03-15T04:09:17Z,4093374591,141,97.4,4093374589,140,25.4,4093374595,213,1.8,4093374593,212,18.0,4098725821,178,,4093374587,56,Back,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290627,6,1,1,0,12,ears40cp6opsgvhsy0dgyszpd,0,25.5,96.6,2023-03-12T15:46:01.127Z,2023-03-15T04:09:22Z,4093374669,140,31.4,4098725841,178,,4093374665,155,,4093374675,213,6.1,4093374673,212,6.3,4093374667,56,Back,4093374671,141,94.7,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290659,3,61,1,0,12,24fvcruwqrqvqa3aonf8c3zuy,1,67.4,17.2,2023-03-12T15:46:01.246Z,2023-03-15T04:09:29Z,4093374849,56,Right,4098725905,388,,,,,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519290697,7,61,1,0,13,ears40cp6opsgvhsy0dgyszpd,0,29.8,82.4,2023-03-12T15:46:02.445Z,2023-03-15T04:10:52Z,4098726705,178,,4093375045,56,Back,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
