id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2501876935,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-29T10:13:48.563Z,2023-01-29T11:23:09Z,4001675327,197,538,4001546933,130,8,4001546939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001546937,194,lduqoe45t2fnbn9s9rbvlnf9,4001546935,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001546927,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, 9qoc020keotb4s72a09zm5pzp, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, c1yctqdku2vzho2azsgcy5dcl, dc119ejc7lls2rd3ywigl2smi, 36veg0wk1z3om89daf0clbl5h, ad9kukqx4xulbvelacgwgqvah, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5m8pflpgynidzk7d9507oujje, 2teefpvijsbzag4yi7fm1pyol, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, acffs01m2p3b4uemzjrp51d9m, c7n2b2gq381k0o0jizqueii5m, 5g0q7azk54eryl8vcgyb2oj4l, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, bner5siqnwn1fqusfrgujt0fe",4001546931,59,"1, 20, 5, 23, 2, 3, 7, 8, 9, 18, 10, 4, 11, 12, 14, 16, 17, 19, 21, 22, 26, 27, 38",4001546929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501877199,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-01-29T10:14:33.397Z,2023-01-29T19:08:24Z,4001548059,130,8,4001663535,197,17638,4001548053,30,"9pgr69ub37hmr76gwbfw7lhw5, e6xexn53yyoxmdt5naduyx8bu, 4fcjml5xkrwp4jykruzrzub1m, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, a8cgbwioykhqztfjgztfn7dud, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, 504o2odlvra056ouwcgreopgp, dy8wa8cciiae72q2ynm80rlcl, 2fbolmn7pyvn5oto4zoeqguwa, bnar4f48vnx4oaz2lzch48es5, e5xuwwa4qs6zxjd7y52tslih, 4j5hfebi948ggjwexpndrub1m, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1957std7hji9ca7bd29y8at7u, 1qjf9el1a3ct17cb9epxz8xgq, a89554tzfy4nfxrycpr2z0xjp, 5vsr5aylntbln91iqj7vh5duy",4001548061,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4001548055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4001548057,59,"1, 2, 5, 10, 4, 33, 7, 20, 29, 17, 11, 28, 6, 8, 9, 14, 15, 21, 22, 23, 25, 26, 30",4001548063,194,djbw3afgcgkbq22soig0xsjfu,4001548065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900573,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-01-29T11:17:28.954Z,2023-01-29T11:17:29Z,4001663631,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900579,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2023-01-29T11:17:28.954Z,2023-01-31T17:44:33Z,4001663651,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900599,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,50.1,49.9,2023-01-29T11:17:28.973Z,2023-01-31T18:04:31Z,4001663753,213,3.1,4001663755,279,S,4005609889,178,,4001663751,212,19.9,4001663747,140,31.1,4001663745,56,Back,4001663749,141,49.9,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900619,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,1,31.9,49.5,2023-01-29T11:17:31.824Z,2023-01-31T18:04:37Z,4001663853,212,14.9,4001663851,141,71.4,4001663847,56,Back,4001663849,140,31.9,4005609965,178,,4001663855,213,1.6,,,,,,,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900637,5,1,1,0,6,4tic29sox7m39fy1ztgv0jsiq,0,39.8,71,2023-01-29T11:17:35.276Z,2023-01-31T18:04:43Z,4001663983,212,64.5,4001663987,1,,4001663985,213,0.2,4001663977,56,Left,4001663975,155,,4001663981,141,85.5,4005610033,178,,4001663979,140,100.0,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900639,3,5,1,0,10,20vymiy7bo8wkyxai3ew494fz,1,-0.5,14,2023-01-29T11:17:39.432Z,2023-01-31T18:04:50Z,4001663991,346,,4001664003,233,6,4001663989,56,Back,,,,,,,,,,,,,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900641,6,5,1,0,10,4tic29sox7m39fy1ztgv0jsiq,0,100.5,86,2023-01-29T11:17:39.432Z,2023-01-31T18:04:50Z,4001663995,346,,4001664009,233,3,4001663993,56,Left,,,,,,,,,,,,,,,,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501900797,4,1,1,0,34,20vymiy7bo8wkyxai3ew494fz,0,1.5,49.7,2023-01-29T11:18:03.375Z,2023-01-31T18:04:56Z,4001664907,1,,4001664905,213,0.2,4001664909,74,,4001664903,212,57.6,4001664899,140,55.4,4001664897,56,Center,4001664895,124,,4001664901,141,65.8,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
