id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2504355211,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-02-05T12:19:49.796Z,2023-02-05T18:08:15Z,4014545155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014800453,197,469,4014545149,59,"22, 2, 15, 10, 4, 33, 14, 20, 29, 8, 11, 6, 7, 9, 21, 23, 24, 25, 26, 28, 30, 49",4014545159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014545145,30,"11ceernyer8po8soj8dmygatx, e6xexn53yyoxmdt5naduyx8bu, dux0skggr99ydjz3kn58p3wmh, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, e0cy0gwf04lohf0xjef0af8fe, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, e5xuwwa4qs6zxjd7y52tslih, dy8wa8cciiae72q2ynm80rlcl, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, 909y6bbt3ht52rsu560ua5gid, 1957std7hji9ca7bd29y8at7u, 7d8qc47gy4mb9mo67e1ic448a, 1qjf9el1a3ct17cb9epxz8xgq, a89554tzfy4nfxrycpr2z0xjp, 2fbolmn7pyvn5oto4zoeqguwa, 5vsr5aylntbln91iqj7vh5duy, 961rxtkdbimo36qyjsjuwmj56",4014545151,130,8,4014545157,194,djbw3afgcgkbq22soig0xsjfu,4014545147,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504356837,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-05T12:22:23.204Z,2023-02-05T13:30:37Z,4014553237,30,"a56woizbe4g6jpl3fg4tlgno5, 2e0o5pwinz3zhg9pqg5vej9ih, 7c8ms7bw3fva4xeubax4ep8et, d4j19ipiaeuetyij08fofgs15, 1ph4g125dfsijfjzjpcvpcmlm, 3ojwbw6v83g9b0u2wssnkzzzd, c8j50o9oqu2okdpjsr3nvnhsl, 1abb1gcw7arw1nkbuxnccjca1, 4drquvq035kmr2smvzph82bx1, 21k54i5a6d9bi4f6gplgzxiw9, exhxdmdq49xj4dnguq03qnlgq, 62n3xzxpwe2j317q24rh5wjpx, 7snt4uu7f2d0g7utjm2xfis8a, 3y9nm18as1wxhizq3fyazb2t, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, d9wjrxhmo0dlczkg0fpnf3e1h, bx6j2y1hnu63lawn3rdoep1m2, 9vf02r3geinhsy732oxyrcacq, 6yush35gfp1sgyyzicye73rp, 5yt3hbvzpaqv8lrjgt4ahb78q",4014553249,194,4drquvq035kmr2smvzph82bx1,4014553243,59,"1, 3, 29, 23, 22, 4, 21, 6, 9, 20, 7, 5, 10, 11, 15, 16, 24, 27, 28, 30, 37",4014809771,197,9079,4014553245,130,8,4014553251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014553241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014553247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409681,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-02-05T13:31:47.450Z,2023-02-07T08:07:29Z,4014813823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409669,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2023-02-05T13:31:47.450Z,2023-02-05T13:31:47Z,4014813769,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409719,3,1,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,50.2,49.7,2023-02-05T13:31:47.501Z,2023-02-07T09:19:11Z,4014814037,213,3.0,4014814031,140,30.0,4018466099,178,,4014814033,141,54.9,4014814039,279,S,4014814029,56,Back,4014814035,212,21.5,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409767,4,1,1,0,3,24fvcruwqrqvqa3aonf8c3zuy,0,30.8,52.2,2023-02-05T13:31:50.478Z,2023-02-07T09:19:16Z,4014814233,141,18.9,4014814239,1,,4018466149,178,,4014814229,56,Right,4014814235,212,50.8,4014814227,155,,4014814237,213,5.8,4014814231,140,74.1,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409797,3,44,1,0,5,20vymiy7bo8wkyxai3ew494fz,1,28.2,77.1,2023-02-05T13:31:53.402Z,2023-02-07T15:11:10Z,4014814367,233,5,4014814347,56,Back,4014814349,285,,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409773,5,44,1,0,5,24fvcruwqrqvqa3aonf8c3zuy,0,71.8,22.9,2023-02-05T13:31:53.403Z,2023-02-07T09:19:32Z,4014814263,56,Center,4014814265,286,,4014814377,233,3,,,,,,,,,,,,,,,,4drquvq035kmr2smvzph82bx1,L. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504409807,4,1,1,0,5,20vymiy7bo8wkyxai3ew494fz,0,30,73.6,2023-02-05T13:31:53.437Z,2023-02-07T15:11:11Z,4014814387,141,88.6,4014814391,213,2.3,4014814381,3,,4018466321,388,,4014814385,140,21.2,4014814383,56,Back,4014814389,212,13.8,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505316841,2140,83,1,0,10,20vymiy7bo8wkyxai3ew494fz,1,10.7,92.9,2023-02-05T13:31:57.711Z,2023-02-08T05:09:57Z,4019542977,399,193488,,,,,,,,,,,,,,,,,,,,,,dux0skggr99ydjz3kn58p3wmh,M. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
