id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2466652465,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-02T16:47:12.645Z,2022-10-02T18:05:13Z,3815823901,197,2846,3815561551,59,"1, 2, 18, 20, 5, 4, 77, 8, 10, 7, 9, 11, 13, 15, 16, 17, 19, 23, 24, 27, 29, 32, 34",3815561553,130,2,3815561547,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, 57wfg8j12hfw3aisrnwtpgmvp, cqrk42u0s5w8yuq6mnckug02y, 9fkdgor4mv7f8eqz65ugnnydx, ew4kbwq27lxqocg0920amphw5, 55e0z1vhb48go6y2io7h80aqy, 49x98sk3wf7sjshrlou5vnvje, 1i3tivo0q0tbzui8egvdlhg45, ewbakrn2dqmy062scjnz0pecp, 7wphtxp293kv4o3x1b6zusrmd, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, 5qdy8yuwjjc700f9tup2k12w9, ekltvbrx114dg6b2wj3lpwy96, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, 7myeigeuggkj5ymjw6znedkut, eytcfp4cu6qkar65kf0p5rm96, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm",3815561555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815561559,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815561557,194,ew4kbwq27lxqocg0920amphw5,3815561549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466655599,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-02T16:50:51.511Z,2022-10-02T18:14:39Z,3815578799,194,9hvw1v4douz0kst032a9l853p,3815578795,130,10,3815578793,59,"44, 27, 7, 6, 5, 4, 19, 33, 17, 9, 26, 1, 8, 10, 13, 15, 21, 22, 23, 29, 34, 42",3815578791,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815578801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815578797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815578789,30,"awih1xkabe5o6afn6d85ilxw5, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 34258m1cvslz8r6d17nv4b90q, 1tj9gmnm02s8f12zwzvuwnoph, 9hvw1v4douz0kst032a9l853p, 60fbyywnjiz6l8n7gmi2mjld5, 7jtag81mvpom3bfgezx8txbdh, dc4n5ylytswddlvd82snkb90q, amvonu36at4dg7ksi1ioczi3u, 7m3uhmmzizwmpk64dw750pn11, bpvq84v7wwz759mgykvsy3pat, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, 2mfslxxrar9a5fbif0ulk7ze, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3hpv677ua2y88yx55iujzqpgq, 3o6woe2uh6754hw803v86l1t6, 1q10sxo34napxjfoy044e311w",3815823329,197,9137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699639,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-02T18:00:51.840Z,2022-10-02T18:00:52Z,3815828741,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699641,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-10-02T18:00:51.840Z,2022-10-05T10:50:45Z,3815828747,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699661,3,1,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,49.9,49.9,2022-10-02T18:00:51.897Z,2022-10-05T14:01:26Z,3815828873,140,25.2,3815828871,56,Back,3815828875,141,69.9,3815828881,279,S,3815828879,213,2.7,3815828877,212,29.3,3820563181,178,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699673,4,1,1,0,3,4vd2t5schmvvufrfib7f2vjdf,1,26.1,68.5,2022-10-02T18:00:55.034Z,2022-10-05T14:01:39Z,3815828963,1,,3815828961,213,5.5,3815828959,212,58.2,3815828955,140,67.0,3815828953,56,Right,3815828951,155,,3820563541,178,,3815828957,141,10.7,34258m1cvslz8r6d17nv4b90q,S. van Ottele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699681,5,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,1,68.6,11.4,2022-10-02T18:00:58.199Z,2022-10-05T14:59:11Z,3815829021,233,3,3815829003,56,Right,3815829005,286,,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699675,3,44,1,0,6,3t0vjqtxc8wpjzv82i3oi2ova,0,31.4,88.6,2022-10-02T18:00:58.200Z,2022-10-05T14:01:45Z,3815828969,285,,3815828967,56,Back,3815829025,233,5,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699685,6,61,1,0,6,4vd2t5schmvvufrfib7f2vjdf,1,67,10.7,2022-10-02T18:00:58.258Z,2022-10-05T14:59:11Z,3820563689,15,,3815829019,56,Right,3820563691,388,,,,,,,,,,,,,,,,,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699693,4,5,1,0,8,3t0vjqtxc8wpjzv82i3oi2ova,1,29,101.7,2022-10-02T18:00:59.938Z,2022-10-05T14:01:56Z,3815829059,347,,3815829057,56,Back,3815829065,233,7,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
