id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2519143029,21,1,1,0,58,d0zdg647gvgc95xdtk1vpbkys,0,5,58.2,2023-03-12T13:32:31.482Z,2023-03-15T00:11:20Z,4092596469,212,37.4,4098601167,178,,4092596471,213,0.9,4092596465,140,27.3,4092596463,56,Back,4092596467,141,100.0,4092596473,1,,4092596461,155,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143045,5,5,1,1,1,4vd2t5schmvvufrfib7f2vjdf,1,70.1,-1.2,2023-03-12T13:32:34.196Z,2023-03-15T00:11:23Z,4092596573,347,,4092596581,233,22,4092596571,56,Right,,,,,,,,,,,,,,,,4pe4ugftevr8859yin36nyll,C. Nunnely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143031,22,5,1,1,1,d0zdg647gvgc95xdtk1vpbkys,0,29.9,101.2,2023-03-12T13:32:34.196Z,2023-03-15T00:11:23Z,4092596483,347,,4092596481,56,Back,4092596611,233,5,,,,,,,,,,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143155,6,1,1,1,8,4vd2t5schmvvufrfib7f2vjdf,1,67.7,0,2023-03-12T13:32:41.139Z,2023-03-15T00:11:32Z,4092597219,1,,4092597209,56,Back,4092597211,140,28.6,4092597205,107,,4092597217,213,2.8,4095976991,189,,4092597213,141,20.0,4092597215,212,43.6,etzj9ltadjsvkmahib7hor90q,M. van Ewijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143199,7,1,1,1,12,4vd2t5schmvvufrfib7f2vjdf,1,23.7,26.1,2023-03-12T13:32:45.389Z,2023-03-15T00:11:37Z,4092597475,140,6.9,4092597473,56,Back,4092597477,141,56.6,4098601459,178,,4092597481,213,2.3,4092597479,212,27.2,,,,,,,9sid8vt0mz1ypq4pn8vj6pas5,J. Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143261,8,1,1,1,16,4vd2t5schmvvufrfib7f2vjdf,1,9,57.6,2023-03-12T13:32:49.116Z,2023-03-15T00:11:40Z,4092597755,212,34.2,4092597763,1,,4092597751,141,95.3,4092597745,56,Back,4092597749,140,30.6,4098601485,178,,4092597759,213,0.8,,,,bpvq84v7wwz759mgykvsy3pat,X. Mous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143287,9,1,1,1,19,4vd2t5schmvvufrfib7f2vjdf,0,33.4,96.2,2023-03-12T13:32:52.247Z,2023-03-15T00:11:48Z,4092597843,212,10.8,4098601545,178,,4092597837,56,Back,4092597845,213,5.5,4092597841,141,84.8,4092597839,140,40.6,,,,,,,8wb6zb0imo0295asm428cur55,M. Köhlert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520275249,973,67,1,1,20,d0zdg647gvgc95xdtk1vpbkys,1,59.6,14.6,2023-03-12T13:32:53.295Z,2023-03-15T05:20:27Z,4098636437,233,790,,,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520275247,790,67,1,1,20,4vd2t5schmvvufrfib7f2vjdf,0,40.4,85.4,2023-03-12T13:32:53.296Z,2023-03-15T01:04:59Z,4098636441,233,973,,,,,,,,,,,,,,,,,,,,,,24daij2a9hj0luq5eaxeejzvu,O. Sahraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143295,23,8,1,1,20,d0zdg647gvgc95xdtk1vpbkys,1,60.2,13.1,2023-03-12T13:32:53.317Z,2023-03-15T05:20:27Z,4092597863,56,Right,4095977511,384,,4098601637,178,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519780065,917,49,1,1,21,d0zdg647gvgc95xdtk1vpbkys,1,65.1,21.3,2023-03-12T13:32:54.694Z,2023-03-15T00:12:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143337,24,1,1,1,21,d0zdg647gvgc95xdtk1vpbkys,1,66.7,21.1,2023-03-12T13:32:54.771Z,2023-03-15T00:12:17Z,4098601917,178,,4092598103,140,69.9,4092598105,141,17.6,4092598109,213,5.7,4092598107,212,4.1,4092598101,56,Right,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143365,25,43,1,1,25,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-12T13:32:58.823Z,2023-03-13T13:10:49Z,4095977959,144,49,,,,,,,,,,,,,,,,,,,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143413,26,1,1,1,26,d0zdg647gvgc95xdtk1vpbkys,1,69.3,29.6,2023-03-12T13:32:59.208Z,2023-03-15T00:12:23Z,4092598479,213,1.4,4098601951,178,,4092598481,1,,4092598477,212,35.0,4092598471,56,Left,4092598475,141,80.0,4092598473,140,76.1,,,,p7vw4thx5wzo49h6hfabcq5m,M. Kudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143439,27,1,1,1,30,d0zdg647gvgc95xdtk1vpbkys,1,82.6,76.7,2023-03-12T13:33:03.348Z,2023-03-15T00:12:28Z,4092598585,56,Center,4092598587,140,88.1,4098602015,178,,4092598591,212,11.7,4092598589,141,61.7,4092598593,213,5.2,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143465,28,1,1,1,31,d0zdg647gvgc95xdtk1vpbkys,1,88.2,61.5,2023-03-12T13:33:04.500Z,2023-03-15T00:12:37Z,4098602069,178,,4092598709,213,2.0,4092598705,141,68.1,4092598703,140,86.1,4092598701,56,Center,4092601003,210,13,4092598707,212,5.0,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143469,29,13,1,1,32,d0zdg647gvgc95xdtk1vpbkys,1,86.8,63.5,2023-03-12T13:33:05.075Z,2023-03-15T00:12:37Z,4092601067,230,98.9,4092601047,215,,4092601035,103,6.9,4092601019,75,,4092601027,102,24.4,4092605825,328,,4092601023,55,28,4092598737,22,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,4092598745,56,Center,4092598743,64,4092601021,29,4092601071,231,53.1,4092601063,147,56.9,4098602109,178,4092601059,146,88.8,4092600441,20,4092600445,153,,,,,,,,,,,,,,,,,
2519143707,31,61,1,1,32,d0zdg647gvgc95xdtk1vpbkys,1,88.7,59.7,2023-03-12T13:33:05.139Z,2023-03-15T00:12:45Z,4098602213,178,,4092600109,56,Center,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143503,11,6,1,1,34,4vd2t5schmvvufrfib7f2vjdf,0,12.4,35.3,2023-03-12T13:33:07.930Z,2023-03-15T00:12:51Z,4092600439,361,,4092598909,73,,4092659915,233,30,4092598907,56,Back,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143591,30,6,1,1,34,d0zdg647gvgc95xdtk1vpbkys,1,87.6,64.7,2023-03-12T13:33:07.930Z,2023-03-15T00:12:51Z,4092659869,233,11,4092599443,56,Center,4092599445,73,,4092601281,361,,,,,,,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143483,10,43,1,1,35,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-12T13:33:08.540Z,2023-03-12T13:33:25Z,4092600173,144,61,4092598791,56,Back,,,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143999,32,1,1,2,13,d0zdg647gvgc95xdtk1vpbkys,0,99.6,99.3,2023-03-12T13:33:46.885Z,2023-03-15T00:13:01Z,4092601803,140,85.2,4092601805,141,44.8,4092601811,1,,4095980829,72,,4092601795,6,,4092601801,56,Center,4092601793,2,,4092601799,224,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,4092601809,213,4.3,4092601797,155,4098602469,178,4092601807,212,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519144007,12,49,1,2,16,4vd2t5schmvvufrfib7f2vjdf,1,12.9,54,2023-03-12T13:33:49.013Z,2023-03-15T00:13:07Z,,,,,,,,,,,,,,,,,,,,,,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519144065,13,1,1,2,16,4vd2t5schmvvufrfib7f2vjdf,1,14.9,55.2,2023-03-12T13:33:49.881Z,2023-03-15T00:13:12Z,4092602111,213,0.4,4098602635,178,,4092602105,140,35.7,4092602103,56,Back,4092602107,141,69.6,4092602101,155,,4092602109,212,23.9,,,,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519144071,14,1,1,2,19,4vd2t5schmvvufrfib7f2vjdf,0,36.6,68.7,2023-03-12T13:33:51.979Z,2023-03-15T00:13:19Z,4098602725,178,,4092602171,156,,4092602153,140,32.8,4092602163,213,3.8,4092602157,141,63.9,4092602161,212,5.2,4092602151,56,Back,,,,24daij2a9hj0luq5eaxeejzvu,O. Sahraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520306815,1733,67,1,2,20,d0zdg647gvgc95xdtk1vpbkys,1,72.1,40.9,2023-03-12T13:33:53.292Z,2023-03-15T07:07:37Z,4098799615,233,1376,,,,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520306811,1376,67,1,2,20,4vd2t5schmvvufrfib7f2vjdf,0,27.9,59.1,2023-03-12T13:33:53.293Z,2023-03-15T06:19:19Z,4098799625,233,1733,,,,,,,,,,,,,,,,,,,,,,e4nlf2a8hs9xju5jgxszkyytx,P. van Amersfoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520275459,984,43,1,2,20,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-12T13:33:53.317Z,2023-03-15T06:17:44Z,4098639679,233,792,4098798463,144,67,,,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520275457,792,43,1,2,20,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-12T13:33:53.318Z,2023-03-15T06:17:44Z,4098798453,144,67,4098639683,233,984,,,,,,,,,,,,,,,,,,,e4nlf2a8hs9xju5jgxszkyytx,P. van Amersfoort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519144083,33,8,1,2,20,d0zdg647gvgc95xdtk1vpbkys,1,71.3,47.6,2023-03-12T13:33:53.352Z,2023-03-15T07:07:38Z,4092602231,56,Center,4095981685,384,,4098602747,389,,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
