id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2519077673,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-12T12:16:24.127Z,2023-03-12T13:23:02Z,4092267037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092267025,30,"bpvq84v7wwz759mgykvsy3pat, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, ejv587h08dn1hgxhfgib3reqy, 9sid8vt0mz1ypq4pn8vj6pas5, 1tj9gmnm02s8f12zwzvuwnoph, 60fbyywnjiz6l8n7gmi2mjld5, 7m3uhmmzizwmpk64dw750pn11, e4nlf2a8hs9xju5jgxszkyytx, 4pe4ugftevr8859yin36nyll, 24daij2a9hj0luq5eaxeejzvu, axgbibg0wdlir6tsrru6rpwph, 34258m1cvslz8r6d17nv4b90q, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, a40zl71xh862o3qqxy89mp8q2, dc4n5ylytswddlvd82snkb90q, 73k8ok0kpb9xb6yhpmfhzir55, 3hpv677ua2y88yx55iujzqpgq, 7jtag81mvpom3bfgezx8txbdh",4092267031,130,4,4092267033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092267035,194,1tj9gmnm02s8f12zwzvuwnoph,4092267027,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092561823,197,482,4092267029,59,"1, 27, 7, 22, 25, 5, 19, 26, 11, 24, 20, 3, 6, 8, 10, 13, 15, 16, 17, 23, 29, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519080339,1,34,16,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-12T12:19:55.596Z,2023-03-12T13:24:50Z,4092280739,130,4,4092280749,194,6m2pk6odyb3atayt6u8cifahh,4092568143,197,16373,4092280745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092280733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092280727,30,"1lgrnaje6y7un5dzzll84p91, 6sg2ot7z9kfyrlgjkmpqvejqi, dafbvyorudvujxw7zswicykmh, bp3apdb2ahzacq45k4mzj5jhl, aqlakf0mo95rlktf6xdbaegh5, 4jqgl7x5ewke1u0sy2cbkqfhl, 7joybllup4h9oe6zfhcepjy6t, 35qg0rrwtl00pycx468s62m3u, 6m2pk6odyb3atayt6u8cifahh, p7vw4thx5wzo49h6hfabcq5m, 6hrp4zuxh40i3tccmk5s0j5xx, a91pmdnyzx1i7vx3l19hj4jx1, baakmd4ndnulbl9npvmq90mvp, 9c2i7ddl2uh7kuhwq62klkyui, 6w6ewzxircqxk6dsrs1rvc8ru, 29m8py8czo6w0zf2arwolirjd, 1ekkj2b713kjnugsk4dz50q1h, 7w5ivtmbqzi4hfte330r1a505, 47l204bkq2qqjhtazusr0019m, 2zkaf848fjcdhuii8783pkm7e, b8ixf31bdyfqqcwoy4ulai73e, 2x44f29a52v8kpkkjsuiiywdm, bgydmtsi0ngn9k56apo29v0no",4092280735,59,"12, 15, 5, 4, 2, 3, 23, 8, 10, 20, 7, 1, 6, 9, 18, 19, 21, 22, 25, 26, 28, 35, 57",4092280753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142207,2,32,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2023-03-12T13:31:32.935Z,2023-03-12T13:31:33Z,4092592177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142219,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2023-03-12T13:31:32.935Z,2023-03-14T21:50:56Z,4092592207,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142227,3,1,1,0,0,d0zdg647gvgc95xdtk1vpbkys,1,50.1,50,2023-03-12T13:31:32.944Z,2023-03-15T00:07:26Z,4092592261,279,S,4092592251,56,Back,4098597753,178,,4092592257,212,12.4,4092592255,141,61.1,4092592253,140,40.7,4092592259,213,2.5,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142275,4,1,1,0,1,d0zdg647gvgc95xdtk1vpbkys,1,40.7,61.1,2023-03-12T13:31:34.794Z,2023-03-15T00:07:34Z,4098597959,178,,4092592519,141,30.1,4092592523,212,24.7,4092592525,213,4.2,4092592517,140,28.5,4092592515,56,Back,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142329,5,1,1,0,6,d0zdg647gvgc95xdtk1vpbkys,1,24.6,28.3,2023-03-12T13:31:39.371Z,2023-03-15T00:07:38Z,4092592771,212,22.4,4092592765,56,Back,4092592773,213,2.5,4098598039,178,,4092592767,140,7.0,4092592769,141,46.9,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142391,6,1,1,0,9,d0zdg647gvgc95xdtk1vpbkys,1,9.4,53.9,2023-03-12T13:31:42.897Z,2023-03-15T00:07:44Z,4092593095,140,8.8,4092593089,56,Back,4098598163,178,,4092593099,141,75.3,4092593105,213,1.6,4092593103,212,14.6,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142441,7,1,1,0,13,d0zdg647gvgc95xdtk1vpbkys,1,4.1,70.6,2023-03-12T13:31:46.490Z,2023-03-15T00:07:48Z,4092593369,212,13.4,4098598199,178,,4092593367,141,50.9,4092593365,140,4.8,4092593371,213,4.8,4092593363,56,Back,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142471,8,1,1,0,16,d0zdg647gvgc95xdtk1vpbkys,1,5,45.5,2023-03-12T13:31:49.664Z,2023-03-15T00:07:52Z,4092593529,212,16.6,4092593531,213,5.0,4092593525,141,21.9,4092593523,140,9.0,4098598253,178,,4092593521,56,Back,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142525,9,1,1,0,18,d0zdg647gvgc95xdtk1vpbkys,1,10.5,19.5,2023-03-12T13:31:51.898Z,2023-03-15T00:07:57Z,4098598337,178,,4092593807,141,2.2,4092593805,140,29.0,4092593803,56,Back,4092593811,213,5.7,4092593809,212,22.7,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142537,10,1,1,0,22,d0zdg647gvgc95xdtk1vpbkys,0,37.8,1.9,2023-03-12T13:31:55.445Z,2023-03-15T00:08:01Z,4092593891,212,24.0,4092593889,141,19.1,4092593893,213,0.5,4092593885,56,Right,4098598413,178,,4092593887,140,57.8,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142553,3,49,1,0,23,4vd2t5schmvvufrfib7f2vjdf,1,42.4,79,2023-03-12T13:31:56.514Z,2023-03-15T00:08:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142565,4,1,1,0,23,4vd2t5schmvvufrfib7f2vjdf,0,42.4,79,2023-03-12T13:31:56.575Z,2023-03-15T00:08:12Z,4092594031,141,86.6,4092594033,212,16.7,4098598553,178,,4092594035,213,0.3,4092594027,56,Left,4092594029,140,57.5,,,,,,,1tj9gmnm02s8f12zwzvuwnoph,P. Bochniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142567,11,49,1,0,24,d0zdg647gvgc95xdtk1vpbkys,1,42.9,19.1,2023-03-12T13:31:57.392Z,2023-03-15T00:10:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142631,12,1,1,0,26,d0zdg647gvgc95xdtk1vpbkys,1,43.6,19.8,2023-03-12T13:31:59.348Z,2023-03-15T00:10:29Z,4098600441,178,,4092594329,141,77.3,4092594339,1,,4092594315,155,,4092594319,56,Back,4092594333,212,40.3,4092594337,213,1.8,4092594323,140,34.3,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142655,13,1,1,0,29,d0zdg647gvgc95xdtk1vpbkys,1,33.4,86.6,2023-03-12T13:32:02.803Z,2023-03-15T00:10:49Z,4092594479,141,95.0,4092594483,213,0.4,4098600741,178,,4092594481,212,15.3,4092594475,140,46.9,4092594473,56,Back,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142683,14,1,1,0,32,d0zdg647gvgc95xdtk1vpbkys,1,44.2,94.2,2023-03-12T13:32:05.706Z,2023-03-15T00:10:54Z,4092594619,140,29.6,4092594621,141,91.5,4092594625,213,3.3,4092594623,212,15.4,4098600807,178,,4092594617,56,Back,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142713,15,1,1,0,35,d0zdg647gvgc95xdtk1vpbkys,1,29,87.4,2023-03-12T13:32:08.222Z,2023-03-15T00:10:57Z,4092594779,140,37.0,4092594783,212,14.6,4092594785,213,5.3,4092594781,141,69.9,4098600835,178,,4092594777,56,Back,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142745,16,1,1,0,36,d0zdg647gvgc95xdtk1vpbkys,1,37,69.9,2023-03-12T13:32:09.397Z,2023-03-15T00:11:00Z,4092594969,140,20.0,4098600881,178,,4092594967,56,Back,4092594973,212,18.0,4092594975,213,3.0,4092594971,141,72.7,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142779,17,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,1,19.5,73.2,2023-03-12T13:32:13.328Z,2023-03-15T00:11:05Z,4092595149,213,4.1,4098600987,178,,4092595143,140,6.9,4092595145,141,47.3,4092595147,212,22.0,4092595141,56,Back,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142889,18,1,1,0,43,d0zdg647gvgc95xdtk1vpbkys,1,7.6,43.4,2023-03-12T13:32:16.816Z,2023-03-15T00:11:08Z,4092595697,56,Back,4092595705,213,5.8,4092595703,212,13.9,4092595699,140,19.2,4092595701,141,33.7,4098601027,178,,,,,,,,1lgrnaje6y7un5dzzll84p91,G. Rulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519142953,19,1,1,0,49,d0zdg647gvgc95xdtk1vpbkys,1,25.4,64.6,2023-03-12T13:32:22.707Z,2023-03-15T00:11:13Z,4092596083,140,30.9,4092596085,141,96.9,4092596087,212,22.7,4098601085,178,,4092596081,56,Back,4092596089,213,1.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519143001,20,1,1,0,55,d0zdg647gvgc95xdtk1vpbkys,1,25.2,74.7,2023-03-12T13:32:27.957Z,2023-03-15T00:11:18Z,4092596297,141,61.1,4092596301,213,3.5,4098601137,178,,4092596295,140,3.8,4092596293,56,Back,4092596299,212,24.3,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
