id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,assist
2469695481,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-09T13:50:44.596Z,2022-10-09T14:50:08Z,3831817751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831817747,59,"44, 27, 7, 6, 5, 4, 19, 33, 9, 17, 26, 1, 8, 10, 13, 15, 22, 23, 29, 34",3832108223,197,482,3831817749,130,10,3831817755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831817745,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831817753,194,9hvw1v4douz0kst032a9l853p,3831817743,30,"awih1xkabe5o6afn6d85ilxw5, etzj9ltadjsvkmahib7hor90q, 8wb6zb0imo0295asm428cur55, 34258m1cvslz8r6d17nv4b90q, 1tj9gmnm02s8f12zwzvuwnoph, 9hvw1v4douz0kst032a9l853p, 60fbyywnjiz6l8n7gmi2mjld5, 7jtag81mvpom3bfgezx8txbdh, amvonu36at4dg7ksi1ioczi3u, dc4n5ylytswddlvd82snkb90q, 7m3uhmmzizwmpk64dw750pn11, bpvq84v7wwz759mgykvsy3pat, aqjwz3wm0it916o2vb5tz9vxl, aie09n600h7ozeg6zl6anithx, 9hybzhhut4ac2xinqk7kzzpwp, 4swz47sf9k2qu5v001pnjz816, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3hpv677ua2y88yx55iujzqpgq, 3o6woe2uh6754hw803v86l1t6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469696405,1,34,16,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-09T13:51:57.352Z,2022-10-09T14:44:02Z,3831822699,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831822709,194,9psfk94nduz6icnuwty5v9all,3831822707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3832116625,197,9289,3831822711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831822705,130,4,3831822703,59,"1, 29, 31, 7, 5, 4, 6, 23, 32, 28, 11, 3, 15, 16, 20, 21, 24, 27, 33, 35, 37",3831822695,30,"a56woizbe4g6jpl3fg4tlgno5, 7c8ms7bw3fva4xeubax4ep8et, 5mbkc1nqmirbtfml9aklqr5xx, exhxdmdq49xj4dnguq03qnlgq, 62n3xzxpwe2j317q24rh5wjpx, 3ojwbw6v83g9b0u2wssnkzzzd, 1abb1gcw7arw1nkbuxnccjca1, d4j19ipiaeuetyij08fofgs15, 81sfrpdzz1nymxg1b5noo67ai, 9vf02r3geinhsy732oxyrcacq, 9psfk94nduz6icnuwty5v9all, 2e0o5pwinz3zhg9pqg5vej9ih, 9uuk73i8obc7ji0dnan352nkl, d5v47kueisvcjjz4f69m83sut, 21k54i5a6d9bi4f6gplgzxiw9, c8j50o9oqu2okdpjsr3nvnhsl, d9wjrxhmo0dlczkg0fpnf3e1h, bx6j2y1hnu63lawn3rdoep1m2, 6nwn2522yescgrx57wkcxjhwq, cm78w42nflwgvshpnok680mlm, 5yt3hbvzpaqv8lrjgt4ahb78q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756053,2,32,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-10-09T14:46:10.312Z,2022-10-09T14:46:14Z,3832136999,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756085,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-10-09T14:46:10.312Z,2022-10-11T20:22:48Z,3832137145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756215,3,1,1,0,0,24fvcruwqrqvqa3aonf8c3zuy,1,50.1,49.9,2022-10-09T14:46:10.430Z,2022-10-12T04:03:53Z,3832137851,141,33.4,3837699003,178,,3832137853,212,17.9,3832137855,213,3.8,3832137849,140,36.8,3832137857,279,S,3832137847,56,Back,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756239,4,1,1,0,3,24fvcruwqrqvqa3aonf8c3zuy,0,37.2,34.8,2022-10-09T14:46:13.531Z,2022-10-12T04:03:53Z,3832137985,56,Center,3832137983,155,,3832137991,212,39.6,3837699009,178,,3832137987,140,67.9,3832137989,141,68.5,3832137995,213,0.6,3832137999,1,,62n3xzxpwe2j317q24rh5wjpx,André Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756231,3,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,1,32,29.3,2022-10-09T14:46:16.474Z,2022-10-12T05:00:36Z,3832138157,233,5,3832137947,285,,3832137945,56,Back,,,,,,,,,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756245,5,44,1,0,6,24fvcruwqrqvqa3aonf8c3zuy,0,68,70.7,2022-10-09T14:46:16.475Z,2022-10-12T04:03:54Z,3832138231,233,3,3832138015,286,,3832138013,56,Center,,,,,,,,,,,,,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756259,4,1,1,0,6,4vd2t5schmvvufrfib7f2vjdf,0,31.9,27.3,2022-10-09T14:46:16.505Z,2022-10-12T05:00:37Z,3837699027,388,,3832138091,140,45.5,3832138087,56,Back,3832138095,141,14.7,3832138081,3,,3832138097,212,16.7,3832138099,213,5.7,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469756345,6,1,1,0,8,24fvcruwqrqvqa3aonf8c3zuy,1,55.8,79.4,2022-10-09T14:46:19.128Z,2022-10-12T04:03:58Z,3832138527,140,60.3,3832138533,213,0.8,3832138529,141,87.1,3837699063,178,,3832138525,56,Left,3832138531,212,7.1,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
