id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/19/value,assist
2452476691,9,1,1,0,15,ears40cp6opsgvhsy0dgyszpd,1,16.3,14.9,2022-08-28T14:46:55.701Z,2022-08-31T02:54:30Z,3740166989,140,53.5,3740166995,213,0.2,3746432445,178,,3740166991,141,26.2,3740166997,1,,3740166985,155,,3740166993,212,39.8,3740166987,56,Center,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476711,10,1,1,0,17,ears40cp6opsgvhsy0dgyszpd,1,53.5,26.2,2022-08-28T14:46:57.958Z,2022-08-31T02:54:35Z,3740167131,212,15.8,3746432489,388,,3740167123,3,,3740167129,141,5.3,3740167127,140,60.0,3740167133,213,5.2,3740167125,56,Right,,,,afsin57n25r53ifmqyfmbzqol,R. Uldriķis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476717,11,61,1,0,20,ears40cp6opsgvhsy0dgyszpd,0,60,5.3,2022-08-28T14:47:00.716Z,2022-08-31T02:54:44Z,3746432563,21,,3746432565,178,,3740167169,56,Right,,,,,,,,,,,,,,,,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476713,3,49,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,36.7,80,2022-08-28T14:47:02.354Z,2022-08-31T02:54:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476739,4,1,1,0,21,3kfktv64h7kg7zryax1wktr5r,1,38,80,2022-08-28T14:47:02.444Z,2022-08-31T02:55:02Z,3740167285,56,Back,3740167293,213,4.0,3740167287,140,31.0,3746432695,178,,3740167289,141,66.6,3740167291,212,11.7,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476763,5,1,1,0,22,3kfktv64h7kg7zryax1wktr5r,1,30.9,66.6,2022-08-28T14:47:03.437Z,2022-08-31T02:55:11Z,3740167399,56,Back,3740167403,141,64.8,3746432763,178,,3740167405,212,25.4,3740167401,140,6.7,3740167407,213,3.2,,,,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476807,6,1,1,0,26,3kfktv64h7kg7zryax1wktr5r,1,6.4,63.6,2022-08-28T14:47:06.784Z,2022-08-31T02:55:20Z,3740167613,213,4.4,3740167605,141,50.4,3740167601,140,3.5,3746432823,178,,3740167597,56,Back,3740167609,212,9.5,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476891,7,1,1,0,29,3kfktv64h7kg7zryax1wktr5r,0,2.5,41.2,2022-08-28T14:47:09.981Z,2022-08-31T02:55:24Z,3740168037,140,79.5,3740168043,213,6.0,3746432859,178,,3740168035,56,Right,3740168041,212,83.3,3740168045,1,,3740168039,141,11.9,3740168033,157,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476907,12,49,1,0,35,ears40cp6opsgvhsy0dgyszpd,1,32.1,82,2022-08-28T14:47:15.912Z,2022-08-31T02:55:37Z,,,,,,,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476967,13,1,1,0,36,ears40cp6opsgvhsy0dgyszpd,1,31.9,80.5,2022-08-28T14:47:17.449Z,2022-08-31T02:55:43Z,3740168443,140,13.5,3740168449,213,3.8,3746432989,178,,3740168441,56,Back,3740168445,141,60.5,3740168447,212,23.6,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477005,14,1,1,0,41,ears40cp6opsgvhsy0dgyszpd,1,14.5,51.8,2022-08-28T14:47:22.428Z,2022-08-31T02:55:48Z,3740168629,213,0.3,3740168617,56,Back,3740168631,1,,3740168615,155,,3740168625,212,33.7,3740168621,141,67.9,3746433021,178,,3740168619,140,44.9,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477013,15,44,1,0,44,ears40cp6opsgvhsy0dgyszpd,1,45.6,70,2022-08-28T14:47:25.455Z,2022-08-31T04:36:20Z,3740168687,233,8,3740168665,285,,3740168663,56,Back,,,,,,,,,,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452476997,8,44,1,0,44,3kfktv64h7kg7zryax1wktr5r,0,54.4,30,2022-08-28T14:47:25.456Z,2022-08-31T02:55:58Z,3740168711,233,15,3740168577,56,Center,3740168579,286,,,,,,,,,,,,,,,,,2w7xspkzg7b9ghl20me202ove,T. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477029,16,1,1,0,44,ears40cp6opsgvhsy0dgyszpd,0,44.5,67.8,2022-08-28T14:47:25.503Z,2022-08-31T04:36:21Z,3740168761,213,5.8,3740168755,141,51.5,3740168751,56,Center,3740168757,212,21.9,3740168749,3,,3740168753,140,62.5,3746433145,388,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477051,9,1,1,0,46,3kfktv64h7kg7zryax1wktr5r,0,34.5,47.5,2022-08-28T14:47:27.578Z,2022-08-31T02:56:11Z,3740168895,3,,3740168897,56,Back,3740168903,212,14.0,3740168899,140,45.0,3746433199,178,,3740168901,141,34.9,3740168905,213,5.6,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477135,17,1,1,0,51,ears40cp6opsgvhsy0dgyszpd,1,70.6,69.7,2022-08-28T14:47:31.972Z,2022-08-31T02:56:25Z,3740169413,213,1.1,3740169407,140,77.3,3740169403,56,Left,3740169409,141,91.8,3746433317,178,,3740169411,212,16.6,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477151,18,1,1,0,56,ears40cp6opsgvhsy0dgyszpd,1,77.4,75.4,2022-08-28T14:47:36.769Z,2022-08-31T02:56:29Z,3746433345,178,,3740169523,141,61.1,3740169527,213,4.5,3740169519,56,Center,3740169525,212,10.0,3740169521,140,75.1,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453650981,982,83,1,0,58,3kfktv64h7kg7zryax1wktr5r,1,25.8,43.3,2022-08-28T14:47:38.857Z,2022-08-31T04:13:32Z,3746469037,399,216262,,,,,,,,,,,,,,,,,,,,,,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477175,19,1,1,0,58,ears40cp6opsgvhsy0dgyszpd,1,73.3,54.2,2022-08-28T14:47:38.858Z,2022-08-31T02:56:37Z,3740169673,141,30.0,3740169671,140,64.6,3740169675,212,18.8,3740169669,56,Center,3740169677,213,4.2,3746433403,178,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477271,20,1,1,1,2,ears40cp6opsgvhsy0dgyszpd,1,63.8,26.8,2022-08-28T14:47:42.703Z,2022-08-31T02:56:43Z,3740170199,140,72.2,3740170205,212,16.2,3746433487,178,,3740170195,56,Right,3740170209,213,5.3,3740170203,141,6.8,,,,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477281,21,3,1,1,8,ears40cp6opsgvhsy0dgyszpd,0,91.8,6.6,2022-08-28T14:47:49.129Z,2022-08-31T02:56:55Z,3740170267,56,Right,3746433581,178,,3740170269,286,,3740170577,233,10,3741203195,465,,,,,,,,,,,dzs8vty5afl2y7ddjh3ausclx,D. Sambissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477317,10,7,1,1,8,3kfktv64h7kg7zryax1wktr5r,1,8.2,93.4,2022-08-28T14:47:49.297Z,2022-08-31T02:56:59Z,3740170463,285,,3740170459,56,Back,3746433605,178,,3740170553,233,21,3741203553,385,,3740170455,167,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477321,11,6,1,1,11,3kfktv64h7kg7zryax1wktr5r,0,0.6,96.4,2022-08-28T14:47:51.915Z,2022-08-31T02:57:04Z,3740170531,73,,3740170697,233,22,3740170481,56,Back,,,,,,,,,,,,,,,,a2zavv31d2aadyddk0kjttdgq,M. Kerkez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477343,22,6,1,1,11,ears40cp6opsgvhsy0dgyszpd,1,99.4,3.6,2022-08-28T14:47:51.915Z,2022-08-31T02:57:04Z,3740170667,233,11,3740170613,56,Right,3740170615,75,,,,,,,,,,,,,,,,,dzs8vty5afl2y7ddjh3ausclx,D. Sambissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477569,23,1,1,1,32,ears40cp6opsgvhsy0dgyszpd,0,99.5,0.5,2022-08-28T14:48:13.170Z,2022-08-31T02:57:07Z,3740171799,140,95.0,3740171803,212,34.2,3746433673,178,,3740171791,6,,3740172251,233,12,3740171805,213,1.7,3740171789,2,,3741204089,72,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,3740171797,56,Center,3740171793,155,3740171795,223,3740171801,141,50.3,3740171807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477637,12,41,1,1,34,3kfktv64h7kg7zryax1wktr5r,1,2.1,50.4,2022-08-28T14:48:14.897Z,2022-08-31T02:57:13Z,3740172159,141,49.1,3741210477,378,,3740172163,213,6.3,3740172259,233,23,3746433731,388,,3740172161,212,27.1,3740172157,140,27.9,,,,2p6h6ivyzp1fzsayw7r2xn2dx,H. Verhulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477647,13,4,1,1,36,3kfktv64h7kg7zryax1wktr5r,1,27,50.9,2022-08-28T14:48:17.585Z,2022-08-31T02:57:24Z,3740194805,233,24,3740172195,295,,3740172197,56,Back,3740172201,285,,3740172199,152,,3740172193,13,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477727,24,4,1,1,36,ears40cp6opsgvhsy0dgyszpd,0,73,49.1,2022-08-28T14:48:17.586Z,2022-08-31T02:57:24Z,3740172735,56,Center,3740172731,295,,3740172729,13,,3740172737,152,,3746433839,178,,3740172741,286,,3740194831,233,13,,,,ca5n8516u8m6c41u61bbjjbop,S. van Wermeskerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477833,14,1,1,2,0,3kfktv64h7kg7zryax1wktr5r,0,27.7,59.1,2022-08-28T14:48:41.418Z,2022-08-31T02:57:29Z,3746433921,178,,3740173317,212,49.4,3740173315,141,34.3,3740173311,56,Center,3740173303,5,,3740173307,152,,3740173321,1,,3740173319,213,5.9,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,3740173313,140,71.9,3740173305,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477849,25,61,1,2,3,ears40cp6opsgvhsy0dgyszpd,1,22.3,66.1,2022-08-28T14:48:44.555Z,2022-08-31T02:57:39Z,3740173435,56,Back,3746434001,178,,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477891,15,1,1,2,6,3kfktv64h7kg7zryax1wktr5r,1,74.8,32.1,2022-08-28T14:48:46.725Z,2022-08-31T02:57:43Z,3746434031,178,,3740173623,212,6.6,3740173617,56,Center,3740173619,140,71.6,3740173625,213,2.1,3740173621,141,40.4,,,,,,,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452668779,976,3,1,2,7,3kfktv64h7kg7zryax1wktr5r,0,76.5,43.2,2022-08-28T14:48:48.467Z,2022-08-31T02:57:54Z,3741221959,464,,3746434127,178,,3741221955,56,Center,3741221961,467,8o13oyr0lqkr5sw7j9ekdan6x,3741221957,286,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477907,16,1,1,2,9,3kfktv64h7kg7zryax1wktr5r,1,73.9,37.7,2022-08-28T14:48:49.972Z,2022-08-31T02:57:57Z,3740173731,140,71.7,3740173735,212,19.8,3740173737,213,4.6,3740173729,56,Right,3746434171,178,,3740173733,141,8.8,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477919,17,1,1,2,11,3kfktv64h7kg7zryax1wktr5r,0,74,8.2,2022-08-28T14:48:52.489Z,2022-08-31T02:58:02Z,3740173803,141,16.8,3746434259,178,,3740173799,56,Right,3741223535,224,,3740173805,212,6.0,3740173797,155,,3741223537,20,,3740173801,140,75.2,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,3740173795,2,,3740173807,213,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477931,26,61,1,2,11,ears40cp6opsgvhsy0dgyszpd,1,32.6,90,2022-08-28T14:48:52.599Z,2022-08-31T02:58:07Z,3746434317,388,,3740173867,56,Back,3746434315,21,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477955,27,49,1,2,13,ears40cp6opsgvhsy0dgyszpd,1,28.1,70.9,2022-08-28T14:48:53.955Z,2022-08-31T02:58:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452477981,28,1,1,2,14,ears40cp6opsgvhsy0dgyszpd,1,28.1,70.9,2022-08-28T14:48:55.489Z,2022-08-31T03:05:27Z,3740174125,212,13.0,3740174121,140,22.3,3746437875,178,,3740174127,213,2.1,3740174119,56,Back,3740174123,141,87.8,,,,,,,8o13oyr0lqkr5sw7j9ekdan6x,M. Hoedemakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478001,29,1,1,2,17,ears40cp6opsgvhsy0dgyszpd,0,22.5,87.5,2022-08-28T14:48:58.186Z,2022-08-31T03:05:32Z,3746437899,178,,3740174235,141,60.5,3740174231,56,Center,3740174229,155,,3740174237,212,44.7,3740174239,213,5.9,3740174233,140,61.3,3740174241,1,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478031,18,1,1,2,20,3kfktv64h7kg7zryax1wktr5r,0,40.4,37.7,2022-08-28T14:49:00.911Z,2022-08-31T03:05:40Z,3740174377,140,61.3,3740174383,213,5.9,3740174375,56,Center,3746437975,178,,3740174381,212,23.3,3740174373,3,,3740174379,141,26.1,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478083,30,1,1,2,21,ears40cp6opsgvhsy0dgyszpd,1,33.2,72.6,2022-08-28T14:49:02.197Z,2022-08-31T03:05:45Z,3740174671,140,30.6,3740174675,212,11.7,3740174669,56,Back,3740174677,213,1.8,3746438013,388,,3740174673,141,89.4,3740174667,3,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478089,31,12,1,2,23,ears40cp6opsgvhsy0dgyszpd,1,31,90.2,2022-08-28T14:49:04.084Z,2022-08-31T03:05:51Z,3740174707,212,7.8,3740174705,141,100.0,3740174739,167,,3740174701,56,Back,3746438079,178,,3740174709,213,1.2,3740174703,140,33.4,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478223,19,5,1,2,25,3kfktv64h7kg7zryax1wktr5r,1,62.4,-1.5,2022-08-28T14:49:05.634Z,2022-08-31T03:05:58Z,3740175411,56,Right,3740175415,233,32,3740175413,347,,,,,,,,,,,,,,,,,byirjks50zw1eefkcy8p4hd5h,B. Martins Indi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478093,32,5,1,2,25,ears40cp6opsgvhsy0dgyszpd,0,37.6,101.5,2022-08-28T14:49:05.634Z,2022-08-31T03:05:58Z,3740175425,233,19,3740174733,347,,3740174731,56,Back,,,,,,,,,,,,,,,,3u2783a9ukglf8yg3dere8wve,A. Bangura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452478241,20,1,1,2,36,3kfktv64h7kg7zryax1wktr5r,1,59.6,0,2022-08-28T14:49:17.131Z,2022-08-31T03:06:10Z,3740175485,213,1.1,3740175473,56,Right,3740175479,212,10.4,3740175471,107,,3740175475,140,63.9,3740175477,141,12.2,,,,,,,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
