id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/23/id,qualifier/23/qualifierId,qualifier/24/id,qualifier/24/qualifierId,qualifier/18/value,assist,qualifier/19/value
2475792723,7,1,1,0,15,6hsriqr3ybvyg94w2k19oal50,1,40,81.4,2022-10-22T19:01:45.835Z,2022-10-24T06:39:45Z,3864149427,140,33.9,3864149425,56,Back,3864149431,212,24.0,3864149429,141,47.4,3869338121,178,,3864149433,213,4.4,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792747,8,1,1,0,18,6hsriqr3ybvyg94w2k19oal50,1,29.5,45.8,2022-10-22T19:01:49.214Z,2022-10-24T06:40:00Z,3864149523,140,38.9,3864149527,212,29.3,3864149525,141,5.2,3869338359,178,,3864149521,56,Back,3864149529,213,5.1,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792767,9,1,1,0,21,6hsriqr3ybvyg94w2k19oal50,0,40.2,6.9,2022-10-22T19:01:51.899Z,2022-10-24T06:40:06Z,3864149637,140,46.4,3864149635,56,Back,3864149641,212,7.3,3869338459,178,,3864149639,141,1.9,3864149643,213,5.8,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476786923,894,67,1,0,22,3t0vjqtxc8wpjzv82i3oi2ova,1,57.8,95.7,2022-10-22T19:01:52.969Z,2022-10-24T07:24:34Z,3869371373,233,806,,,,,,,,,,,,,,,,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476786919,806,67,1,0,22,6hsriqr3ybvyg94w2k19oal50,0,42.2,4.3,2022-10-22T19:01:52.970Z,2022-10-24T07:03:39Z,3869371383,233,894,,,,,,,,,,,,,,,,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792777,5,8,1,0,22,3t0vjqtxc8wpjzv82i3oi2ova,1,57.5,96.3,2022-10-22T19:01:52.972Z,2022-10-24T07:24:34Z,3864149669,56,Left,3869338511,178,,3866237483,385,,,,,,,,,,,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792851,10,1,1,0,24,6hsriqr3ybvyg94w2k19oal50,1,41.3,19.6,2022-10-22T19:01:55.448Z,2022-10-24T06:40:16Z,3869338683,178,,3864149999,213,1.8,3864149997,212,31.0,3864149995,141,63.8,3864149991,56,Back,3864149993,140,33.9,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792905,11,1,1,0,32,6hsriqr3ybvyg94w2k19oal50,1,30.3,78.8,2022-10-22T19:02:03.056Z,2022-10-24T06:40:20Z,3864150293,213,3.8,3869338761,178,,3864150285,56,Back,3864150291,212,29.5,3864150287,140,8.7,3864150289,141,51.1,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792935,12,1,1,0,35,6hsriqr3ybvyg94w2k19oal50,1,10.7,41.6,2022-10-22T19:02:06.435Z,2022-10-24T06:40:24Z,3864150479,212,22.1,3864150481,213,5.5,3864150473,56,Back,3869338843,178,,3864150477,141,19.0,3864150475,140,25.8,,,,,,,3hhca66jtxt3c1iw10nfmhtnu,D. Reiziger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792981,13,1,1,0,39,6hsriqr3ybvyg94w2k19oal50,0,31.2,19.2,2022-10-22T19:02:10.048Z,2022-10-24T06:40:27Z,3864150717,56,Right,3864150715,155,,3864150719,140,89.7,3864150725,213,6.2,3864150721,141,8.4,3864150727,1,,3869338907,178,,3864150723,212,61.9,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792987,6,12,1,0,44,3t0vjqtxc8wpjzv82i3oi2ova,1,10.6,88.8,2022-10-22T19:02:14.994Z,2022-10-24T06:40:34Z,3869339043,178,,3864150749,213,1.5,3864150743,140,11.3,3864150745,141,100.0,3864150741,56,Back,3864150775,167,,3864150747,212,8.4,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475792993,7,5,1,0,45,3t0vjqtxc8wpjzv82i3oi2ova,0,12.1,101.2,2022-10-22T19:02:16.069Z,2022-10-24T06:40:35Z,3864151089,233,14,3864150761,347,,3864150759,56,Back,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793047,14,5,1,0,45,6hsriqr3ybvyg94w2k19oal50,1,87.9,-1.2,2022-10-22T19:02:16.069Z,2022-10-24T06:40:35Z,3864151035,347,,3864151053,233,7,3864151033,56,Right,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793117,15,1,1,0,56,6hsriqr3ybvyg94w2k19oal50,1,81.1,0,2022-10-22T19:02:26.781Z,2022-10-24T06:40:39Z,3864151429,213,1.2,3864151423,140,84.9,3864151419,107,,3864151425,141,16.5,3864151421,56,Right,3864151427,212,12.3,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793125,16,1,1,0,57,6hsriqr3ybvyg94w2k19oal50,1,84.9,10.9,2022-10-22T19:02:28.506Z,2022-10-24T06:40:41Z,3864151475,140,82.3,3864151477,141,6.7,3864151473,56,Right,3869339181,178,,3864151481,212,4.0,3864151485,213,3.9,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793159,17,1,1,0,58,6hsriqr3ybvyg94w2k19oal50,1,82,6.7,2022-10-22T19:02:29.696Z,2022-10-24T06:40:43Z,3864151705,56,Right,3864151713,213,0.1,3864151707,140,92.3,3864151711,212,10.8,3869339259,178,,3864151709,141,7.8,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793177,18,1,1,1,2,6hsriqr3ybvyg94w2k19oal50,0,95.6,19.2,2022-10-22T19:02:33.023Z,2022-10-24T06:40:47Z,3864151817,141,38.2,3864151815,140,91.9,3864151813,56,Center,3864151823,213,1.9,3869339325,178,,3864151819,212,13.5,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793219,8,12,1,1,3,3t0vjqtxc8wpjzv82i3oi2ova,1,8,59.6,2022-10-22T19:02:33.716Z,2022-10-24T06:40:52Z,3864152087,56,Back,3864152095,213,0.6,3864152091,141,68.4,3864152093,212,10.1,3869339413,178,,3864152089,140,15.7,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793463,21,43,1,1,4,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-22T19:02:35.105Z,2022-10-23T12:36:11Z,3864153559,56,Center,3866245167,144,61,,,,,,,,,,,,,,,,,,,9bzwr8qhl6547tjrsjsity4x6,B. Białek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793199,19,15,1,1,4,6hsriqr3ybvyg94w2k19oal50,1,78.8,34.3,2022-10-22T19:02:35.431Z,2022-10-24T06:41:03Z,3864154505,146,81.9,3864151977,22,,3864154497,215,,3864154511,230,98.1,3864154515,231,48.6,3864151983,56,Center,3869339633,178,,3864151981,18,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,3864154493,103,19,3866250861,458,3864154483,76,3864154105,233,9,3864154491,102,52.9,3864154083,82,3864154079,72,3864154509,147,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793221,9,10,1,1,4,3t0vjqtxc8wpjzv82i3oi2ova,1,15.1,65,2022-10-22T19:02:35.525Z,2022-10-24T06:41:06Z,3864152101,56,Back,3869339683,178,,3864154125,233,19,3864152099,94,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475806549,171,49,1,1,5,3t0vjqtxc8wpjzv82i3oi2ova,1,15.9,41.3,2022-10-22T19:02:36.343Z,2022-10-24T06:41:11Z,,,,,,,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793263,10,1,1,1,5,3t0vjqtxc8wpjzv82i3oi2ova,0,18.9,45.8,2022-10-22T19:02:36.421Z,2022-10-24T06:41:21Z,3869339971,178,,3864152351,213,0.2,3864152349,212,27.9,3864152345,140,44.9,3864152347,141,54.2,3864155313,155,,3864152343,56,Back,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793283,20,4,1,1,8,6hsriqr3ybvyg94w2k19oal50,1,55.4,47.4,2022-10-22T19:02:39.619Z,2022-10-24T06:41:28Z,3864152477,265,,3864152475,152,,3864152471,13,,3864152473,56,Center,3864152863,233,11,3864152479,286,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793339,11,4,1,1,8,3t0vjqtxc8wpjzv82i3oi2ova,0,44.6,52.6,2022-10-22T19:02:39.620Z,2022-10-24T06:41:28Z,3864152867,233,20,3864152825,56,Back,3864152827,152,,3864152823,13,,3869340091,178,,3864152831,285,,3864152829,265,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793637,22,1,1,1,45,6hsriqr3ybvyg94w2k19oal50,1,55.2,55.7,2022-10-22T19:03:16.007Z,2022-10-24T06:41:35Z,3864154647,5,,3864154659,213,1.2,3869340223,178,,3864154653,140,58.3,3864154657,212,9.1,3864154649,152,,3864154655,141,68.2,3864154651,56,Center,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793657,23,1,1,1,48,6hsriqr3ybvyg94w2k19oal50,1,58.4,68.8,2022-10-22T19:03:19.366Z,2022-10-24T06:41:39Z,3864154753,213,3.3,3864154749,141,66.2,3864154751,212,9.7,3864154747,140,49.3,3864154745,56,Back,3869340311,178,,,,,,,,4ecptuxoyx485mmhrubuscgyd,S. Tronstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793675,24,1,1,1,51,6hsriqr3ybvyg94w2k19oal50,1,56.2,76.9,2022-10-22T19:03:21.863Z,2022-10-24T06:41:46Z,3864154845,213,0.6,3864154841,141,85.0,3864154839,140,64.3,3864154843,212,10.1,3869340409,178,,3864154837,56,Left,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476787569,898,83,1,1,53,3t0vjqtxc8wpjzv82i3oi2ova,1,37.8,18.6,2022-10-22T19:03:23.950Z,2022-10-24T07:05:55Z,3869374939,399,510162,,,,,,,,,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793701,25,1,1,1,53,6hsriqr3ybvyg94w2k19oal50,1,61.4,82.6,2022-10-22T19:03:23.953Z,2022-10-24T06:41:50Z,3864154955,56,Left,3864154957,140,62.3,3864154961,212,10.2,3864154963,213,1.5,3869340463,178,,3864154959,141,97.5,,,,,,,cgsmk5437f466uoqvol7devze,R. Flamingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793713,26,1,1,1,54,6hsriqr3ybvyg94w2k19oal50,1,58.3,97.2,2022-10-22T19:03:25.085Z,2022-10-24T06:41:55Z,3864155021,56,Back,3869340509,178,,3864155025,141,83.3,3864155027,212,17.3,3864155023,140,44.5,3864155029,213,3.7,,,,,,,5gyjq8tsjxk396qt4hqlwn3dh,M. Wittek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793767,27,1,1,1,56,6hsriqr3ybvyg94w2k19oal50,1,43.3,76.3,2022-10-22T19:03:27.494Z,2022-10-24T06:42:04Z,3864155271,212,21.5,3864155265,56,Back,3864155267,140,35.9,3864155273,213,4.3,3864155269,141,46.8,3869340709,178,,,,,,,,eqjelc731e1xrp95bpysx0pka,E. Cornelisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793803,28,1,1,2,1,6hsriqr3ybvyg94w2k19oal50,1,38.6,34.7,2022-10-22T19:03:32.507Z,2022-10-24T06:42:09Z,3869340829,178,,3864155437,56,Back,3864155441,141,9.4,3864155445,213,5.1,3864155443,212,18.3,3864155439,140,44.4,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793809,29,1,1,2,4,6hsriqr3ybvyg94w2k19oal50,0,44.2,9.4,2022-10-22T19:03:35.214Z,2022-10-24T06:42:24Z,3864155687,286,,3864155473,56,Back,3864155681,236,,3864155683,233,12,3864155477,141,8.0,3869341315,178,,3864155475,140,47.0,3864155479,212,3.1,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,3864155483,213,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793837,12,74,1,2,4,3t0vjqtxc8wpjzv82i3oi2ova,1,57.2,95.7,2022-10-22T19:03:35.311Z,2022-10-24T06:42:35Z,3864155703,233,29,3864155649,285,,3864155647,56,Left,3869341495,178,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793853,13,5,1,2,5,3t0vjqtxc8wpjzv82i3oi2ova,0,36.3,101,2022-10-22T19:03:36.558Z,2022-10-24T06:42:37Z,3864155777,347,,3864155859,233,30,3864155771,56,Back,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793849,30,5,1,2,5,6hsriqr3ybvyg94w2k19oal50,1,63.7,-1,2022-10-22T19:03:36.558Z,2022-10-24T06:42:37Z,3864155731,347,,3864155729,56,Right,3864155809,233,13,,,,,,,,,,,,,,,,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475793903,31,1,1,2,7,6hsriqr3ybvyg94w2k19oal50,1,62.7,0,2022-10-22T19:03:38.256Z,2022-10-24T06:42:40Z,3864156009,140,74.9,3864156015,212,13.9,3864156017,213,0.4,3864156005,107,,3864156007,56,Right,3864156013,141,6.9,,,,,,,dvof4p3jx1gi6i9uelbmudl62,K. Kozłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476788023,831,67,1,2,8,6hsriqr3ybvyg94w2k19oal50,1,77.7,5.2,2022-10-22T19:03:39.336Z,2022-10-24T07:24:35Z,3869376923,233,911,,,,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476788021,911,67,1,2,8,3t0vjqtxc8wpjzv82i3oi2ova,0,22.3,94.8,2022-10-22T19:03:39.337Z,2022-10-24T07:07:04Z,3869376951,233,831,,,,,,,,,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475795349,41,61,1,2,8,6hsriqr3ybvyg94w2k19oal50,0,69.6,6.3,2022-10-22T19:03:39.553Z,2022-10-24T07:24:35Z,3869341771,178,,3864163705,56,Right,,,,,,,,,,,,,,,,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
