id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2458154539,1,34,16,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-09-10T18:02:42.218Z,2022-09-10T19:00:52Z,3770415163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3770415171,194,9fkdgor4mv7f8eqz65ugnnydx,3770415167,130,8,3770415161,30,"3kt58x082lj8650en2mt60xqt, 6ciggfx8p0zkak8qxe1p7yzth, 57wfg8j12hfw3aisrnwtpgmvp, 49x98sk3wf7sjshrlou5vnvje, 9fkdgor4mv7f8eqz65ugnnydx, eytcfp4cu6qkar65kf0p5rm96, ewbakrn2dqmy062scjnz0pecp, cqrk42u0s5w8yuq6mnckug02y, 7wphtxp293kv4o3x1b6zusrmd, 1i3tivo0q0tbzui8egvdlhg45, 55e0z1vhb48go6y2io7h80aqy, y1ky8sp8scl05mmfr7byy3md, e605oixdrqumxkqm0y1bijbvt, 4l8n194otkmyc3op4u111l5n9, 5qdy8yuwjjc700f9tup2k12w9, 5q2z4aezq94ob9qp37i302ns9, 2pjxqgyqgvalmyu8cnu5fst90, 7myeigeuggkj5ymjw6znedkut, 9i3hqtdo66gzvm4srzwhz8bca, 6rxmwjizhefv4gntkhtpxtasp, 50g2q36tyn8y5ws17filqpasp, 627nw9ji9qfss33q8ce8042c5, 2gonj4ylypwritcayysoqj3hm",3770415173,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770701687,197,2846,3770415165,59,"1, 2, 18, 8, 5, 24, 7, 20, 9, 10, 77, 3, 11, 13, 15, 17, 19, 23, 26, 27, 29, 32, 34",3770415169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458158991,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-10T18:08:21.351Z,2022-09-11T18:10:28Z,3770441495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3770441491,59,"1, 2, 28, 21, 16, 4, 33, 5, 29, 8, 14, 6, 17, 18, 19, 22, 24, 34",3770441489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3770441499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3770441497,194,934ldgpefo90za10cq49k0o6i,3770441487,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 11iegkg0xuow3r11hx5t1o1xx, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, f07qmqesi1rpw7eapoz9rb0gk, 1wf757j0e3v3bdpbc9z2tav3d, 7y0acvcg9km8dz51t5ndy23md, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 9aj2e1c30c8i3h6iff0k4dmac, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 6ghc42l6w6v395vqy5k61drmc, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y, 8znaym62oghri26gdn8o6fz84",3770441493,130,8,3770865251,197,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458206619,2,32,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-09-10T19:00:08.989Z,2022-09-10T19:01:00Z,3770701845,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458207401,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-09-10T19:00:08.989Z,2022-09-12T08:22:19Z,3770705801,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458245121,425,1,1,0,0,3t0vjqtxc8wpjzv82i3oi2ova,1,49.9,50.4,2022-09-10T19:00:09.094Z,2022-09-12T09:01:34Z,3770911429,140,29.7,3770911433,212,27.4,3770911437,279,S,3770911427,56,Back,3770911431,141,24.9,3775920217,178,,3770911435,213,3.8,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458450041,917,1,1,0,4,3t0vjqtxc8wpjzv82i3oi2ova,1,27.1,45.5,2022-09-10T19:00:13.070Z,2022-09-12T09:01:38Z,3772058561,213,4.9,3775920345,178,,3772058553,56,Back,3772058557,141,10.4,3772058559,212,24.1,3772058555,140,30.3,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458449307,916,1,1,0,9,3t0vjqtxc8wpjzv82i3oi2ova,1,32.3,17.3,2022-09-10T19:00:18.385Z,2022-09-12T09:01:40Z,3775920435,178,,3772054387,213,2.3,3772054385,212,12.2,3772054381,140,24.7,3772054379,56,Back,3772054383,141,30.8,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458245193,426,1,1,0,13,3t0vjqtxc8wpjzv82i3oi2ova,1,30.6,28.9,2022-09-10T19:00:22.197Z,2022-09-12T09:01:44Z,3770911813,141,43.0,3770911809,56,Back,3770911819,213,1.0,3770911815,212,11.1,3770911811,140,35.9,3775920565,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458245317,427,1,1,0,14,3t0vjqtxc8wpjzv82i3oi2ova,1,36.4,40.3,2022-09-10T19:00:23.826Z,2022-09-12T09:01:47Z,3770912371,213,1.7,3770912363,56,Back,3770912367,141,68.8,3770912365,140,34.7,3770912369,212,19.5,3775920657,178,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458245411,428,1,1,0,17,3t0vjqtxc8wpjzv82i3oi2ova,1,33.4,68.4,2022-09-10T19:00:26.031Z,2022-09-12T09:01:50Z,3775920719,178,,3770912835,213,4.5,3770912827,56,Back,3770912831,141,34.8,3770912829,140,28.1,3770912833,212,23.5,,,,,,,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
