id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2465887129,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-01T17:50:01.951Z,2022-10-01T19:06:56Z,3811448083,59,"22, 20, 5, 8, 2, 3, 18, 21, 9, 7, 10, 4, 6, 14, 16, 17, 19, 24, 27, 30, 32, 37, 38",3811780227,197,538,3811448085,130,4,3811448087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811448091,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811448081,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811448079,30,"5g0q7azk54eryl8vcgyb2oj4l, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, dc119ejc7lls2rd3ywigl2smi, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, ad9kukqx4xulbvelacgwgqvah, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5whhr8oy7lf0z9s7yb8ygkset, ahwtdhrerarmljk9bh0tcpk6i, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, acffs01m2p3b4uemzjrp51d9m, dzehnxim5noolef8c7j4d8a5m, 8fuul8znu2hzdqkxsotqt6u0a, 1rb3nj8hn58ynsadzive0h36y, 4nkd85hpwiiqtieuslhcrc2ga, 1g9raiu2poutpdgjq7dmk4oru, bner5siqnwn1fqusfrgujt0fe",3811448089,194,lduqoe45t2fnbn9s9rbvlnf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465887165,1,34,16,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-01T17:50:05.156Z,2022-10-01T19:36:13Z,3811448371,130,10,3811772515,197,16860,3811448369,59,"16, 2, 32, 13, 20, 3, 8, 21, 14, 42, 17, 5, 9, 10, 11, 18, 22, 24, 25, 26, 27, 29, 33",3811448367,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3811448365,30,"84yhv0iilunn0vllz1r5fe7l5, d3qx3gwypipcl2azrj9ing9ud, 5gyjq8tsjxk396qt4hqlwn3dh, eqjelc731e1xrp95bpysx0pka, d8cxurdt9g5gezqlfwae7ooru, cgsmk5437f466uoqvol7devze, 4ecptuxoyx485mmhrubuscgyd, 4idru0svqcqjpi03b4jhqyd3p, 9bzwr8qhl6547tjrsjsity4x6, czh4r9efdbw4fvdux0enl127e, dvof4p3jx1gi6i9uelbmudl62, e65zqndnze1xzef4qlkhd1v4l, b2uznyb9b8fxsy57450mbmwru, 4212luiyivgvje1vm1ojieicq, cty7nsrs5yn785m330c2gbwq2, 7xtesbxl6ioj70wymszqsag9h, 4snaidw6iaeo0k20gjfm35nft, e84kqxlu2bzgcpu0x0cj3z8id, 30t0ph1icrggc0x62om801ses, dotvgi9g50m2axfw4isamd1ck, 1txv3b9y7h3du9d5bbblg0vai, hjb0mn4fgmfiimwn5odvl8fd, 3hhca66jtxt3c1iw10nfmhtnu",3811448377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811448375,194,4idru0svqcqjpi03b4jhqyd3p,3811448373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948575,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-10-01T19:02:54.183Z,2022-10-03T06:24:02Z,3811789037,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948579,2,32,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,0,0,2022-10-01T19:02:54.183Z,2022-10-01T19:02:56Z,3811789051,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948619,3,1,1,0,0,6hsriqr3ybvyg94w2k19oal50,1,50,49.9,2022-10-01T19:02:54.204Z,2022-10-03T09:22:20Z,3817115151,178,,3811789239,141,49.7,3811789241,212,20.1,3811789235,56,Back,3811789243,213,3.1,3811789237,140,30.9,3811789245,279,S,,,,4idru0svqcqjpi03b4jhqyd3p,M. Bero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948667,4,1,1,0,2,6hsriqr3ybvyg94w2k19oal50,0,36.9,50.1,2022-10-01T19:02:57.065Z,2022-10-03T09:22:24Z,3811789579,1,,3811789571,140,94.1,3811789569,56,Left,3811789567,155,,3817115359,178,,3811789577,213,0.5,3811789575,212,69.3,3811789573,141,100.0,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948729,3,5,1,0,7,4tic29sox7m39fy1ztgv0jsiq,1,6.2,-1.5,2022-10-01T19:03:01.915Z,2022-10-03T09:22:35Z,3811789935,233,5,3811789915,56,Back,3811789917,347,,,,,,,,,,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948671,5,5,1,0,7,6hsriqr3ybvyg94w2k19oal50,0,93.8,101.5,2022-10-01T19:03:01.915Z,2022-10-03T09:22:36Z,3811789975,233,3,3811789601,347,,3811789599,56,Left,,,,,,,,,,,,,,,,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948799,4,1,1,0,14,4tic29sox7m39fy1ztgv0jsiq,1,9.2,0,2022-10-01T19:03:09.024Z,2022-10-03T09:24:20Z,3811790251,140,17.2,3811790249,56,Back,3811790247,107,,3811790253,141,10.6,3811790257,213,0.8,3811790255,212,12.0,,,,,,,6p4fs5rivwt0e45twlsf6ajth,J. Brenet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948813,5,1,1,0,16,4tic29sox7m39fy1ztgv0jsiq,1,16.4,12.3,2022-10-01T19:03:11.113Z,2022-10-03T09:24:25Z,3811790323,213,1.1,3811790319,141,18.1,3811790321,212,4.3,3811790315,56,Back,3811790317,140,18.1,3817119745,178,,,,,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
