id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/14/value,qualifier/17/value
2453659851,1810,67,1,0,8,d0zdg647gvgc95xdtk1vpbkys,0,10.3,3.7,2022-08-28T10:19:42.324Z,2022-08-31T05:30:51Z,3746520531,233,1374,,,,,,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285773,7,61,1,0,8,ccpscwdcm65czscrun048ecn5,0,90,94.8,2022-08-28T10:19:42.378Z,2022-08-31T06:16:02Z,3745224081,178,,3739196563,56,Left,,,,,,,,,,,,,,,,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285881,4,5,1,0,10,d0zdg647gvgc95xdtk1vpbkys,1,11,-1.2,2022-08-28T10:19:43.598Z,2022-08-30T18:53:15Z,3739197083,347,,3739197087,233,8,3739197081,56,Back,,,,,,,,,,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285779,8,5,1,0,10,ccpscwdcm65czscrun048ecn5,0,89,101.2,2022-08-28T10:19:43.598Z,2022-08-30T18:53:15Z,3739196601,347,,3739197111,233,4,3739196599,56,Left,,,,,,,,,,,,,,,,6mjm5cwe46jhi3wwpf1icf65l,D. Redan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285895,5,1,1,0,23,d0zdg647gvgc95xdtk1vpbkys,1,12.4,0,2022-08-28T10:19:57.508Z,2022-08-30T18:53:23Z,3739197187,212,25.0,3739197185,141,6.1,3739197181,56,Back,3739197191,1,,3739197183,140,35.6,3739197179,107,,3739197189,213,0.2,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285899,6,1,1,0,25,d0zdg647gvgc95xdtk1vpbkys,0,35,5.8,2022-08-28T10:19:59.114Z,2022-08-30T18:53:29Z,3739197207,3,,3739197215,141,5.5,3739197211,56,Back,3739197217,212,4.1,3739197219,213,6.2,3745226383,178,,3739197209,168,,3739197213,140,38.9,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285917,9,49,1,0,26,ccpscwdcm65czscrun048ecn5,1,70.5,94.1,2022-08-28T10:19:59.698Z,2022-08-30T18:53:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285933,10,1,1,0,26,ccpscwdcm65czscrun048ecn5,0,70.5,94.1,2022-08-28T10:19:59.760Z,2022-08-30T18:53:49Z,3739197379,1,,3739197369,56,Left,3739197373,141,92.4,3745229229,178,,3739197371,140,89.8,3739197375,212,20.3,3739197377,213,6.2,3739197367,157,,6lyedmu2vuf7jig3jmhz9b4ve,D. van der Kust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285947,7,1,1,0,30,d0zdg647gvgc95xdtk1vpbkys,1,12.7,8,2022-08-28T10:20:04.365Z,2022-08-30T18:54:28Z,3739197435,212,4.3,3739197431,140,9.1,3739197437,213,3.7,3739197429,56,Back,3739197433,141,4.9,3745234053,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285965,8,1,1,0,32,d0zdg647gvgc95xdtk1vpbkys,1,11.7,4.9,2022-08-28T10:20:06.004Z,2022-08-30T18:54:32Z,3739197555,141,14.0,3745234549,178,,3739197557,212,29.9,3739197549,56,Back,3739197547,157,,3739197559,213,0.2,3739197561,1,,3739197553,140,39.6,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285969,9,44,1,0,35,d0zdg647gvgc95xdtk1vpbkys,1,42.4,10,2022-08-28T10:20:09.519Z,2022-08-30T21:13:58Z,3739197575,56,Back,3739197587,233,11,3739197577,285,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285971,11,44,1,0,35,ccpscwdcm65czscrun048ecn5,0,57.6,90,2022-08-28T10:20:09.520Z,2022-08-30T18:54:35Z,3739197579,56,Left,3741954579,233,9,3739197581,286,,,,,,,,,,,,,,,,,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452285987,10,1,1,0,36,d0zdg647gvgc95xdtk1vpbkys,0,39.6,14,2022-08-28T10:20:09.641Z,2022-08-30T21:13:58Z,3739197677,212,20.3,3739197667,3,,3739197675,141,43.9,3739197673,140,39.8,3739197679,213,1.6,3745235079,388,,3739197669,56,Back,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452496921,812,44,1,0,39,ccpscwdcm65czscrun048ecn5,1,62.6,59.9,2022-08-28T10:20:12.572Z,2022-08-30T21:13:58Z,3740275553,286,,3740275551,56,Center,3741954593,233,979,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452496925,979,44,1,0,39,d0zdg647gvgc95xdtk1vpbkys,0,37.4,40.1,2022-08-28T10:20:12.573Z,2022-08-30T18:54:43Z,3740275565,285,,3741954609,233,812,3740275563,56,Back,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286007,12,1,1,0,39,ccpscwdcm65czscrun048ecn5,1,60.8,59.2,2022-08-28T10:20:12.622Z,2022-08-30T21:13:59Z,3739197781,140,65.7,3739197783,141,61.6,3745240599,388,,3739197787,213,0.3,3739197777,3,,3739197785,212,5.4,3739197779,56,Center,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286305,17,61,1,0,39,ccpscwdcm65czscrun048ecn5,1,60.3,66.5,2022-08-28T10:20:13.105Z,2022-08-30T18:55:43Z,3745242809,178,,3739199335,56,Center,3745242807,21,,,,,,,,,,,,,,,,,ely6vpyueden4b6ozfmspwgk5,J. Toornstra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286659,20,49,1,0,40,ccpscwdcm65czscrun048ecn5,1,61.5,56.1,2022-08-28T10:20:13.979Z,2022-08-30T18:55:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286489,19,1,1,0,40,ccpscwdcm65czscrun048ecn5,1,61.8,53.4,2022-08-28T10:20:14.138Z,2022-08-30T18:55:51Z,3739201003,141,53.4,3739200999,56,Center,3745243911,178,,3739201007,213,0.0,3739201001,140,65.5,3739201005,212,3.9,,,,,,,4octqavtgpv5u1rnpss898nah,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286013,13,1,1,0,41,ccpscwdcm65czscrun048ecn5,0,64.1,65.3,2022-08-28T10:20:15.279Z,2022-08-30T18:56:02Z,3739197801,140,62.9,3739197799,56,Center,3739197805,212,4.9,3739197803,141,72.3,3739197807,213,1.8,3745245141,178,,,,,,,,395y7yj6o1xwr6uaxs4sjnjdh,B. Dost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286025,11,49,1,0,42,d0zdg647gvgc95xdtk1vpbkys,1,31.8,37.1,2022-08-28T10:20:16.221Z,2022-08-30T18:56:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286031,12,1,1,0,42,d0zdg647gvgc95xdtk1vpbkys,0,33.3,36.3,2022-08-28T10:20:16.239Z,2022-08-30T18:56:13Z,3739197893,157,,3745246437,178,,3739197899,141,43.1,3739197901,212,22.0,3739197905,1,,3739197897,140,53.8,3739197903,213,0.2,3739197895,56,Center,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286047,14,1,1,0,44,ccpscwdcm65czscrun048ecn5,0,47.4,55.7,2022-08-28T10:20:18.361Z,2022-08-30T18:56:17Z,3739197995,212,20.1,3739197991,140,66.0,3739197989,56,Center,3739197997,213,6.0,3745246791,388,,3739197993,141,48.5,3739197985,3,,,,,1s7vp9ovsa1jo7tu7nisykn9x,M. van der Maarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286051,13,1,1,0,47,d0zdg647gvgc95xdtk1vpbkys,1,36.7,49.3,2022-08-28T10:20:21.016Z,2022-08-30T18:56:41Z,3745249577,388,,3739198013,56,Back,3739198019,212,8.7,3739198017,141,40.0,3739198021,213,5.5,3739198015,140,42.4,3739198011,3,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286603,19,61,1,0,47,d0zdg647gvgc95xdtk1vpbkys,1,39.7,53.8,2022-08-28T10:20:21.105Z,2022-08-30T18:56:57Z,3739200943,56,Back,3745251663,178,,,,,,,,,,,,,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286077,15,1,1,0,48,ccpscwdcm65czscrun048ecn5,0,60.3,57.2,2022-08-28T10:20:22.494Z,2022-08-30T18:57:03Z,3739198137,212,28.1,3739198131,56,Center,3739198135,141,28.3,3745252261,178,,3739198133,140,79.4,3739198139,213,5.5,3739198129,155,,,,,3mp92d5s002hi523kl4zmgrft,O. Boussaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286089,14,1,1,0,51,d0zdg647gvgc95xdtk1vpbkys,1,21.4,73.6,2022-08-28T10:20:25.343Z,2022-08-30T18:57:11Z,3739198227,213,5.8,3739198217,157,,3745253175,178,,3739198221,140,28.3,3739198225,212,8.3,3739198223,141,67.6,3739198229,1,,3739198219,56,Back,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286097,15,1,1,0,53,d0zdg647gvgc95xdtk1vpbkys,0,28.3,67.6,2022-08-28T10:20:27.054Z,2022-08-30T18:57:15Z,3739198279,3,,3739198283,140,35.0,3739198289,213,0.3,3739198287,212,7.3,3739198281,56,Back,3745253631,388,,3739198285,141,70.5,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286125,16,1,1,0,55,ccpscwdcm65czscrun048ecn5,0,66.6,29.8,2022-08-28T10:20:28.895Z,2022-08-30T18:57:27Z,3739198439,1,,3739198429,56,Center,3739198433,141,23.8,3739198431,140,75.0,3745254891,178,,3739198435,212,9.7,3739198437,213,5.8,3739198427,157,,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286135,16,1,1,0,57,d0zdg647gvgc95xdtk1vpbkys,0,24.1,79.9,2022-08-28T10:20:31.240Z,2022-08-30T18:57:34Z,3739198483,212,15.3,3739198479,140,38.4,3739198477,56,Back,3739198481,141,75.6,3739198485,213,6.1,3745255885,178,,3739198475,3,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286329,17,27,1,1,9,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-28T10:20:43.349Z,2022-08-30T18:57:53Z,3739199647,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286357,18,27,1,1,9,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-28T10:20:43.349Z,2022-08-30T18:57:52Z,3739199603,41,Injury,3739199619,233,17,3739199605,53,395y7yj6o1xwr6uaxs4sjnjdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452286567,18,43,1,1,59,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-28T10:21:33.393Z,2022-08-28T10:22:46Z,3739200781,55,17,3739203249,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287087,20,28,1,3,9,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-28T10:22:42.599Z,2022-08-30T18:58:02Z,3739203277,55,17,3739203337,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287101,21,28,1,3,9,ccpscwdcm65czscrun048ecn5,1,0,0,2022-08-28T10:22:42.599Z,2022-08-30T18:58:02Z,3739203319,55,18,3739203327,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287107,22,68,1,3,14,ccpscwdcm65czscrun048ecn5,0,0,0,2022-08-28T10:22:47.600Z,2022-08-30T18:58:09Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287103,21,68,1,3,14,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-08-28T10:22:47.783Z,2022-08-30T18:58:06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287115,22,1,1,3,14,d0zdg647gvgc95xdtk1vpbkys,1,27.7,74.4,2022-08-28T10:22:47.987Z,2022-08-30T18:58:14Z,3739203387,212,7.6,3739203381,56,Back,3739203385,141,64.2,3739203383,140,24.7,3739203389,213,4.3,3745260271,178,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287141,23,1,1,3,17,d0zdg647gvgc95xdtk1vpbkys,1,24.4,60,2022-08-28T10:22:50.833Z,2022-08-30T18:58:16Z,3739203529,212,11.9,3745260679,178,,3739203523,56,Back,3739203531,213,4.9,3739203525,140,26.4,3739203527,141,42.7,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287149,24,1,1,3,22,d0zdg647gvgc95xdtk1vpbkys,1,29.5,38,2022-08-28T10:22:55.874Z,2022-08-30T18:58:19Z,3739203579,141,60.5,3739203583,212,15.3,3739203585,213,1.6,3739203575,140,29.8,3739203571,56,Back,3745261027,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287175,25,1,1,3,24,d0zdg647gvgc95xdtk1vpbkys,1,30.5,63.1,2022-08-28T10:22:57.758Z,2022-08-30T18:58:23Z,3739203743,212,13.0,3739203737,56,Back,3739203739,140,37.1,3745261539,178,,3739203745,213,1.0,3739203741,141,79.3,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287231,26,1,1,3,27,d0zdg647gvgc95xdtk1vpbkys,1,41.2,79,2022-08-28T10:23:00.958Z,2022-08-30T18:58:26Z,3739204025,56,Back,3739204031,212,12.7,3745261873,178,,3739204027,140,35.3,3739204029,141,62.7,3739204033,213,4.2,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287255,27,1,1,3,33,d0zdg647gvgc95xdtk1vpbkys,1,46.9,58.7,2022-08-28T10:23:06.757Z,2022-08-30T18:58:30Z,3739204133,213,1.7,3745262311,178,,3739204129,141,78.8,3739204127,140,45.4,3739204125,56,Back,3739204131,212,13.8,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287289,28,1,1,3,36,d0zdg647gvgc95xdtk1vpbkys,1,46,79.4,2022-08-28T10:23:09.634Z,2022-08-30T18:58:35Z,3739204295,140,57.9,3739204297,141,94.8,3739204299,212,16.3,3739204301,213,0.7,3739204293,56,Left,3745262879,178,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452287311,29,1,1,3,38,d0zdg647gvgc95xdtk1vpbkys,1,54.6,95,2022-08-28T10:23:11.864Z,2022-08-30T18:58:40Z,3739204415,140,38.0,3739204421,213,3.7,3739204419,212,21.0,3745263643,178,,3739204413,56,Back,3739204417,141,77.9,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
