id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/10/value,qualifier/14/value,qualifier/18/value,qualifier/15/value
2445503169,4,5,1,0,9,b79uipsy57y1jqpy07h4i5ovk,0,6.7,101.7,2022-08-13T16:48:10.622Z,2022-08-15T03:46:04Z,3703361041,233,6,3703105027,56,Back,3703105029,347,,,,,,,,,,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503245,6,5,1,0,9,24fvcruwqrqvqa3aonf8c3zuy,1,93.3,-1.7,2022-08-13T16:48:10.622Z,2022-08-15T03:46:04Z,3703361017,233,4,3703105521,56,Right,3703105525,347,,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503331,7,1,1,0,21,24fvcruwqrqvqa3aonf8c3zuy,1,92.6,0,2022-08-13T16:48:21.966Z,2022-08-15T03:46:06Z,3703105877,213,1.0,3703105871,140,97.5,3703105873,141,11.2,3703105867,107,,3703105875,212,10.0,3703105869,56,Right,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503357,8,1,1,0,22,24fvcruwqrqvqa3aonf8c3zuy,0,97.1,10.9,2022-08-13T16:48:23.018Z,2022-08-15T03:46:16Z,3703106027,155,,3703106035,212,22.9,3708915061,178,,3703106031,140,75.3,3703106033,141,9.7,3703106029,56,Right,3703106037,213,3.2,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503365,5,49,1,0,24,b79uipsy57y1jqpy07h4i5ovk,1,32.3,92.3,2022-08-13T16:48:25.661Z,2022-08-15T03:46:51Z,,,,,,,,,,,,,,,,,,,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503399,6,1,1,0,24,b79uipsy57y1jqpy07h4i5ovk,1,32.3,92.3,2022-08-13T16:48:25.710Z,2022-08-15T03:46:57Z,3703106221,213,0.8,3703106219,212,6.0,3708915693,178,,3703106213,140,36.2,3703106211,56,Back,3703106217,141,98.7,,,,,,,hxqybxg5578sgx0gx5qb834l,I. Lidberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503403,7,1,1,0,26,b79uipsy57y1jqpy07h4i5ovk,0,35.6,96,2022-08-13T16:48:27.550Z,2022-08-15T03:47:08Z,3703106237,56,Back,3708915871,178,,3703370859,141,93.1,3703370857,140,36.8,3703370863,213,5.3,3703370861,212,2.3,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445554307,484,61,1,0,26,24fvcruwqrqvqa3aonf8c3zuy,1,64.5,2,2022-08-13T16:48:27.697Z,2022-08-15T03:47:16Z,3708915987,178,,3703380153,56,Right,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445553243,327,1,1,0,28,b79uipsy57y1jqpy07h4i5ovk,1,34.6,92,2022-08-13T16:48:29.270Z,2022-08-15T03:47:22Z,3703374419,212,1.1,3703374415,140,34.0,3708916039,178,,3703374421,213,2.2,3703374417,141,93.3,3703374413,56,Back,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446902197,1013,67,1,0,28,b79uipsy57y1jqpy07h4i5ovk,1,34.5,91.1,2022-08-13T16:48:29.548Z,2022-08-16T08:44:22Z,3710673727,233,2080,,,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446902195,2080,67,1,0,28,24fvcruwqrqvqa3aonf8c3zuy,0,65.5,8.9,2022-08-13T16:48:29.549Z,2022-08-16T08:34:27Z,3710673735,233,1013,,,,,,,,,,,,,,,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445553249,328,61,1,0,28,b79uipsy57y1jqpy07h4i5ovk,1,34,92,2022-08-13T16:48:29.550Z,2022-08-16T08:44:23Z,3703374457,56,Back,3708916093,178,,,,,,,,,,,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445553501,329,61,1,0,28,b79uipsy57y1jqpy07h4i5ovk,1,31.1,91.2,2022-08-13T16:48:29.591Z,2022-08-15T03:47:33Z,3703375891,56,Back,3708916161,178,,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445559925,486,61,1,0,29,24fvcruwqrqvqa3aonf8c3zuy,0,70.1,9.2,2022-08-13T16:48:30.131Z,2022-08-15T03:47:40Z,3708916263,178,,3703409917,56,Right,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446636795,666,43,1,0,30,b79uipsy57y1jqpy07h4i5ovk,1,0,0,2022-08-13T16:48:31.447Z,2022-08-15T09:35:38Z,3709248739,178,0,3709249557,144,82,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446636777,665,67,1,0,30,b79uipsy57y1jqpy07h4i5ovk,1,36.4,93.2,2022-08-13T16:48:31.454Z,2022-08-15T11:06:20Z,3709248609,233,1044,,,,,,,,,,,,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446636771,1044,67,1,0,30,24fvcruwqrqvqa3aonf8c3zuy,0,63.6,6.8,2022-08-13T16:48:31.455Z,2022-08-15T09:35:15Z,3709248627,233,665,,,,,,,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503457,8,3,1,0,30,b79uipsy57y1jqpy07h4i5ovk,0,39.8,98,2022-08-13T16:48:31.460Z,2022-08-15T03:47:50Z,3703410011,233,9,3704392765,465,,3703409919,286,,3703106589,56,Back,3708916375,178,,,,,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503437,9,7,1,0,30,24fvcruwqrqvqa3aonf8c3zuy,1,60.2,2,2022-08-13T16:48:31.502Z,2022-08-15T03:47:56Z,3703410003,233,8,3704072175,385,,3708916457,178,,3703409455,285,,3703106447,56,Right,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503475,9,5,1,0,31,b79uipsy57y1jqpy07h4i5ovk,1,42.4,101.4,2022-08-13T16:48:32.152Z,2022-08-15T03:48:01Z,3703106735,233,10,3703106669,56,Back,3703106671,347,,,,,,,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503479,10,5,1,0,31,24fvcruwqrqvqa3aonf8c3zuy,0,57.6,-1.4,2022-08-13T16:48:32.152Z,2022-08-15T03:48:00Z,3703106681,56,Right,3703106683,347,,3703106693,233,9,,,,,,,,,,,,,,,,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503593,10,1,1,0,34,b79uipsy57y1jqpy07h4i5ovk,1,32.6,100,2022-08-13T16:48:34.902Z,2022-08-15T03:48:12Z,3703360305,107,,3703107355,56,Back,3703107359,141,72.3,3703107363,213,4.3,3703107357,140,25.2,3703360307,1,,3703107361,212,21.4,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503603,11,1,1,0,44,b79uipsy57y1jqpy07h4i5ovk,1,25.2,72.3,2022-08-13T16:48:44.870Z,2022-08-15T03:48:23Z,3703107467,213,0.8,3703107463,141,81.2,3703107461,140,30.9,3703107465,212,8.5,3708916913,178,,3703107459,56,Back,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503621,12,1,1,0,45,b79uipsy57y1jqpy07h4i5ovk,1,30.9,81.2,2022-08-13T16:48:46.011Z,2022-08-15T03:48:29Z,3708917045,178,,3703107535,141,71.5,3703107539,213,3.8,3703107533,140,21.9,3703107531,56,Back,3703107537,212,11.5,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503639,13,1,1,0,46,b79uipsy57y1jqpy07h4i5ovk,1,21.9,71.5,2022-08-13T16:48:47.242Z,2022-08-15T03:48:35Z,3703107703,212,15.2,3703107699,140,30.9,3703107701,141,89.1,3703107697,56,Back,3703107705,213,0.9,3708917159,178,,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446638337,1047,83,1,0,49,24fvcruwqrqvqa3aonf8c3zuy,1,69.4,8.1,2022-08-13T16:48:50.329Z,2022-08-15T09:38:43Z,3709255921,399,197375,,,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503645,14,61,1,0,49,b79uipsy57y1jqpy07h4i5ovk,0,33,96.5,2022-08-13T16:48:50.750Z,2022-08-15T03:49:03Z,3703107725,56,Back,3708917687,178,,,,,,,,,,,,,,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446637619,1045,43,1,0,50,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-13T16:48:51.451Z,2022-08-15T09:43:15Z,3709264629,144,82,3709252443,178,0,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503651,11,61,1,0,50,24fvcruwqrqvqa3aonf8c3zuy,0,59.5,2.3,2022-08-13T16:48:51.838Z,2022-08-15T09:44:10Z,3708917783,178,,3703107753,56,Right,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446637719,1046,43,1,0,52,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-13T16:48:52.899Z,2022-08-15T09:43:14Z,3709252899,178,0,3709264563,144,82,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503669,15,3,1,0,52,b79uipsy57y1jqpy07h4i5ovk,0,40.3,95.6,2022-08-13T16:48:53.314Z,2022-08-15T09:44:29Z,3704393005,465,,3703107839,56,Back,3703107843,286,,3708917879,178,,3703108065,233,12,,,,,,,,,,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503679,12,7,1,0,53,24fvcruwqrqvqa3aonf8c3zuy,1,59.7,4.4,2022-08-13T16:48:54.210Z,2022-08-15T09:44:32Z,3704073605,385,,3703107897,285,,3703107911,233,15,3703107893,167,,3703107895,56,Right,3708917991,178,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503681,13,5,1,0,54,24fvcruwqrqvqa3aonf8c3zuy,0,54.2,-1.4,2022-08-13T16:48:54.869Z,2022-08-15T03:49:29Z,3703107905,347,,3703108053,233,16,3703107903,56,Right,,,,,,,,,,,,,,,,7c8ms7bw3fva4xeubax4ep8et,P. Mwene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503691,16,5,1,0,54,b79uipsy57y1jqpy07h4i5ovk,1,45.8,101.4,2022-08-13T16:48:54.869Z,2022-08-15T03:49:28Z,3703108011,233,13,3703107977,56,Back,3703107979,347,,,,,,,,,,,,,,,,,94b7i139jyk6hs6ioqlztg1jp,F. Stokkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503767,17,1,1,1,3,b79uipsy57y1jqpy07h4i5ovk,1,49.1,100,2022-08-13T16:49:04.591Z,2022-08-15T03:49:31Z,3703108349,141,96.2,3703108345,56,Back,3703108347,140,39.8,3703108353,213,3.5,3703108351,212,10.5,3703108343,107,,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503781,18,1,1,1,5,b79uipsy57y1jqpy07h4i5ovk,1,39.8,96.2,2022-08-13T16:49:06.111Z,2022-08-15T03:49:39Z,3708918217,178,,3703108443,213,0.2,3703108441,212,6.3,3703108435,56,Back,3703108439,141,98.4,3703108437,140,45.6,,,,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503799,19,1,1,1,5,b79uipsy57y1jqpy07h4i5ovk,1,45.6,98.4,2022-08-13T16:49:06.802Z,2022-08-15T03:49:51Z,3703108535,140,41.7,3703108539,212,9.4,3703108541,213,4.3,3708918393,178,,3703108537,141,85.9,3703108533,56,Back,,,,,,,6ydojoa3581jgszpjqj7i8zpx,B. Kuipers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503821,20,1,1,1,7,b79uipsy57y1jqpy07h4i5ovk,1,39.2,85.7,2022-08-13T16:49:07.931Z,2022-08-15T03:49:59Z,3708918533,178,,3703108633,56,Back,3703108639,140,34.9,3703108647,212,6.4,3703108651,213,2.4,3703108643,141,92.3,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503859,21,1,1,1,8,b79uipsy57y1jqpy07h4i5ovk,1,34.9,92.3,2022-08-13T16:49:09.380Z,2022-08-15T03:50:06Z,3708918669,178,,3703108865,213,3.8,3703108859,140,7.8,3703108867,1,,3703108861,141,57.0,3703108857,56,Back,3703108863,212,37.2,,,,dtglxu78mwbkvog0jnusmdc5x,P. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503887,22,1,1,1,12,b79uipsy57y1jqpy07h4i5ovk,1,7.8,57,2022-08-13T16:49:12.871Z,2022-08-15T03:50:13Z,3708918773,178,,3703109039,213,0.5,3703109035,141,67.3,3703109033,140,19.9,3703109031,56,Back,3703109037,212,14.5,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503957,23,1,1,1,14,b79uipsy57y1jqpy07h4i5ovk,1,19.9,67.3,2022-08-13T16:49:15.493Z,2022-08-15T03:50:19Z,3703109297,140,14.2,3703109301,212,24.8,3708918869,178,,3703109303,213,4.5,3703109295,56,Back,3703109299,141,31.9,,,,,,,32pfghvfogjnpbgsj5mk2jhpm,José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445503989,24,1,1,1,18,b79uipsy57y1jqpy07h4i5ovk,1,13.1,31.3,2022-08-13T16:49:19.047Z,2022-08-15T03:50:24Z,3703109435,140,3.0,3703109439,212,16.6,3708918947,178,,3703109441,213,2.3,3703109437,141,50.1,3703109433,56,Back,,,,,,,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445504015,25,1,1,1,20,b79uipsy57y1jqpy07h4i5ovk,1,3,50.1,2022-08-13T16:49:21.590Z,2022-08-15T03:50:29Z,3703109573,56,Back,3703109577,141,48.7,3703109581,213,6.1,3708919035,178,,3703109575,140,9.3,3703109579,212,6.7,,,,,,,4odeml6s5vm38m9u7tnh6n8id,J. de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445504061,26,1,1,1,22,b79uipsy57y1jqpy07h4i5ovk,1,11.5,42.5,2022-08-13T16:49:23.384Z,2022-08-15T03:50:32Z,3703109833,213,4.6,3703109831,212,16.8,3703109825,56,Back,3703109829,141,17.9,3708919065,178,,3703109827,140,9.6,,,,,,,5n65xhwbd6dm3uynl4h7k920a,E. Llansana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445504131,27,1,1,1,25,b79uipsy57y1jqpy07h4i5ovk,1,11.2,16.7,2022-08-13T16:49:26.360Z,2022-08-15T03:50:37Z,3703110255,141,2.9,3703110259,213,6.1,3703110249,155,,3703110261,1,,3703110257,212,49.6,3703110251,56,Right,3708919135,178,,3703110253,140,57.6,7nfr8xuo637qma7ovxx4r9fmy,J. Idzes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
