id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2442791323,81,1,1,7,6,24fvcruwqrqvqa3aonf8c3zuy,1,42.3,94.4,2022-08-06T18:08:06.586Z,2022-08-08T12:56:38Z,3688647247,56,Back,3694188969,388,,3688647253,212,7.0,3688647245,3,,3688647251,141,86.5,3688647249,140,38.0,3688647257,213,4.0,,,,9psfk94nduz6icnuwty5v9all,C. Gakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791329,82,1,1,7,9,24fvcruwqrqvqa3aonf8c3zuy,0,43.5,93,2022-08-06T18:08:09.468Z,2022-08-08T12:56:49Z,3688647273,140,42.6,3688647279,212,2.2,3688647277,141,90.0,3688647415,236,,3694189025,178,,3688647281,213,4.3,3688647269,56,Back,3688647417,233,89,4drquvq035kmr2smvzph82bx1,L. de Jong,,3688647421,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791341,89,74,1,7,9,3t0vjqtxc8wpjzv82i3oi2ova,1,54.4,10.4,2022-08-06T18:08:09.544Z,2022-08-08T12:56:47Z,3688647367,56,Right,3688647369,285,,3688647469,233,82,3694189071,178,,,,,,,,,,,,,,cqrk42u0s5w8yuq6mnckug02y,J. Vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791365,90,49,1,7,12,3t0vjqtxc8wpjzv82i3oi2ova,1,40.7,17.9,2022-08-06T18:08:11.868Z,2022-08-08T12:56:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791379,91,1,1,7,12,3t0vjqtxc8wpjzv82i3oi2ova,1,40.7,17.9,2022-08-06T18:08:12.453Z,2022-08-08T12:56:59Z,3694189159,178,,3688647549,140,50.1,3688647551,141,30.5,3688647553,212,13.1,3688647555,213,0.7,3688647547,56,Center,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791391,92,1,1,7,13,3t0vjqtxc8wpjzv82i3oi2ova,1,50.1,30.5,2022-08-06T18:08:13.501Z,2022-08-08T12:57:02Z,3688647693,213,4.0,3688647691,212,9.9,3688647689,141,19.6,3688647685,56,Back,3694189219,178,,3688647687,140,43.8,,,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791447,93,1,1,7,15,3t0vjqtxc8wpjzv82i3oi2ova,1,43.5,18.2,2022-08-06T18:08:15.341Z,2022-08-08T12:57:05Z,3688648017,56,Back,3688648023,212,30.4,3688648025,213,1.9,3688648021,141,60.9,3688648019,140,34.9,3694189293,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791475,94,1,1,7,18,3t0vjqtxc8wpjzv82i3oi2ova,1,38.2,53.6,2022-08-06T18:08:18.573Z,2022-08-08T12:57:08Z,3688648141,213,5.8,3688648133,141,47.5,3688648137,212,9.5,3688648125,56,Back,3688648129,140,46.3,3694189303,178,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791545,95,1,1,7,19,3t0vjqtxc8wpjzv82i3oi2ova,1,46.3,47.5,2022-08-06T18:08:19.324Z,2022-08-08T12:57:12Z,3688648569,141,56.7,3688648565,56,Back,3688648567,140,35.1,3688648571,212,13.3,3694189335,178,,3688648573,213,2.7,,,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791613,96,1,1,7,25,3t0vjqtxc8wpjzv82i3oi2ova,1,38.2,60.3,2022-08-06T18:08:25.070Z,2022-08-08T12:57:15Z,3688648975,213,1.0,3688648971,212,29.5,3694189379,178,,3688648967,140,53.3,3688648965,56,Left,3688648969,141,96.8,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791637,97,1,1,7,29,3t0vjqtxc8wpjzv82i3oi2ova,1,53.3,96.8,2022-08-06T18:08:29.326Z,2022-08-08T12:57:19Z,3688649107,141,76.1,3688649109,212,14.8,3694189427,178,,3688649103,56,Back,3688649105,140,48.9,3688649111,213,4.4,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791641,98,50,1,7,31,3t0vjqtxc8wpjzv82i3oi2ova,1,46.8,71.6,2022-08-06T18:08:30.873Z,2022-08-08T12:57:33Z,3688649263,233,83,3688649133,286,,3688649131,56,Back,,,,,,,,,,,,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791653,83,7,1,7,31,24fvcruwqrqvqa3aonf8c3zuy,1,53.2,28.4,2022-08-06T18:08:31.581Z,2022-08-08T12:57:36Z,3690923715,383,,3694189629,178,,3688649239,233,98,3688649197,285,,3688649195,56,Center,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791657,84,49,1,7,32,24fvcruwqrqvqa3aonf8c3zuy,1,53.4,30.6,2022-08-06T18:08:32.687Z,2022-08-08T12:57:45Z,,,,,,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791703,85,61,1,7,35,24fvcruwqrqvqa3aonf8c3zuy,0,68.9,48.8,2022-08-06T18:08:35.034Z,2022-08-08T12:57:53Z,3688649479,56,Center,3694189721,389,,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791737,100,49,1,7,37,3t0vjqtxc8wpjzv82i3oi2ova,1,21,43,2022-08-06T18:08:36.901Z,2022-08-08T12:58:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791777,101,1,1,7,38,3t0vjqtxc8wpjzv82i3oi2ova,1,19.1,47.2,2022-08-06T18:08:37.955Z,2022-08-08T12:58:08Z,3688649901,212,15.0,3694189867,178,,3688649899,141,47.5,3688649895,56,Back,3688649903,213,3.1,3688649897,140,4.8,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791719,99,43,1,7,38,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-06T18:08:38.390Z,2022-08-06T18:08:59Z,3688651527,144,49,,,,,,,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791797,102,1,1,7,39,3t0vjqtxc8wpjzv82i3oi2ova,0,4.8,47.5,2022-08-06T18:08:39.360Z,2022-08-08T12:58:12Z,3688650059,213,5.9,3688650055,141,19.1,3688650053,140,46.1,3688650061,1,,3694189893,178,,3688650057,212,47.5,3688650049,157,,3688650051,56,Back,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791801,86,44,1,7,43,24fvcruwqrqvqa3aonf8c3zuy,1,52.6,80.8,2022-08-06T18:08:43.168Z,2022-08-09T02:23:52Z,3688650079,286,,3688650119,233,103,3688650077,56,Left,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791803,103,44,1,7,43,3t0vjqtxc8wpjzv82i3oi2ova,0,47.4,19.2,2022-08-06T18:08:43.169Z,2022-08-08T12:58:16Z,3688650081,56,Back,3688650151,233,86,3688650083,285,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791813,87,1,1,7,43,24fvcruwqrqvqa3aonf8c3zuy,1,51.3,78.3,2022-08-06T18:08:43.198Z,2022-08-09T02:23:52Z,3694189981,388,,3688650143,141,41.0,3688650145,212,25.4,3688650137,3,,3688650139,56,Center,3688650147,213,4.7,3688650141,140,51.1,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791849,88,1,1,7,46,24fvcruwqrqvqa3aonf8c3zuy,0,51.9,46.4,2022-08-06T18:08:46.392Z,2022-08-08T12:58:26Z,3688650347,212,3.7,3688650341,56,Back,3688650345,141,45.5,3688650343,140,48.4,3694190065,178,,3688650349,213,3.3,,,,,,,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791875,104,43,1,7,49,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-06T18:08:48.918Z,2022-08-06T18:08:57Z,3688651283,144,49,,,,,,,,,,,,,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791939,105,1,1,7,50,3t0vjqtxc8wpjzv82i3oi2ova,1,64.8,60.2,2022-08-06T18:08:49.908Z,2022-08-08T12:58:30Z,3688650881,213,0.5,3688650877,141,74.1,3688650879,212,19.1,3688650875,140,80.6,3688650873,56,Center,3694190103,178,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791975,106,1,1,7,52,3t0vjqtxc8wpjzv82i3oi2ova,0,91,75.4,2022-08-06T18:08:52.653Z,2022-08-08T12:58:33Z,3690924789,387,,3688651021,2,,3688651033,141,50.7,3688651035,212,17.1,3688651031,140,94.0,3688651037,213,4.9,3688651029,56,Center,3688651025,155,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,3690924787,225,,3694190109,178,3690924791,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791989,89,12,1,7,54,24fvcruwqrqvqa3aonf8c3zuy,1,6,51.8,2022-08-06T18:08:53.931Z,2022-08-08T12:58:37Z,3688651185,167,,3688651145,56,Back,3688651149,141,0.0,3688651157,213,4.9,3688651147,140,12.6,3694190127,178,,3688651153,212,36.4,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442791995,90,5,1,7,56,24fvcruwqrqvqa3aonf8c3zuy,0,14.6,-0.8,2022-08-06T18:08:55.977Z,2022-08-08T12:58:40Z,3688651179,347,,3688651851,233,107,3688651177,56,Back,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792111,107,5,1,7,56,3t0vjqtxc8wpjzv82i3oi2ova,1,85.4,100.8,2022-08-06T18:08:55.977Z,2022-08-08T12:58:39Z,3688651817,233,90,3688651779,347,,3688651777,56,Left,,,,,,,,,,,,,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792399,108,1,1,8,15,3t0vjqtxc8wpjzv82i3oi2ova,0,86,100,2022-08-06T18:09:15.538Z,2022-08-08T12:58:44Z,3688653107,140,92.3,3688653101,107,,3688653115,212,21.8,3688653119,213,5.0,3688653125,1,,3688653111,141,70.8,3688653103,56,Center,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792463,91,1,1,8,17,24fvcruwqrqvqa3aonf8c3zuy,0,7.8,29.4,2022-08-06T18:09:17.302Z,2022-08-08T12:58:53Z,3688653485,1,,3688653483,213,5.6,3688653481,212,33.6,3688653477,140,32.7,3694190257,178,,3688653479,141,0.0,3688653475,56,Back,3688653473,3,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792471,109,56,1,8,20,3t0vjqtxc8wpjzv82i3oi2ova,1,0,0,2022-08-06T18:09:19.828Z,2022-08-08T12:58:56Z,3688653515,56,Left,,,,,,,,,,,,,,,,,,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792467,92,5,1,8,21,24fvcruwqrqvqa3aonf8c3zuy,0,31.7,-1.2,2022-08-06T18:09:21.029Z,2022-08-08T12:58:59Z,3688654133,233,110,3688653495,347,,3688653493,56,Back,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792565,110,5,1,8,21,3t0vjqtxc8wpjzv82i3oi2ova,1,68.3,101.2,2022-08-06T18:09:21.029Z,2022-08-08T12:58:59Z,3688654049,347,,3688654047,56,Left,3688654097,233,92,,,,,,,,,,,,,,,,7ytoj5m2j4u50e7pjhz0lr1ed,M. Kieftenbeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792639,111,1,1,8,28,3t0vjqtxc8wpjzv82i3oi2ova,1,69.3,100,2022-08-06T18:09:28.639Z,2022-08-08T12:59:02Z,3688654407,56,Left,3688654413,212,14.6,3688654415,213,6.0,3688654409,140,82.5,3688654411,141,94.2,3688654405,107,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792643,112,50,1,8,31,3t0vjqtxc8wpjzv82i3oi2ova,1,86.6,94.2,2022-08-06T18:09:31.286Z,2022-08-08T12:59:11Z,3688654423,56,Left,3688654425,286,,3688654597,233,93,,,,,,,,,,,,,,,,55e0z1vhb48go6y2io7h80aqy,O. Romeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792657,93,7,1,8,32,24fvcruwqrqvqa3aonf8c3zuy,1,13.4,5.8,2022-08-06T18:09:32.236Z,2022-08-08T12:59:15Z,3688654577,233,112,3688654495,285,,3688654493,56,Back,3690926477,383,,3694190435,178,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443834999,1335,43,1,8,32,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:09:32.289Z,2022-08-08T13:32:40Z,3694221565,178,0,3694221587,144,82,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443835007,1336,43,1,8,32,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:09:32.412Z,2022-08-08T13:32:49Z,3694221621,178,0,3694221669,144,82,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443835009,1337,43,1,8,33,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:09:33.192Z,2022-08-08T13:32:51Z,3694221683,144,82,3694221637,178,0,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792667,94,49,1,8,33,24fvcruwqrqvqa3aonf8c3zuy,1,9.3,8,2022-08-06T18:09:33.206Z,2022-08-08T12:59:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792705,95,1,1,8,34,24fvcruwqrqvqa3aonf8c3zuy,1,8.7,14.6,2022-08-06T18:09:34.182Z,2022-08-08T12:59:22Z,3688654735,141,23.7,3688654733,140,5.6,3688654739,213,2.1,3688654737,212,7.0,3694190487,178,,3688654731,56,Back,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792755,96,1,1,8,35,24fvcruwqrqvqa3aonf8c3zuy,0,5.8,23,2022-08-06T18:09:35.230Z,2022-08-08T12:59:27Z,3688654981,56,Back,3688654987,212,42.0,3688654979,157,,3688654991,1,,3694190603,178,,3688654983,140,43.9,3688654985,141,4.1,3688654989,213,6.0,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792775,113,1,1,8,38,3t0vjqtxc8wpjzv82i3oi2ova,1,53,94.2,2022-08-06T18:09:38.506Z,2022-08-08T12:59:32Z,3688655091,3,,3688655097,141,96.8,3688655095,140,60.2,3688655093,56,Left,3688655099,212,7.8,3694190691,388,,3688655101,213,0.2,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792781,114,49,1,8,40,3t0vjqtxc8wpjzv82i3oi2ova,1,60.2,96.6,2022-08-06T18:09:40.076Z,2022-08-08T12:59:36Z,,,,,,,,,,,,,,,,,,,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792851,115,1,1,8,40,3t0vjqtxc8wpjzv82i3oi2ova,1,60.2,96.6,2022-08-06T18:09:40.161Z,2022-08-08T12:59:40Z,3694190787,178,,3688655437,140,34.5,3688655443,213,3.6,3688655441,212,30.6,3688655439,141,75.5,3688655435,56,Back,,,,,,,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792887,116,1,1,8,45,3t0vjqtxc8wpjzv82i3oi2ova,1,33.9,61.2,2022-08-06T18:09:45.591Z,2022-08-08T12:59:45Z,3688655627,56,Back,3688655633,212,13.3,3688655635,213,5.2,3688655631,141,43.6,3694190795,178,,3688655629,140,39.5,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442792929,117,1,1,8,47,3t0vjqtxc8wpjzv82i3oi2ova,1,38.6,43.9,2022-08-06T18:09:47.787Z,2022-08-08T12:59:48Z,3688655827,1,,3694190853,178,,3688655813,140,31.3,3688655819,212,32.5,3688655817,141,90.3,3688655811,56,Back,3688655823,213,1.8,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793015,118,1,1,8,50,3t0vjqtxc8wpjzv82i3oi2ova,1,31.3,90.3,2022-08-06T18:09:49.964Z,2022-08-08T12:59:51Z,3688656297,140,13.7,3688656299,141,54.2,3688656295,56,Back,3688656301,212,30.7,3694190907,178,,3688656303,213,4.1,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793053,119,1,1,8,54,3t0vjqtxc8wpjzv82i3oi2ova,1,14.2,51.2,2022-08-06T18:09:54.593Z,2022-08-08T12:59:54Z,3688656539,212,21.5,3688656533,56,Back,3688656535,140,25.2,3688656541,213,5.3,3694190915,178,,3688656537,141,24.5,,,,,,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793119,120,1,1,8,57,3t0vjqtxc8wpjzv82i3oi2ova,1,25.2,24.5,2022-08-06T18:09:57.153Z,2022-08-08T12:59:58Z,3688656883,56,Back,3688656885,140,8.1,3688656889,212,23.9,3688656887,141,47.8,3688656891,213,2.4,3694190971,178,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793167,121,1,1,9,0,3t0vjqtxc8wpjzv82i3oi2ova,0,11.3,43,2022-08-06T18:10:00.470Z,2022-08-08T13:00:03Z,3688657109,56,Center,3688657111,140,64.9,3688657117,213,6.2,3688657119,1,,3688657113,141,33.4,3688657115,212,56.7,3688657107,155,,3694191061,178,,3kt58x082lj8650en2mt60xqt,E. Oelschlägel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793175,97,61,1,9,4,24fvcruwqrqvqa3aonf8c3zuy,1,32.9,67.3,2022-08-06T18:10:04.069Z,2022-08-08T13:00:07Z,3694191111,178,,3694191109,15,,3688657155,56,Back,,,,,,,,,,,,,,,,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793213,98,59,1,9,6,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:10:06.729Z,2022-08-08T13:00:15Z,3688657379,56,Back,,,,,,,,,,,,,,,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793235,99,1,1,9,6,24fvcruwqrqvqa3aonf8c3zuy,1,18.2,68.5,2022-08-06T18:10:06.743Z,2022-08-08T13:00:17Z,3688657485,141,91.5,3688657483,140,23.5,3688657489,213,1.2,3688657481,56,Back,3688657487,212,16.6,3694191211,178,,,,,,,,a56woizbe4g6jpl3fg4tlgno5,W. Benítez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443835173,1339,43,1,9,8,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:10:08.015Z,2022-08-08T13:34:00Z,3694222505,178,0,3694222567,144,82,,,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793239,100,49,1,9,8,24fvcruwqrqvqa3aonf8c3zuy,1,23.5,91.5,2022-08-06T18:10:08.035Z,2022-08-08T13:00:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793267,101,1,1,9,9,24fvcruwqrqvqa3aonf8c3zuy,1,23.5,91.5,2022-08-06T18:10:09.023Z,2022-08-08T13:00:24Z,3688657617,56,Back,3688657625,213,4.8,3688657623,212,26.1,3688657621,141,53.3,3694191293,178,,3688657619,140,25.4,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443835227,1345,43,1,9,15,24fvcruwqrqvqa3aonf8c3zuy,1,0,0,2022-08-06T18:10:15.308Z,2022-08-08T13:34:25Z,3694222765,178,0,3694222787,144,82,,,,,,,,,,,,,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793359,102,1,1,9,15,24fvcruwqrqvqa3aonf8c3zuy,1,34,50.7,2022-08-06T18:10:15.365Z,2022-08-08T13:00:27Z,3694191323,178,,3688658143,56,Back,3688658145,140,35.1,3688658157,213,1.4,3688658149,141,62.9,3688658153,212,8.4,,,,,,,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793381,103,1,1,9,18,24fvcruwqrqvqa3aonf8c3zuy,1,34.4,40.6,2022-08-06T18:10:18.103Z,2022-08-08T13:00:32Z,3688658271,213,5.1,3688658263,56,Back,3688658265,140,42.1,3688658269,212,22.6,3688658267,141,9.5,3694191363,178,,,,,,,,d4j19ipiaeuetyij08fofgs15,J. Veerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793411,104,1,1,9,20,24fvcruwqrqvqa3aonf8c3zuy,1,42.1,9.5,2022-08-06T18:10:20.373Z,2022-08-08T13:00:35Z,3688658419,141,23.9,3688658415,56,Center,3694191379,178,,3688658421,212,27.7,3688658423,213,0.4,3688658417,140,66.8,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793429,105,1,1,9,21,24fvcruwqrqvqa3aonf8c3zuy,1,67.1,24.1,2022-08-06T18:10:21.473Z,2022-08-08T13:00:38Z,3688658537,212,6.2,3688658531,56,Center,3688658533,140,61.3,3688658535,141,26.1,3688658539,213,2.9,3694191395,178,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793433,106,61,1,9,22,24fvcruwqrqvqa3aonf8c3zuy,1,61.3,26.2,2022-08-06T18:10:22.221Z,2022-08-08T13:00:43Z,3694191473,178,,3688658545,56,Center,,,,,,,,,,,,,,,,,,,exhxdmdq49xj4dnguq03qnlgq,X. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442793477,107,3,1,9,24,24fvcruwqrqvqa3aonf8c3zuy,0,45.5,18.9,2022-08-06T18:10:24.176Z,2022-08-08T13:00:48Z,3690928691,464,,3688658829,56,Back,3688658863,233,122,3694191561,178,,3688658831,286,,,,,,,,,,,6w1s9fojh50ecti3rz8jv6jca,K. Hoever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
