id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537382887,5,5,1,0,16,8iawijq7s9s6d85mjz8wdslki,1,53.2,101.6,2023-04-22T18:01:05.749Z,2023-04-22T18:01:15Z,4210184201,347,,4210184205,233,7,4210184199,56,Left,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382827,7,5,1,0,16,cos9hxi16eitbcbthof7zrm4m,0,46.8,-1.6,2023-04-22T18:01:05.749Z,2023-04-22T18:27:04Z,4210184213,233,5,4210183847,347,,4210183845,56,Back,,,,,,,,,,,,,,,,8utfqkk9niq1xvdhsw0f4awut,M. Chaluš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382915,6,1,1,0,23,8iawijq7s9s6d85mjz8wdslki,1,53.6,100,2023-04-22T18:01:12.398Z,2023-04-22T18:25:05Z,4210184321,56,Left,4210184319,107,,4210184325,141,87.8,4210184329,213,5.2,4210308503,189,,4210184327,212,10.6,4210184323,140,58.6,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382927,7,1,1,0,24,8iawijq7s9s6d85mjz8wdslki,1,58.9,87.8,2023-04-22T18:01:13.254Z,2023-04-22T18:25:13Z,4210309473,189,,4210184401,56,Left,4210184405,141,94.2,4210184409,213,0.6,4210184407,212,8.0,4210184403,140,65.3,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382939,8,1,1,0,26,8iawijq7s9s6d85mjz8wdslki,1,65.3,94.2,2023-04-22T18:01:15.926Z,2023-04-22T18:25:21Z,4210184491,141,87.6,4210184495,213,3.9,4210184493,212,6.4,4210184487,56,Left,4210184489,140,60.9,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382947,9,1,1,0,27,8iawijq7s9s6d85mjz8wdslki,1,60.9,87.6,2023-04-22T18:01:16.661Z,2023-04-22T18:25:29Z,4210184547,213,2.2,4210184545,212,5.7,4210184543,141,94.2,4210184541,140,57.5,4210184539,56,Left,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382967,10,1,1,0,29,8iawijq7s9s6d85mjz8wdslki,1,57.5,94.2,2023-04-22T18:01:18.470Z,2023-04-22T18:25:38Z,4210184663,141,86.4,4210184659,56,Back,4210184665,212,23.9,4210184667,213,3.4,4210184661,140,35.3,,,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537382999,11,1,1,0,33,8iawijq7s9s6d85mjz8wdslki,1,35.1,86.4,2023-04-22T18:01:22.582Z,2023-04-22T18:01:25Z,4210184843,141,59.4,4210184847,213,5.4,4210184845,212,23.3,4210184839,56,Back,4210184841,140,48.8,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383037,12,1,1,0,36,8iawijq7s9s6d85mjz8wdslki,1,45.3,63.6,2023-04-22T18:01:25.814Z,2023-04-22T18:01:29Z,4210184993,56,Center,4210184997,141,56.1,4210184999,212,10.1,4210184995,140,53.6,4210185001,213,5.8,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383049,13,1,1,0,38,8iawijq7s9s6d85mjz8wdslki,1,49.1,57.9,2023-04-22T18:01:27.343Z,2023-04-23T14:28:04Z,4210185059,56,Back,4210185065,212,12.1,4210185067,213,1.9,4210185063,141,74.8,4210185061,140,45.4,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383075,14,1,1,0,39,8iawijq7s9s6d85mjz8wdslki,1,45.8,75,2023-04-22T18:01:28.294Z,2023-04-23T14:28:07Z,4210185203,141,89.9,4210185207,213,0.9,4210185205,212,12.7,4210185199,56,Left,4210185201,140,53.1,,,,,,,,,,a76yp8gkkg6frtuhh3d6l46i,D. Proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383111,15,1,1,0,42,8iawijq7s9s6d85mjz8wdslki,0,54,89.7,2023-04-22T18:01:31.630Z,2023-04-23T14:28:14Z,4210185393,141,48.5,4210185399,1,,4210185397,213,5.7,4210185395,212,48.2,4210185389,56,Center,4210185387,155,,4210185391,140,91.3,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383109,8,52,1,0,47,cos9hxi16eitbcbthof7zrm4m,1,8.7,53.1,2023-04-22T18:01:36.398Z,2023-04-23T14:28:20Z,4213919649,376,,,,,,,,,,,,,,,,,,,,,,,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383341,9,80,1,1,7,cos9hxi16eitbcbthof7zrm4m,0,13.4,51.2,2023-04-22T18:01:57.213Z,2023-04-22T18:01:58Z,4210186669,189,,,,,,,,,,,,,,,,,,,,,,,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383417,10,1,1,1,9,cos9hxi16eitbcbthof7zrm4m,1,13.4,51.2,2023-04-22T18:01:58.862Z,2023-04-22T18:02:03Z,4210187015,213,5.1,4210187007,56,Back,4210187009,140,19.6,4210187011,141,30.3,4210187013,212,15.6,,,,,,,,,,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383435,11,1,1,1,10,cos9hxi16eitbcbthof7zrm4m,1,19.7,29.7,2023-04-22T18:02:00.006Z,2023-04-23T14:28:37Z,4210187119,56,Back,4210187121,140,11.0,4210187125,141,41.2,4210187133,213,2.4,4210187129,212,12.0,,,,,,,,,,8utfqkk9niq1xvdhsw0f4awut,M. Chaluš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383451,12,1,1,1,12,cos9hxi16eitbcbthof7zrm4m,0,11,41.2,2023-04-22T18:02:01.637Z,2023-04-23T14:28:42Z,4210187211,140,61.7,4210187209,56,Center,4210187207,157,,4210187213,141,43.7,4210187219,1,,4210187217,213,0.0,4210187215,212,53.3,,,,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383491,16,1,1,1,16,8iawijq7s9s6d85mjz8wdslki,0,30.6,54.6,2023-04-22T18:02:05.320Z,2023-04-23T14:29:05Z,4210187415,140,45.0,4210187419,212,15.1,4210187417,141,53.2,4210187413,56,Back,4210187411,3,,4210187421,213,6.2,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383497,13,44,1,1,18,cos9hxi16eitbcbthof7zrm4m,1,56,47.6,2023-04-22T18:02:08.150Z,2023-04-23T14:29:24Z,4210187469,233,17,4210187441,56,Center,4210187443,286,,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383503,17,44,1,1,18,8iawijq7s9s6d85mjz8wdslki,0,44,52.4,2023-04-22T18:02:08.151Z,2023-04-23T14:29:21Z,4210187455,285,,4210187555,233,13,4210187453,56,Back,,,,,,,,,,,,,,,,brij3tiox17hyfm63ulhg5sr9,J. Bruijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383507,14,1,1,1,19,cos9hxi16eitbcbthof7zrm4m,1,56.4,49.1,2023-04-22T18:02:08.518Z,2023-04-23T14:29:37Z,4210187477,56,Center,4210187483,212,4.7,4210187479,140,53.0,4210187475,3,,4210187481,141,44.5,4210187485,213,3.9,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383543,15,1,1,1,20,cos9hxi16eitbcbthof7zrm4m,1,52,46,2023-04-22T18:02:09.797Z,2023-04-23T14:29:48Z,4210187677,140,35.3,4210187683,213,2.6,4210187679,141,63.1,4210187675,56,Back,4210187681,212,21.0,,,,,,,,,,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383547,16,1,1,1,22,cos9hxi16eitbcbthof7zrm4m,1,34.4,65.5,2023-04-22T18:02:11.821Z,2023-04-23T14:29:53Z,4210187701,213,5.8,4210187695,140,41.2,4210187697,141,59.9,4210187699,212,8.1,4210187693,56,Back,,,,,,,,,,a87w6l9zsbahdi4knm1347zs9,M. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383571,17,1,1,1,23,cos9hxi16eitbcbthof7zrm4m,1,41.2,59.9,2023-04-22T18:02:12.429Z,2023-04-23T14:30:00Z,4210187791,212,12.8,4210187789,141,72.0,4210187793,213,2.4,4210187787,140,31.9,4210187785,56,Back,,,,,,,,,,alxccjq2y6il5yjw108a0axnt,J. Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383603,18,1,1,1,25,cos9hxi16eitbcbthof7zrm4m,1,31.9,72,2023-04-22T18:02:14.261Z,2023-04-23T14:30:05Z,4210187983,56,Back,4210187991,213,1.5,4210187985,140,32.5,4210187987,141,95.0,4210187989,212,15.7,,,,,,,,,,a87w6l9zsbahdi4knm1347zs9,M. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383653,19,1,1,1,27,cos9hxi16eitbcbthof7zrm4m,1,31.8,95,2023-04-22T18:02:16.877Z,2023-04-22T18:02:21Z,4210188241,213,3.7,4210188233,56,Back,4210188239,212,33.5,4210188237,141,68.7,4210188235,140,4.8,4210188243,1,,,,,,,,b2a5syitl1nb5ky04j7pdq09h,J. Willems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383765,20,1,1,1,33,cos9hxi16eitbcbthof7zrm4m,1,9.4,80.9,2023-04-22T18:02:22.557Z,2023-04-22T18:02:30Z,4210188871,155,,4210188881,213,6.2,4210188883,1,,4210188877,141,78.1,4210188879,212,46.8,4210188875,140,53.9,4210188873,56,Center,,,,7j5xa2ti4qnvoh74h5twyi6s5,P. Leeuwenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383781,18,4,1,1,38,8iawijq7s9s6d85mjz8wdslki,1,44.7,22.1,2023-04-22T18:02:27.581Z,2023-04-22T18:02:30Z,4210188971,56,Back,4210188993,233,21,4210188975,286,,4210188967,13,,4210188969,294,,4210188973,152,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383769,21,4,1,1,38,cos9hxi16eitbcbthof7zrm4m,0,55.3,77.9,2023-04-22T18:02:27.582Z,2023-04-22T18:02:30Z,4210188911,56,Center,4210188915,285,,4210188909,294,,4210188907,13,,4210189013,233,18,4210188913,152,,,,,,,,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537383981,19,1,1,1,48,8iawijq7s9s6d85mjz8wdslki,1,48.3,25,2023-04-22T18:02:37.328Z,2023-04-22T18:02:43Z,4210190101,141,61.1,4210190091,5,,4210190105,213,2.1,4210190103,212,29.3,4210190095,152,,4210190097,56,Back,4210190099,140,33.1,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384045,20,1,1,1,54,8iawijq7s9s6d85mjz8wdslki,1,35.3,61.8,2023-04-22T18:02:43.441Z,2023-04-22T18:02:47Z,4210190413,213,4.6,4210190411,212,21.5,4210190409,141,30.4,4210190407,140,33.1,4210190405,56,Back,,,,,,,,,,913pg8qqcjp99h5fjybbenob9,P. Sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384097,21,1,1,1,57,8iawijq7s9s6d85mjz8wdslki,1,33.7,27.5,2023-04-22T18:02:46.969Z,2023-04-22T18:02:50Z,4210190731,212,19.4,4210190721,56,Back,4210190725,140,45.5,4210190733,213,5.4,4210190727,141,5.5,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384219,22,1,1,2,0,8iawijq7s9s6d85mjz8wdslki,1,44.8,6.5,2023-04-22T18:02:49.888Z,2023-04-22T18:02:58Z,4210191355,141,5.5,4210191359,213,3.2,4210191357,212,32.1,4210191353,140,14.2,4210191361,1,,4210191351,56,Back,,,,,,,cudl1cjc8kxshfbhatms7aooa,E. Tavşan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384229,23,3,1,2,8,8iawijq7s9s6d85mjz8wdslki,0,2.3,14.9,2023-04-22T18:02:58.154Z,2023-04-23T14:34:55Z,4213961851,464,,4210191407,56,Back,4210191411,285,,4210191453,211,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384269,22,49,1,2,11,cos9hxi16eitbcbthof7zrm4m,1,85.3,94.4,2023-04-22T18:03:00.397Z,2023-04-22T18:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384295,23,1,1,2,11,cos9hxi16eitbcbthof7zrm4m,1,90.7,91.9,2023-04-22T18:03:01.133Z,2023-04-23T14:35:28Z,4210191763,56,Center,4210191765,140,91.7,4213966031,72,,4213966029,386,,4213966027,225,,4210191769,212,20.8,4210191767,141,61.4,4210192693,154,,ar7ybu7dordgt2yfx5inux62,I. Määttä,1,4210191759,2,4210192691,210,15,4210191771,213,4.8,,,,,,,,,,,,,,,,,,,,,,
2537384317,24,15,1,2,14,cos9hxi16eitbcbthof7zrm4m,1,90.8,65.2,2023-04-22T18:03:03.518Z,2023-04-23T14:35:29Z,4210192731,231,53.8,4210191917,22,,4210192719,102,51.3,4210192727,147,63.2,4210192233,82,,4210192723,328,,4210192715,55,23,4210192229,72,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,4210191921,64,4210192711,29,,4210192321,233,24,4210192729,230,98.5,4210191923,56,Center,4210192713,154,4210192725,146,92.1,4210192721,103,19,4210192709,78,,,,,,
2537384335,24,10,1,2,14,8iawijq7s9s6d85mjz8wdslki,1,8.1,35.9,2023-04-22T18:03:03.618Z,2023-04-22T18:03:08Z,4210192011,56,Back,4210192009,94,,4210192333,233,24,,,,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384343,25,6,1,2,15,cos9hxi16eitbcbthof7zrm4m,1,91.4,64.7,2023-04-22T18:03:04.447Z,2023-04-22T18:03:07Z,4210192039,56,Center,4210192277,233,25,4210192041,73,,,,,,,,,,,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384357,25,6,1,2,15,8iawijq7s9s6d85mjz8wdslki,0,8.6,35.3,2023-04-22T18:03:04.447Z,2023-04-23T14:35:35Z,4210192139,73,,4210192137,56,Back,4210192305,233,25,,,,,,,,,,,,,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384751,26,1,1,2,39,cos9hxi16eitbcbthof7zrm4m,0,99.5,99.5,2023-04-22T18:03:29.102Z,2023-04-23T14:35:42Z,4210194331,224,,4210194329,155,,4213968985,72,,4210194327,6,,4210194325,2,,4210194337,141,60.0,4210194339,212,27.1,4210194335,140,96.3,b2a5syitl1nb5ky04j7pdq09h,J. Willems,,4210194341,213,4210194333,56,Center,,,,,,,,,,,,,,,,,,,,4.6,,,,,
2537384781,26,12,1,2,42,8iawijq7s9s6d85mjz8wdslki,1,1.9,35.8,2023-04-22T18:03:31.834Z,2023-04-22T18:04:04Z,4210194493,56,Back,4210194501,213,6.1,4210194553,15,,4210194497,141,30.5,4210194499,212,20.8,4210194495,140,21.4,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384799,27,44,1,2,43,8iawijq7s9s6d85mjz8wdslki,1,21.6,33.2,2023-04-22T18:03:33.101Z,2023-04-22T18:03:34Z,4210194595,285,,4210194593,56,Back,4210194639,233,27,,,,,,,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384797,27,44,1,2,43,cos9hxi16eitbcbthof7zrm4m,0,78.4,66.8,2023-04-22T18:03:33.102Z,2023-04-22T18:03:34Z,4210194659,233,27,4210194575,56,Center,4210194577,286,,,,,,,,,,,,,,,,,4t85yj2ijymrz5vf457jcihre,T. Suslov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384815,28,1,1,2,44,8iawijq7s9s6d85mjz8wdslki,0,21.2,30.5,2023-04-22T18:03:34.002Z,2023-04-22T18:03:35Z,4210194713,212,12.3,4210194715,213,6.2,4210194703,3,,4210194709,140,32.9,4210194707,56,Back,4210194705,168,,4210194711,141,28.7,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384867,28,1,1,2,46,cos9hxi16eitbcbthof7zrm4m,1,69.1,70.8,2023-04-22T18:03:35.567Z,2023-04-22T18:03:38Z,4210194957,56,Left,4210194959,140,69.8,4210194961,141,93.0,4210194965,213,1.5,4210194963,212,15.1,,,,,,,,,,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537384893,29,45,1,2,49,8iawijq7s9s6d85mjz8wdslki,0,28.6,7,2023-04-22T18:03:38.349Z,2023-04-22T18:04:01Z,4210195129,56,Back,4210195199,233,29,4210195131,285,,,,,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
