id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2468885527,9,1,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,14.6,53.4,2022-10-08T14:30:38.359Z,2022-10-10T14:01:04Z,3827473875,213,5.1,3827473869,140,21.9,3827473871,141,26.4,3835111433,178,,3827473873,212,19.9,3827473867,56,Back,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885619,10,1,1,0,20,d0zdg647gvgc95xdtk1vpbkys,1,27.7,24,2022-10-08T14:30:41.598Z,2022-10-10T14:01:05Z,3827474355,213,5.3,3827474351,141,4.0,3835111437,178,,3827474349,140,36.3,3827474353,212,16.3,3827474347,56,Back,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885649,11,1,1,0,22,d0zdg647gvgc95xdtk1vpbkys,1,36.2,3.6,2022-10-08T14:30:43.459Z,2022-10-10T14:01:05Z,3827474533,140,48.0,3827474539,213,6.1,3827474537,212,12.5,3827474535,141,0.9,3835111445,178,,3827474531,56,Back,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885717,13,1,1,0,23,d0zdg647gvgc95xdtk1vpbkys,0,46.7,1.7,2022-10-08T14:30:44.585Z,2022-10-10T14:01:06Z,3827474933,56,Center,3827474939,212,18.5,3827474941,213,1.0,3827474937,141,25.2,3835111453,178,,3827474935,140,55.5,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885665,12,43,1,0,24,d0zdg647gvgc95xdtk1vpbkys,1,0,0,2022-10-08T14:30:45.702Z,2022-10-08T14:31:55Z,3827474615,347,0,3827474611,56,Back,3827487595,144,5,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885759,3,49,1,0,24,6g9qrm72224jrk6tkxxxi8a9n,1,38.9,73.3,2022-10-08T14:30:46.065Z,2022-10-10T14:01:12Z,,,,,,,,,,,,,,,,,,,,,,,,,e3akocgpppdty3ayxty1gf6xh,D. Mirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885943,4,1,1,0,24,6g9qrm72224jrk6tkxxxi8a9n,1,38.9,73.3,2022-10-08T14:30:46.127Z,2022-10-10T14:01:27Z,3827486217,210,15,3827476143,56,Left,3827476149,212,54.2,3835111597,178,,3827476151,213,0.1,3827476141,155,,3827476147,141,82.4,3827476145,140,90.2,e3akocgpppdty3ayxty1gf6xh,D. Mirani,1,3827476153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468885959,5,15,1,0,31,6g9qrm72224jrk6tkxxxi8a9n,1,94.5,70,2022-10-08T14:30:52.517Z,2022-10-10T14:01:27Z,3827486515,76,,3827486533,103,6.3,3827476227,65,,3827484557,20,,3827486405,233,14,3827486517,29,,3827476223,22,,3835111835,178,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,3827476229,56,Center,3827486521,55,4,3827486543,147,55.1,3827486529,102,53.1,3827486537,146,98.8,,,,,,,,,,,,,,,,,,,,,,,,
2468885987,14,10,1,0,31,d0zdg647gvgc95xdtk1vpbkys,1,0.9,43.6,2022-10-08T14:30:52.935Z,2022-10-10T14:01:35Z,3827486169,174,,3827486177,183,,3827486173,180,,3829658207,376,,3827476383,56,Back,3827486605,233,5,,,,,,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886023,6,44,1,0,33,6g9qrm72224jrk6tkxxxi8a9n,1,94.8,69.3,2022-10-08T14:30:54.235Z,2022-10-11T03:47:22Z,3827476531,56,Center,3827477067,233,15,3827476533,286,,,,,,,,,,,,,,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886079,15,44,1,0,33,d0zdg647gvgc95xdtk1vpbkys,0,5.2,30.7,2022-10-08T14:30:54.236Z,2022-10-10T14:01:39Z,3827476893,285,,3827477157,233,6,3827476889,56,Back,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886265,7,1,1,0,33,6g9qrm72224jrk6tkxxxi8a9n,0,95.9,68.7,2022-10-08T14:30:54.362Z,2022-10-11T03:47:22Z,3827477841,212,5.5,3835112091,388,,3827477833,3,,3827477839,141,62.4,3827477843,213,4.0,3827477837,140,92.6,3827477835,56,Center,,,,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468972341,497,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,0,8.1,39.2,2022-10-08T14:30:55.643Z,2022-10-10T14:14:56Z,3827929239,212,1.3,3827929233,56,Back,3827929243,213,6.1,3835127091,178,,3827929235,140,9.3,3827929237,141,38.9,3827929231,3,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886277,8,61,1,0,34,6g9qrm72224jrk6tkxxxi8a9n,1,89.1,62.3,2022-10-08T14:30:56.081Z,2022-10-10T14:15:07Z,3827477917,56,Center,3835127387,178,,3835127385,21,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886287,9,50,1,0,36,6g9qrm72224jrk6tkxxxi8a9n,1,90.4,61.8,2022-10-08T14:30:57.545Z,2022-10-10T14:15:15Z,3827477969,56,Center,3827959505,233,498,3827957785,286,,,,,,,,,,,,,,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468972763,498,7,1,0,36,d0zdg647gvgc95xdtk1vpbkys,0,9.6,38.2,2022-10-08T14:30:57.731Z,2022-10-10T14:15:19Z,3827931603,285,,3835127765,178,,3830420343,385,,3827959475,233,9,3827931601,56,Back,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470473111,997,67,1,0,36,6g9qrm72224jrk6tkxxxi8a9n,1,85.8,61.4,2022-10-08T14:30:58.105Z,2022-10-11T03:47:23Z,3836020345,233,1996,,,,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470473109,1996,67,1,0,36,d0zdg647gvgc95xdtk1vpbkys,0,14.2,38.6,2022-10-08T14:30:58.106Z,2022-10-11T02:55:39Z,3836020353,233,997,,,,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469598925,607,61,1,0,36,6g9qrm72224jrk6tkxxxi8a9n,0,88.3,62.2,2022-10-08T14:30:58.143Z,2022-10-11T03:47:23Z,3835128105,178,,3831330757,56,Center,,,,,,,,,,,,,,,,,,,a21sngx9u0boxf3n6u5qbkdlh,C. Eiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886217,16,49,1,0,37,d0zdg647gvgc95xdtk1vpbkys,1,10.4,37.6,2022-10-08T14:30:58.859Z,2022-10-10T14:15:51Z,,,,,,,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886293,17,1,1,0,39,d0zdg647gvgc95xdtk1vpbkys,1,10.4,37.6,2022-10-08T14:31:00.404Z,2022-10-10T14:15:57Z,3827478005,56,Back,3835128643,178,,3827478007,140,26.7,3827478011,212,21.4,3827478009,141,18.6,3827478013,213,5.6,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886435,18,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,1,26.9,19.2,2022-10-08T14:31:01.579Z,2022-10-10T14:16:09Z,3827478759,213,1.7,3827478753,140,25.2,3835129029,178,,3827478751,56,Back,3827478755,141,35.5,3827478757,212,11.2,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886719,19,1,1,0,41,d0zdg647gvgc95xdtk1vpbkys,1,24.9,37.5,2022-10-08T14:31:02.932Z,2022-10-10T14:16:17Z,3827480237,140,26.5,3827480243,213,1.1,3827480239,141,42.9,3827480233,56,Back,3827480241,212,4.0,3835129225,178,,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468974059,499,1,1,0,45,d0zdg647gvgc95xdtk1vpbkys,1,40.9,67,2022-10-08T14:31:06.564Z,2022-10-10T14:16:30Z,3827938621,140,59.2,3827938625,212,26.8,3827938627,213,0.8,3835129235,178,,3827938623,141,94.5,3827938619,56,Left,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886821,20,1,1,0,53,d0zdg647gvgc95xdtk1vpbkys,1,62.2,89,2022-10-08T14:31:14.347Z,2022-10-10T14:16:40Z,3827480759,140,55.3,3827480763,212,8.1,3827480761,141,94.2,3835129749,178,,3827480757,56,Left,3827480765,213,2.7,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886885,21,1,1,0,56,d0zdg647gvgc95xdtk1vpbkys,1,55.3,94.2,2022-10-08T14:31:17.379Z,2022-10-10T14:16:44Z,3827481139,213,5.3,3827481133,140,61.8,3827481135,141,77.8,3827481137,212,13.1,3827481131,56,Center,3835129843,178,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886925,22,1,1,0,58,d0zdg647gvgc95xdtk1vpbkys,1,62.2,77.8,2022-10-08T14:31:19.301Z,2022-10-10T14:16:51Z,3827481359,212,12.7,3827481349,56,Left,3835130017,178,,3827481357,141,95.4,3827481361,213,1.2,3827481355,140,66.2,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468886959,23,1,1,1,0,d0zdg647gvgc95xdtk1vpbkys,1,67.1,95.6,2022-10-08T14:31:21.498Z,2022-10-10T14:16:55Z,3827481527,212,13.4,3827481515,56,Left,3835130135,178,,3827481523,141,80.9,3827481531,213,5.4,3827481519,140,75.6,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887167,24,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,77.2,82,2022-10-08T14:31:23.394Z,2022-10-10T14:17:03Z,3827482709,140,96.9,3827482713,141,84.4,3835130265,178,,3827482715,212,20.7,3827482705,56,Left,3827482717,213,0.1,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887215,25,1,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,96.1,92.9,2022-10-08T14:31:28.528Z,2022-10-10T14:17:09Z,3835130395,178,,3827482971,212,17.7,3827482969,141,95.9,3827482973,213,3.0,3827482967,140,79.4,3827482965,56,Left,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887333,26,1,1,1,8,d0zdg647gvgc95xdtk1vpbkys,1,79.3,95.6,2022-10-08T14:31:30.014Z,2022-10-10T14:17:13Z,3827483595,56,Left,3827483597,140,88.3,3827483603,213,5.6,3827483599,141,83.2,3827483601,212,12.7,3835130471,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887355,27,50,1,1,9,d0zdg647gvgc95xdtk1vpbkys,1,93,81,2022-10-08T14:31:30.687Z,2022-10-10T14:17:27Z,3827483711,286,,3827483839,233,10,3827483709,56,Left,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887375,10,7,1,1,11,6g9qrm72224jrk6tkxxxi8a9n,0,7,19,2022-10-08T14:31:32.221Z,2022-10-10T14:17:31Z,3829669217,385,,3827483811,233,27,3827483791,285,,3827483789,56,Back,3835130825,178,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887371,28,61,1,1,11,d0zdg647gvgc95xdtk1vpbkys,1,92.8,82,2022-10-08T14:31:32.356Z,2022-10-10T14:17:39Z,3827483783,56,Left,3835131033,178,,,,,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887421,11,5,1,1,11,6g9qrm72224jrk6tkxxxi8a9n,1,-0.4,20.5,2022-10-08T14:31:33.192Z,2022-10-10T14:17:44Z,3827484029,56,Back,3827484075,233,29,3827484031,346,,,,,,,,,,,,,,,,,8ozlo6qrdavr86guhclwvh84q,B. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468887403,29,5,1,1,11,d0zdg647gvgc95xdtk1vpbkys,0,100.4,79.5,2022-10-08T14:31:33.192Z,2022-10-10T14:17:45Z,3827483941,346,,3827484097,233,11,3827483937,56,Left,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888397,12,1,1,1,38,6g9qrm72224jrk6tkxxxi8a9n,1,3.7,56.4,2022-10-08T14:32:00.130Z,2022-10-10T14:18:05Z,3827489593,141,75.3,3827489601,213,0.2,3827489605,1,,3827489585,124,,3827489587,56,Center,3827489597,212,62.9,3827489613,74,,3827489589,140,62.3,7dg8woqlx67ch0ji3ujhgb52i,F. Stanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888403,13,44,1,1,41,6g9qrm72224jrk6tkxxxi8a9n,1,61.9,76,2022-10-08T14:32:02.930Z,2022-10-11T03:47:24Z,3827489631,286,,3827489629,56,Center,3827489665,233,30,,,,,,,,,,,,,,,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888343,30,44,1,1,41,d0zdg647gvgc95xdtk1vpbkys,0,38.1,24,2022-10-08T14:32:02.931Z,2022-10-10T14:18:16Z,3827489335,56,Back,3827489337,285,,3827489731,233,13,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888445,14,1,1,1,41,6g9qrm72224jrk6tkxxxi8a9n,0,71.2,75,2022-10-08T14:32:03.046Z,2022-10-11T03:47:24Z,3827489813,56,Center,3827489811,3,,3827489815,140,71.4,3827489823,212,0.3,3835132115,388,,3827489821,141,74.8,3827489825,213,5.7,3827491277,168,,10ijtddqmzbhx3qtlhbyn4rca,I. El Kadiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469284961,1052,61,1,1,41,d0zdg647gvgc95xdtk1vpbkys,1,31.3,20.8,2022-10-08T14:32:03.087Z,2022-10-10T14:18:32Z,3835132203,388,,3829672703,56,Back,3835132201,15,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888485,31,1,1,1,43,d0zdg647gvgc95xdtk1vpbkys,1,38.4,31.2,2022-10-08T14:32:04.298Z,2022-10-10T14:18:36Z,3827490043,212,17.3,3827490035,3,,3835132271,388,,3827490037,56,Back,3827490041,141,28.5,3827490045,213,3.2,3827490039,140,22.0,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888489,32,49,1,1,44,d0zdg647gvgc95xdtk1vpbkys,1,22,28.5,2022-10-08T14:32:05.860Z,2022-10-10T14:18:40Z,,,,,,,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468888551,33,1,1,1,44,d0zdg647gvgc95xdtk1vpbkys,1,22,28.5,2022-10-08T14:32:05.897Z,2022-10-10T14:18:44Z,3835132421,178,,3827490393,141,53.9,3827490387,56,Back,3827490395,212,23.9,3827490397,213,2.3,3827490389,140,6.3,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
