id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2461845159,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-18T11:51:12.726Z,2022-09-18T12:28:44Z,3790017501,130,4,3790017497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790017507,194,lduqoe45t2fnbn9s9rbvlnf9,3790186009,197,538,3790017503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790017495,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, ad9kukqx4xulbvelacgwgqvah, 69cvlhfo7ulmz4o5ztlj1wlm2, lduqoe45t2fnbn9s9rbvlnf9, dc119ejc7lls2rd3ywigl2smi, c7n2b2gq381k0o0jizqueii5m, 36veg0wk1z3om89daf0clbl5h, c1yctqdku2vzho2azsgcy5dcl, 3c4l2e3gzgpqrc2ygkbmp0jpx, dc2wi76ipwc5qbq4eggqd1hp1, 5whhr8oy7lf0z9s7yb8ygkset, 5m8pflpgynidzk7d9507oujje, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 3940jh5ermawu3vbzbei6546i, 8fuul8znu2hzdqkxsotqt6u0a, 4nkd85hpwiiqtieuslhcrc2ga, bner5siqnwn1fqusfrgujt0fe",3790017511,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790017499,59,"1, 20, 5, 18, 2, 3, 8, 21, 9, 7, 10, 4, 6, 11, 16, 17, 22, 24, 26, 27, 32, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461847345,1,34,16,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-09-18T11:54:14.394Z,2022-09-18T12:32:54Z,3790028495,59,"44, 27, 13, 3, 5, 4, 29, 26, 17, 9, 19, 36, 1, 6, 15, 21, 22, 23, 34, 42",3790028491,30,"awih1xkabe5o6afn6d85ilxw5, etzj9ltadjsvkmahib7hor90q, 9hybzhhut4ac2xinqk7kzzpwp, axgbibg0wdlir6tsrru6rpwph, 1tj9gmnm02s8f12zwzvuwnoph, 9hvw1v4douz0kst032a9l853p, 3hpv677ua2y88yx55iujzqpgq, 7m3uhmmzizwmpk64dw750pn11, dc4n5ylytswddlvd82snkb90q, amvonu36at4dg7ksi1ioczi3u, 60fbyywnjiz6l8n7gmi2mjld5, dvf9akal2jetpux8irpzk21w4, bpvq84v7wwz759mgykvsy3pat, 34258m1cvslz8r6d17nv4b90q, 4swz47sf9k2qu5v001pnjz816, 2mfslxxrar9a5fbif0ulk7ze, ejv587h08dn1hgxhfgib3reqy, 73k8ok0kpb9xb6yhpmfhzir55, 3o6woe2uh6754hw803v86l1t6, 1q10sxo34napxjfoy044e311w",3790028499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790028503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790182463,197,482,3790028497,130,10,3790028493,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790028501,194,9hvw1v4douz0kst032a9l853p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879219,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-09-18T12:32:48.859Z,2022-09-18T12:32:49Z,3790202825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879247,2,32,1,0,0,4vd2t5schmvvufrfib7f2vjdf,1,0,0,2022-09-18T12:32:48.859Z,2022-09-20T22:48:51Z,3790202967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879323,3,1,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,50,50,2022-09-18T12:32:48.903Z,2022-09-21T05:11:02Z,3790203299,140,29.7,3790203305,212,21.4,3790203309,279,S,3795880995,178,,3790203303,141,47.8,3790203297,56,Back,3790203307,213,3.2,,,,c1yctqdku2vzho2azsgcy5dcl,V. Černý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879413,4,1,1,0,2,4tic29sox7m39fy1ztgv0jsiq,1,30.4,49.1,2022-09-18T12:32:51.654Z,2022-09-21T05:11:10Z,3795881127,178,,3790203727,141,89.6,3790203733,1,,3790203723,56,Left,3790203729,212,49.7,3790203721,155,,3790203725,140,69.8,3790203731,213,0.6,69cvlhfo7ulmz4o5ztlj1wlm2,M. Hilgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879467,7,44,1,0,6,4tic29sox7m39fy1ztgv0jsiq,1,72,90.7,2022-09-18T12:32:54.864Z,2022-09-21T09:57:43Z,3790203989,56,Left,3790204405,233,3,3790203991,286,,,,,,,,,,,,,,,,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879449,3,44,1,0,6,4vd2t5schmvvufrfib7f2vjdf,0,28,9.3,2022-09-18T12:32:54.865Z,2022-09-21T05:11:14Z,3790204439,233,7,3790203915,56,Back,3790203917,285,,,,,,,,,,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879419,5,1,1,0,6,4tic29sox7m39fy1ztgv0jsiq,0,69,93,2022-09-18T12:32:54.876Z,2022-09-21T09:57:44Z,3790203755,141,100.0,3790203751,56,Left,3790203759,213,0.8,3790203749,168,,3790203757,212,8.6,3795881271,388,,3790203753,140,75.0,3790203747,3,,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461879539,5,5,1,0,7,4vd2t5schmvvufrfib7f2vjdf,1,28,-1.6,2022-09-18T12:32:56.098Z,2022-09-21T05:11:25Z,3790204353,347,,3790204349,56,Back,3790204393,233,6,,,,,,,,,,,,,,,,9hvw1v4douz0kst032a9l853p,S. van Beek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
