id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2472759333,128,1,1,12,43,8iawijq7s9s6d85mjz8wdslki,1,26.6,90,2022-10-16T10:28:01.011Z,2022-10-18T08:45:03Z,3848179957,140,15.8,3848179955,56,Back,3853389987,178,,3848179959,141,87.2,3848179963,213,3.3,3848179961,212,11.5,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759341,96,45,1,12,48,89w5c6pw7vn0dxypi61tt0g4k,0,91.3,13.2,2022-10-16T10:28:06.244Z,2022-10-18T08:45:08Z,3848180039,233,129,3848180013,286,,3848180011,56,Right,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759343,129,3,1,12,48,8iawijq7s9s6d85mjz8wdslki,1,8.7,86.8,2022-10-16T10:28:06.244Z,2022-10-18T08:45:08Z,3848180023,233,96,3848180015,56,Back,3848180017,285,,3853390073,178,,3849418791,464,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759349,130,1,1,12,51,8iawijq7s9s6d85mjz8wdslki,0,7,96.8,2022-10-16T10:28:08.619Z,2022-10-18T08:45:14Z,3848180043,157,,3848180055,1,,3848180087,286,,3848180081,236,,3848180083,233,97,3848180045,56,Back,3848180053,213,0.2,3848180051,212,2.4,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,3848180047,140,9.2,3848180049,141,3853390175,178,,,,97.5,,,,,,,,,,,,,,,,,,,,,,,
2472759353,97,74,1,12,51,89w5c6pw7vn0dxypi61tt0g4k,1,91.3,3.4,2022-10-16T10:28:08.666Z,2022-10-18T08:45:19Z,3848180111,233,130,3848180077,56,Right,3853390245,178,,3848180079,285,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759357,98,5,1,12,51,89w5c6pw7vn0dxypi61tt0g4k,0,90.8,-1,2022-10-16T10:28:09.133Z,2022-10-18T08:45:23Z,3848180121,56,Right,3848180847,233,131,3848180123,347,,,,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759501,131,5,1,12,51,8iawijq7s9s6d85mjz8wdslki,1,9.2,101,2022-10-16T10:28:09.133Z,2022-10-18T08:45:23Z,3848180831,56,Back,3848180833,347,,3848180839,233,98,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759519,132,1,1,13,11,8iawijq7s9s6d85mjz8wdslki,1,7.9,100,2022-10-16T10:28:28.998Z,2022-10-18T08:40:00Z,3848180923,141,94.7,3848180921,140,9.1,3848180927,213,5.0,3848180917,107,,3848180925,212,4.5,3848180919,56,Back,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759549,133,1,1,13,12,8iawijq7s9s6d85mjz8wdslki,1,9.1,94.7,2022-10-16T10:28:29.777Z,2022-10-18T08:40:03Z,3853385521,178,,3848181077,140,4.2,3848181075,56,Back,3848181083,213,2.8,3848181081,212,5.6,3848181099,156,,3848181079,141,97.8,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759557,134,1,1,13,13,8iawijq7s9s6d85mjz8wdslki,0,4.8,96,2022-10-16T10:28:30.807Z,2022-10-18T08:40:11Z,3848181119,141,96.0,3848181173,286,,3848181117,140,6.7,3848181125,1,,3848181115,56,Back,3853385665,178,,3848181169,233,99,3848181167,236,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,3848181113,157,,3848181121,212,3848181123,213,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2472759567,99,74,1,13,13,89w5c6pw7vn0dxypi61tt0g4k,1,91,7.9,2022-10-16T10:28:30.951Z,2022-10-18T08:40:16Z,3848181143,56,Right,3853385757,178,,3848181145,285,,3853385755,21,,3848181199,233,134,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759573,100,5,1,13,14,89w5c6pw7vn0dxypi61tt0g4k,0,101,7.3,2022-10-16T10:28:32.171Z,2022-10-18T08:40:19Z,3848181207,56,Right,3848181231,233,135,3848181209,346,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759563,135,5,1,13,14,8iawijq7s9s6d85mjz8wdslki,1,-1,92.7,2022-10-16T10:28:32.171Z,2022-10-18T08:40:20Z,3848181223,233,100,3848181135,56,Back,3848181137,346,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759677,136,1,1,13,32,8iawijq7s9s6d85mjz8wdslki,1,4.8,48.4,2022-10-16T10:28:50.311Z,2022-10-18T08:40:24Z,3848181865,212,39.1,3848181867,213,0.9,3848181859,140,27.3,3848181875,74,,3848181855,56,Back,3848181869,1,,3848181863,141,94.2,3848181853,155,,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,3848181851,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759683,137,50,1,13,36,8iawijq7s9s6d85mjz8wdslki,1,29.9,95.5,2022-10-16T10:28:53.673Z,2022-10-18T08:40:28Z,3848181901,56,Back,3848181903,285,,3848182021,233,101,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759705,101,7,1,13,36,89w5c6pw7vn0dxypi61tt0g4k,0,70.1,4.5,2022-10-16T10:28:53.739Z,2022-10-18T08:40:36Z,3848182003,56,Right,3849423301,383,,3853386027,178,,3848182007,233,137,3848182005,286,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759703,138,61,1,13,36,8iawijq7s9s6d85mjz8wdslki,1,26.4,94.7,2022-10-16T10:28:53.831Z,2022-10-18T08:40:41Z,3853386111,178,,3848181997,56,Back,,,,,,,,,,,,,,,,,,,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759711,102,49,1,13,37,89w5c6pw7vn0dxypi61tt0g4k,1,74.4,6,2022-10-16T10:28:54.998Z,2022-10-18T08:40:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759735,103,1,1,13,38,89w5c6pw7vn0dxypi61tt0g4k,0,76.4,6.2,2022-10-16T10:28:56.023Z,2022-10-18T08:40:57Z,3848182169,213,2.2,3848182165,141,15.4,3848182167,212,7.9,3848182163,140,71.8,3853386349,178,,3848182161,56,Right,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759737,139,49,1,13,41,8iawijq7s9s6d85mjz8wdslki,1,28.2,85.1,2022-10-16T10:28:58.548Z,2022-10-18T08:41:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759759,140,1,1,13,43,8iawijq7s9s6d85mjz8wdslki,0,30,88.4,2022-10-16T10:29:00.821Z,2022-10-18T08:41:07Z,3848182299,212,19.8,3848182301,213,0.2,3853386523,178,,3848182293,56,Back,3848182297,141,93.8,3848182295,140,48.5,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759763,104,8,1,13,44,89w5c6pw7vn0dxypi61tt0g4k,1,54.6,6,2022-10-16T10:29:02.430Z,2022-10-18T08:42:32Z,3848182341,56,Right,3853387495,178,,3849427989,383,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759769,105,49,1,13,46,89w5c6pw7vn0dxypi61tt0g4k,1,60.1,7.8,2022-10-16T10:29:03.999Z,2022-10-18T08:42:42Z,,,,,,,,,,,,,,,,,,,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759783,106,1,1,13,46,89w5c6pw7vn0dxypi61tt0g4k,1,57.6,2.7,2022-10-16T10:29:04.062Z,2022-10-18T08:42:47Z,3848182469,212,9.0,3848182471,213,0.1,3848182465,140,66.2,3848182467,141,3.4,3853387693,178,,3848182463,56,Right,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759791,107,61,1,13,46,89w5c6pw7vn0dxypi61tt0g4k,1,66.2,3.4,2022-10-16T10:29:04.308Z,2022-10-18T08:42:51Z,3848182511,56,Right,3853387777,178,,,,,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759793,108,5,1,13,47,89w5c6pw7vn0dxypi61tt0g4k,0,63,-1.3,2022-10-16T10:29:05.090Z,2022-10-18T08:42:53Z,3848182521,56,Right,3848182523,347,,3848182611,233,141,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759803,141,5,1,13,47,8iawijq7s9s6d85mjz8wdslki,1,37,101.3,2022-10-16T10:29:05.090Z,2022-10-18T08:42:53Z,3848182583,56,Back,3848182591,233,108,3848182585,347,,,,,,,,,,,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759829,142,1,1,13,49,8iawijq7s9s6d85mjz8wdslki,1,40.3,100,2022-10-16T10:29:06.990Z,2022-10-18T08:38:50Z,3848182681,213,5.5,3848182675,140,54.2,3848182677,141,81.0,3848182671,107,,3848182673,56,Left,3848182679,212,20.0,,,,,,,9p6nlczeycd0ai4dahjxnf8ph,L. Schöne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759835,109,45,1,13,51,89w5c6pw7vn0dxypi61tt0g4k,0,47.7,20.5,2022-10-16T10:29:08.561Z,2022-10-18T08:38:55Z,3848182703,56,Back,3848182773,233,143,3848182705,285,,,,,,,,,,,,,,,,,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759841,143,3,1,13,51,8iawijq7s9s6d85mjz8wdslki,1,52.3,79.5,2022-10-16T10:29:08.561Z,2022-10-18T08:38:54Z,3849437421,464,,3848182749,233,109,3853384397,178,,3848182735,286,,3848182733,56,Left,,,,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759853,144,1,1,13,52,8iawijq7s9s6d85mjz8wdslki,1,48.5,77.9,2022-10-16T10:29:09.968Z,2022-10-18T08:38:59Z,3848182807,56,Back,3848182811,141,59.7,3848182813,212,12.7,3853384481,178,,3848182809,140,45.7,3848182815,213,4.5,,,,,,,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759859,145,1,1,13,54,8iawijq7s9s6d85mjz8wdslki,0,45.6,64.5,2022-10-16T10:29:11.809Z,2022-10-18T08:39:03Z,3853384559,178,,3848182847,140,65.6,3848182853,213,0.3,3848182851,212,21.8,3848182845,56,Center,3848182849,141,73.1,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759865,110,8,1,13,55,89w5c6pw7vn0dxypi61tt0g4k,1,30.8,23,2022-10-16T10:29:12.876Z,2022-10-18T08:39:19Z,3848182885,56,Back,3849437989,385,,3853384855,178,,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759913,146,4,1,13,56,8iawijq7s9s6d85mjz8wdslki,1,71.7,74,2022-10-16T10:29:14.182Z,2022-10-18T08:39:36Z,3848183069,286,,3848183091,233,112,3848183063,10,,3848183065,56,Center,3848183067,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759915,112,4,1,13,56,89w5c6pw7vn0dxypi61tt0g4k,0,28.3,26,2022-10-16T10:29:14.183Z,2022-10-18T08:39:35Z,3848183079,152,,3853385015,389,,3848183099,233,146,3848183077,56,Back,3848183081,285,,3848183075,10,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472759879,111,43,1,13,56,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-16T10:29:14.393Z,2022-10-16T10:29:20Z,3848183119,144,49,,,,,,,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760175,147,13,1,14,38,8iawijq7s9s6d85mjz8wdslki,1,74.4,73.8,2022-10-16T10:29:56.200Z,2022-10-18T08:39:38Z,3848184379,72,,3848184791,102,51.1,3848184793,103,50,3848184247,18,,3848184789,85,,3848184799,231,52.0,3848184245,26,,3848184249,56,Center,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,3848184787,121,,3848184797,230,3848184795,458,3853385071,178,,99.1,,,,,,,,,,,,,,,,,,,,,,,
2472760167,113,5,1,14,40,89w5c6pw7vn0dxypi61tt0g4k,1,-1.3,47.7,2022-10-16T10:29:57.758Z,2022-10-18T08:39:52Z,3848184219,56,Back,3848184221,346,,3848184311,233,148,,,,,,,,,,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760189,148,5,1,14,40,8iawijq7s9s6d85mjz8wdslki,0,101.3,52.3,2022-10-16T10:29:57.758Z,2022-10-18T08:39:52Z,3848184291,56,Center,3848184293,346,,3848184323,233,113,,,,,,,,,,,,,,,,6rfm7p5go1lgv6ccdjqgpallh,O. Tannane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760445,114,1,1,15,5,89w5c6pw7vn0dxypi61tt0g4k,1,4,44.2,2022-10-16T10:30:23.022Z,2022-10-18T08:24:22Z,3848185447,140,66.4,3848185445,56,Center,3848185453,213,6.3,3848185451,212,65.5,3848185443,155,,3848185455,1,,3848185439,124,,3848185459,74,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,3848185449,141,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760449,115,1,1,15,9,89w5c6pw7vn0dxypi61tt0g4k,0,66.4,43.2,2022-10-16T10:30:26.564Z,2022-10-18T08:24:27Z,3853369921,388,,3848185479,56,Center,3848185487,213,0.8,3848185485,212,5.6,3848185475,3,,3848185483,141,49.0,3848185481,140,70.2,3848185477,168,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760459,149,1,1,15,10,8iawijq7s9s6d85mjz8wdslki,0,29.4,50.6,2022-10-16T10:30:27.839Z,2022-10-18T08:24:31Z,3848185549,212,9.4,3848185543,56,Back,3848185541,3,,3848185547,141,51.8,3848185551,213,0.1,3853369987,178,,3848185545,140,38.3,,,,570htztcvfsu947xw6fvtzmc5,Iván Márquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760465,116,8,1,15,11,89w5c6pw7vn0dxypi61tt0g4k,1,59.7,53.8,2022-10-16T10:30:29.013Z,2022-10-18T08:24:37Z,3848185593,56,Center,3849441077,384,,3848185619,15,,3853370083,388,,,,,,,,,,,,,,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760543,117,1,1,15,16,89w5c6pw7vn0dxypi61tt0g4k,1,64.2,29.1,2022-10-16T10:30:34.402Z,2022-10-18T08:24:46Z,3853370205,178,,3848185935,213,4.3,3848185929,140,60.2,3848185931,141,16.1,3848185933,212,9.8,3848185927,56,Right,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760575,118,1,1,15,18,89w5c6pw7vn0dxypi61tt0g4k,0,59.9,12,2022-10-16T10:30:35.668Z,2022-10-18T08:24:49Z,3848186063,56,Right,3848186067,141,14.6,3853370243,178,,3848186065,140,92.3,3848186069,212,34.1,3848186073,1,,3848186071,213,0.1,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760579,150,49,1,15,21,8iawijq7s9s6d85mjz8wdslki,1,10.3,82.8,2022-10-16T10:30:38.786Z,2022-10-18T08:24:54Z,,,,,,,,,,,,,,,,,,,,,,,,,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760641,151,1,1,15,22,8iawijq7s9s6d85mjz8wdslki,1,7.6,89.9,2022-10-16T10:30:40.185Z,2022-10-18T08:24:57Z,3848186389,56,Back,3848186399,1,,3848186395,212,12.6,3848186397,213,6.0,3848186387,157,,3853370387,178,,3848186391,140,19.2,3848186393,141,84.9,6dd248q0adq6su677bw2kk2c5,C. Verdonk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760643,152,1,1,15,26,8iawijq7s9s6d85mjz8wdslki,0,29.1,66.5,2022-10-16T10:30:44.471Z,2022-10-18T08:25:12Z,3848186413,141,69.6,3848186411,140,30.0,3848186457,233,119,3848186455,236,,3848186415,212,2.3,3848186409,56,Back,3848186461,286,,3848186417,213,1.1,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,3853370473,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760645,119,74,1,15,26,89w5c6pw7vn0dxypi61tt0g4k,1,61.8,23.5,2022-10-16T10:30:44.479Z,2022-10-18T08:25:09Z,3848186431,56,Center,3848186463,233,152,3848186433,285,,3853370555,178,,,,,,,,,,,,,,6w59kdfilru1152bjutstu2fp,J. de Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760665,120,49,1,15,28,89w5c6pw7vn0dxypi61tt0g4k,1,51.3,6.2,2022-10-16T10:30:46.365Z,2022-10-18T08:25:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760711,121,1,1,15,30,89w5c6pw7vn0dxypi61tt0g4k,1,46,8.1,2022-10-16T10:30:48.062Z,2022-10-18T08:25:20Z,3848186711,140,32.3,3848186713,141,26.8,3848186709,56,Back,3848186717,213,2.4,3848186715,212,19.2,3853370697,178,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760735,122,1,1,15,34,89w5c6pw7vn0dxypi61tt0g4k,1,30.6,38,2022-10-16T10:30:51.789Z,2022-10-18T08:25:25Z,3848186857,213,1.1,3848186855,212,20.1,3848186853,141,64.1,3848186851,140,39.6,3853370795,178,,3848186847,56,Back,,,,,,,5gs7jd1eigk4jisxbr9a1yvp,B. Vriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760777,123,1,1,15,36,89w5c6pw7vn0dxypi61tt0g4k,1,41.5,69,2022-10-16T10:30:53.995Z,2022-10-18T08:25:53Z,3848187045,56,Back,3853371345,178,,3848187051,212,15.6,3848187053,213,1.6,3848187047,140,41.6,3848187049,141,91.9,,,,,,,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760811,124,1,1,15,41,89w5c6pw7vn0dxypi61tt0g4k,1,37.9,83.9,2022-10-16T10:30:58.909Z,2022-10-18T08:25:56Z,3853371431,178,,3848187199,140,24.8,3848187197,56,Back,3848187205,213,3.0,3848187201,141,85.9,3848187203,212,13.8,,,,,,,5el82g04yvl9ai8ws8pxbvaad,M. Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760845,125,1,1,15,44,89w5c6pw7vn0dxypi61tt0g4k,1,21.3,81.8,2022-10-16T10:31:02.194Z,2022-10-18T08:26:00Z,3848187349,213,4.1,3848187345,141,49.1,3848187347,212,28.0,3853371553,178,,3848187341,56,Back,3848187343,140,5.1,,,,,,,e8zpc22dwlmgkkwoqpgwxsn2t,A. Auassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760861,126,1,1,15,48,89w5c6pw7vn0dxypi61tt0g4k,1,9.6,32.7,2022-10-16T10:31:06.005Z,2022-10-18T08:26:04Z,3848187411,140,22.2,3848187413,141,7.2,3848187417,213,5.4,3848187409,56,Back,3848187415,212,21.8,3853371655,178,,,,,,,,eamuyjut271ytghb2q4ljqbpx,N. Olij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760887,127,1,1,15,51,89w5c6pw7vn0dxypi61tt0g4k,1,24.7,6.6,2022-10-16T10:31:09.246Z,2022-10-18T08:26:08Z,3848187523,141,19.8,3848187527,212,14.7,3848187515,56,Back,3853371753,178,,3848187519,140,35.8,3848187531,213,0.7,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760905,128,1,1,15,53,89w5c6pw7vn0dxypi61tt0g4k,1,35.8,19.8,2022-10-16T10:31:11.206Z,2022-10-18T08:26:13Z,3848187651,141,11.8,3848187653,212,9.8,3848187647,56,Back,3853371889,178,,3848187655,213,3.7,3848187649,140,28.0,,,,,,,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760943,129,1,1,15,55,89w5c6pw7vn0dxypi61tt0g4k,1,28.4,8.6,2022-10-16T10:31:13.224Z,2022-10-18T08:26:15Z,3848187831,213,0.4,3848187829,212,29.4,3848187827,141,24.3,3848187825,140,54.5,3848187823,56,Center,3853371987,178,,,,,,,,cixzy9hl7ks4maugc5zc9ievp,D. Abels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760989,130,1,1,15,58,89w5c6pw7vn0dxypi61tt0g4k,1,46.2,28.5,2022-10-16T10:31:16.351Z,2022-10-18T08:26:18Z,3848188037,140,73.5,3853372001,178,,3848188043,213,1.0,3848188041,212,49.4,3848188035,56,Left,3848188033,155,,3848188045,1,,3848188039,141,87.7,723av2redj2ej6livx0g81wwl,A. Verschueren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761023,132,3,1,16,2,89w5c6pw7vn0dxypi61tt0g4k,0,74.8,83.9,2022-10-16T10:31:20.438Z,2022-10-18T08:26:36Z,3848188735,233,153,3848188199,56,Left,3853372115,178,,3849450513,465,,3848188205,286,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761061,153,7,1,16,2,8iawijq7s9s6d85mjz8wdslki,0,25.2,16.1,2022-10-16T10:31:20.463Z,2022-10-18T08:26:57Z,3849451241,385,,3848188389,56,Back,3853372189,178,,3848188701,233,132,3848188391,285,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761155,134,61,1,16,3,89w5c6pw7vn0dxypi61tt0g4k,1,80.3,85.2,2022-10-16T10:31:20.501Z,2022-10-18T08:27:03Z,3848188803,56,Left,3853372827,178,,,,,,,,,,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472760999,131,43,1,16,3,89w5c6pw7vn0dxypi61tt0g4k,1,0,0,2022-10-16T10:31:20.695Z,2022-10-16T10:31:26Z,3848188093,286,0,3848188091,56,Left,3848188275,144,3,,,,,,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761063,133,5,1,16,7,89w5c6pw7vn0dxypi61tt0g4k,0,100.9,82.7,2022-10-16T10:31:25.015Z,2022-10-18T08:27:08Z,3848188393,56,Left,3848188915,361,,3848188453,233,154,3848188395,346,,,,,,,,,,,,,,tgu7kztdu9azmvirwu8rrip6,K. Saito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761073,154,5,1,16,7,8iawijq7s9s6d85mjz8wdslki,1,-0.9,17.3,2022-10-16T10:31:25.015Z,2022-10-18T08:27:08Z,3848188437,346,,3848188441,233,133,3848188625,361,,3848188433,56,Back,,,,,,,,,,,,,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472761169,155,1,1,16,19,8iawijq7s9s6d85mjz8wdslki,1,4.1,44.5,2022-10-16T10:31:36.796Z,2022-10-18T08:27:12Z,3848188873,124,,3848188887,237,,3848188877,140,20.5,3849457069,189,,3848188881,212,25.9,3848188883,213,0.8,3848188875,56,Back,3848188879,141,72.9,alkcbccyfsjddm897cgz7wel1,J. Cillessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
