id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484864243,5,49,1,0,15,3t0vjqtxc8wpjzv82i3oi2ova,1,65.5,41.3,2022-11-12T17:46:11.786Z,2022-11-14T12:06:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864249,6,61,1,0,15,3t0vjqtxc8wpjzv82i3oi2ova,1,65.5,41.3,2022-11-12T17:46:11.834Z,2022-11-14T12:06:40Z,3911849905,56,Center,3916661789,178,,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864287,7,1,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,67.4,37,2022-11-12T17:46:13.105Z,2022-11-14T12:06:45Z,3911850149,140,65.7,3911850155,213,3.1,3911850151,141,37.1,3916661933,178,,3911850147,56,Center,3911850153,212,1.8,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864291,8,61,1,0,16,3t0vjqtxc8wpjzv82i3oi2ova,1,65.7,37.1,2022-11-12T17:46:13.274Z,2022-11-14T12:06:52Z,3911850173,56,Center,3916662137,178,,,,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864261,7,49,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,33.5,58.1,2022-11-12T17:46:14.330Z,2022-11-14T12:06:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864297,8,1,1,0,18,d0zdg647gvgc95xdtk1vpbkys,0,33.9,63.5,2022-11-12T17:46:15.247Z,2022-11-14T12:07:03Z,3911850179,56,Back,3911850183,141,100.0,3911850187,213,1.4,3911850185,212,26.2,3911850181,140,37.8,3916662425,178,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864317,9,5,1,0,20,3t0vjqtxc8wpjzv82i3oi2ova,1,63.6,-1.5,2022-11-12T17:46:17.649Z,2022-11-14T12:07:04Z,3911850283,56,Right,3911850285,347,,3911850349,233,9,,,,,,,,,,,,,,,,7wphtxp293kv4o3x1b6zusrmd,R. Živković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864299,9,5,1,0,20,d0zdg647gvgc95xdtk1vpbkys,0,36.4,101.5,2022-11-12T17:46:17.649Z,2022-11-14T12:07:04Z,3911850359,233,9,3911850199,56,Back,3911850201,347,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864403,10,1,1,0,28,3t0vjqtxc8wpjzv82i3oi2ova,1,65.5,0,2022-11-12T17:46:24.868Z,2022-11-14T12:08:58Z,3911850769,56,Right,3911850775,212,4.2,3911850771,140,67.4,3911850767,107,,3911850773,141,4.4,3911850777,213,1.1,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864415,11,3,1,0,29,3t0vjqtxc8wpjzv82i3oi2ova,0,68.9,4,2022-11-12T17:46:26.106Z,2022-11-14T12:09:03Z,3916664795,178,,3911850933,233,10,3913378259,465,,3911850797,56,Right,3911850799,286,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864409,10,7,1,0,29,d0zdg647gvgc95xdtk1vpbkys,1,31.1,96,2022-11-12T17:46:26.186Z,2022-11-14T12:09:07Z,3916664867,178,,3916664869,21,,3911850913,233,11,3911850791,56,Back,3911850895,285,,3913378187,385,,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864421,11,5,1,0,30,d0zdg647gvgc95xdtk1vpbkys,0,32.2,101.6,2022-11-12T17:46:27.682Z,2022-11-14T12:09:10Z,3911850841,347,,3911850839,56,Back,3911851591,233,12,,,,,,,,,,,,,,,,dafbvyorudvujxw7zswicykmh,O. Wijndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864553,12,5,1,0,30,3t0vjqtxc8wpjzv82i3oi2ova,1,67.8,-1.6,2022-11-12T17:46:27.682Z,2022-11-14T12:09:10Z,3911851583,233,11,3911851563,56,Right,3911851565,347,,,,,,,,,,,,,,,,,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864561,13,1,1,0,38,3t0vjqtxc8wpjzv82i3oi2ova,0,63.1,0,2022-11-12T17:46:35.149Z,2022-11-14T12:09:30Z,3911851613,107,,3911851617,140,72.5,3911851621,212,12.7,3911851623,213,0.7,3911866555,189,,3911851615,56,Right,3911851619,141,9.9,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484867705,69,1,1,0,38,d0zdg647gvgc95xdtk1vpbkys,1,31.3,89.6,2022-11-12T17:46:35.234Z,2022-11-14T12:09:33Z,3911866759,140,47.2,3911866755,157,,3911866761,141,85.7,3911866765,213,6.1,3911866763,212,16.9,3916665471,178,,3911866767,1,,3911866757,56,Back,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864549,12,49,1,0,40,d0zdg647gvgc95xdtk1vpbkys,1,43,84,2022-11-12T17:46:36.979Z,2022-11-14T12:09:38Z,,,,,,,,,,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864567,13,1,1,0,41,d0zdg647gvgc95xdtk1vpbkys,1,43,84,2022-11-12T17:46:38.160Z,2022-11-14T12:09:46Z,3911851631,212,10.0,3911851627,140,33.5,3911851625,56,Back,3911851629,141,82.4,3911851633,213,3.3,3916665697,389,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864631,14,1,1,0,42,d0zdg647gvgc95xdtk1vpbkys,0,34.2,82.4,2022-11-12T17:46:39.692Z,2022-11-14T12:09:50Z,3911851883,155,,3911851895,1,,3916665759,178,,3911851891,212,49.3,3911851887,140,81.1,3911851893,213,6.2,3911851889,141,78.2,3911851885,56,Center,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864651,14,49,1,0,45,3t0vjqtxc8wpjzv82i3oi2ova,1,24.3,24.7,2022-11-12T17:46:42.628Z,2022-11-14T12:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864723,15,1,1,0,51,3t0vjqtxc8wpjzv82i3oi2ova,1,23.2,26,2022-11-12T17:46:48.508Z,2022-11-14T12:10:04Z,3911852351,212,27.8,3916665893,178,,3911852349,141,55.1,3911852345,56,Back,3911852347,140,4.6,3911852353,213,2.3,,,,,,,ew4kbwq27lxqocg0920amphw5,J. Veldmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864747,16,1,1,0,55,3t0vjqtxc8wpjzv82i3oi2ova,0,4.6,55.1,2022-11-12T17:46:51.737Z,2022-11-14T12:10:08Z,3911852499,56,Center,3911852495,157,,3911852517,213,0.2,3911852521,1,,3911852513,212,53.8,3911852503,140,55.1,3911852507,141,68.1,3916665947,178,,627nw9ji9qfss33q8ce8042c5,M. van der Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864771,15,1,1,0,58,d0zdg647gvgc95xdtk1vpbkys,0,47.2,29.5,2022-11-12T17:46:54.873Z,2022-11-14T12:10:13Z,3911852647,141,49.3,3916665995,388,,3911852643,56,Center,3911852641,3,,3911852645,140,62.7,3911852649,212,21.1,3911852651,213,0.7,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864809,17,1,1,1,0,3t0vjqtxc8wpjzv82i3oi2ova,1,36.2,54.9,2022-11-12T17:46:56.912Z,2022-11-14T12:10:21Z,3911852771,213,1.2,3911852765,140,37.2,3911852769,212,3.0,3916666123,178,,3911852761,3,,3911852763,56,Back,3911852767,141,59.0,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485150767,758,61,1,1,0,3t0vjqtxc8wpjzv82i3oi2ova,0,38.6,62.2,2022-11-12T17:46:57.710Z,2022-11-14T12:10:30Z,3916666231,178,,3913379041,56,Back,,,,,,,,,,,,,,,,,,,1i3tivo0q0tbzui8egvdlhg45,M. Diemers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864805,16,49,1,1,1,d0zdg647gvgc95xdtk1vpbkys,1,59.6,32.2,2022-11-12T17:46:58.534Z,2022-11-14T12:10:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864823,17,1,1,1,1,d0zdg647gvgc95xdtk1vpbkys,1,59.6,32.2,2022-11-12T17:46:58.582Z,2022-11-14T12:10:40Z,3911852843,212,13.0,3911852837,56,Center,3916666493,178,,3911852841,141,47.2,3911852839,140,52.0,3911852845,213,2.2,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864843,18,1,1,1,3,d0zdg647gvgc95xdtk1vpbkys,1,52,47.2,2022-11-12T17:47:00.460Z,2022-11-14T12:10:47Z,3911852957,56,Back,3916666645,178,,3911852963,212,17.5,3911852965,213,2.3,3911852961,141,66.5,3911852959,140,41.0,,,,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864895,19,1,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,38.2,71,2022-11-12T17:47:04.456Z,2022-11-14T12:10:52Z,3911853231,141,52.1,3911853235,213,3.8,3911853227,56,Back,3911853233,212,20.4,3911853229,140,23.1,3916666777,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864947,20,1,1,1,10,d0zdg647gvgc95xdtk1vpbkys,0,23.5,52.2,2022-11-12T17:47:07.353Z,2022-11-14T12:10:55Z,3911853407,141,67.5,3911853401,155,,3911853405,140,69.8,3911853409,212,49.7,3911853413,1,,3911853403,56,Center,3911853411,213,0.2,3916666821,178,,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864955,18,44,1,1,14,3t0vjqtxc8wpjzv82i3oi2ova,1,30.9,31.4,2022-11-12T17:47:10.943Z,2022-11-15T09:59:07Z,3911853447,56,Back,3911853449,285,,3911853469,233,21,,,,,,,,,,,,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864951,21,44,1,1,14,d0zdg647gvgc95xdtk1vpbkys,0,69.1,68.6,2022-11-12T17:47:10.944Z,2022-11-14T12:10:58Z,3911853429,286,,3911853427,56,Center,3913582995,233,18,,,,,,,,,,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864965,19,1,1,1,14,3t0vjqtxc8wpjzv82i3oi2ova,1,33,28.4,2022-11-12T17:47:10.984Z,2022-11-15T09:59:08Z,3911853493,56,Back,3911853501,213,0.5,3911853495,140,44.4,3911853499,212,13.4,3911853497,141,37.3,3916666943,388,,3911853491,3,,,,,9fkdgor4mv7f8eqz65ugnnydx,M. Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865013,20,1,1,1,15,3t0vjqtxc8wpjzv82i3oi2ova,1,44.4,37.3,2022-11-12T17:47:12.354Z,2022-11-14T12:11:12Z,3911853823,141,34.4,3916667041,178,,3911853819,56,Back,3912088243,155,,3911853821,140,39.9,3911853829,213,3.5,3911853825,212,5.1,,,,49x98sk3wf7sjshrlou5vnvje,L. Bernadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865027,21,44,1,1,16,3t0vjqtxc8wpjzv82i3oi2ova,1,39,37,2022-11-12T17:47:13.622Z,2022-11-15T09:59:08Z,3911853917,285,,3911854115,233,22,3911853915,56,Back,,,,,,,,,,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484864995,22,44,1,1,16,d0zdg647gvgc95xdtk1vpbkys,0,61,63,2022-11-12T17:47:13.623Z,2022-11-14T12:11:20Z,3911854135,233,21,3911853713,56,Center,3911854089,286,,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865031,22,1,1,1,17,3t0vjqtxc8wpjzv82i3oi2ova,0,38.9,34.7,2022-11-12T17:47:13.716Z,2022-11-15T09:59:08Z,3911853943,213,0.0,3911853937,140,39.3,3916667363,388,,3911853939,141,34.7,3911853935,56,Back,3912090523,3,,3911853941,212,0.4,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865001,23,61,1,1,17,d0zdg647gvgc95xdtk1vpbkys,1,61.9,60.5,2022-11-12T17:47:13.807Z,2022-11-14T12:11:29Z,3916667445,388,,3911853735,56,Center,3916667443,15,,,,,,,,,,,,,,,,,35qg0rrwtl00pycx468s62m3u,K. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484909309,322,1,1,1,19,3t0vjqtxc8wpjzv82i3oi2ova,1,37.8,28.1,2022-11-12T17:47:16.055Z,2022-11-14T12:11:37Z,3912092011,212,4.4,3912092007,140,38.3,3916667655,178,,3912092013,213,4.8,3912092009,141,21.7,3912092005,56,Back,,,,,,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865051,23,49,1,1,21,3t0vjqtxc8wpjzv82i3oi2ova,1,38,3.4,2022-11-12T17:47:18.100Z,2022-11-14T12:11:42Z,,,,,,,,,,,,,,,,,,,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865119,24,1,1,1,22,3t0vjqtxc8wpjzv82i3oi2ova,1,38,3.4,2022-11-12T17:47:18.961Z,2022-11-14T12:11:46Z,3911854427,140,62.5,3911854431,212,25.7,3916667895,178,,3911854425,56,Right,3911854429,141,3.5,3911854433,213,0.0,,,,,,,2gonj4ylypwritcayysoqj3hm,M. Bouchouari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865149,25,1,1,1,27,3t0vjqtxc8wpjzv82i3oi2ova,1,76.5,5.2,2022-11-12T17:47:24.228Z,2022-11-15T09:59:09Z,3911854569,212,32.4,3911854573,1,,3911854563,140,90.6,3913379707,224,,3911854559,56,Center,3911854555,155,,3911856699,210,15,3916668007,178,,6ciggfx8p0zkak8qxe1p7yzth,K. Veendorp,1,3913379709,20,3911854571,213,1.1,3911854567,141,47.5,3911856701,154,3911854553,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865175,26,44,1,1,29,3t0vjqtxc8wpjzv82i3oi2ova,1,90.6,47.5,2022-11-12T17:47:25.719Z,2022-11-15T09:59:09Z,3911854687,286,,3911854685,56,Center,3911854737,233,24,,,,,,,,,,,,,,,,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865127,24,44,1,1,29,d0zdg647gvgc95xdtk1vpbkys,0,9.4,52.5,2022-11-12T17:47:25.720Z,2022-11-14T12:12:21Z,3911854475,56,Back,3911854477,285,,3911854765,233,26,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484865181,27,15,1,1,29,3t0vjqtxc8wpjzv82i3oi2ova,1,90.6,47.5,2022-11-12T17:47:25.766Z,2022-11-15T09:59:10Z,3916668469,388,,3911856749,230,98.8,3911854703,17,,3911854705,56,Center,3911854701,22,,3911856337,82,,3911856747,147,48.4,3911856737,55,25,e605oixdrqumxkqm0y1bijbvt,J. Assehnoun,,3911856335,328,3911856745,146,92.4,3911856735,154,,3911856733,29,3911856743,103,19,3911856353,233,25,3911856751,231,48.4,3911856331,15,3911856741,102,52.1,3911856731,76,,,,,,,,,,,,,
