id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497795705,151,1,1,13,52,20vymiy7bo8wkyxai3ew494fz,1,54.8,85.9,2023-01-15T16:00:35.199Z,2023-01-17T12:33:18Z,3982184417,178,,3980160557,213,3.8,3980160553,141,67.8,3980160555,212,20.7,3980160551,140,38.9,3980160549,56,Back,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795761,152,1,1,13,55,20vymiy7bo8wkyxai3ew494fz,1,40.6,68.1,2023-01-15T16:00:37.475Z,2023-01-17T12:33:21Z,3980160905,212,19.2,3980160901,140,46.2,3980160903,141,41.2,3982184497,178,,3980160907,213,5.0,3980160899,56,Back,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795771,153,1,1,14,1,20vymiy7bo8wkyxai3ew494fz,1,59.9,31.9,2023-01-15T16:00:43.838Z,2023-01-17T12:33:26Z,3980161009,141,30.7,3980161011,212,8.8,3980161005,56,Center,3982184583,178,,3980161013,213,6.2,3980161007,140,68.2,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498183605,877,83,1,14,3,cos9hxi16eitbcbthof7zrm4m,1,30.3,60.2,2023-01-15T16:00:45.725Z,2023-01-17T13:11:26Z,3982207045,399,234516,,,,,,,,,,,,,,,,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795813,154,1,1,14,4,20vymiy7bo8wkyxai3ew494fz,1,69.9,42.9,2023-01-15T16:00:46.549Z,2023-01-17T12:33:30Z,3980161219,140,73.1,3980161227,1,,3982184631,178,,3980161217,56,Left,3980161223,212,36.0,3980161221,141,95.6,3980161225,213,1.5,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795829,155,1,1,14,9,20vymiy7bo8wkyxai3ew494fz,1,76.5,89,2023-01-15T16:00:51.785Z,2023-01-17T12:33:33Z,3982184699,178,,3980161303,213,4.6,3980161299,141,72.6,3980161295,56,Center,3980161301,212,11.3,3980161297,140,74.9,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795851,156,1,1,14,11,20vymiy7bo8wkyxai3ew494fz,1,73.5,66.3,2023-01-15T16:00:54.312Z,2023-01-17T12:33:39Z,3980161409,140,70.9,3980161415,213,4.5,3980161411,141,51.0,3980161413,212,10.8,3980161403,56,Center,3982184747,178,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795865,157,1,1,14,13,20vymiy7bo8wkyxai3ew494fz,1,70.9,51,2023-01-15T16:00:55.398Z,2023-01-17T12:33:45Z,3980161455,140,69.4,3982184867,178,,3980161459,212,3.2,3980161453,56,Center,3980161461,213,2.1,3980161457,141,55.1,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795893,158,1,1,14,15,20vymiy7bo8wkyxai3ew494fz,1,69.4,55.4,2023-01-15T16:00:57.415Z,2023-01-17T12:33:47Z,3980161597,212,27.9,3980161587,56,Left,3980161601,213,1.3,3980161591,140,76.3,3980161595,141,95.0,3982184899,178,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795905,159,1,1,14,17,20vymiy7bo8wkyxai3ew494fz,1,76.3,93.6,2023-01-15T16:01:00.088Z,2023-01-17T12:33:54Z,3980161719,213,4.3,3982184947,178,,3980161715,212,8.5,3980161711,141,82.2,3980161701,56,Left,3980161707,140,72.9,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795911,160,1,1,14,19,20vymiy7bo8wkyxai3ew494fz,1,73,81.3,2023-01-15T16:01:02.202Z,2023-01-17T12:34:08Z,3980161747,140,71.5,3982185007,178,,3980161751,212,8.6,3980161745,56,Center,3980161749,141,68.9,3980162259,210,15,3980161753,213,4.5,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795923,129,45,1,14,21,cos9hxi16eitbcbthof7zrm4m,0,25.5,37.4,2023-01-15T16:01:03.614Z,2023-01-17T12:34:05Z,3980161881,233,161,3980161831,56,Back,3980161833,285,,,,,,,,,,,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795925,161,3,1,14,21,20vymiy7bo8wkyxai3ew494fz,1,74.5,62.6,2023-01-15T16:01:03.614Z,2023-01-17T12:34:04Z,3980161873,233,129,3980161853,286,,3981316819,464,,3982185099,178,,3980161851,56,Center,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795927,162,15,1,14,22,20vymiy7bo8wkyxai3ew494fz,1,78.6,50.1,2023-01-15T16:01:05.307Z,2023-01-17T12:34:08Z,3980162293,55,160,3980162299,103,19,3980161861,56,Center,3982185225,178,,3980162305,147,49.8,3980162291,29,,3980166911,80,,3980162297,102,47.4,672cwl9zj2d6lce6jda350vvu,M. Wieffer,3980162105,233,3980162303,146,3980162309,231,130,80.8,,49.8,3980161857,22,3980162093,82,,3980161859,18,,3980162301,215,,3980162307,230,98.8,3980162087,20,,,,,,,,,,,
2497795943,130,10,1,14,22,cos9hxi16eitbcbthof7zrm4m,1,19.9,50.5,2023-01-15T16:01:05.358Z,2023-01-17T12:34:12Z,3980161949,94,,3980161951,56,Back,3982185347,178,,3980162109,233,162,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795961,131,6,1,14,26,cos9hxi16eitbcbthof7zrm4m,0,21.2,50,2023-01-15T16:01:09.338Z,2023-01-17T12:34:19Z,3980162035,73,,3980162079,233,163,3980162033,56,Back,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497795951,163,6,1,14,26,20vymiy7bo8wkyxai3ew494fz,1,78.8,50,2023-01-15T16:01:09.338Z,2023-01-17T12:34:20Z,3980162005,56,Center,3980162007,73,,3980162059,233,131,,,,,,,,,,,,,,,,672cwl9zj2d6lce6jda350vvu,M. Wieffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796199,164,1,1,14,54,20vymiy7bo8wkyxai3ew494fz,1,99.7,99.5,2023-01-15T16:01:36.418Z,2023-01-17T12:34:24Z,3980163407,213,4.0,3980163397,6,,3980163405,212,21.4,3982185591,178,,3980163401,140,86.7,3980163403,141,75.3,3980163399,56,Center,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498040157,988,3,1,14,58,20vymiy7bo8wkyxai3ew494fz,0,87.5,85.3,2023-01-15T16:01:41.284Z,2023-01-17T12:34:36Z,3982185779,178,,3981443403,56,Left,3981443409,467,brqptr56zeku3bgqbixje0hxx,3981443405,286,,3981443407,465,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796205,165,4,1,14,59,20vymiy7bo8wkyxai3ew494fz,1,88.2,86.5,2023-01-15T16:01:41.735Z,2023-01-17T12:34:47Z,3980163435,286,,3980163431,152,,3980163433,265,,3980163427,13,,3980163485,233,132,3980163429,56,Left,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796213,132,4,1,14,59,cos9hxi16eitbcbthof7zrm4m,0,11.8,13.5,2023-01-15T16:01:41.736Z,2023-01-17T12:34:46Z,3980163469,56,Back,3982185983,178,,3980163473,265,,3980163475,285,,3980163471,152,,3980163467,13,,3980163497,233,165,,,,brqptr56zeku3bgqbixje0hxx,D. Dankerlui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796659,166,1,1,15,52,20vymiy7bo8wkyxai3ew494fz,0,86.2,90.9,2023-01-15T16:02:35.357Z,2023-01-17T18:42:23Z,3980165967,212,28.4,3980165955,5,,3980165957,155,,3980165961,56,Center,3980165965,141,52.0,3980165959,152,,3981318621,20,,3980165953,2,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,3980165969,213,3981318619,223,3982323159,178,5.1,,,,3980165963,140,,,,,,,,,96.0,,,,,,,,,,,,,,,,
2497797075,139,12,1,15,54,cos9hxi16eitbcbthof7zrm4m,1,4.1,48.5,2023-01-15T16:02:36.472Z,2023-01-17T18:43:15Z,3982323821,178,,3980168265,56,Back,3980168273,213,1.2,3980168269,141,64.3,3980168271,212,11.4,3980168267,140,7.8,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796665,133,49,1,15,55,cos9hxi16eitbcbthof7zrm4m,1,8.3,68.1,2023-01-15T16:02:38.257Z,2023-01-17T18:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796745,134,1,1,15,59,cos9hxi16eitbcbthof7zrm4m,0,26.2,93.8,2023-01-15T16:02:42.050Z,2023-01-17T18:43:39Z,3980166417,140,80.8,3980166423,213,6.1,3980166421,212,58.0,3980166425,1,,3980166419,141,80.9,3980166415,56,Left,3982324069,178,,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796741,167,49,1,16,5,20vymiy7bo8wkyxai3ew494fz,1,23.2,15.4,2023-01-15T16:02:47.470Z,2023-01-17T18:43:48Z,,,,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796753,168,1,1,16,5,20vymiy7bo8wkyxai3ew494fz,1,23.2,15.4,2023-01-15T16:02:47.492Z,2023-01-17T18:43:52Z,3982324325,178,,3980166457,56,Back,3980166465,213,2.3,3980166461,141,42.2,3980166463,212,24.4,3980166459,140,7.8,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796795,169,1,1,16,7,20vymiy7bo8wkyxai3ew494fz,0,8,42.2,2023-01-15T16:02:49.972Z,2023-01-17T18:43:58Z,3980166707,212,55.3,3980166699,157,,3982324407,178,,3980166711,1,,3980166701,56,Center,3980166705,141,33.2,3980166709,213,6.2,3980166703,140,60.3,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796791,135,44,1,16,11,cos9hxi16eitbcbthof7zrm4m,1,42.1,67.5,2023-01-15T16:02:53.759Z,2023-01-17T18:44:06Z,3980166765,233,170,3980166681,285,,3980166679,56,Back,,,,,,,,,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796799,170,44,1,16,11,20vymiy7bo8wkyxai3ew494fz,0,57.9,32.5,2023-01-15T16:02:53.760Z,2023-01-17T18:44:07Z,3980166791,233,135,3980166735,56,Center,3980166737,286,,,,,,,,,,,,,,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796797,136,1,1,16,11,cos9hxi16eitbcbthof7zrm4m,0,44.5,68.2,2023-01-15T16:02:53.811Z,2023-01-17T18:44:11Z,3982324609,388,,3980166733,213,5.4,3980166727,140,52.2,3980166731,212,12.0,3980166729,141,55.1,3980166725,56,Center,3980166723,3,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796855,171,1,1,16,16,20vymiy7bo8wkyxai3ew494fz,1,61.4,38,2023-01-15T16:02:58.843Z,2023-01-17T18:44:20Z,3982324825,178,,3980166981,213,5.1,3980166977,141,10.4,3980166973,56,Right,3980166975,140,68.1,3980166979,212,20.0,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796887,172,1,1,16,20,20vymiy7bo8wkyxai3ew494fz,1,71.6,7.1,2023-01-15T16:03:02.367Z,2023-01-17T18:44:26Z,3980167203,56,Center,3980167205,140,96.7,3980167211,141,23.9,3980167219,213,0.4,3982324903,178,,3980167217,212,28.7,,,,,,,a8cgbwioykhqztfjgztfn7dud,A. Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796895,173,1,1,16,23,20vymiy7bo8wkyxai3ew494fz,0,99.6,30.5,2023-01-15T16:03:05.384Z,2023-01-17T18:44:31Z,3980167255,213,2.1,3980167251,141,40.0,3980167249,140,95.9,3980167253,212,7.5,3982325003,178,,3980167247,56,Center,3980167269,195,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796913,137,12,1,16,23,cos9hxi16eitbcbthof7zrm4m,1,4.1,58.3,2023-01-15T16:03:05.753Z,2023-01-17T18:44:40Z,3980167405,167,,3980167347,56,Back,3980167353,141,69.9,3980167359,213,2.2,3982325181,178,,3980167351,140,0.0,3980167355,212,9.9,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796921,138,6,1,16,24,cos9hxi16eitbcbthof7zrm4m,0,2.9,66.8,2023-01-15T16:03:07.233Z,2023-01-17T18:44:59Z,3980167473,233,174,3980167377,56,Back,3980167379,73,,,,,,,,,,,,,,,,,am0ea3bvmnin4gco2ndny2noq,R. Oratmangoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497796927,174,6,1,16,24,20vymiy7bo8wkyxai3ew494fz,1,97.1,33.2,2023-01-15T16:03:07.233Z,2023-01-17T18:44:58Z,3980167425,75,,3980167453,233,138,3980167423,56,Center,,,,,,,,,,,,,,,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797149,175,1,1,16,52,20vymiy7bo8wkyxai3ew494fz,1,99.5,0.5,2023-01-15T16:03:35.025Z,2023-01-17T18:45:16Z,3980168725,213,1.9,3980168721,141,38.6,3981319011,72,,3980168713,155,,3980170361,210,15,3980168719,140,91.9,3982325779,178,,3980168717,56,Center,504o2odlvra056ouwcgreopgp,S. Szymański,3980168723,212,3980168709,2,3980168711,6,27.1,,1,,3980168715,223,3980170363,154,,,,,,,,,,,,,,,,,,,,,,,
2497797153,176,15,1,16,53,20vymiy7bo8wkyxai3ew494fz,1,91.5,37.5,2023-01-15T16:03:36.024Z,2023-01-17T18:45:16Z,3980168749,17,,3980170099,15,,3980170377,102,53.6,3980170381,146,93.6,3980170371,154,,3980170387,231,47.7,3980170369,29,,3980170383,147,40.8,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,3980170097,25,3980170379,103,3980170399,233,,20.8,,140,3980170373,55,3980170107,328,,3980168753,56,Center,3982325989,178,175,3980170385,230,99.3,3980172293,77,3980170109,82,,,,,,,,,
2497797157,140,10,1,16,53,cos9hxi16eitbcbthof7zrm4m,1,6.7,60.2,2023-01-15T16:03:36.201Z,2023-01-17T18:45:33Z,3980168775,94,,3980168777,56,Back,3982326369,388,,3980170189,233,176,3982326371,21,,,,,,,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797175,141,12,1,16,55,cos9hxi16eitbcbthof7zrm4m,1,9.6,58.7,2023-01-15T16:03:37.757Z,2023-01-17T18:45:47Z,3980168865,140,19.8,3980168869,212,15.7,3980168863,56,Back,3980168871,213,5.5,3980168867,141,41.8,3982326529,388,,3980168883,15,,,,,2fbolmn7pyvn5oto4zoeqguwa,N. Kasanwirjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797215,142,12,1,16,56,cos9hxi16eitbcbthof7zrm4m,1,19.8,41.8,2023-01-15T16:03:39.221Z,2023-01-17T18:45:56Z,3980169091,213,0.3,3980169087,141,56.7,3980169083,56,Back,3982326677,388,,3980169085,140,47.8,3980169089,212,31.1,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797221,177,44,1,17,1,20vymiy7bo8wkyxai3ew494fz,1,52.4,45.6,2023-01-15T16:03:43.850Z,2023-01-17T18:46:03Z,3980169139,233,143,3980169115,56,Center,3980169117,286,,,,,,,,,,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797223,143,44,1,17,1,cos9hxi16eitbcbthof7zrm4m,0,47.6,54.4,2023-01-15T16:03:43.851Z,2023-01-17T18:46:04Z,3980169121,285,,3980169119,56,Back,3980169147,233,177,,,,,,,,,,,,,,,,brqptr56zeku3bgqbixje0hxx,D. Dankerlui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797225,178,1,1,17,1,20vymiy7bo8wkyxai3ew494fz,0,52.5,48.4,2023-01-15T16:03:43.894Z,2023-01-17T18:46:11Z,3980169129,141,38.8,3982326941,388,,3980169125,56,Center,3980169123,3,,3980169127,140,63.4,3980169133,213,5.8,3980169131,212,13.2,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797227,144,49,1,17,2,cos9hxi16eitbcbthof7zrm4m,1,41.8,69.1,2023-01-15T16:03:45.241Z,2023-01-17T18:46:20Z,,,,,,,,,,,,,,,,,,,,,,,,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797309,145,1,1,17,4,cos9hxi16eitbcbthof7zrm4m,1,43,69.1,2023-01-15T16:03:46.972Z,2023-01-17T18:46:25Z,3982327283,178,,3980169597,141,13.8,3980169593,56,Right,3980169601,213,5.5,3980169591,155,,3980169595,140,81.0,3980169599,212,54.8,3980169603,1,,29fr98or3mqippn84z3p9ihhw,L. Valente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797313,146,61,1,17,10,cos9hxi16eitbcbthof7zrm4m,0,89.9,13.4,2023-01-15T16:03:52.881Z,2023-01-17T18:46:41Z,3982327579,178,,3980169613,56,Right,,,,,,,,,,,,,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797335,179,49,1,17,14,20vymiy7bo8wkyxai3ew494fz,1,3.2,73.5,2023-01-15T16:03:56.414Z,2023-01-17T18:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797341,180,50,1,17,14,20vymiy7bo8wkyxai3ew494fz,1,1.4,72.3,2023-01-15T16:03:57.119Z,2023-01-17T18:48:21Z,3980169753,285,,3980169971,233,147,3980169751,56,Back,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797367,147,7,1,17,15,cos9hxi16eitbcbthof7zrm4m,1,98.6,27.7,2023-01-15T16:03:57.541Z,2023-01-17T18:48:28Z,3980169953,233,180,3980169887,286,,3980169883,167,,3981319885,385,,3980169885,56,Center,3982329109,178,,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797373,148,5,1,17,16,cos9hxi16eitbcbthof7zrm4m,0,100.6,26.4,2023-01-15T16:03:58.597Z,2023-01-17T18:48:33Z,3980169913,346,,3980169911,56,Center,3980169961,233,181,,,,,,,,,,,,,,,,4k9shzwgauyy7w2911uev75yh,F. Krüger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797365,181,5,1,17,16,20vymiy7bo8wkyxai3ew494fz,1,-0.6,73.6,2023-01-15T16:03:58.597Z,2023-01-17T18:48:33Z,3980169879,56,Back,3980169881,346,,3980169935,233,148,,,,,,,,,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797547,182,1,1,17,38,20vymiy7bo8wkyxai3ew494fz,0,5.5,47.2,2023-01-15T16:04:20.367Z,2023-01-17T18:48:40Z,3980170977,56,Right,3980170983,212,63.8,3980170989,74,,3980170985,213,5.8,3980170981,141,5.9,3980170975,124,,3980170979,140,60.1,3980170987,1,,9pgr69ub37hmr76gwbfw7lhw5,J. Bijlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797587,149,4,1,17,44,cos9hxi16eitbcbthof7zrm4m,1,37,97.9,2023-01-15T16:04:26.433Z,2023-01-17T18:48:51Z,3980171087,13,,3980171093,56,Back,3980171091,294,,3980171095,152,,3980171119,233,183,3980171097,286,,,,,,,,9zcr9l3mfbbstmesdlx298vhm,R. Balker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797581,183,4,1,17,44,20vymiy7bo8wkyxai3ew494fz,0,63,2.1,2023-01-15T16:04:26.434Z,2023-01-17T18:48:50Z,3980171063,152,,3980171065,285,,3982329641,178,,3980171147,233,149,3980171051,13,,3980171055,294,,3980171059,56,Right,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797653,150,1,1,17,54,cos9hxi16eitbcbthof7zrm4m,1,35.8,96.2,2023-01-15T16:04:36.851Z,2023-01-17T18:49:00Z,3980171513,212,36.0,3980171505,152,,3982329817,178,,3980171507,56,Back,3980171503,5,,3980171511,141,60.2,3980171515,213,3.9,3980171509,140,10.6,9zcr9l3mfbbstmesdlx298vhm,R. Balker,3980171517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797669,151,1,1,17,58,cos9hxi16eitbcbthof7zrm4m,1,10.7,57.9,2023-01-15T16:04:41.200Z,2023-01-17T18:49:08Z,3980171623,140,15.2,3980171629,213,5.0,3982329903,178,,3980171625,141,34.9,3980171621,56,Back,3980171627,212,16.3,,,,,,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797683,152,1,1,18,2,cos9hxi16eitbcbthof7zrm4m,1,16.4,34.8,2023-01-15T16:04:45.329Z,2023-01-17T18:49:12Z,3980171733,140,6.7,3980171739,213,2.1,3980171735,141,59.0,3982329939,178,,3980171731,56,Back,3980171737,212,19.4,,,,,,,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797703,153,1,1,18,5,cos9hxi16eitbcbthof7zrm4m,1,7,59.7,2023-01-15T16:04:48.252Z,2023-01-17T18:49:16Z,3980171847,213,1.1,3980171839,56,Back,3982330027,178,,3980171843,141,98.4,3980171845,212,29.8,3980171841,140,20.4,,,,,,,dxcsuw39xzusjsj5e1jw53y6t,M. Verrips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797725,154,1,1,18,9,cos9hxi16eitbcbthof7zrm4m,1,21.8,98.7,2023-01-15T16:04:51.558Z,2023-01-17T18:49:21Z,3980171971,141,96.0,3980171975,213,6.2,3980172165,155,,3980171973,212,17.5,3980171969,140,38.4,3982330065,178,,3980171967,56,Back,,,,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797735,155,1,1,18,10,cos9hxi16eitbcbthof7zrm4m,0,35.2,98.5,2023-01-15T16:04:52.489Z,2023-01-17T18:49:38Z,3980172023,168,,3980172037,212,37.1,3980172029,140,67.0,3980172025,56,Center,3980172043,1,,3980172019,3,,3980172039,213,5.8,3980172033,141,74.8,4k9shzwgauyy7w2911uev75yh,F. Krüger,3982330329,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797723,184,49,1,18,13,20vymiy7bo8wkyxai3ew494fz,1,40.2,24.5,2023-01-15T16:04:55.716Z,2023-01-17T18:49:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797765,185,1,1,18,13,20vymiy7bo8wkyxai3ew494fz,1,38.6,25.6,2023-01-15T16:04:55.764Z,2023-01-17T18:49:55Z,3980172223,140,9.3,3982330727,178,,3980172221,56,Back,3980172225,141,57.5,3980172229,213,2.5,3980172231,1,,3980172227,212,37.6,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
