id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,assist,qualifier/12/value,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2453872125,1,34,16,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-08-31T18:20:19.579Z,2022-08-31T21:46:29Z,3747635095,194,36veg0wk1z3om89daf0clbl5h,3747635093,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747635085,30,"bzanwdo4ihqd6d7vr06bd3845, 6p4fs5rivwt0e45twlsf6ajth, dtcvzfse83ztj96kiizwp6jqi, c7n2b2gq381k0o0jizqueii5m, 69cvlhfo7ulmz4o5ztlj1wlm2, bner5siqnwn1fqusfrgujt0fe, 3940jh5ermawu3vbzbei6546i, dc119ejc7lls2rd3ywigl2smi, 8fuul8znu2hzdqkxsotqt6u0a, 36veg0wk1z3om89daf0clbl5h, acffs01m2p3b4uemzjrp51d9m, 5whhr8oy7lf0z9s7yb8ygkset, c1yctqdku2vzho2azsgcy5dcl, 5m8pflpgynidzk7d9507oujje, e33libhll66jj5ksl319uh17u, dxmulnxbs11kpi1goq5hl9cve, 5g0q7azk54eryl8vcgyb2oj4l, dzehnxim5noolef8c7j4d8a5m, 4nkd85hpwiiqtieuslhcrc2ga, 1g9raiu2poutpdgjq7dmk4oru, 4djecj64ogdymwu31gpf3gges",3747635089,59,"1, 20, 5, 21, 2, 38, 26, 8, 27, 9, 19, 6, 7, 11, 16, 17, 22, 24, 32, 37, 43",3747635091,130,8,3747635087,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747758573,197,538,3747635097,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453874859,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-08-31T18:27:01.972Z,2022-08-31T18:56:19Z,3747652157,194,934ldgpefo90za10cq49k0o6i,3747652147,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 11iegkg0xuow3r11hx5t1o1xx, 3ox3ey99addc8m1ee8qrzuuhh, 934ldgpefo90za10cq49k0o6i, f07qmqesi1rpw7eapoz9rb0gk, 9aj2e1c30c8i3h6iff0k4dmac, 5zwa237gtyf2mlrmo7tlkqnoq, a46irqckxabod18j2c0qfixre, 6jhavdnaitqn6ydme8a526aui, 1wf757j0e3v3bdpbc9z2tav3d, 7y0acvcg9km8dz51t5ndy23md, 4w7a5n358oifbqkyftop0rtka, 6ghc42l6w6v395vqy5k61drmc, cvw6enlkjfnrtysck783raf6y, 8znaym62oghri26gdn8o6fz84, 3fvaph4p7n0i1nwhhtlpayzh0",3747652153,130,8,3747652151,59,"1, 2, 28, 21, 16, 4, 33, 6, 9, 8, 14, 5, 29, 11, 19, 24, 34, 38",3747652159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747652149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3747756527,197,13551,3747652155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897319,2,32,1,0,0,4tic29sox7m39fy1ztgv0jsiq,1,0,0,2022-08-31T19:01:07.497Z,2022-09-02T08:46:58Z,3747774501,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897279,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-08-31T19:01:07.497Z,2022-08-31T19:01:07Z,3747774329,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897349,3,1,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,50.4,50.1,2022-08-31T19:01:07.557Z,2022-09-02T20:45:48Z,3747774651,141,56.6,3747774649,140,28.5,3751692101,178,,3747774655,213,3.0,3747774657,279,S,3747774647,56,Back,3747774653,212,23.4,,,,a46irqckxabod18j2c0qfixre,K. Goudmijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897383,4,1,1,0,4,dqk062lu0vm8epvytbm6r4mmf,1,28.1,57.6,2022-08-31T19:01:12.027Z,2022-09-02T20:45:53Z,3747774817,140,38.5,3747774821,212,16.3,3747774819,141,39.8,3751692229,178,,3747774823,213,5.4,3747774815,56,Back,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897483,5,1,1,0,6,dqk062lu0vm8epvytbm6r4mmf,1,35.9,44,2022-08-31T19:01:14.401Z,2022-09-02T20:45:57Z,3751692339,178,,3747775349,141,59.9,3747775351,212,21.5,3747775345,56,Back,3747775347,140,18.2,3747775353,213,2.6,,,,,,,9aj2e1c30c8i3h6iff0k4dmac,J. Eijgenraam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897495,6,61,1,0,12,dqk062lu0vm8epvytbm6r4mmf,0,23.4,65,2022-08-31T19:01:19.581Z,2022-09-02T20:46:29Z,3751693175,178,,3747775391,56,Back,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897565,7,51,1,0,12,dqk062lu0vm8epvytbm6r4mmf,1,21.3,65,2022-08-31T19:01:19.765Z,2022-09-02T20:46:43Z,3747775751,170,,,,,,,,,,,,,,,,,,,,,,,934ldgpefo90za10cq49k0o6i,R. El Yaakoubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897507,3,49,1,0,13,4tic29sox7m39fy1ztgv0jsiq,1,75,30,2022-08-31T19:01:20.523Z,2022-09-02T20:46:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3940jh5ermawu3vbzbei6546i,D. Cleonise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
