id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2485337255,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-11-13T14:49:00.920Z,2022-11-13T15:54:56Z,3914302595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914302591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914302589,130,7,3914564037,197,469,3914302593,194,djbw3afgcgkbq22soig0xsjfu,3914302583,30,"9pgr69ub37hmr76gwbfw7lhw5, 4yyekuopwb7otz18rqfgwjht5, 4fcjml5xkrwp4jykruzrzub1m, djbw3afgcgkbq22soig0xsjfu, 5bjdj7hrhuxjbsa8wc1kw42c5, 1vyh50nfaq2kq5pmivpkc1psl, dy8wa8cciiae72q2ynm80rlcl, e5xuwwa4qs6zxjd7y52tslih, aboxil79ulfa73pckzsdnwp62, 504o2odlvra056ouwcgreopgp, e0cy0gwf04lohf0xjef0af8fe, e6xexn53yyoxmdt5naduyx8bu, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, 4j5hfebi948ggjwexpndrub1m, dux0skggr99ydjz3kn58p3wmh, 672cwl9zj2d6lce6jda350vvu, 909y6bbt3ht52rsu560ua5gid, 11ceernyer8po8soj8dmygatx, 1957std7hji9ca7bd29y8at7u, 7d8qc47gy4mb9mo67e1ic448a, 1qjf9el1a3ct17cb9epxz8xgq, 5vsr5aylntbln91iqj7vh5duy",3914302587,59,"1, 4, 19, 10, 18, 33, 11, 8, 29, 17, 14, 2, 6, 7, 9, 15, 20, 21, 22, 23, 24, 25, 30",3914302585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485338719,1,34,16,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-11-13T14:51:16.311Z,2022-11-13T15:48:44Z,3914310463,194,934ldgpefo90za10cq49k0o6i,3914310455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914310461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914310457,59,"1, 2, 28, 6, 4, 34, 10, 33, 14, 8, 29, 5, 7, 9, 11, 17, 18, 22, 24, 38",3914577153,197,9524,3914310453,30,"am19rcub89k9bleldiqps7845, 3r6elcuru7no13hrfczmwbmy1, 6db1q8hud1d8u2q3lxzfixzze, 9aj2e1c30c8i3h6iff0k4dmac, 934ldgpefo90za10cq49k0o6i, 8znaym62oghri26gdn8o6fz84, 36q7nfs7t68aeg3z54rnr31pm, f07qmqesi1rpw7eapoz9rb0gk, 6jhavdnaitqn6ydme8a526aui, a46irqckxabod18j2c0qfixre, 7y0acvcg9km8dz51t5ndy23md, 1wf757j0e3v3bdpbc9z2tav3d, bhkrpr3gxc5xx0b0dinla5muh, 5zwa237gtyf2mlrmo7tlkqnoq, 4w7a5n358oifbqkyftop0rtka, 2r0rasrm8fxczvujua8a8r1m1, 89dofd1p8ftdgy1u8jlyi58lx, 51tih9z7sxlb4vj3j7tm1ewgl, cvw6enlkjfnrtysck783raf6y, 3fvaph4p7n0i1nwhhtlpayzh0",3914310465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914310459,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388887,2,32,1,0,0,dqk062lu0vm8epvytbm6r4mmf,1,0,0,2022-11-13T15:47:11.005Z,2022-11-13T15:47:11Z,3914578349,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388877,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2022-11-13T15:47:11.005Z,2022-11-15T11:30:21Z,3914578291,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388905,3,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,50,50,2022-11-13T15:47:11.042Z,2022-11-15T13:51:27Z,3914578439,279,S,3917666739,178,,3914578429,56,Back,3914578435,212,12.7,3914578433,141,57.6,3914578437,213,2.7,3914578431,140,38.9,,,,aboxil79ulfa73pckzsdnwp62,S. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388925,4,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,39.2,57,2022-11-13T15:47:11.990Z,2022-11-15T13:51:57Z,3914578585,213,4.5,3914578579,140,38.1,3917666943,178,,3914578581,141,49.9,3914578583,212,5.0,3914578577,56,Back,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388981,5,1,1,0,2,20vymiy7bo8wkyxai3ew494fz,0,38.5,49.6,2022-11-13T15:47:13.354Z,2022-11-15T13:52:00Z,3914578905,141,85.4,3914578903,140,78.1,3914578911,1,,3914578907,212,48.2,3914578901,56,Left,3914578899,155,,3914578909,213,0.5,3917666963,178,,504o2odlvra056ouwcgreopgp,S. Szymański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388979,3,44,1,0,5,dqk062lu0vm8epvytbm6r4mmf,1,21.8,14.2,2022-11-13T15:47:16.433Z,2022-11-15T15:35:42Z,3914578889,285,,3914578887,56,Back,3914793501,233,6,,,,,,,,,,,,,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485388989,6,44,1,0,5,20vymiy7bo8wkyxai3ew494fz,0,78.2,85.8,2022-11-13T15:47:16.434Z,2022-11-15T13:52:02Z,3914793511,233,3,3914578957,56,Left,3914578959,286,,,,,,,,,,,,,,,,,e0cy0gwf04lohf0xjef0af8fe,Igor Paixão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485429931,364,1,1,0,5,dqk062lu0vm8epvytbm6r4mmf,0,26.2,13.2,2022-11-13T15:47:16.487Z,2022-11-15T15:35:42Z,3917666983,388,,3914798759,141,19.8,3914798757,140,38.2,3914798753,3,,3914798763,213,0.3,3914798755,56,Back,3914798761,212,13.4,,,,3r6elcuru7no13hrfczmwbmy1,S. Horemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
