id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2454965869,9,1,1,0,15,d0zdg647gvgc95xdtk1vpbkys,1,61.2,93.9,2022-09-03T14:31:17.523Z,2022-09-05T02:22:43Z,3753465285,212,5.8,3760009685,178,,3753465287,213,4.0,3753465281,140,57.5,3753465283,141,87.5,3753465279,56,Left,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966023,10,1,1,0,17,d0zdg647gvgc95xdtk1vpbkys,1,59,87.8,2022-09-03T14:31:19.926Z,2022-09-05T02:22:52Z,3753466145,140,76.4,3753466151,213,5.0,3753466141,196,,3753466139,155,,3753466153,1,,3753466149,212,58.7,3753466147,141,5.8,3753466143,56,Right,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,3760009789,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966167,11,1,1,0,21,d0zdg647gvgc95xdtk1vpbkys,1,78.5,6.4,2022-09-03T14:31:24.432Z,2022-09-05T02:23:02Z,3753466943,140,93.6,3760009983,178,,3753466947,212,17.6,3753466941,56,Right,3753466945,141,17.6,3753466949,213,0.4,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456362603,937,83,1,0,25,ears40cp6opsgvhsy0dgyszpd,1,8.9,79.7,2022-09-03T14:31:27.580Z,2022-09-05T17:42:05Z,3760887969,399,466002,,,,,,,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966183,12,61,1,0,25,d0zdg647gvgc95xdtk1vpbkys,0,94.8,20.8,2022-09-03T14:31:27.894Z,2022-09-05T02:23:27Z,3760010277,178,,3753467029,56,Right,,,,,,,,,,,,,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966755,3,12,1,0,26,ears40cp6opsgvhsy0dgyszpd,1,2.6,74.1,2022-09-03T14:31:28.962Z,2022-09-05T02:23:33Z,3753470175,213,0.1,3753470167,56,Left,3753470173,212,55.2,3760010319,178,,3753470171,141,84.4,3753470169,140,54.7,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966533,13,1,1,0,34,d0zdg647gvgc95xdtk1vpbkys,1,44.8,7.4,2022-09-03T14:31:36.762Z,2022-09-05T02:23:44Z,3753468973,213,6.1,3753468957,140,63.7,3753468953,56,Right,3753468963,141,2.8,3760010323,178,,3753468967,212,20.1,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966629,14,1,1,0,36,d0zdg647gvgc95xdtk1vpbkys,1,64,3.7,2022-09-03T14:31:39.352Z,2022-09-05T02:23:52Z,3753469493,212,10.3,3753469491,141,17.8,3753469489,140,67.5,3753469495,213,1.2,3753469487,56,Right,3760010507,178,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966663,15,1,1,0,38,d0zdg647gvgc95xdtk1vpbkys,1,66.9,14.3,2022-09-03T14:31:41.301Z,2022-09-05T02:23:59Z,3753469681,140,49.7,3760010569,178,,3753469679,56,Back,3753469691,213,3.4,3753469689,212,18.5,3753469685,141,8.3,,,,,,,6sg2ot7z9kfyrlgjkmpqvejqi,D. Rensch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966791,16,1,1,0,40,d0zdg647gvgc95xdtk1vpbkys,1,49.7,8.3,2022-09-03T14:31:43.314Z,2022-09-05T02:25:40Z,3753470277,141,52.7,3760011709,178,,3753470273,56,Center,3753470279,212,30.2,3753470281,213,1.5,3753470275,140,51.4,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966897,17,1,1,0,44,d0zdg647gvgc95xdtk1vpbkys,1,51.5,53.1,2022-09-03T14:31:46.537Z,2022-09-05T02:25:48Z,3753470759,141,79.4,3753470763,213,1.1,3753470755,56,Left,3753470761,212,19.7,3753470757,140,59.4,3760011837,178,,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454966961,18,1,1,0,46,d0zdg647gvgc95xdtk1vpbkys,1,62.9,79.7,2022-09-03T14:31:49.180Z,2022-09-05T02:25:52Z,3753471105,213,1.1,3760011861,178,,3753471093,140,69.2,3753471101,212,13.8,3753471097,141,97.5,3753471089,56,Left,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967099,19,1,1,0,48,d0zdg647gvgc95xdtk1vpbkys,1,69.1,95.1,2022-09-03T14:31:51.428Z,2022-09-05T02:25:58Z,3753471791,141,83.9,3753471787,140,63.8,3760011937,178,,3753471793,212,9.4,3753471795,213,4.1,3753471783,56,Left,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967211,20,1,1,0,52,d0zdg647gvgc95xdtk1vpbkys,1,63.8,82.1,2022-09-03T14:31:54.724Z,2022-09-05T02:26:08Z,3753472435,140,73.4,3753472441,213,0.8,3753472439,212,14.3,3760011993,178,,3753472433,56,Left,3753472437,141,97.1,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967465,21,1,1,0,55,d0zdg647gvgc95xdtk1vpbkys,1,77.9,97.1,2022-09-03T14:31:58.427Z,2022-09-05T02:26:13Z,3753473711,140,58.7,3753473709,56,Center,3753473717,213,3.8,3760012045,178,,3753473713,141,72.6,3753473715,212,26.2,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967491,22,1,1,1,2,d0zdg647gvgc95xdtk1vpbkys,1,74.3,78.8,2022-09-03T14:32:05.079Z,2022-09-05T02:26:20Z,3753473861,213,2.5,3753473847,56,Left,3753473849,140,65.2,3760012133,178,,3753473857,212,12.1,3753473851,141,89.6,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967627,23,1,1,1,3,d0zdg647gvgc95xdtk1vpbkys,1,65.2,89.6,2022-09-03T14:32:06.241Z,2022-09-05T02:26:27Z,3753474515,212,10.6,3760012161,178,,3753474513,141,97.7,3753474517,213,0.5,3753474509,56,Left,3753474511,140,73.8,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967703,24,1,1,1,6,d0zdg647gvgc95xdtk1vpbkys,1,73,99,2022-09-03T14:32:08.872Z,2022-09-05T02:26:32Z,3760012171,178,,3753474871,56,Left,3753474877,141,91.8,3753474881,213,5.2,3753474875,140,75.5,3753474879,212,5.6,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967751,25,1,1,1,7,d0zdg647gvgc95xdtk1vpbkys,1,75.5,91.8,2022-09-03T14:32:09.745Z,2022-09-05T02:26:51Z,3753475125,212,6.4,3753475119,56,Left,3760012269,178,,3753475123,141,97.8,3753475121,140,80.2,3753475127,213,0.7,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967789,26,1,1,1,8,d0zdg647gvgc95xdtk1vpbkys,0,80.6,98,2022-09-03T14:32:11.026Z,2022-09-05T02:27:00Z,3753475317,212,28.2,3753475311,56,Center,3753475313,140,92.2,3753475321,213,5.2,3753475307,2,,3757205251,386,,3760012349,178,,3757205249,225,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,3753475315,141,60.6,3757205253,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456362821,938,43,1,1,9,ears40cp6opsgvhsy0dgyszpd,1,0,0,2022-09-03T14:32:12.208Z,2022-09-05T17:42:37Z,3760889393,144,82,3760889259,178,0,,,,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967851,4,12,1,1,9,ears40cp6opsgvhsy0dgyszpd,1,8.6,43,2022-09-03T14:32:12.243Z,2022-09-05T17:42:43Z,3753475603,213,4.5,3753475599,141,0.0,3753475595,56,Back,3753475601,212,31.2,3753475729,167,,3753475597,140,1.9,3760889673,389,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454967857,5,5,1,1,11,ears40cp6opsgvhsy0dgyszpd,0,1.8,-1.4,2022-09-03T14:32:14.382Z,2022-09-05T02:27:22Z,3753475641,56,Back,3753479131,233,27,3753475643,347,,,,,,,,,,,,,,,,,8ylvnl689iweg2r9d0ioj771m,M. Tol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968469,27,5,1,1,11,d0zdg647gvgc95xdtk1vpbkys,1,98.2,101.4,2022-09-03T14:32:14.382Z,2022-09-05T02:27:22Z,3753478997,56,Left,3753478999,347,,3753479071,233,5,,,,,,,,,,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968573,28,1,1,1,26,d0zdg647gvgc95xdtk1vpbkys,1,86.1,100,2022-09-03T14:32:28.919Z,2022-09-05T02:27:30Z,3753479571,212,16.2,3753479569,141,97.5,3753479565,56,Left,3753479573,213,3.3,3753479561,107,,3753479567,140,70.9,,,,,,,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968647,29,1,1,1,29,d0zdg647gvgc95xdtk1vpbkys,1,69.9,97.2,2022-09-03T14:32:31.828Z,2022-09-05T02:27:41Z,3753479939,213,3.9,3753479935,141,74.1,3753479931,56,Center,3753479937,212,22.3,3753479933,140,54.8,3760012909,178,,,,,,,,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968815,30,1,1,1,32,d0zdg647gvgc95xdtk1vpbkys,1,51.3,66.5,2022-09-03T14:32:35.356Z,2022-09-05T02:27:52Z,3760013035,178,,3753480919,213,5.0,3753480915,141,36.5,3753480917,212,21.4,3753480911,56,Center,3753480913,140,57.3,,,,,,,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968861,31,1,1,1,37,d0zdg647gvgc95xdtk1vpbkys,1,70.5,43.9,2022-09-03T14:32:39.948Z,2022-09-05T02:28:01Z,3753481217,141,59.4,3753481221,213,1.5,3760013205,178,,3753481213,56,Center,3753481219,212,10.6,3753481215,140,71.4,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968927,32,1,1,1,38,d0zdg647gvgc95xdtk1vpbkys,1,71.4,59.4,2022-09-03T14:32:40.583Z,2022-09-05T02:28:06Z,3753481571,56,Center,3753481577,212,19.1,3753481573,140,88.7,3760013229,178,,3753481579,213,6.0,3753481575,141,50.9,,,,,,,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968991,33,1,1,1,38,d0zdg647gvgc95xdtk1vpbkys,1,88.7,50.9,2022-09-03T14:32:41.476Z,2022-09-05T02:28:15Z,3753481847,140,88.0,3753481853,213,4.6,3753481849,141,43.0,3753481845,56,Center,3760013299,178,,3753481851,212,5.4,,,,,,,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454968997,34,50,1,1,39,d0zdg647gvgc95xdtk1vpbkys,1,87,45.6,2022-09-03T14:32:42.032Z,2022-09-05T02:28:39Z,3753481881,56,Center,3753511419,233,6,3753510565,286,,,,,,,,,,,,,,,,,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969021,6,7,1,1,40,ears40cp6opsgvhsy0dgyszpd,1,13,54.4,2022-09-03T14:32:42.645Z,2022-09-05T02:28:45Z,3753511349,233,34,3757206823,384,,3753503561,285,,3753481999,56,Back,3760013665,178,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969033,7,52,1,1,41,ears40cp6opsgvhsy0dgyszpd,1,9,54.3,2022-09-03T14:32:43.618Z,2022-09-05T02:29:02Z,3757206935,376,,3760013917,178,,,,,,,,,,,,,,,,,,,,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969573,8,1,1,1,58,ears40cp6opsgvhsy0dgyszpd,0,10,52.6,2022-09-03T14:33:01.041Z,2022-09-05T02:29:16Z,3753484899,213,0.2,3753484923,189,,3753484895,141,72.1,3753484901,1,,3753484897,212,63.1,3753484891,56,Center,3753811795,199,,3753484893,140,68.8,7rvlba00jv66w7wtdmk178a95,João Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969643,35,1,1,2,1,d0zdg647gvgc95xdtk1vpbkys,0,31.8,13.6,2022-09-03T14:33:03.936Z,2022-09-05T02:29:23Z,3760014179,388,,3753485355,213,0.0,3753485343,3,,3753485349,140,40.4,3753485353,212,9.0,3753485351,141,14.2,3753485345,56,Back,,,,bp3apdb2ahzacq45k4mzj5jhl,E. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969647,9,1,1,2,2,ears40cp6opsgvhsy0dgyszpd,0,57.7,76.3,2022-09-03T14:33:04.900Z,2022-09-05T02:29:31Z,3753485385,141,74.7,3753485389,213,6.2,3753485383,140,70.0,3760014269,388,,3753485387,212,13.0,3753485381,56,Center,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969691,36,49,1,2,3,d0zdg647gvgc95xdtk1vpbkys,1,31.2,12.4,2022-09-03T14:33:06.183Z,2022-09-05T02:29:44Z,,,,,,,,,,,,,,,,,,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456363519,939,83,1,2,4,ears40cp6opsgvhsy0dgyszpd,1,71.6,78.1,2022-09-03T14:33:07.039Z,2022-09-05T17:43:51Z,3760893243,399,445122,,,,,,,,,,,,,,,,,,,,,,blzp9qbpturqntnisbkg0ddlg,F. Smand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969783,37,1,1,2,4,d0zdg647gvgc95xdtk1vpbkys,1,31.2,12.4,2022-09-03T14:33:07.060Z,2022-09-05T02:29:51Z,3753486095,56,Back,3753486099,140,36.3,3753486105,212,8.4,3753486107,213,5.4,3753486103,141,2.8,3760014409,178,,,,,,,,aqlakf0mo95rlktf6xdbaegh5,J. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969805,38,1,1,2,6,d0zdg647gvgc95xdtk1vpbkys,0,36.3,2.8,2022-09-03T14:33:09.313Z,2022-09-05T02:29:59Z,3760014491,178,,3753486225,212,9.2,3753486219,56,Back,3753486221,140,27.6,3753486227,213,3.0,3753486223,141,4.7,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969763,10,8,1,2,7,ears40cp6opsgvhsy0dgyszpd,1,71.3,93.6,2022-09-03T14:33:09.746Z,2022-09-05T02:30:05Z,3753485977,56,Left,3757209207,385,,3760014611,178,,,,,,,,,,,,,,,,,e1wk520xrgbtriixo4kj3pnje,R. Balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969791,11,5,1,2,8,ears40cp6opsgvhsy0dgyszpd,0,72.4,101.2,2022-09-03T14:33:10.933Z,2022-09-05T02:30:12Z,3753486791,233,39,3753486147,56,Left,3753486149,347,,,,,,,,,,,,,,,,,426st78oi43eortpbfkuxw72t,M. Paulissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454969881,39,5,1,2,8,d0zdg647gvgc95xdtk1vpbkys,1,27.6,-1.2,2022-09-03T14:33:10.933Z,2022-09-05T02:30:12Z,3753486717,233,11,3753486649,347,,3753486647,56,Back,,,,,,,,,,,,,,,,6m2pk6odyb3atayt6u8cifahh,D. Tadić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
