id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2519413225,1,34,16,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-03-12T17:44:40.779Z,2023-03-12T18:59:21Z,4094040167,59,"22, 2, 5, 10, 4, 33, 11, 20, 29, 9, 26, 6, 7, 14, 15, 17, 18, 21, 25, 28, 30, 49",4094040175,194,djbw3afgcgkbq22soig0xsjfu,4094040173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4094040163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4094354629,197,469,4094040179,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4094040161,30,"11ceernyer8po8soj8dmygatx, e6xexn53yyoxmdt5naduyx8bu, 4fcjml5xkrwp4jykruzrzub1m, djbw3afgcgkbq22soig0xsjfu, 4yyekuopwb7otz18rqfgwjht5, 1vyh50nfaq2kq5pmivpkc1psl, dy8wa8cciiae72q2ynm80rlcl, 672cwl9zj2d6lce6jda350vvu, aboxil79ulfa73pckzsdnwp62, 4j5hfebi948ggjwexpndrub1m, a89554tzfy4nfxrycpr2z0xjp, bnar4f48vnx4oaz2lzch48es5, a8cgbwioykhqztfjgztfn7dud, e0cy0gwf04lohf0xjef0af8fe, dux0skggr99ydjz3kn58p3wmh, 504o2odlvra056ouwcgreopgp, 5bjdj7hrhuxjbsa8wc1kw42c5, 909y6bbt3ht52rsu560ua5gid, 1qjf9el1a3ct17cb9epxz8xgq, 2fbolmn7pyvn5oto4zoeqguwa, 5vsr5aylntbln91iqj7vh5duy, 961rxtkdbimo36qyjsjuwmj56",4094040171,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519419855,1,34,16,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-12T17:50:07.988Z,2023-03-12T19:17:27Z,4094076669,59,"1, 3, 5, 4, 6, 31, 7, 17, 9, 8, 2, 11, 12, 16, 20, 21, 22, 24, 28, 30, 33, 34",4094076671,130,11,4094351387,197,2840,4094076673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4094076675,194,a21sngx9u0boxf3n6u5qbkdlh,4094076667,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4094076677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4094076665,30,"7dg8woqlx67ch0ji3ujhgb52i, 8ozlo6qrdavr86guhclwvh84q, a02jtmvlc1tlstvt96pa1hisq, e3akocgpppdty3ayxty1gf6xh, dbkr1w2xlwnyssid1tv0jlujt, c9epkro6fot3km9zak1kswfhm, 1sb4655mgzrdohlltyk9fqlzp, 5shfqpd5fj05qrp1jlzd08ftg, c5jk0pvcvqddy0xiqv6qkesph, a21sngx9u0boxf3n6u5qbkdlh, 8822s8ns7oyvjqade4oaxzg0l, 3dc82sro077by40u3qdmhw0r9, f15kg1dhysflr9u8igyvhxkdm, awkcni8hs06o4bfpopikjvspg, 7qzban9gm72aznhn11qyxwtg4, 6jqn5grsuhuo5at81pzahr6xh, bdurpi6c2ipwtcuyndq0e6ve2, eayvrkzzkk0xu4c5rrxgzlroq, ca8qw8jztjxwxuc2foa6dfckq, 266bhlksybsxaymm3ufiqlpg4, 8oetnmi8kejwwy37rhlelw2ne, 10ijtddqmzbhx3qtlhbyn4rca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471377,2,32,1,0,0,6g9qrm72224jrk6tkxxxi8a9n,1,0,0,2023-03-12T19:01:19.396Z,2023-03-12T19:01:22Z,4094361621,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471365,2,32,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,0,0,2023-03-12T19:01:19.396Z,2023-03-14T21:18:54Z,4094361557,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471411,3,1,1,0,0,20vymiy7bo8wkyxai3ew494fz,1,49.9,50.1,2023-03-12T19:01:19.488Z,2023-03-15T04:15:52Z,4094361777,212,10.5,4094361775,141,61.2,4094361773,140,43.0,4094361781,279,S,4098729291,178,,4094361779,213,2.3,4094361771,56,Back,,,,4j5hfebi948ggjwexpndrub1m,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471419,4,1,1,0,1,20vymiy7bo8wkyxai3ew494fz,1,43.5,63.3,2023-03-12T19:01:21.392Z,2023-03-15T04:15:56Z,4094361819,141,97.8,4094361823,213,1.0,4098729315,178,,4094361815,56,Left,4094361821,212,28.4,4094361817,140,58.7,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471457,5,1,1,0,4,20vymiy7bo8wkyxai3ew494fz,1,58.8,97.4,2023-03-12T19:01:24.338Z,2023-03-15T04:16:00Z,4094362071,140,48.9,4094362069,56,Back,4098729343,178,,4094362073,141,81.2,4094362075,212,15.1,4094362077,213,4.0,,,,,,,a89554tzfy4nfxrycpr2z0xjp,O. Idrissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471471,6,1,1,0,6,20vymiy7bo8wkyxai3ew494fz,1,48.9,81.2,2023-03-12T19:01:26.271Z,2023-03-15T04:16:03Z,4094362149,56,Back,4094362155,141,63.5,4094362161,213,4.0,4094362151,140,39.8,4094362159,212,15.4,4098729371,178,,,,,,,,4fcjml5xkrwp4jykruzrzub1m,Q. Hartman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471521,7,1,1,0,9,20vymiy7bo8wkyxai3ew494fz,1,40,63.2,2023-03-12T19:01:28.481Z,2023-03-15T04:16:05Z,4094362431,213,4.9,4094362429,212,21.6,4094362423,56,Back,4094362427,141,32.3,4098729387,178,,4094362425,140,44.6,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471569,8,1,1,0,13,20vymiy7bo8wkyxai3ew494fz,1,48.2,29.6,2023-03-12T19:01:32.585Z,2023-03-15T04:16:09Z,4098729409,178,,4094362701,212,17.2,4094362699,141,54.9,4094362703,213,1.6,4094362695,56,Back,4094362697,140,47.6,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471587,9,1,1,0,17,20vymiy7bo8wkyxai3ew494fz,1,54,67.8,2023-03-12T19:01:37.007Z,2023-03-15T04:16:13Z,4098729467,178,,4094362841,213,5.7,4094362839,212,9.8,4094362837,141,60.0,4094362835,140,61.9,4094362833,56,Center,,,,,,,1vyh50nfaq2kq5pmivpkc1psl,D. Hancko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471605,10,1,1,0,19,20vymiy7bo8wkyxai3ew494fz,1,53.9,55.8,2023-03-12T19:01:39.139Z,2023-03-15T04:16:17Z,4094362975,213,4.8,4094362959,56,Right,4094362967,141,20.5,4098729485,178,,4094362971,212,24.2,4094362963,140,57.0,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471649,11,1,1,0,22,20vymiy7bo8wkyxai3ew494fz,1,56.2,20,2023-03-12T19:01:41.573Z,2023-03-15T04:16:21Z,4094363213,141,32.0,4094363215,212,13.9,4094363209,56,Back,4094363217,213,2.5,4094363211,140,45.5,4098729515,178,,,,,,,,e6xexn53yyoxmdt5naduyx8bu,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471681,12,1,1,0,26,20vymiy7bo8wkyxai3ew494fz,1,54.8,32.3,2023-03-12T19:01:45.409Z,2023-03-15T04:16:24Z,4094363485,213,0.9,4094363479,140,60.4,4094363483,212,9.2,4094363477,56,Center,4098729539,178,,4094363481,141,42.8,,,,,,,4yyekuopwb7otz18rqfgwjht5,L. Geertruida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519471711,13,1,1,0,29,20vymiy7bo8wkyxai3ew494fz,1,60.5,31.4,2023-03-12T19:01:49.011Z,2023-03-15T04:16:27Z,4094363655,213,5.3,4094363653,212,23.3,4094363649,140,73.7,4098729561,178,,4094363645,155,,4094363647,56,Right,4094363651,141,3.8,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
